pl_name,hostname,disc_year,discoverymethod,pl_orbper,pl_rade,pl_radeerr1,pl_radeerr2,st_teff,st_rad,radius_frac_error
Kepler-465 b,Kepler-465,2016,Transit,9.940672466,2.95,0.25,-0.16,6310.0,1.29,0.0847457627118644
Kepler-953 c,Kepler-953,2016,Transit,9.10967112,1.19,0.11,-0.09,5416.0,0.99,0.09243697478991597
Wolf 503 b,Wolf 503,2018,Transit,6.00127,2.043,0.069,-0.069,4716.0,0.689,0.033773861967694566
Kepler-1009 b,Kepler-1009,2016,Transit,11.35011917,2.17,0.27,-0.24,4027.0,0.57,0.12442396313364057
Kepler-1420 b,Kepler-1420,2016,Transit,6.69960006,1.28,0.14,-0.12,5187.0,0.79,0.10937500000000001
TOI-1696 b,TOI-1696,2022,Transit,2.500311,3.09,0.11,-0.11,3185.0,0.2775,0.03559870550161812
Kepler-1514 c,Kepler-1514,2020,Transit,10.514181,1.1758241,0.0571659,-0.0437151,6145.0,1.289,0.04861773117254528
Kepler-79 e,Kepler-79,2014,Transit,81.0665,3.53,0.16,-0.16,6389.0,1.316,0.0453257790368272
Kepler-235 c,Kepler-235,2014,Transit,7.824904,1.28,0.08,-0.08,4255.0,0.554,0.0625
Kepler-20 d,Kepler-20,2011,Transit,77.611455,2.606,0.053,-0.039,5495.0,0.9164,0.020337682271680736
K2-165 c,K2-165,2018,Transit,4.382745,1.55409035,0.20925649,-0.11010438,5185.0,0.803827,0.13464885744898936
TOI-904 b,TOI-904,2023,Transit,10.8772,2.426,0.163,-0.152,3770.2,0.527,0.06718878812860676
TOI-1130 b,TOI-1130,2020,Transit,4.074554,3.66,0.03,-0.04,4360.0,0.697,0.01092896174863388
Kepler-947 b,Kepler-947,2016,Transit,26.9644317,2.28,0.23,-0.23,5508.0,0.87,0.10087719298245615
TOI-4561 b,TOI-4561,2026,Transit,8.93547936706,1.77789214,0.26732078,-0.19848508,5537.93,0.851957,0.1503582663906709
TOI-1246 c,TOI-1246,2022,Transit,5.904137,2.45109846,0.13824169,-0.08751012,5213.0,0.8649,0.0563998926424196
Kepler-689 b,Kepler-689,2016,Transit,22.36656079,2.89,0.35,-0.23,5518.0,0.88,0.12110726643598614
Kepler-271 b,Kepler-271,2014,Transit,10.43547805,1.23,0.08,-0.07,5555.0,0.87,0.06504065040650407
K2-175 b,K2-175,2018,Transit,9.525988,2.03803688,0.35536293,-0.27066826,5909.0,1.420038,0.1743653088358244
K2-21 c,K2-21,2015,Transit,15.50192,2.49,0.17,-0.19,4222.06,0.646783,0.07630522088353413
Kepler-1205 b,Kepler-1205,2016,Transit,1.078390352,1.41,0.1,-0.09,5226.0,0.81,0.07092198581560284
Kepler-336 c,Kepler-336,2014,Transit,9.600001,2.1,0.37,-0.37,5867.0,1.304,0.17619047619047618
Kepler-252 b,Kepler-252,2014,Transit,6.668391,1.23,0.12,-0.12,4208.0,0.549,0.0975609756097561
EPIC 201841433 b,EPIC 201841433,2019,Transit,4.1698,1.04,0.037,-0.032,5053.0,0.628461,0.035576923076923075
Kepler-65 d,Kepler-65,2012,Transit,8.13123,1.52,0.04,-0.04,6211.0,1.41,0.02631578947368421
Kepler-201 b,Kepler-201,2014,Transit,25.672083,2.46,0.48,-0.48,6065.0,1.229,0.1951219512195122
Kepler-800 b,Kepler-800,2016,Transit,14.13176026,2.85,0.34,-0.26,5315.0,0.82,0.1192982456140351
Kepler-137 c,Kepler-137,2014,Transit,18.735753,1.88,0.14,-0.14,5187.0,0.802,0.07446808510638299
TOI-782 b,TOI-782,2024,Transit,8.0240015,2.734,0.085,-0.085,3370.0,0.413,0.03108997805413314
HD 110067 d,HD 110067,2023,Transit,20.519617,2.852,0.039,-0.039,5266.0,0.788,0.013674614305750352
Kepler-333 c,Kepler-333,2014,Transit,24.08821,1.11,0.2,-0.2,4259.0,0.534,0.18018018018018017
Kepler-203 c,Kepler-203,2014,Transit,5.370647,2.47,0.47,-0.47,5821.0,1.114,0.19028340080971656
TOI-1203.01,TOI-1203,2021,Transit,25.502672,2.918,0.046,-0.045,5737.0,1.179,0.015764222069910898
Kepler-238 d,Kepler-238,2014,Transit,13.233549,3.07,0.57,-0.57,5751.0,1.43,0.18566775244299674
Kepler-221 b,Kepler-221,2014,Transit,2.795906,1.71,0.17,-0.17,5243.0,0.821,0.09941520467836258
HD 28109 d,HD 28109,2022,Transit,84.2899,3.11,0.15,-0.15,6189.0,1.425,0.04823151125401929
Kepler-716 b,Kepler-716,2016,Transit,10.37168453,2.9,0.35,-0.17,5099.0,0.78,0.12068965517241378
K2-66 b,K2-66,2016,Transit,5.06963,2.49,0.34,-0.24,5887.0,1.67,0.13654618473895583
TOI-1691 b,TOI-1691,2024,Transit,16.736888935,3.66,0.236,-0.207,5759.0,1.0,0.06448087431693988
K2-230 b,K2-230,2018,Transit,2.86041,1.96,0.18,-0.16,5945.0,1.39,0.09183673469387756
Kepler-1026 b,Kepler-1026,2016,Transit,36.5156053,2.21,0.33,-0.15,4948.0,0.75,0.1493212669683258
Kepler-445 b,Kepler-445,2015,Transit,2.984151,1.58,0.23,-0.23,3157.0,0.21,0.14556962025316456
K2-117 b,K2-117,2017,Transit,1.2916,2.03,0.1,-0.1,3778.0,0.51,0.049261083743842374
Kepler-138 d,Kepler-138,2014,Transit,23.0923,1.51,0.04,-0.04,3841.0,0.535,0.026490066225165563
TIC 437041147 b,TIC 437041147,2026,Transit,3.82301421497,2.21526814,0.32466894,-0.29917369,5224.36,0.961092,0.14655965755910705
Kepler-33 c,Kepler-33,2011,Transit,13.17562,3.2,0.3,-0.3,5904.0,1.82,0.09374999999999999
Kepler-583 b,Kepler-583,2016,Transit,6.5100253,2.28,0.29,-0.15,5523.0,0.91,0.12719298245614036
Kepler-1649 c,Kepler-1649,2020,Transit,19.53527,1.06,0.15,-0.1,3240.0,0.2317,0.14150943396226415
Kepler-1167 b,Kepler-1167,2016,Transit,1.003933739,1.71,0.12,-0.12,4971.0,0.75,0.07017543859649122
Kepler-216 b,Kepler-216,2014,Transit,7.693641,2.35,0.46,-0.46,6091.0,1.26,0.19574468085106383
TOI-2768 b,TOI-2768,2024,Transit,1.50801,2.63,0.45,-0.44,4008.0,0.657,0.1711026615969582
Kepler-296 d,Kepler-296,2014,Transit,19.850291,2.09,0.33,-0.32,3740.0,0.48,0.15789473684210528
Kepler-278 b,Kepler-278,2014,Transit,30.1556,3.955,0.08,-0.08,4965.0,2.861,0.020227560050568902
Kepler-615 b,Kepler-615,2016,Transit,10.35584657,1.74,0.09,-0.1,4655.0,0.69,0.0574712643678161
K2-268 e,K2-268,2021,Transit,6.131243,1.33,0.11,-0.08,5106.0,0.78,0.08270676691729323
Kepler-1254 d,Kepler-1254,2016,Transit,5.72717226,1.31,0.09,-0.11,4985.0,0.75,0.08396946564885496
Kepler-752 b,Kepler-752,2016,Transit,18.82747265,2.81,0.26,-0.21,5373.0,0.83,0.09252669039145908
TOI-4504 b,TOI-4504,2024,Transit,2.42614,2.691,0.191,-0.191,5315.0,0.92,0.07097733184689707
Kepler-1064 b,Kepler-1064,2016,Transit,16.54080322,1.55,0.07,-0.05,5153.0,0.79,0.04516129032258065
K2-366 b,K2-366,2022,Transit,15.937039,2.359,0.187,-0.167,5601.0,0.94,0.07927087749046206
Kepler-208 b,Kepler-208,2014,Transit,4.22864,1.63,0.3,-0.3,6092.0,1.314,0.18404907975460122
Kepler-1146 b,Kepler-1146,2016,Transit,2.352265797,1.23,0.1,-0.08,4692.0,0.7,0.0813008130081301
Kepler-1643 b,Kepler-1643,2016,Transit,5.342657,2.32,0.13,-0.13,4916.0,0.855,0.0560344827586207
TOI-5799 b,TOI-5799,2024,Transit,4.164507,1.733,0.096,-0.09,3452.0,0.321,0.05539526832083093
Kepler-1276 b,Kepler-1276,2016,Transit,12.5720095,1.19,0.2,-0.11,6188.0,1.21,0.16806722689075632
Kepler-1410 b,Kepler-1410,2016,Transit,60.866168,1.78,0.12,-0.14,4092.0,0.6,0.07865168539325844
TIC 423703298 b,TIC 423703298,2026,Transit,4.03712711976,2.77230429,0.34462473,-0.29893732,4540.37,0.729825,0.1243098498397519
Kepler-304 d,Kepler-304,2014,Transit,9.653471,2.75,0.21,-0.21,4731.0,0.687,0.07636363636363636
K2-110 b,K2-110,2017,Transit,13.86375,2.592,0.098,-0.097,5010.0,0.713,0.03780864197530864
K2-32 d,K2-32,2016,Transit,31.71701,3.484,0.112,-0.129,5271.0,0.86,0.037026406429391506
Kepler-1101 b,Kepler-1101,2016,Transit,81.3151059,2.47,0.37,-0.21,5614.0,0.91,0.14979757085020243
Kepler-1110 b,Kepler-1110,2016,Transit,9.69312032,2.66,0.38,-0.26,4781.0,0.7,0.14285714285714285
K2-407 c,K2-407,2022,Transit,9.22453,1.36,0.096,-0.088,5563.0,0.927,0.07058823529411765
Kepler-334 d,Kepler-334,2014,Transit,25.09849,1.41,0.26,-0.26,5828.0,1.068,0.1843971631205674
TOI-1470 b,TOI-1470,2023,Transit,2.527093,2.18,0.04,-0.04,3709.0,0.469,0.018348623853211007
TOI-4342 c,TOI-4342,2023,Transit,10.688662,2.349,0.094,-0.092,3866.0,0.598,0.040017028522775645
K2-3 b,K2-3,2015,Transit,10.0546535,2.078,0.076,-0.067,3844.0,0.546,0.03657362848893167
Kepler-208 d,Kepler-208,2014,Transit,11.131786,1.2,0.23,-0.23,6092.0,1.314,0.19166666666666668
Kepler-1129 c,Kepler-1129,2016,Transit,76.5369586,2.73,0.46,-0.27,5831.0,1.0,0.1684981684981685
Kepler-1553 b,Kepler-1553,2016,Transit,4.24261881,1.15,0.1,-0.09,5288.0,0.81,0.08695652173913045
Kepler-1374 b,Kepler-1374,2016,Transit,10.65276707,2.29,0.2,-0.18,5323.0,0.81,0.08733624454148473
Kepler-655 b,Kepler-655,2016,Transit,46.4063358,2.71,0.41,-0.27,6170.0,1.24,0.15129151291512916
Kepler-1461 b,Kepler-1461,2016,Transit,29.3494775,2.03,0.09,-0.16,4919.0,0.74,0.0788177339901478
Kepler-252 c,Kepler-252,2014,Transit,10.848463,2.15,0.13,-0.13,4208.0,0.549,0.060465116279069774
Kepler-958 b,Kepler-958,2016,Transit,9.7678805,2.06,0.1,-0.08,5421.0,0.86,0.04854368932038835
K2-384 f,K2-384,2022,Transit,13.62749,2.222,0.091,-0.082,3623.0,0.348,0.04095409540954095
Kepler-202 b,Kepler-202,2014,Transit,4.069427,1.63,0.1,-0.1,4668.0,0.667,0.06134969325153375
TIC 349520724 b,TIC 349520724,2026,Transit,7.94044635021,2.82626313,0.431678,-0.2920587,5098.6,0.818771,0.15273807856666197
TOI-1346 c,TOI-1346,2025,Transit,5.502558,2.23,0.14,-0.14,5099.0,0.78,0.06278026905829596
K2-187 c,K2-187,2018,Transit,2.871512,1.4,0.2,-0.2,5438.0,0.83,0.14285714285714288
TOI-198 b,TOI-198,2023,Transit,10.215213,1.36,0.13,-0.13,3801.0,0.418,0.09558823529411764
Kepler-963 b,Kepler-963,2016,Transit,9.97683705,2.66,0.3,-0.19,5461.0,0.87,0.11278195488721804
Kepler-846 b,Kepler-846,2016,Transit,19.80792185,2.48,0.32,-0.18,5579.0,0.91,0.12903225806451613
K2-36 b,K2-36,2016,Transit,1.422614,1.43,0.08,-0.08,4916.0,0.718,0.05594405594405595
K2-331 c,K2-331,2021,Transit,22.996591,2.72,0.14,-0.1,5994.0,1.06,0.05147058823529412
K2-268 b,K2-268,2018,Transit,2.151676,1.5,0.12,-0.07,5106.0,0.78,0.08
K2-102 b,K2-102,2016,Transit,9.915615,1.3,0.1,-0.1,4695.0,0.71,0.07692307692307693
Kepler-331 c,Kepler-331,2014,Transit,17.28111,1.84,0.19,-0.19,4347.0,0.492,0.10326086956521739
K2-404 b,K2-404,2022,Transit,13.115365,2.53,0.084,-0.083,3748.0,0.552,0.03320158102766799
Kepler-303 c,Kepler-303,2014,Transit,7.061149,1.14,0.09,-0.09,3944.0,0.485,0.07894736842105264
HD 56414 b,HD 56414,2022,Transit,29.04992,3.71,0.2,-0.2,8500.0,1.751,0.05390835579514825
Kepler-1388 b,Kepler-1388,2016,Transit,12.2854603,2.59,0.13,-0.14,4098.0,0.61,0.054054054054054064
Kepler-92 c,Kepler-92,2013,Transit,26.723,2.6,0.08,-0.08,5883.0,1.7,0.030769230769230767
TOI-2093 c,TOI-2093,2025,Transit,53.81149,2.3,0.12,-0.12,4426.0,0.729,0.052173913043478265
TOI-715 b,TOI-715,2023,Transit,19.288004,1.55,0.064,-0.064,3075.0,0.24,0.04129032258064516
TOI-1266 b,TOI-1266,2020,Transit,10.8945,2.52,0.08,-0.08,3563.0,0.4232,0.031746031746031744
K2-217 b,K2-217,2018,Transit,14.074524,3.57854073,0.69817052,-0.48514712,5967.0,1.333718,0.1950992241465979
K2-275 c,K2-275,2018,Transit,8.4388385,2.21,0.08,-0.06,4841.0,0.69,0.03619909502262444
Kepler-968 b,Kepler-968,2016,Transit,3.692983728,2.0,0.08,-0.08,4598.0,0.7,0.04
TOI-1756 b,TOI-1756,2026,Transit,2.78301736297,1.94225664,0.34679104,-0.20376951,3891.86,0.562607,0.17855057506715485
HD 93963 A b,HD 93963 A,2022,Transit,1.0376109,1.46954368,0.07347231,-0.06596084,5908.0,1.0311,0.049996683324173126
Kepler-1669 d,Kepler-1669,2023,Transit,4.72941177,1.22,0.05,-0.06,4224.0,0.603,0.04918032786885246
Kepler-993 b,Kepler-993,2016,Transit,22.08557563,2.97,0.18,-0.12,3843.0,0.54,0.0606060606060606
EPIC 212737443 b,EPIC 212737443,2019,Transit,13.603,2.586,0.126,-0.126,4684.0,0.673,0.04872389791183295
K2-270 c,K2-270,2018,Transit,4.400028,2.95,0.16,-0.16,4877.0,0.77,0.05423728813559322
Kepler-48 b,Kepler-48,2012,Transit,4.778,1.88,0.1,-0.1,5194.0,0.89,0.053191489361702135
HD 106315 b,HD 106315,2017,Transit,9.55237,2.44,0.17,-0.17,6327.0,1.296,0.06967213114754099
Kepler-763 d,Kepler-763,2023,Transit,6.50327035,1.67,0.08,-0.12,4999.0,0.843,0.0718562874251497
Kepler-1134 b,Kepler-1134,2016,Transit,17.13263989,2.64,0.21,-0.26,5281.0,0.81,0.09848484848484848
TOI-4308 b,TOI-4308,2023,Transit,9.151201,2.4189,0.1195,-0.1333,5243.0,0.7934,0.05510769357972633
Kepler-211 c,Kepler-211,2014,Transit,6.04045,1.29,0.09,-0.09,5123.0,0.816,0.06976744186046512
Kepler-567 b,Kepler-567,2016,Transit,16.54297375,2.25,0.15,-0.12,5148.0,0.79,0.06666666666666667
Kepler-24 b,Kepler-24,2011,Transit,8.14,2.348,0.092,-0.091,6028.0,1.099,0.039182282793867124
Kepler-161 b,Kepler-161,2014,Transit,4.921355,2.12,0.14,-0.14,5078.0,0.806,0.0660377358490566
K2-225 b,K2-225,2018,Transit,15.8723,3.60929179,0.28022452,-0.22417961,5520.0,1.7,0.07763975214650073
Kepler-24 c,Kepler-24,2011,Transit,12.33,2.514,0.098,-0.098,6028.0,1.099,0.038981702466189344
Kepler-1254 b,Kepler-1254,2016,Transit,9.99113313,1.55,0.09,-0.12,4985.0,0.75,0.07741935483870967
K2-198 d,K2-198,2019,Transit,7.4500177,2.438,0.13,-0.056,5212.9,0.757,0.05332239540607055
Kepler-170 c,Kepler-170,2014,Transit,16.665863,2.86,0.17,-0.17,5679.0,1.035,0.05944055944055945
Kepler-640 b,Kepler-640,2016,Transit,22.24813967,2.56,0.08,-0.22,5653.0,0.94,0.0859375
Kepler-1045 b,Kepler-1045,2016,Transit,26.41045478,2.69,0.21,-0.16,5301.0,0.82,0.07806691449814127
TOI-2227 b,TOI-2227,2026,Transit,4.22175815648,3.09885187,0.25572292,-0.23281105,5889.54,1.20847,0.0825218276729052
Kepler-50 b,Kepler-50,2012,Transit,7.81254,1.71,0.05,-0.1,6225.0,1.58,0.058479532163742694
Kepler-1128 b,Kepler-1128,2016,Transit,61.6178167,3.65,0.53,-0.34,5543.0,0.91,0.1452054794520548
Kepler-1537 b,Kepler-1537,2016,Transit,1.444453798,1.18,0.06,-0.09,5079.0,0.77,0.07627118644067797
TIC 139702105 b,TIC 139702105,2026,Transit,6.83601903383,2.45316949,0.29500474,-0.24622913,5742.35,1.25423,0.12025452835710915
Kepler-1043 b,Kepler-1043,2016,Transit,38.5053398,2.55,0.39,-0.24,5629.0,0.9,0.15294117647058825
Kepler-479 b,Kepler-479,2016,Transit,12.49341307,2.12,0.09,-0.07,5247.0,0.81,0.04245283018867924
Kepler-1404 b,Kepler-1404,2016,Transit,15.9314739,2.01,0.14,-0.21,5261.0,0.8,0.10447761194029852
Kepler-1987 b,Kepler-1987,2023,Transit,2.345863002,1.23,0.11,-0.09,4769.0,0.714,0.08943089430894309
Kepler-28 c,Kepler-28,2011,Transit,8.99,1.857,0.042,-0.042,4499.3,0.664,0.02261712439418417
Kepler-1135 b,Kepler-1135,2016,Transit,76.957857,1.85,0.33,-0.16,5656.0,0.94,0.1783783783783784
Kepler-1095 b,Kepler-1095,2016,Transit,4.27103091,1.21,0.2,-0.12,5658.0,0.92,0.1652892561983471
Kepler-1105 b,Kepler-1105,2016,Transit,4.421572182,2.01,0.06,-0.25,4299.0,0.68,0.12437810945273634
LP 791-18 d,LP 791-18,2023,Transit,2.75485,1.032,0.044,-0.043,2960.0,0.182,0.04263565891472868
Kepler-1347 b,Kepler-1347,2016,Transit,14.00947528,1.03,0.06,-0.05,5193.0,0.79,0.058252427184466014
Kepler-37 d,Kepler-37,2013,Transit,39.7922622,2.03,0.03,-0.039,5357.0,0.789,0.019211822660098524
TOI-776 b,TOI-776,2020,Transit,8.24662,1.798,0.078,-0.077,3725.0,0.547,0.04338153503893215
EPIC 249893012 b,EPIC 249893012,2020,Transit,3.5951,1.95,0.09,-0.08,5430.0,1.71,0.046153846153846156
K2-221 b,K2-221,2018,Transit,2.399094,1.67890272,0.1668616,-0.09566216,5716.0,0.947599,0.09938729505423638
Kepler-1585 b,Kepler-1585,2016,Transit,3.5827463,1.79,0.25,-0.16,5538.0,0.91,0.13966480446927373
Kepler-161 c,Kepler-161,2014,Transit,7.06424,2.05,0.15,-0.15,5078.0,0.806,0.07317073170731708
HIP 9618 c,HIP 9618,2023,Transit,52.56363,3.42855926,0.0971864,-0.08596176,5649.0,0.9593,0.028346133938487037
Kepler-861 b,Kepler-861,2016,Transit,3.949631375,2.28,0.12,-0.13,5047.0,0.78,0.05701754385964913
TOI-269 b,TOI-269,2021,Transit,3.6977104,2.77,0.12,-0.12,3514.0,0.398,0.04332129963898917
Kepler-839 b,Kepler-839,2016,Transit,37.8144514,2.57,0.41,-0.25,6058.0,1.31,0.15953307392996108
TOI-6393 b,TOI-6393,2026,Transit,9.53176110329,2.75958542,0.35078393,-0.28229752,5008.2,0.766023,0.12711472073221783
K2-342 b,K2-342,2021,Transit,11.561052,2.03,0.13,-0.09,5920.0,1.09,0.06403940886699508
Kepler-960 b,Kepler-960,2016,Transit,3.12686223,2.29,0.07,-0.25,4755.0,0.72,0.1091703056768559
Kepler-261 c,Kepler-261,2014,Transit,24.570858,2.0,0.14,-0.14,5098.0,0.794,0.07
Kepler-348 b,Kepler-348,2014,Transit,7.05677,1.52,0.29,-0.29,6177.0,1.359,0.1907894736842105
Kepler-528 b,Kepler-528,2016,Transit,19.78297415,2.08,0.29,-0.19,5807.0,1.06,0.1394230769230769
K2-259 b,K2-259,2018,Transit,15.48043,2.32,0.2,-0.17,6059.0,1.13,0.08620689655172414
Kepler-416 c,Kepler-416,2014,Transit Timing Variations,12.209,2.352,0.081,-0.081,5718.0,1.075,0.034438775510204085
Kepler-401 c,Kepler-401,2014,Transit,47.318218,2.15,0.4,-0.4,6117.0,1.333,0.186046511627907
Kepler-608 b,Kepler-608,2016,Transit,6.412515037,3.64,0.72,-0.44,5820.0,1.01,0.1978021978021978
Kepler-888 b,Kepler-888,2016,Transit,70.6979061,1.76,0.08,-0.06,5875.0,0.9,0.045454545454545456
Kepler-326 d,Kepler-326,2014,Transit,6.766888,1.21,0.09,-0.09,5105.0,0.801,0.0743801652892562
Kepler-1642 b,Kepler-1642,2016,Transit,12.2057513,3.2,0.34,-0.25,5355.0,0.84,0.10625
K2-355 b,K2-355,2021,Transit,5.7385647,2.25,0.22,-0.16,5790.0,0.92,0.09777777777777778
K2-231 b,K2-231,2018,Transit,13.841901,2.5,0.2,-0.2,5695.0,0.95,0.08
Kepler-174 c,Kepler-174,2014,Transit,44.000529,1.49,0.09,-0.09,4880.0,0.622,0.060402684563758385
K2-162 b,K2-162,2018,Transit,9.45889,1.44,0.11,-0.07,4842.0,0.69,0.0763888888888889
K2-138 d,K2-138,2017,Transit,5.40479,2.39,0.104,-0.084,5356.3,0.863,0.04351464435146443
Kepler-327 d,Kepler-327,2014,Transit,13.969457,1.73,0.1,-0.1,3799.0,0.492,0.05780346820809249
K2-415 b,K2-415,2023,Transit,4.0179694,1.015,0.051,-0.0051,3173.0,0.1965,0.05024630541871921
TOI-1803 b,TOI-1803,2025,Transit,6.293287,2.99,0.08,-0.08,4687.0,0.715,0.026755852842809364
K2-169 b,K2-169,2018,Transit,6.380803,1.27328671,0.10733117,-0.07695112,5548.0,0.919053,0.08429458122593614
Kepler-1186 b,Kepler-1186,2016,Transit,16.07677615,2.23,0.36,-0.22,5635.0,0.93,0.16143497757847533
Kepler-342 d,Kepler-342,2014,Transit,39.459357,2.49,0.48,-0.48,6175.0,1.472,0.19277108433734938
HD 108236 b,HD 108236,2020,Transit,3.795963,1.615,0.051,-0.051,5660.0,0.877,0.031578947368421054
TOI-1758 b,TOI-1758,2024,Transit,20.705074685,3.62,0.337,-0.269,5169.0,0.81,0.09309392265193371
HR 858 d,HR 858,2019,Transit,11.230511,2.001,0.063,-0.064,6354.0,1.258,0.031984007996002005
Kepler-979 b,Kepler-979,2016,Transit,8.0880135,2.72,0.42,-0.23,5310.0,0.83,0.15441176470588233
TOI-270 b,TOI-270,2019,Transit,3.35992,1.28,0.05,-0.04,3506.0,0.38,0.0390625
Kepler-1492 b,Kepler-1492,2016,Transit,16.75255007,1.49,0.28,-0.16,4712.0,0.72,0.18791946308724833
K2-16 b,K2-16,2015,Transit,7.6188,2.02,0.24,-0.24,4742.0,0.66,0.1188118811881188
Kepler-1568 b,Kepler-1568,2016,Transit,20.925392,1.3,0.21,-0.15,5956.0,1.19,0.16153846153846152
K2-207 b,K2-207,2018,Transit,12.48749,2.60585269,0.36979751,-0.20931396,5522.0,0.928158,0.1419103663914325
Kepler-164 c,Kepler-164,2014,Transit,10.945723,2.73,0.52,-0.52,5888.0,1.148,0.1904761904761905
Kepler-712 b,Kepler-712,2016,Transit,21.02247699,3.41,0.14,-0.11,5148.0,0.78,0.04105571847507332
Kepler-208 c,Kepler-208,2014,Transit,7.466623,1.39,0.26,-0.26,6092.0,1.314,0.18705035971223025
K2-192 b,K2-192,2018,Transit,4.162817,1.52,0.13,-0.13,5222.0,0.81,0.08552631578947369
Kepler-1123 b,Kepler-1123,2016,Transit,4.33946454,1.67,0.25,-0.11,5500.0,0.9,0.14970059880239522
K2-282 b,K2-282,2018,Transit,4.169783,2.5,0.2,-0.1,5499.0,1.0,0.08
Kepler-255 d,Kepler-255,2016,Transit,1.045622658,1.32,0.14,-0.1,5431.0,0.86,0.10606060606060606
Kepler-167 b,Kepler-167,2014,Transit,4.3931539,1.718,0.07,-0.07,4884.0,0.749,0.04074505238649593
BD+20 594 b,BD+20 594,2016,Transit,41.6855,2.57807,0.11209,-0.11209,5766.0,1.08,0.043478260869565216
Kepler-1243 b,Kepler-1243,2016,Transit,16.8320729,1.75,0.28,-0.17,5667.0,0.94,0.16
Kepler-1494 b,Kepler-1494,2016,Transit,91.080482,3.07,0.46,-0.57,5659.0,0.94,0.18566775244299674
Kepler-186 e,Kepler-186,2014,Transit,22.407704,1.27,0.15,-0.14,3788.0,0.472,0.11811023622047244
Kepler-116 b,Kepler-116,2014,Transit,5.968734,3.42,0.65,-0.65,6142.0,1.454,0.19005847953216376
K2-284 b,K2-284,2018,Transit,4.795069,2.78,0.14,-0.12,4140.0,0.607,0.05035971223021583
K2-347 b,K2-347,2021,Transit,7.187257,2.41,0.11,-0.1,4599.0,0.63,0.04564315352697095
Kepler-80 e,Kepler-80,2014,Transit,4.64489,1.6,0.08,-0.07,4540.0,0.678,0.049999999999999996
K2-383 b,K2-383,2022,Transit,1.865962,1.564,0.118,-0.106,5129.0,0.804,0.07544757033248081
TOI-2266 b,TOI-2266,2024,Transit,2.326318,1.54,0.09,-0.09,3200.0,0.24,0.05844155844155844
Kepler-1265 b,Kepler-1265,2016,Transit,6.49441289,1.35,0.07,-0.13,4630.0,0.69,0.0962962962962963
Kepler-1187 b,Kepler-1187,2016,Transit,18.87064068,2.61,0.51,-0.28,5975.0,1.09,0.19540229885057472
K2-400 b,K2-400,2022,Transit,3.865053,1.163,0.051,-0.049,3578.0,0.382,0.043852106620808254
Kepler-207 c,Kepler-207,2014,Transit,3.071571,1.5,0.29,-0.29,5920.0,1.588,0.19333333333333333
Kepler-292 e,Kepler-292,2014,Transit,11.97901,2.67,0.35,-0.35,5299.0,0.826,0.13108614232209737
Kepler-654 b,Kepler-654,2016,Transit,13.72465129,2.07,0.37,-0.26,5865.0,1.11,0.17874396135265702
Kepler-944 b,Kepler-944,2016,Transit,43.3167737,2.63,0.27,-0.21,5409.0,0.83,0.10266159695817492
Kepler-322 b,Kepler-322,2014,Transit,1.653888,1.01,0.11,-0.11,5388.0,0.89,0.10891089108910891
Kepler-1394 b,Kepler-1394,2016,Transit,3.93766373,1.39,0.2,-0.22,6481.0,2.55,0.15827338129496404
TOI-5489 c,TOI-5489,2025,Transit,4.92126,1.28,0.07,-0.07,3547.0,0.42,0.05468750000000001
Ross 176 b,Ross 176,2025,Transit,5.0066338,1.84,0.08,-0.08,4041.0,0.569,0.043478260869565216
K2-350 c,K2-350,2016,Transit,19.991944,2.74,0.25,-0.18,5789.0,1.04,0.09124087591240876
Kepler-129 c,Kepler-129,2014,Transit,82.2,2.52,0.07,-0.07,5770.0,1.653,0.02777777777777778
Kepler-903 c,Kepler-903,2016,Transit,62.9228557,2.53,0.4,-0.45,5682.0,0.97,0.17786561264822137
TOI-5713 b,TOI-5713,2024,Transit,10.441989,1.77,0.17,-0.14,3225.0,0.2992,0.096045197740113
K2-285 b,K2-285,2018,Transit,3.471745,2.59,0.06,-0.06,4975.0,0.787,0.023166023166023165
TOI-4184 b,TOI-4184,2023,Transit,4.9019804,2.43,0.21,-0.21,3238.0,0.2347,0.08641975308641975
Kepler-220 c,Kepler-220,2014,Transit,9.034199,1.57,0.09,-0.09,4632.0,0.666,0.057324840764331204
HD 35843 c,HD 35843,2025,Transit,46.9622,2.54,0.08,-0.07,5666.0,0.897,0.031496062992125984
Kepler-324 b,Kepler-324,2014,Transit,4.385315,1.14,0.11,-0.11,5194.0,0.84,0.09649122807017545
Kepler-116 c,Kepler-116,2014,Transit,13.07163,2.3,0.44,-0.44,6142.0,1.454,0.19130434782608696
Kepler-170 b,Kepler-170,2014,Transit,7.930592,3.2,0.22,-0.22,5679.0,1.035,0.06874999999999999
Kepler-530 b,Kepler-530,2016,Transit,39.30941904,3.01,0.17,-0.1,5697.0,0.89,0.05647840531561463
Kepler-1596 b,Kepler-1596,2016,Transit,66.373379,1.9,0.25,-0.17,5706.0,0.92,0.13157894736842105
Kepler-100 b,Kepler-100,2014,Transit,6.88734,1.34,0.12,-0.12,5837.0,1.51,0.08955223880597014
K2-190 b,K2-190,2018,Transit,10.098858,1.35673729,0.17627893,-0.1018145,5631.0,0.912206,0.12992856561051697
Kepler-336 b,Kepler-336,2014,Transit,2.024823,1.02,0.19,-0.19,5867.0,1.304,0.18627450980392157
