pl_name,hostname,disc_year,discoverymethod,pl_orbper,pl_rade,pl_radeerr1,pl_radeerr2,st_teff,st_rad,radius_frac_error
TOI-2076 c,TOI-2076,2021,Transit,21.01447,3.54,0.14,-0.14,5187.0,0.758,0.03954802259887006
HIP 97166 b,HIP 97166,2021,Transit,10.288914,2.4801338,0.07271432,-0.05203142,5216.0,0.8418,0.02931870853096716
Kepler-833 b,Kepler-833,2016,Transit,18.7546998,2.02,0.12,-0.09,4339.0,0.62,0.0594059405940594
HD 23472 b,HD 23472,2019,Transit,17.667087,2.0,0.11,-0.1,4684.0,0.71,0.055
Kepler-914 b,Kepler-914,2016,Transit,4.40966548,1.38,0.17,-0.12,5877.0,1.15,0.12318840579710147
Kepler-973 b,Kepler-973,2016,Transit,49.6077331,1.96,0.08,-0.07,5213.0,0.78,0.04081632653061225
K2-343 b,K2-343,2021,Transit,2.787174,1.65,0.16,-0.08,3804.0,0.46,0.09696969696969698
Kepler-903 b,Kepler-903,2016,Transit,10.3507721,2.01,0.35,-0.36,5682.0,0.97,0.17910447761194032
HD 5278 b,HD 5278,2021,Transit,14.339156,2.45,0.05,-0.05,6203.0,1.194,0.02040816326530612
Kepler-331 d,Kepler-331,2014,Transit,32.134328,1.64,0.17,-0.17,4347.0,0.492,0.10365853658536586
K2-84 b,K2-84,2016,Transit,6.4215,2.41,0.35,-0.35,5652.0,0.93,0.14522821576763484
K2-409 b,K2-409,2022,Transit,1.908084,2.482,0.174,-0.158,5742.0,1.228,0.0701047542304593
Kepler-1160 b,Kepler-1160,2016,Transit,7.97034958,2.14,0.28,-0.14,5519.0,0.89,0.13084112149532712
Kepler-763 c,Kepler-763,2023,Transit,4.09667624,1.42,0.07,-0.1,4999.0,0.843,0.07042253521126761
Kepler-236 c,Kepler-236,2014,Transit,23.968127,2.0,0.17,-0.17,3750.0,0.51,0.085
Kepler-851 b,Kepler-851,2016,Transit,8.50699658,1.68,0.27,-0.21,5455.0,0.85,0.16071428571428573
Kepler-605 b,Kepler-605,2016,Transit,3.383538066,1.44,0.17,-0.09,5462.0,0.88,0.11805555555555557
K2-17 b,K2-17,2015,Transit,17.96753,2.23,0.2,-0.2,4320.0,0.66,0.08968609865470853
TOI-1451 b,TOI-1451,2024,Transit,16.537944,2.61143902,0.13407193,-0.10283772,5801.0,1.0162,0.051340249178018334
K2-181 b,K2-181,2018,Transit,6.8941,2.69,0.21,-0.09,5528.0,1.06,0.07806691449814127
Kepler-206 c,Kepler-206,2014,Transit,13.137471,1.77,0.34,-0.34,5764.0,1.185,0.192090395480226
K2-239 c,K2-239,2018,Transit,7.775,1.0,0.1,-0.1,3420.0,0.36,0.1
TOI-824 b,TOI-824,2020,Transit,1.392978,2.926,0.202,-0.191,4600.0,0.695,0.06903622693096377
Kepler-221 e,Kepler-221,2014,Transit,18.369917,2.63,0.25,-0.25,5243.0,0.821,0.09505703422053233
Kepler-411 b,Kepler-411,2013,Transit,3.005156,2.401,0.053,-0.053,4974.0,0.82,0.022074135776759686
Kepler-1358 b,Kepler-1358,2016,Transit,7.06317341,1.12,0.07,-0.1,5181.0,0.79,0.08928571428571429
K2-316 b,K2-316,2020,Transit,1.133,1.33,0.1,-0.09,3436.0,0.379,0.07518796992481203
EPIC 206215704 b,EPIC 206215704,2019,Transit,2.255436,1.0,0.1,-0.09,3297.0,0.25,0.1
TIC 161045582 b,TIC 161045582,2026,Transit,8.85577189959,2.24566738,0.25949107,-0.22531238,5683.87,1.07976,0.11555187215659693
Kepler-598 b,Kepler-598,2016,Transit,3.70175428,1.5,0.12,-0.09,5307.0,0.86,0.08
Kepler-1028 b,Kepler-1028,2016,Transit,2.51462432,1.33,0.15,-0.11,5522.0,0.87,0.11278195488721804
Kepler-1627 b,Kepler-1627,2016,Transit,7.20283653,3.69,0.49,-0.41,5445.0,0.84,0.13279132791327913
Kepler-436 c,Kepler-436,2016,Transit,16.79713874,2.33,0.19,-0.14,4685.0,0.71,0.0815450643776824
Kepler-721 b,Kepler-721,2016,Transit,5.392025388,2.64,0.14,-0.14,5075.0,0.78,0.05303030303030303
Kepler-314 c,Kepler-314,2014,Transit,5.960392,2.9,0.43,-0.43,5378.0,0.95,0.1482758620689655
K2-173 b,K2-173,2018,Transit,5.868699,1.60826194,0.15968465,-0.10547102,5580.0,0.843154,0.09929020020208898
Kepler-2001 b,Kepler-2001,2023,Transit,1.090011003,1.04,0.13,-0.08,5081.0,0.77,0.125
TOI-238 b,TOI-238,2024,Transit,1.273099,1.559,0.047,-0.047,5059.0,0.756,0.03014753046824888
Kepler-1247 b,Kepler-1247,2016,Transit,13.71220213,2.33,0.21,-0.16,5303.0,0.82,0.09012875536480686
TOI-2459 b,TOI-2459,2023,Transit,19.104718,2.9531,0.0916,-0.0658,4195.0,0.6751,0.031018252006366192
Kepler-660 b,Kepler-660,2016,Transit,9.27358194,2.57,0.11,-0.17,4779.0,0.71,0.066147859922179
Kepler-760 b,Kepler-760,2016,Transit,8.70419416,3.06,0.26,-0.24,5322.0,0.85,0.08496732026143791
TRAPPIST-1 c,TRAPPIST-1,2016,Transit,2.421937,1.097,0.014,-0.012,2566.0,0.1192,0.01276207839562443
Kepler-1612 b,Kepler-1612,2016,Transit,3.91795101,1.03,0.18,-0.11,5643.0,0.94,0.17475728155339804
TOI-1246 e,TOI-1246,2022,Transit,37.92548,3.5141875,0.26911442,-0.18217943,5213.0,0.8649,0.07657941416045673
Kepler-1335 b,Kepler-1335,2016,Transit,6.26406846,1.45,0.1,-0.09,4903.0,0.74,0.06896551724137931
Kepler-289 d,Kepler-289,2014,Transit,66.0282,3.03,0.08,-0.08,5990.0,1.0,0.026402640264026406
K2-25 b,K2-25,2015,Transit,3.48456408,3.44,0.12,-0.12,3207.0,0.2932,0.03488372093023256
Kepler-157 c,Kepler-157,2014,Transit,13.5405,2.24,0.43,-0.43,5774.0,1.044,0.1919642857142857
Kepler-616 b,Kepler-616,2016,Transit,9.99761851,2.43,0.33,-0.2,5753.0,0.97,0.13580246913580246
Kepler-202 c,Kepler-202,2014,Transit,16.282493,1.85,0.1,-0.1,4668.0,0.667,0.05405405405405406
K2-339 b,K2-339,2021,Transit,19.507428,1.92,0.19,-0.12,4857.0,0.72,0.09895833333333334
Kepler-338 e,Kepler-338,2014,Transit Timing Variations,9.341,1.56,0.07,-0.07,5999.0,1.735,0.04487179487179487
K2-229 c,K2-229,2018,Transit,8.32727,2.03,0.12,-0.06,5315.0,0.79,0.05911330049261084
TOI-1203 b,TOI-1203,2025,Radial Velocity,4.1572888,1.52,0.045,-0.046,5737.0,1.179,0.030263157894736843
Kepler-80 g,Kepler-80,2017,Transit,14.64558,1.13,0.14,-0.14,4540.0,0.678,0.12389380530973454
Kepler-1417 b,Kepler-1417,2016,Transit,20.3505213,1.0,0.2,-0.11,5839.0,1.02,0.2
TOI-4363 b,TOI-4363,2026,Transit,2.11867592279,1.76689273,0.24906585,-0.23329954,4278.45,0.69132,0.1409626321797136
Kepler-1197 b,Kepler-1197,2016,Transit,2.03231845,1.25,0.03,-0.09,4708.0,0.72,0.072
Kepler-1484 b,Kepler-1484,2016,Transit,30.4549136,2.11,0.3,-0.22,5730.0,0.92,0.14218009478672985
Kepler-1210 b,Kepler-1210,2016,Transit,8.07124073,1.7,0.3,-0.13,5568.0,0.92,0.17647058823529413
Kepler-159 b,Kepler-159,2014,Transit,10.139623,2.38,0.18,-0.18,4625.0,0.663,0.07563025210084033
K2-290 b,K2-290,2019,Transit,9.21165,3.06,0.16,-0.16,6302.0,1.511,0.05228758169934641
Kepler-774 b,Kepler-774,2016,Transit,11.0895723,3.17,0.46,-0.54,6403.0,2.42,0.17034700315457416
Kepler-859 b,Kepler-859,2016,Transit,20.38177573,3.09,0.18,-0.15,5020.0,0.77,0.05825242718446602
TRAPPIST-1 f,TRAPPIST-1,2017,Transit,9.20754,1.045,0.013,-0.012,2566.0,0.1192,0.012440191387559809
K2-219 b,K2-219,2018,Transit,3.901287,1.34762583,0.20196772,-0.1810607,5753.0,1.189232,0.14986928530451216
Kepler-717 b,Kepler-717,2016,Transit,4.40840023,2.42,0.25,-0.35,5485.0,0.85,0.1446280991735537
K2-188 c,K2-188,2018,Transit,7.810253,2.83,0.15,-0.15,5977.0,1.19,0.05300353356890459
K2-148 d,K2-148,2018,Transit,9.7579,1.64,0.24,-0.21,4079.0,0.632,0.14634146341463414
K2-385 b,K2-385,2022,Transit,2.380867,1.539,0.145,-0.126,4844.0,0.761,0.09421702404158544
Kepler-304 c,Kepler-304,2014,Transit,5.315946,2.17,0.15,-0.15,4731.0,0.687,0.06912442396313365
Kepler-49 e,Kepler-49,2014,Transit,18.596108,1.56,0.08,-0.08,4252.0,0.559,0.05128205128205128
Kepler-326 c,Kepler-326,2014,Transit,4.580358,1.4,0.1,-0.1,5105.0,0.801,0.07142857142857144
K2-346 b,K2-346,2021,Transit,26.201446,2.26,0.19,-0.1,4801.0,0.7,0.084070796460177
Kepler-353 c,Kepler-353,2014,Transit,8.410894,1.38,0.07,-0.07,3903.0,0.504,0.05072463768115943
Kepler-1226 b,Kepler-1226,2016,Transit,17.2923453,1.45,0.26,-0.15,5923.0,1.02,0.17931034482758623
Kepler-560 b,Kepler-560,2016,Transit,18.47764449,1.72,0.09,-0.09,3556.0,0.33,0.05232558139534883
Kepler-1048 b,Kepler-1048,2016,Transit,6.92101021,1.61,0.09,-0.08,4651.0,0.7,0.05590062111801242
TOI-1749 d,TOI-1749,2021,Transit,9.0497,2.52,0.15,-0.15,3985.0,0.55,0.05952380952380952
Kepler-954 b,Kepler-954,2016,Transit,16.78176602,2.32,0.05,-0.11,4990.0,0.76,0.04741379310344828
K2-36 c,K2-36,2016,Transit,5.340888,3.2,0.3,-0.3,4916.0,0.718,0.09374999999999999
Kepler-1388 c,Kepler-1388,2016,Transit,5.53608151,2.26,0.14,-0.11,4098.0,0.61,0.06194690265486727
TOI-1836 c,TOI-1836,2024,Transit,1.7727471,2.59987579,0.22132646,-0.14409651,6237.0,1.6454,0.08512962844274957
K2-64 b,K2-64,2016,Transit,6.53044,2.07,0.26,-0.26,5312.0,0.726,0.12560386473429952
Kepler-1406 b,Kepler-1406,2016,Transit,11.62905828,1.1,0.18,-0.13,5892.0,1.12,0.1636363636363636
Kepler-675 b,Kepler-675,2016,Transit,2.33743801,2.44,0.24,-0.16,4945.0,0.75,0.09836065573770492
Kepler-679 b,Kepler-679,2016,Transit,12.39358604,3.01,0.32,-0.39,5403.0,0.84,0.12956810631229237
K2-265 b,K2-265,2018,Transit,2.36902,1.70824866,0.11208981,-0.08070466,5420.0,0.92,0.06561679960574358
TOI-2076 b,TOI-2076,2021,Transit,10.35504,2.59,0.1,-0.1,5187.0,0.758,0.038610038610038616
K2-3 d,K2-3,2015,Transit,44.55603,1.458,0.056,-0.051,3844.0,0.546,0.038408779149519894
TOI-756 b,TOI-756,2025,Transit,1.2392495,2.81,0.1,-0.1,3657.0,0.505,0.03558718861209965
TOI-451 d,TOI-451,2020,Transit,16.364962,3.93,0.2,-0.2,5490.0,0.85,0.050890585241730284
Kepler-974 b,Kepler-974,2016,Transit,4.194496514,1.57,0.06,-0.29,3687.0,0.5,0.18471337579617833
Kepler-1008 b,Kepler-1008,2016,Transit,12.43931193,1.28,0.07,-0.05,5066.0,0.78,0.05468750000000001
TOI-1670 b,TOI-1670,2022,Transit,10.98462,2.06,0.19,-0.15,6170.0,1.316,0.09223300970873786
TOI-2133 b,TOI-2133,2026,Transit,3.8266472,2.37,0.09,-0.09,4250.0,0.62,0.03797468354430379
K2-188 b,K2-188,2018,Transit,1.742169,1.35,0.11,-0.11,5977.0,1.19,0.08148148148148147
Kepler-32 d,Kepler-32,2012,Transit,22.7802,2.7,0.2,-0.2,3900.0,0.53,0.07407407407407407
Kepler-231 c,Kepler-231,2014,Transit,19.271566,1.93,0.19,-0.19,3767.0,0.49,0.09844559585492228
Kepler-1170 b,Kepler-1170,2016,Transit,9.98969327,2.41,0.19,-0.17,5069.0,0.76,0.07883817427385892
Kepler-245 e,Kepler-245,2016,Transit,3.219821056,1.75,0.08,-0.06,5174.0,0.8,0.045714285714285714
K2-384 d,K2-384,2022,Transit,6.679582,1.392,0.118,-0.075,3623.0,0.348,0.08477011494252874
Kepler-487 c,Kepler-487,2016,Transit,38.6519976,2.68,0.18,-0.49,5444.0,0.88,0.18283582089552236
Kepler-157 b,Kepler-157,2014,Transit,1.732342,1.32,0.26,-0.26,5774.0,1.044,0.19696969696969696
TIC 117642575 b,TIC 117642575,2026,Transit,4.94459060181,2.82716337,0.28514319,-0.25773518,5719.98,1.08102,0.10085840564636347
Kepler-621 b,Kepler-621,2016,Transit,2.628113746,2.3,0.07,-0.19,4521.0,0.68,0.08260869565217392
Kepler-323 b,Kepler-323,2014,Transit,1.678328,1.381,0.035,-0.035,6004.0,1.12,0.02534395365677046
TOI-908 b,TOI-908,2023,Transit,3.183792,3.186,0.155,-0.155,5626.0,1.028,0.04865034526051475
Kepler-1582 b,Kepler-1582,2016,Transit,4.83817712,1.49,0.17,-0.14,3208.0,0.3,0.11409395973154364
K2-133 d,K2-133,2017,Transit,11.02454,2.003,0.107,-0.107,3655.0,0.455,0.05341987019470793
K2-165 b,K2-165,2018,Transit,2.354992,1.27443657,0.14459836,-0.09720175,5185.0,0.803827,0.11346061734559297
Kepler-512 b,Kepler-512,2016,Transit,34.43587975,2.69,0.49,-0.31,5997.0,1.3,0.1821561338289963
K2-138 b,K2-138,2017,Transit,2.35309,1.51,0.11,-0.084,5356.3,0.863,0.0728476821192053
K2-170 c,K2-170,2018,Transit,12.400047,1.8017647,0.24523316,-0.15822636,5748.0,0.981614,0.13610720645154165
Kepler-298 c,Kepler-298,2014,Transit,22.92881,1.93,0.22,-0.22,4465.0,0.582,0.11398963730569948
K2-219 d,K2-219,2018,Transit,11.137278,2.57634456,0.35702762,-0.3230924,5753.0,1.189232,0.13857914253518946
Kepler-570 b,Kepler-570,2016,Transit,4.301662003,2.45,0.34,-0.15,5496.0,0.9,0.13877551020408163
Kepler-663 b,Kepler-663,2016,Transit,4.99678284,2.6,0.2,-0.16,5264.0,0.82,0.07692307692307693
Kepler-10 c,Kepler-10,2011,Transit,45.294301,2.355,0.022,-0.022,5708.0,1.065,0.009341825902335456
Kepler-707 b,Kepler-707,2016,Transit,2.237492751,1.33,0.09,-0.1,5099.0,0.76,0.07518796992481203
Kepler-135 c,Kepler-135,2014,Transit,11.448708,1.16,0.23,-0.23,6090.0,1.275,0.19827586206896555
Kepler-102 d,Kepler-102,2014,Transit,10.311767,1.154,0.058,-0.058,4909.0,0.724,0.050259965337954945
WASP-47 d,WASP-47,2015,Transit,9.030501,3.65,0.03,-0.03,5565.0,1.156,0.00821917808219178
K2-243 b,K2-243,2018,Transit,11.54182,2.17,0.14,-0.12,6570.0,1.39,0.06451612903225808
K2-133 c,K2-133,2017,Transit,4.86784,1.603,0.09,-0.088,3655.0,0.455,0.056144728633811605
Kepler-1509 b,Kepler-1509,2016,Transit,25.4338197,1.85,0.37,-0.16,5780.0,0.99,0.19999999999999998
Kepler-749 b,Kepler-749,2016,Transit,17.31716585,3.1,0.23,-0.26,5009.0,0.75,0.08387096774193549
K2-398 b,K2-398,2022,Transit,6.393025,2.274,0.113,-0.111,5946.0,1.239,0.04969217238346526
Kepler-543 b,Kepler-543,2016,Transit,13.89961966,2.5,0.12,-0.26,4671.0,0.67,0.10400000000000001
Kepler-152 c,Kepler-152,2014,Transit,88.255055,2.39,0.16,-0.16,5088.0,0.724,0.06694560669456066
K2-12 b,K2-12,2015,Transit,8.28246,2.44,0.3,-0.14,5672.0,1.117,0.12295081967213115
Kepler-84 c,Kepler-84,2012,Transit,12.883,2.36,0.11,-0.11,6039.0,1.43,0.046610169491525424
K2-413 c,K2-413,2022,Transit,5.3301,1.2327,0.0565,-0.0593,4116.0,0.7,0.04810578405126957
TOI-1533 b,TOI-1533,2026,Transit,3.6457974,2.89,0.06,-0.06,5146.0,0.849,0.020761245674740483
Kepler-326 b,Kepler-326,2014,Transit,2.248329,1.52,0.16,-0.16,5105.0,0.801,0.10526315789473684
Kepler-1573 b,Kepler-1573,2016,Transit,2.6157554,1.2,0.23,-0.11,5808.0,1.0,0.19166666666666668
LP 890-9 c,LP 890-9,2022,Transit,8.457463,1.367,0.055,-0.039,2850.0,0.1556,0.04023408924652524
K2-189 c,K2-189,2018,Transit,6.67932,2.31,0.14,-0.05,5442.0,0.879,0.06060606060606061
Kepler-1241 b,Kepler-1241,2016,Transit,18.5525701,2.63,0.21,-0.23,5261.0,0.8,0.08745247148288975
Kepler-164 b,Kepler-164,2014,Transit,5.03503,1.41,0.28,-0.28,5888.0,1.148,0.19858156028368798
HIP 8152 b,HIP 8152,2023,Transit,10.751014,2.53625843,0.15691518,-0.13542085,5618.0,0.9603,0.06186876626763937
Kepler-1388 d,Kepler-1388,2016,Transit,20.9568158,2.86,0.12,-0.19,4098.0,0.61,0.06643356643356643
Kepler-114 b,Kepler-114,2014,Transit,5.188549,1.26,0.13,-0.13,4605.0,0.667,0.10317460317460318
Kepler-410 A b,Kepler-410 A,2013,Transit,17.833648,2.838,0.054,-0.054,6273.0,1.352,0.019027484143763214
Kepler-331 b,Kepler-331,2014,Transit,8.457496,1.82,0.19,-0.19,4347.0,0.492,0.1043956043956044
Kepler-1485 b,Kepler-1485,2016,Transit,19.9157725,1.47,0.24,-0.14,6087.0,1.12,0.16326530612244897
Kepler-142 b,Kepler-142,2014,Transit,2.024152,1.99,0.39,-0.39,5790.0,1.269,0.19597989949748745
EPIC 201754305 d,K2-16,2019,Transit,2.71578,1.03,0.085,-0.086,4761.0,0.544,0.08349514563106795
Kepler-103 b,Kepler-103,2014,Transit,15.9653287,3.4857,0.0567,-0.0536,6047.0,1.492,0.016266460108443067
Kepler-662 b,Kepler-662,2016,Transit,21.67697486,2.18,0.11,-0.12,4897.0,0.74,0.055045871559633024
TOI-1235 b,TOI-1235,2020,Transit,3.444714,1.69,0.08,-0.08,3997.0,0.619,0.04733727810650888
TOI-663 d,TOI-663,2024,Transit,7.1027268,1.92,0.13,-0.13,3681.0,0.512,0.06770833333333334
HD 207897 b,HD 207897,2021,Transit,16.20166,2.34302132,0.123646,-0.09173373,5106.0,0.7827,0.05277203367487924
TOI-2267 c,TOI-2267 A,2025,Transit,3.4950412,1.14,0.13,-0.13,3030.0,0.2075,0.11403508771929825
Kepler-275 c,Kepler-275,2014,Transit,16.088134,3.38,0.64,-0.64,6165.0,1.383,0.18934911242603553
Kepler-1459 b,Kepler-1459,2016,Transit,62.8691611,1.36,0.1,-0.08,4828.0,0.74,0.07352941176470588
Kepler-671 b,Kepler-671,2016,Transit,4.280958588,2.69,0.49,-0.2,5624.0,0.95,0.1821561338289963
Kepler-519 b,Kepler-519,2016,Transit,24.3078946,2.1,0.06,-0.04,5260.0,0.8,0.02857142857142857
K2-183 c,K2-183,2018,Transit,10.787992,2.3,0.2,-0.1,5482.0,0.87,0.08695652173913045
K2-330 b,K2-330,2021,Transit,13.774798,2.77,0.14,-0.09,6232.0,1.5,0.05054151624548737
Kepler-338 d,Kepler-338,2014,Transit,44.431014,3.0,0.28,-0.28,5923.0,1.735,0.09333333333333334
K2-154 c,K2-154,2018,Transit,7.95486,2.07,0.18,-0.13,4097.0,0.63,0.08695652173913043
TOI-2211.01,TOI-2211,2024,Transit,3.092686757,1.561,0.198,-0.144,5253.0,0.834,0.1268417680973735
TOI-2518 b,TOI-2518,2026,Transit,6.89797425216,2.26838675,0.26231558,-0.20960264,5751.2,0.993374,0.11563970738235003
TIC 206466666 b,TIC 206466666,2026,Transit,9.10486865159,2.14817673,0.29725335,-0.22779036,4620.3,0.667193,0.13837471835941545
Kepler-156 c,Kepler-156,2014,Transit,15.906801,2.55,0.19,-0.19,5094.0,0.807,0.07450980392156864
Kepler-406 b,Kepler-406,2014,Transit,2.42629,1.43,0.03,-0.03,5538.0,1.07,0.02097902097902098
Kepler-624 b,Kepler-624,2016,Transit,14.58649607,2.31,0.33,-0.24,6117.0,1.18,0.14285714285714285
Kepler-1530 c,Kepler-1530,2016,Transit,5.3227406,1.65,0.24,-0.11,5477.0,0.88,0.14545454545454545
K2-321 b,K2-321,2020,Transit,2.2979749,2.05124347,0.16813471,-0.13450777,3750.0,0.595,0.08196721279507595
TOI-1117 b,TOI-1117,2025,Transit,2.22816,2.46,0.13,-0.12,5635.0,1.05,0.052845528455284556
Kepler-1430 b,Kepler-1430,2016,Transit,2.46050993,1.18,0.09,-0.08,4796.0,0.72,0.07627118644067797
Kepler-1388 e,Kepler-1388,2016,Transit,37.6327084,2.46,0.14,-0.15,4098.0,0.61,0.06097560975609756
K2-58 c,K2-58,2016,Transit,2.53726,1.62,0.23,-0.23,5413.0,0.86,0.1419753086419753
K2-182 b,K2-182,2018,Transit,4.7369696,2.71257333,0.11096891,-0.09079274,5128.0,0.789,0.04090909129450152
Kepler-1991 c,Kepler-1991,2023,Transit,22.79020351,2.57,0.36,-0.36,5478.0,1.053,0.14007782101167315
TOI-2345 c,TOI-2345,2025,Transit,21.064302,2.451,0.045,-0.046,4687.0,0.729,0.018767849857201143
Kepler-445 c,Kepler-445,2015,Transit,4.871229,2.51,0.36,-0.36,3157.0,0.21,0.14342629482071714
Kepler-1061 b,Kepler-1061,2016,Transit,2.757982666,1.98,0.11,-0.37,6067.0,1.07,0.18686868686868688
Kepler-9 d,Kepler-9,2010,Transit,1.592851,1.64,0.19,-0.14,5777.0,1.02,0.11585365853658537
Kepler-802 b,Kepler-802,2016,Transit,40.0587473,3.54,0.47,-0.4,5507.0,0.9,0.1327683615819209
Kepler-316 b,Kepler-316,2014,Transit,2.240508,1.06,0.11,-0.11,4204.0,0.52,0.10377358490566037
Kepler-329 b,Kepler-329,2014,Transit,7.416397,1.4,0.25,-0.25,4257.0,0.523,0.17857142857142858
K2-146 c,K2-146,2019,Transit,4.00498,2.19,0.07,-0.07,3385.0,0.33,0.03196347031963471
Kepler-1305 b,Kepler-1305,2016,Transit,13.5630972,1.88,0.35,-0.19,5701.0,0.96,0.18617021276595744
Kepler-1144 b,Kepler-1144,2016,Transit,17.14647302,1.99,0.3,-0.16,5753.0,0.96,0.1507537688442211
Kepler-1162 c,Kepler-1162,2023,Transit,59.284064,1.81,0.13,-0.11,5225.0,0.859,0.0718232044198895
Kepler-1088 b,Kepler-1088,2016,Transit,23.12748644,1.42,0.11,-0.1,5975.0,1.08,0.07746478873239437
TOI-480 b,TOI-480,2024,Transit,6.866196,2.85372018,0.13233983,-0.10240654,6174.0,1.4877,0.0463744942224854
Kepler-1440 b,Kepler-1440,2016,Transit,39.859484,1.26,0.23,-0.14,5698.0,0.96,0.18253968253968256
HD 136352 b,HD 136352,2019,Radial Velocity,11.57797,1.664,0.043,-0.043,5664.0,1.058,0.025841346153846152
Kepler-588 b,Kepler-588,2016,Transit,4.221625357,2.63,0.5,-0.22,5835.0,1.0,0.19011406844106465
Kepler-1380 b,Kepler-1380,2016,Transit,10.3108245,1.43,0.26,-0.11,5570.0,0.94,0.18181818181818182
K2-54 b,K2-54,2016,Transit,9.7833,2.6116925,0.21297063,-0.19055267,3990.0,0.643,0.08154506321092547
K2-263 b,K2-263,2018,Transit,50.819172,2.513,0.11,-0.095,5368.0,0.85,0.043772383605252686
Kepler-1469 b,Kepler-1469,2016,Transit,21.8635301,2.8,0.37,-0.26,5507.0,0.89,0.13214285714285715
Kepler-462 b,Kepler-462,2016,Transit,84.6866,3.0,0.2,-0.1,7500.0,1.57,0.06666666666666667
Kepler-1183 b,Kepler-1183,2016,Transit,28.5057189,2.82,0.52,-0.3,5765.0,0.99,0.1843971631205674
TOI-1443 b,TOI-1443,2024,Transit,23.540678,2.30381001,0.12697832,-0.10061016,5224.0,0.7511,0.05511666302726066
TOI-5624 b,TOI-5624,2026,Transit,3.3903473,2.314,0.035,-0.035,5327.0,0.82,0.01512532411408816
Kepler-739 b,Kepler-739,2016,Transit,12.53248465,3.32,0.49,-0.29,5601.0,0.9,0.14759036144578314
K2-384 e,K2-384,2022,Transit,9.715043,1.345,0.139,-0.082,3623.0,0.348,0.1033457249070632
Kepler-261 b,Kepler-261,2014,Transit,10.381227,2.18,0.14,-0.14,5098.0,0.794,0.06422018348623854
Kepler-18 b,Kepler-18,2011,Transit,3.504725,2.0,0.1,-0.1,5345.0,1.108,0.05
K2-205 b,K2-205,2018,Transit,26.672263,1.99552771,0.26954694,-0.23149515,5890.0,1.077574,0.13507551844519364
Kepler-1400 b,Kepler-1400,2016,Transit,9.06689421,1.62,0.11,-0.11,5044.0,0.78,0.06790123456790123
Kepler-84 d,Kepler-84,2014,Transit,4.224537,1.38,0.27,-0.27,6031.0,1.169,0.19565217391304351
TOI-561 c,TOI-561,2020,Transit,10.778838,2.865,0.041,-0.041,5342.0,0.843,0.014310645724258289
K2-258 b,K2-258,2018,Transit,19.0921,3.0,0.21,-0.2,6351.0,1.31,0.06999999999999999
Kepler-1987 e,Kepler-1987,2023,Transit,8.74292005,1.92,0.18,-0.13,4769.0,0.714,0.09375
K2-276 b,K2-276,2018,Transit,18.718269,3.77,0.21,-0.21,5139.0,0.85,0.055702917771883284
LTT 1445 A c,LTT 1445 A,2022,Transit,3.1239035,1.147,0.055,-0.054,3340.0,0.265,0.04795117698343505
Kepler-415 c,Kepler-415,2014,Transit Timing Variations,8.708,2.01,0.15,-0.06,4362.0,0.643,0.0746268656716418
TOI-1782.02,TOI-1782,2024,Transit,1.829024227,1.839,0.234,-0.185,4336.0,0.669,0.1272430668841762
Kepler-893 b,Kepler-893,2016,Transit,6.33855761,3.03,0.52,-0.37,5820.0,0.99,0.17161716171617164
K2-155 b,K2-155,2018,Transit,6.342,1.8,0.2,-0.1,4258.0,0.58,0.11111111111111112
K2-264 b,K2-264,2018,Transit,5.840002,2.231,0.151,-0.145,3660.0,0.473,0.06768265351860153
Kepler-1363 b,Kepler-1363,2016,Transit,2.94194094,1.25,0.09,-0.08,4839.0,0.72,0.072
HD 109833 b,HD 109833,2022,Transit,9.188526,2.888,0.152,-0.127,5881.0,1.0,0.05263157894736842
TOI-700 d,TOI-700,2020,Transit,37.42396,1.073,0.059,-0.054,3459.0,0.421,0.05498602050326188
K2-246 b,K2-246,2018,Transit,5.76918,3.49,0.25,-0.21,5610.0,0.94,0.07163323782234957
TOI-757 b,TOI-757,2024,Transit,17.46819,2.5,0.1,-0.1,5278.0,0.78,0.04
Kepler-1014 b,Kepler-1014,2016,Transit,16.57110363,2.39,0.21,-0.25,5388.0,0.84,0.10460251046025104
TOI-1453 b,TOI-1453,2025,Transit,4.3135225,1.173,0.059,-0.056,4975.0,0.72,0.05029838022165387
Kepler-437 b,Kepler-437,2015,Transit,66.65062,2.14,0.22,-0.17,4551.0,0.68,0.102803738317757
Kepler-395 c,Kepler-395,2014,Transit,34.989262,1.32,0.09,-0.09,4262.0,0.556,0.06818181818181818
Kepler-908 b,Kepler-908,2016,Transit,1.340597468,1.22,0.1,-0.08,5973.0,1.12,0.0819672131147541
K2-318 b,K2-318,2020,Transit,7.01,1.66,0.13,-0.13,3851.0,0.552,0.0783132530120482
TOI-451 c,TOI-451,2020,Transit,9.192463,2.93,0.16,-0.16,5490.0,0.85,0.05460750853242321
Kepler-286 c,Kepler-286,2014,Transit,3.468095,1.37,0.27,-0.27,5580.0,0.863,0.19708029197080293
K2-158 c,K2-158,2018,Transit,5.90279,1.28,0.13,-0.1,5503.0,0.95,0.1015625
TOI-1630.01,TOI-1630,2024,Transit,12.055734733,2.417,0.228,-0.162,5504.0,0.83,0.09433181630119984
Kepler-961 b,Kepler-961,2016,Transit,16.87727414,2.55,0.11,-0.08,5582.0,0.9,0.04313725490196079
