period_days,valley_radius,n,fit_radius
1.7782794100389228,2.1714643304130163,282,2.12789314560829
5.623413251903491,1.874843554443054,817,1.827005879308151
17.78279410038923,1.4017521902377972,743,1.5686645214848636
56.23413251903491,1.4392991239048811,228,1.3468530171874187
