pl_name,hostname,disc_year,discoverymethod,pl_orbper,pl_rade,pl_radeerr1,pl_radeerr2,st_teff,st_rad
NGTS-10 b,NGTS-10,2020,Transit,0.7668944,13.506845,1.311453,-0.930347,4600.0,0.697
Kepler-1696 b,Kepler-1696,2020,Transit,65.9409,2.80982017,,,5712.0,1.19811
Kepler-1401 b,Kepler-1401,2016,Transit,11.20066445,1.68,0.37,-0.18,5964.0,1.1
Kepler-1996 b,Kepler-1996,2023,Transit,32.376183,2.26,0.16,-0.07,4580.0,0.675
Kepler-928 b,Kepler-928,2016,Transit,3.932461302,1.59,0.31,-0.12,4700.0,0.7
Kepler-153 c,Kepler-153,2014,Transit,46.90232,2.53,1.52,-1.52,5404.0,0.892
Kepler-48 d,Kepler-48,2014,Transit,42.8961,2.04,0.11,-0.11,5194.0,0.89
WASP-48 b,WASP-48,2011,Transit,2.14363,16.8135,2.2418,-2.2418,5920.0,1.58
Kepler-18 d,Kepler-18,2011,Transit,14.85888,6.98,0.33,-0.33,5345.0,1.108
TOI-4443.01,TOI-4443,2024,Transit,1.8498567,1.7193265,0.1346603,-0.1346603,5834.0,1.01733
TOI-3856 b,TOI-3856,2025,Transit,2.04360352,13.59649359,0.28022452,-0.26901554,5622.0,1.055
Kepler-106 c,Kepler-106,2014,Transit,13.5708,2.5,0.32,-0.32,5858.0,1.04
Kepler-957 b,Kepler-957,2016,Transit,5.907413537,5.5,0.29,-0.32,4963.0,0.75
Kepler-309 b,Kepler-309,2014,Transit,5.923653,1.56,0.14,-0.14,4713.0,0.721
K2-398 c,K2-398,2022,Transit,18.787839,5.098,0.154,-0.146,5946.0,1.239
TOI-5734 b,TOI-5734,2026,Transit,6.1841876,2.1,0.12,-0.12,4750.0,0.639
Kepler-1740 b,Kepler-1740,2021,Transit,8.172400475,3.32321414,,,5705.0,0.905
Kepler-176 d,Kepler-176,2014,Transit,25.751974,2.51,1.32,-1.32,5232.0,0.891
TOI-1695 b,TOI-1695,2022,Transit,3.1342791,1.9,0.16,-0.14,3690.0,0.515
HATS-24 b,HATS-24,2017,Transit,1.3484978,15.636555,0.638913,-0.638913,6125.0,1.12
K2-150 b,K2-150,2018,Transit,10.59357,2.0,0.27,-0.21,3499.0,0.436
Kepler-1829 b,Kepler-1829,2021,Transit,5.186719894,2.47887001,,,5230.0,0.777
Kepler-277 c,Kepler-277,2013,Transit,33.006,3.36,0.83,-0.72,5946.0,1.69
K2-116 b,K2-116,2017,Transit,4.655411,0.69,0.04,-0.04,4348.35,0.6694
Kepler-1350 b,Kepler-1350,2016,Transit,4.4968604,2.52,0.16,-0.25,3827.0,0.53
Kepler-995 b,Kepler-995,2016,Transit,28.26731672,2.7,0.19,-0.17,5206.0,0.8
TIC 188624430 b,TIC 188624430,2026,Transit,6.21860433132,3.64811843,0.288233,-0.2665682,5369.46,0.786574
Kepler-1174 b,Kepler-1174,2016,Transit,6.89225223,1.59,0.31,-0.16,5936.0,1.04
KOI-3503 c,KOI-3503,2021,Transit,31.828,1.21,0.28,-0.09,6001.0,1.255
Kepler-269 c,Kepler-269,2014,Transit,8.127899,1.69,0.8,-0.8,5847.0,0.959
TOI-6054.02,TOI-6054,2024,Transit,12.563636,2.82,0.17,-0.16,6047.0,1.662
TOI-5788 c,TOI-5788,2026,Transit,16.213362,2.272,0.039,-0.039,5615.0,0.87
Kepler-1719 b,Kepler-1719,2021,Transit,6.149559975,3.95000623,,,5687.0,1.775
K2-171 b,K2-171,2018,Transit,5.628466,2.68657205,0.40023833,-0.33153947,5250.0,1.717458
Kepler-122 b,Kepler-122,2014,Transit,5.766193,2.34,0.46,-0.46,6050.0,1.216
Kepler-607 b,Kepler-607,2016,Transit,0.638163204,0.87,0.06,-0.07,5196.0,0.8
Kepler-1981 b,Kepler-1981,2023,Transit,453.54212,9.23,1.76,-4.1,5874.0,3.006
Kepler-430 b,Kepler-430,2015,Transit,35.968,3.25,,,5884.0,1.485
Kepler-1229 b,Kepler-1229,2016,Transit,86.828989,1.4,0.11,-0.13,3784.0,0.51
TOI-1431 b,TOI-1431,2021,Transit,2.650237,16.70138124,0.56044903,-0.56044903,7690.0,1.92
NGTS-2 b,NGTS-2,2018,Transit,4.511164,17.878355,0.526823,-0.504405,6478.0,1.702
Kepler-1266 c,Kepler-1266,2021,Transit,4.86631012,1.68023962,,,4996.0,0.831
TOI-7009 b,TOI-7009,2026,Transit,2.3206612,3.71,0.15,-0.15,4080.0,0.564
TOI-421 c,TOI-421,2020,Transit,16.067541,5.09,0.07,-0.07,5291.0,0.866
K2-163 b,K2-163,2018,Transit,6.673117,2.46610713,0.25681072,-0.12408569,4937.0,0.762201
Kepler-32 e,Kepler-32,2012,Transit,2.896,1.5,0.1,-0.1,3900.0,0.53
Kepler-1555 b,Kepler-1555,2016,Transit,8.10501635,1.61,0.46,-0.17,5866.0,1.06
Kepler-1725 b,Kepler-1725,2021,Transit,16.71990013,2.8125177,,,6020.0,1.085
Kepler-155 c,Kepler-155,2014,Transit,52.661793,2.24,0.15,-0.15,4508.0,0.62
TOI-6716 b,TOI-6716,2026,Transit,4.7185898,0.982,0.067,-0.067,3110.0,0.231
Kepler-163 c,Kepler-163,2014,Transit,21.347262,2.26,0.94,-0.94,5776.0,0.917
Kepler-52 b,Kepler-52,2012,Transit,7.8773565,2.1,,,4075.0,0.52
Kepler-439 b,Kepler-439,2015,Transit,178.1396,2.24,0.16,-0.45,5431.0,0.866
Kepler-1491 c,Kepler-1491,2023,Transit,61.569765,2.44,0.39,-0.53,5626.0,1.389
TOI-5532 b,TOI-5532,2026,Transit,5.6539659431,2.52763693,0.64556628,-0.37858431,4208.45,0.662052
WASP-194 b,WASP-194,2025,Transit,3.183387,15.47960235,0.9863903,-0.9863903,6405.0,1.409
HIP 67522 b,HIP 67522,2020,Transit,6.9594731,9.9872018,0.23538859,-0.22417961,5675.0,1.38
Kepler-1758 b,Kepler-1758,2021,Transit,9.977210045,2.57059831,,,5557.0,1.616
Kepler-1158 b,Kepler-1158,2016,Transit,13.5396293,2.34,0.46,-0.46,6203.0,1.95
Kepler-311 b,Kepler-311,2014,Transit,9.176092,1.7,0.33,-0.33,5905.0,1.188
Kepler-1956 b,Kepler-1956,2021,Transit,5.943719864,1.08940238,,,4391.0,0.682
Kepler-402 e,Kepler-402,2014,Transit,11.242861,1.46,0.29,-0.29,6090.0,1.264
K2-335 b,K2-335,2021,Transit,12.283211,2.21,0.18,-0.14,6222.0,1.33
Kepler-565 b,Kepler-565,2016,Transit,4.243747226,3.64,0.51,-0.27,5735.0,0.95
Kepler-750 b,Kepler-750,2016,Transit,9.42887179,3.07,1.06,-0.4,6160.0,1.23
K2-382 b,K2-382,2022,Transit,21.700156,2.072,0.152,-0.133,5452.0,0.811
TOI-1272 b,TOI-1272,2022,Transit,3.3159765,4.26,0.1,-0.1,4985.0,0.8
Kepler-238 e,Kepler-238,2013,Transit,23.654,5.6,2.37,-0.46,5800.0,0.96
Kepler-1255 b,Kepler-1255,2016,Transit,36.2919336,2.32,0.64,-0.29,6018.0,1.12
Kepler-352 c,Kepler-352,2014,Transit,16.332995,1.24,0.1,-0.1,5212.0,0.781
Kepler-1742 b,Kepler-1742,2021,Transit,49.47819901,2.1782413,,,5776.0,0.849
Kepler-127 b,Kepler-127,2014,Transit,14.435889,1.4,0.05,-0.05,6106.0,1.359
Kepler-568 b,Kepler-568,2016,Transit,11.02347475,2.26,0.08,-0.08,3768.0,0.53
Kepler-1611 b,Kepler-1611,2016,Transit,5.1762429,0.81,0.16,-0.07,5605.0,0.93
Kepler-1923 b,Kepler-1923,2021,Transit,52.60969925,1.95958179,,,5881.0,1.294
Kepler-896 b,Kepler-896,2016,Transit,144.547396,2.53,0.18,-0.19,5262.0,0.81
Kepler-1208 b,Kepler-1208,2016,Transit,11.08507637,2.32,0.19,-0.14,5001.0,0.76
Kepler-499 b,Kepler-499,2016,Transit,5.632528453,2.17,0.25,-0.16,5312.0,0.83
TOI-921 b,TOI-921,2026,Transit,5.12871907628,3.53409617,0.45814199,-0.34294656,6011.66,1.14165
Kepler-155 b,Kepler-155,2014,Transit,5.931194,2.09,0.21,-0.21,4508.0,0.62
Kepler-45 b,Kepler-45,2011,Transit,2.455239,10.76,1.23,-1.23,3820.0,0.55
Kepler-406 c,Kepler-406,2014,Transit,4.62332,0.85,0.03,-0.03,5538.0,1.07
Kepler-93 b,Kepler-93,2014,Transit,4.72673978,1.478,0.019,-0.019,5669.0,0.919
TOI-3464 b,TOI-3464,2025,Transit,3.6515568,13.7646283,0.6389119,-0.59407598,6370.0,1.56
K2-375 b,K2-375,2022,Transit,14.453895,2.243,0.186,-0.174,5822.0,1.543
K2-5 b,K2-5,2015,Transit,5.73594,1.91,0.44,-0.44,3930.0,0.57
TOI-5486 b,TOI-5486,2026,Transit,2.02470073205,3.96824928,0.40461614,-0.3305924,3750.17,0.553216
Kepler-596 b,Kepler-596,2016,Transit,21.30022655,3.46,1.63,-0.47,6267.0,1.32
Kepler-1757 b,Kepler-1757,2021,Transit,19.65640068,2.94660251,,,5288.0,0.74
K2-174 b,K2-174,2018,Transit,19.562307,2.6,0.1,-0.1,4455.0,0.676
TOI-2267 b,TOI-2267 A,2025,Transit,2.28909,1.0,0.11,-0.11,3030.0,0.2075
K2-274 b,K2-274,2018,Transit,14.1330314,2.08,0.12,-0.07,5044.0,0.7
Kepler-415 b,Kepler-415,2014,Transit Timing Variations,4.176,1.21,0.13,-0.1,4362.0,0.643
Kepler-1686 b,Kepler-1686,2020,Transit,9.30987,1.42553017,,,5714.96,1.19951
Kepler-85 b,Kepler-85,2012,Transit,8.3,1.778,0.05,-0.05,5505.2,0.875
TOI-3593 b,TOI-3593,2025,Transit,3.8212867,11.02963701,0.31385146,-0.2914335,5550.0,0.918
Kepler-263 c,Kepler-263,2014,Transit,47.332773,2.47,1.35,-1.35,5265.0,0.785
HAT-P-30 b,HAT-P-30,2011,Transit,2.8106,16.14096,1.68135,-1.68135,6304.0,1.31
K2-324 b,K2-324,2020,Transit,3.262,2.43,0.15,-0.13,3752.0,0.505
K2-218 b,K2-218,2018,Transit,8.679885,2.56948149,0.27525709,-0.15204146,5757.0,1.008231
TOI-178 g,TOI-178,2021,Transit,20.71663,2.939,0.057,-0.055,4316.0,0.662
Kepler-403 d,Kepler-403,2016,Transit,13.61159129,1.42,0.3,-0.19,6209.0,1.45
TOI-954 b,TOI-954,2020,Transit,3.6849729,9.550068,0.594077,-0.694958,5710.0,1.892
Kepler-378 b,Kepler-378,2014,Transit,16.092361,0.75,0.15,-0.15,4661.0,0.671
Kepler-82 d,Kepler-82,2014,Transit,2.382961,1.77,0.27,-0.27,5428.0,0.945
TOI-1752 b,TOI-1752,2026,Transit,0.9351861,1.693,0.068,-0.068,3762.0,0.53
K2-317 b,K2-317,2020,Transit,6.22,2.93,0.19,-0.17,3387.0,0.379
Kepler-1375 b,Kepler-1375,2016,Transit,3.3004192,1.74,0.68,-0.34,6704.0,1.78
TIC 32032563 b,TIC 32032563,2026,Transit,13.83460487791,3.47739942,0.41441263,-0.34948645,5567.93,1.00188
WASP-29 b,WASP-29,2010,Transit,3.92273,8.63093,0.78463,-0.78463,4800.0,0.79
Kepler-1476 b,Kepler-1476,2016,Transit,10.35863224,1.67,0.37,-0.13,5663.0,0.96
Kepler-883 b,Kepler-883,2016,Transit,12.98495573,1.78,0.17,-0.13,6116.0,1.09
TOI-1820 b,TOI-1820,2022,Transit,4.860674,12.778238,0.22417961,-0.22417961,5734.0,1.51
Kepler-1220 b,Kepler-1220,2016,Transit,7.42693741,1.52,0.33,-0.19,5842.0,0.99
Kepler-1284 b,Kepler-1284,2016,Transit,0.664073806,1.21,0.1,-0.07,5123.0,0.79
TOI-938 b,TOI-938,2026,Transit,8.80733882211,4.82401567,0.35034925,-0.32939707,5829.42,0.985134
Kepler-1425 b,Kepler-1425,2016,Transit,14.4541302,0.94,0.19,-0.13,5718.0,0.95
TOI-2497 b,TOI-2497,2023,Transit,10.655669,11.14172682,0.61649394,-0.54924005,7360.0,2.36
TOI-3362 b,TOI-3362,2021,Transit,18.09547,12.80065596,0.48198617,-0.45956821,6532.0,1.83
Kepler-146 b,Kepler-146,2014,Transit,31.158799,3.71,0.7,-0.7,5948.0,1.208
HIP 113103 c,HIP 113103,2023,Transit,14.245648,2.4,0.1,-0.08,4930.0,0.742
TOI-1080 b,TOI-1080,2026,Transit,3.9652482,1.2,0.058,-0.058,3065.0,0.2019
WASP-32 b,WASP-32,2010,Transit,2.71866,10.76064,1.68135,-1.68135,6140.0,0.95
Kepler-192 d,Kepler-192,2016,Transit,6.47027579,1.02,0.1,-0.07,5487.0,0.94
Kepler-1488 b,Kepler-1488,2016,Transit,39.8189932,1.86,0.42,-0.37,5820.0,1.31
TOI-2977 b,TOI-2977,2023,Transit,2.3505614,13.15934334,0.3474784,-0.30264248,5691.0,1.073
Kepler-1873 b,Kepler-1873,2021,Transit,0.558842003,1.62573811,,,5151.0,0.792
Kepler-52 d,Kepler-52,2014,Transit,36.445171,1.95,0.21,-0.21,4263.0,0.556
K2-370 b,K2-370,2022,Transit,2.1408093,2.67,0.05,-0.05,5662.0,0.945
Kepler-829 b,Kepler-829,2016,Transit,6.88337562,2.11,0.44,-0.18,5698.0,0.97
HIP 29442 d,TOI-469,2023,Radial Velocity,6.429575,1.538,0.049,-0.049,5289.0,0.98
TOI-4010 d,TOI-4010,2023,Transit,14.70886,6.18,0.14,-0.15,4960.0,0.83
Kepler-196 b,Kepler-196,2014,Transit,20.739886,1.9,0.15,-0.15,5128.0,0.782
Kepler-131 b,Kepler-131,2014,Transit,16.092,2.41,0.2,-0.2,5685.0,1.03
Kepler-179 b,Kepler-179,2014,Transit,2.735926,1.64,0.68,-0.68,5302.0,0.759
Kepler-1745 b,Kepler-1745,2021,Transit,3.016190052,1.92872921,,,5611.0,1.4
Kepler-251 c,Kepler-251,2014,Transit,16.514043,2.77,0.49,-0.49,5526.0,0.89
Kepler-806 b,Kepler-806,2016,Transit,8.09219642,1.14,0.33,-0.24,5770.0,1.16
Kepler-200 c,Kepler-200,2014,Transit,10.222157,1.59,0.29,-0.29,5678.0,0.944
Kepler-1854 b,Kepler-1854,2021,Transit,39.83110046,2.58746104,,,5026.0,0.759
WASP-158 b,WASP-158,2018,Transit,3.656333,11.99363,1.68135,-1.68135,6350.0,1.39
HAT-P-17 b,HAT-P-17,2012,Transit,10.33852,11.76945,0.44836,-0.44836,5246.0,0.87
Kepler-438 b,Kepler-438,2015,Transit,35.23319,1.12,0.16,-0.17,3748.0,0.52
Kepler-1266 b,Kepler-1266,2016,Transit,28.474748,2.58,0.13,-0.46,5044.0,0.76
Kepler-255 b,Kepler-255,2014,Transit,5.714606,1.55,0.62,-0.62,5573.0,0.933
Kepler-1423 b,Kepler-1423,2016,Transit,23.955378,1.06,0.09,-0.07,4939.0,0.75
Kepler-1869 b,Kepler-1869,2021,Transit,8.167360306,1.11955354,,,5808.0,0.902
Kepler-1831 b,Kepler-1831,2021,Transit,5.78387022,1.97019818,,,6063.0,1.012
HD 219134 b,HD 219134,2015,Radial Velocity,3.092926,1.602,0.055,-0.055,4699.0,0.778
Kepler-1797 b,Kepler-1797,2021,Transit,23.3593998,3.05774442,,,6244.0,1.009
Kepler-1894 b,Kepler-1894,2021,Transit,2.762660027,1.20117759,,,5772.0,0.901
Kepler-1223 b,Kepler-1223,2016,Transit,16.301259,1.22,0.06,-0.08,4870.0,0.75
K2-7 b,K2-7,2015,Transit,28.6781,4.03523305,0.30264248,-0.25780656,5700.0,1.533
Kepler-307 b,Kepler-307,2013,Transit,10.4208,2.43,0.09,-0.09,5367.0,0.814
Kepler-755 c,Kepler-755,2016,Transit,2.853133644,1.26,0.05,-0.05,5043.0,0.77
HAT-P-22 b,HAT-P-22,2010,Transit,3.21222,12.89035,2.12971,-2.12971,5302.0,1.11
Kepler-268 b,Kepler-268,2014,Transit,25.934138,2.55,0.47,-0.47,6081.0,1.274
K2-381 c,K2-381,2022,Transit,16.034656,2.0,0.184,-0.148,4473.0,0.675
Kepler-1775 b,Kepler-1775,2021,Transit,85.65399933,3.64762153,,,5818.0,1.647
HAT-P-20 b,HAT-P-20,2010,Transit,2.875317,9.718,0.37,-0.37,4595.0,0.694
Kepler-607 c,Kepler-607,2021,Transit,39.67679977,2.76001201,,,5244.0,0.888
Kepler-730 b,Kepler-730,2016,Transit,6.491682808,12.3299,0.526823,-0.56045,5620.0,1.411
Kepler-907 b,Kepler-907,2016,Transit,15.86621821,1.2,0.06,-0.05,6106.0,1.38
Kepler-318 c,Kepler-318,2014,Transit,11.815007,3.68,0.65,-0.65,5746.0,1.189
Kepler-823 b,Kepler-823,2016,Transit,4.16809082,1.57,0.31,-0.14,5643.0,0.96
TOI-540 b,TOI-540,2020,Transit,1.2391491,0.903,0.052,-0.052,3216.0,0.1895
Kepler-225 b,Kepler-225,2014,Transit,6.738975,1.2,0.07,-0.07,3682.0,0.48
K2-13 b,K2-13,2015,Transit,39.91488,1.89,0.95,-0.95,5698.0,0.78
Kepler-647 c,Kepler-647,2020,Transit,29.6663,4.00135002,,,5906.74,1.54571
TOI-1136 f,TOI-1136,2022,Transit,26.321,3.73591482,0.08619766,-0.07925738,5770.0,0.968
TOI-1468 c,TOI-1468,2022,Transit,15.532477,2.126,0.092,-0.093,3376.0,0.3714
Kepler-314 b,Kepler-314,2014,Transit,2.461069,0.83,0.12,-0.12,5378.0,0.95
Kepler-1184 b,Kepler-1184,2016,Transit,53.5991044,2.68,0.6,-0.3,5983.0,1.07
TOI-1438 c,TOI-1438,2025,Transit,9.428089,2.75,0.14,-0.14,5230.0,0.82
HD 109833 c,HD 109833,2022,Transit,13.900148,2.59,0.196,-0.175,5881.0,1.0
GJ 9827 d,GJ 9827,2017,Transit,6.20183,1.98,0.11,-0.1,4236.0,0.58
TOI-2104 b,TOI-2104,2026,Transit,5.904370457,1.52898127,0.13889258,-0.12285756,4856.13,0.723757
Kepler-502 b,Kepler-502,2016,Transit,4.28686431,4.77,1.46,-0.66,6125.0,1.22
Kepler-1871 b,Kepler-1871,2021,Transit,1.952700019,2.42172881,,,5741.0,0.946
HIP 67522 c,HIP 67522,2024,Transit,14.334892,7.93595834,0.3474784,-0.35868738,5675.0,1.38
Kepler-1235 b,Kepler-1235,2016,Transit,4.16055856,0.79,0.12,-0.06,5541.0,0.9
Kepler-1625 b,Kepler-1625,2016,Transit,287.378949,6.06,0.87,-0.53,5677.0,0.94
K2-158 b,K2-158,2018,Transit,10.06049,2.64,0.16,-0.1,5503.0,0.95
Kepler-302 c,Kepler-302,2014,Transit,127.282184,12.45,2.54,-2.54,5740.0,1.22
TOI-1669 c,TOI-1669,2024,Transit,2.6800535,2.2963977,0.10169388,-0.09022874,5497.0,1.0561
WASP-39 b,WASP-39,2011,Transit,4.0552941,14.336311,0.44836,-0.44836,5485.0,0.939
Kepler-69 b,Kepler-69,2013,Transit,13.722341,2.24,0.44,-0.29,5638.0,0.93
Kepler-120 b,Kepler-120,2014,Transit,6.312501,2.15,0.17,-0.17,4096.0,0.534
WASP-153 b,WASP-153,2017,Transit,3.332609,17.37395,1.1209,-0.89672,5914.0,1.73
Kepler-341 e,Kepler-341,2014,Transit,42.473269,1.99,1.03,-1.03,6012.0,1.024
Kepler-627 b,Kepler-627,2016,Transit,40.6994443,3.73,1.6,-0.82,6424.0,1.49
TOI-778 b,TOI-778,2023,Transit,4.633611,15.4,0.5,-0.5,6643.0,1.71
TOI-7333 b,TOI-7333,2026,Transit,6.26449803661,2.09469416,0.20576569,-0.17593549,4586.87,0.666066
K2-176 b,K2-176,2018,Transit,5.329439,1.49090097,0.12341971,-0.09253438,5428.0,0.86416
Kepler-737 b,Kepler-737,2016,Transit,28.59915399,1.96,0.11,-0.11,3813.0,0.48
NGTS-13 b,NGTS-13,2021,Transit,4.119027,12.800678,0.515614,-0.515614,5819.0,1.788
Kepler-1175 b,Kepler-1175,2016,Transit,37.94563,2.99,0.27,-0.23,5453.0,0.86
K2-77 b,K2-77,2016,Transit,8.2000844,2.4996027,0.16813471,-0.12329879,5160.0,0.792
TOI-2453 b,TOI-2453,2026,Transit,4.44143463188,3.24380341,0.29909721,-0.25885686,3720.23,0.502498
TOI-2416 b,TOI-2416,2023,Transit,8.275479,9.86390302,0.22417961,-0.22417961,5808.0,1.236
TOI-3523 A b,TOI-3523 A,2025,Transit,2.30458952,15.9727975,0.41473229,-0.39231432,6450.0,1.448
Kepler-843 b,Kepler-843,2016,Transit,2.053879821,2.59,0.61,-0.25,5830.0,1.03
Kepler-249 b,Kepler-249,2014,Transit,3.306539,1.09,0.05,-0.05,3568.0,0.482
TOI-4640 b,TOI-4640,2026,Transit,2.68566015238,2.84326517,0.2691204,-0.25931352,5743.01,1.06715
K2-349 b,K2-349,2021,Transit,9.032178,1.38,0.1,-0.07,4385.0,0.49
Kepler-1910 b,Kepler-1910,2021,Transit,5.688769817,1.184,,,4234.0,0.639
Kepler-1655 b,Kepler-1655,2018,Transit,11.8728787,2.213,0.082,-0.082,6148.0,1.03
HAT-P-11 b,HAT-P-11,2010,Transit,4.888,4.36,0.06,-0.06,4653.0,0.683
TOI-1442 b,TOI-1442,2022,Transit,0.4090677,1.17,0.06,-0.06,3330.0,0.31
TOI-1453 c,TOI-1453,2025,Transit,6.5886982,2.224,0.095,-0.095,4975.0,0.72
K2-358 b,K2-358,2021,Transit,11.2510285,2.68,0.17,-0.14,5650.0,0.91
K2-336 b,K2-336,2021,Transit,21.194733,1.22,0.09,-0.05,5424.0,0.8
Kepler-1237 b,Kepler-1237,2016,Transit,84.5733226,2.86,0.39,-0.21,5472.0,0.9
HAT-P-38 b,HAT-P-38,2012,Transit,4.640382,9.247,1.031,-0.706,5330.0,0.923
K2-55 b,K2-55,2016,Transit,2.849271,4.43,0.29,-0.32,4300.0,0.715
TOI-7149 b,TOI-7149,2025,Transit,2.65206166,13.2,0.51,-0.51,3363.0,0.351
Kepler-852 b,Kepler-852,2016,Transit,44.9309804,2.54,0.45,-0.17,6100.0,1.16
K2-357 b,K2-357,2021,Transit,16.3488637,3.72,0.23,-0.21,5794.0,1.0
TOI-3976 A b,TOI-3976 A,2023,Transit,6.607662,12.27383387,0.40352331,-0.39231432,5975.0,1.501
K2-232 b,K2-232,2018,Transit,11.168454,11.209,0.246598,-0.22418,6154.0,1.161
Kepler-1357 b,Kepler-1357,2016,Transit,3.0091324,1.28,0.2,-0.11,5597.0,0.9
Kepler-132 e,Kepler-132,2016,Transit,110.2869374,1.18,0.16,-0.12,6023.0,1.1
LTT 9779 b,LTT 9779,2020,Transit,0.792052,4.72,0.23,-0.23,5443.0,0.949
TOI-763 b,TOI-763,2020,Transit,5.6057,2.28,0.11,-0.11,5450.0,0.897
HATS-14 b,HATS-14,2015,Transit,2.7667641,11.646151,0.358688,-0.246598,5346.0,0.933
Kepler-1320 b,Kepler-1320,2016,Transit,0.868386528,1.7,0.07,-0.11,4817.0,0.74
Kepler-1807 b,Kepler-1807,2021,Transit,10.86060047,2.70393215,,,6455.0,1.496
Kepler-1613 b,Kepler-1613,2016,Transit,1.5184299,2.08,0.44,-0.51,6005.0,1.12
K2-277 b,K2-277,2018,Transit,6.326768,2.18575124,0.20176165,-0.12329879,5680.0,0.973
Kepler-1032 b,Kepler-1032,2016,Transit,3.290117953,1.87,0.1,-0.08,4647.0,0.71
TOI-5726.01,TOI-5726,2024,Transit,5.491125215,2.554,0.28,-0.177,5874.0,1.106
Wolf 327 b,Wolf 327,2024,Transit,0.5734745,1.24,0.06,-0.06,3542.0,0.406
Kepler-62 f,Kepler-62,2013,Transit,267.291,1.41,0.07,-0.07,4925.0,0.64
Kepler-294 c,Kepler-294,2014,Transit,6.6264,2.71,1.27,-1.27,5913.0,0.976
Kepler-21 b,Kepler-21,2012,Transit,2.7858212,1.639,0.019,-0.015,6305.0,1.902
Kepler-36 b,Kepler-36,2012,Transit,13.86825,1.498,0.061,-0.049,5979.0,1.634
Kepler-42 d,Kepler-42,2011,Transit,1.865169,0.57,0.18,-0.18,3068.0,0.17
TOI-6478 b,TOI-6478,2025,Transit,34.005019,4.6,0.24,-0.24,3230.0,0.234
Kepler-125 b,Kepler-125,2014,Transit,4.164389,2.37,0.1,-0.1,3810.0,0.512
Kepler-1407 b,Kepler-1407,2016,Transit,20.0711504,2.25,0.53,-0.32,6010.0,1.15
TOI-1246 b,TOI-1246,2022,Transit,4.30744,3.01,0.06,-0.06,5151.0,0.86
Kepler-167 e,Kepler-167,2016,Transit,1071.23205,10.16,0.42,-0.42,4884.0,0.749
Kepler-471 b,Kepler-471,2016,Transit,5.014234575,14.96,5.42,-2.96,6733.0,1.8
TOI-3837 b,TOI-3837,2025,Transit,11.88865,10.87271128,0.56044903,-0.67253884,5905.0,1.2
Kepler-1561 b,Kepler-1561,2016,Transit,1.005207007,1.09,0.26,-0.18,5957.0,1.11
Kepler-1338 b,Kepler-1338,2016,Transit,0.935118057,0.92,0.19,-0.1,5909.0,1.05
WASP-59 b,WASP-59,2012,Transit,7.919585,8.687,0.762,-0.762,4650.0,0.613
Kepler-1293 b,Kepler-1293,2016,Transit,5.57654784,0.97,0.42,-0.15,6241.0,1.28
Kepler-59 c,Kepler-59,2012,Transit,17.9801235,1.98,,,6074.0,0.94
TOI-849 b,TOI-849,2020,Transit,0.765548,3.64,0.38,-0.38,5257.0,0.97
Kepler-825 b,Kepler-825,2016,Transit,3.77360059,1.53,0.39,-0.22,5976.0,1.08
KELT-14 b,KELT-14,2016,Transit,1.7100566,19.537287,0.526823,-0.526823,5720.0,1.52
Kepler-339 d,Kepler-339,2014,Transit,10.558345,1.17,0.53,-0.53,5631.0,0.802
Kepler-1280 b,Kepler-1280,2016,Transit,66.5579057,1.87,0.83,-0.29,6227.0,1.32
Kepler-245 c,Kepler-245,2014,Transit,17.460812,2.18,0.17,-0.17,5100.0,0.795
Kepler-1481 b,Kepler-1481,2016,Transit,5.94220998,1.23,0.08,-0.06,4908.0,0.75
TOI-1266 c,TOI-1266,2020,Transit,18.8027,1.98,0.1,-0.1,3563.0,0.4232
Kepler-1838 b,Kepler-1838,2021,Transit,12.14680004,1.66049425,,,5877.0,1.963
K2-75 c,K2-75,2016,Transit,18.311,2.77,0.38,-0.38,5995.0,1.56
CoRoT-18 b,CoRoT-18,2011,Transit,1.9000693,14.68,2.02,-2.02,5440.0,1.0
KOI-351 d,KOI-351,2013,Transit,59.73667,2.87,0.3,-0.3,6080.0,1.2
Kepler-1414 b,Kepler-1414,2016,Transit,3.51576315,1.23,0.09,-0.08,4951.0,0.75
Kepler-178 c,Kepler-178,2014,Transit,20.552802,2.88,1.23,-1.23,5676.0,1.066
Kepler-1731 b,Kepler-1731,2021,Transit,21.76129913,2.93295657,,,4859.0,0.72
Kepler-710 b,Kepler-710,2016,Transit,4.347285527,1.88,0.24,-0.15,5611.0,0.91
K2-5 c,K2-5,2015,Transit,10.93241,2.26,0.62,-0.62,3930.0,0.57
Kepler-708 b,Kepler-708,2016,Transit,3.167891938,2.93,0.64,-0.28,5692.0,0.96
WASP-54 b,WASP-54,2012,Transit,3.69364,17.71022,1.90553,-1.90553,6100.0,1.76
Kepler-398 b,Kepler-398,2014,Transit,4.081423,0.93,0.1,-0.1,4493.0,0.613
Kepler-1018 b,Kepler-1018,2016,Transit,49.1013514,2.58,0.3,-0.19,5518.0,0.88
TOI-4734 b,TOI-4734,2025,Transit,6.235633,10.9175472,0.28022452,-0.25780656,6070.0,1.857
K2-250 b,K2-250,2018,Transit,4.01392,2.71257333,0.17934369,-0.13450777,5003.0,0.797
K2-381 d,K2-381,2022,Transit,26.803023,1.689,0.18,-0.139,4473.0,0.675
