pl_name,hostname,disc_year,discoverymethod,pl_orbper,pl_rade,pl_radeerr1,pl_radeerr2,st_teff,st_rad
WASP-10 b,WASP-10,2008,Transit,3.0927616,12.106,0.224,-0.224,4675.0,0.698
Kepler-1661 b,Kepler-1661,2020,Transit,175.06,3.87,0.06,-0.06,5100.0,0.762
TOI-1438 b,TOI-1438,2025,Transit,5.13967,3.04,0.19,-0.19,5230.0,0.82
Kepler-112 c,Kepler-112,2014,Transit,28.574263,2.4,0.58,-0.58,5544.0,0.841
NGTS-17 b,NGTS-17,2021,Transit,3.24253,13.89913607,1.23298788,-1.23298788,5650.0,1.337
K2-15 b,K2-15,2015,Transit,11.8104,2.48,0.3,-0.3,5131.0,0.68
Kepler-377 b,Kepler-377,2014,Transit,12.509529,1.39,0.27,-0.27,5949.0,1.224
Kepler-54 d,Kepler-54,2014,Transit,20.995694,1.53,0.08,-0.08,4252.0,0.554
NGTS-5 b,NGTS-5,2019,Transit,3.3569866,12.733424,0.257807,-0.257807,4987.0,0.739
K2-87 b,K2-87,2016,Transit,9.726618,7.6,0.4,-0.4,5747.0,1.401
Qatar-1 b,Qatar-1,2010,Transit,1.4200242,12.811887,0.291434,-0.280225,5013.0,0.803
K2-136 c,K2-136,2017,Transit,17.30723,3.0,0.13,-0.13,4500.0,0.677
Kepler-983 b,Kepler-983,2016,Transit,60.0855082,2.36,0.07,-0.18,6052.0,1.08
Kepler-887 b,Kepler-887,2016,Transit,20.42228798,1.84,0.27,-0.17,6194.0,1.29
Kepler-1948 b,Kepler-1948,2021,Transit,15.57129955,1.03283226,,,3872.0,0.557
Kepler-39 b,Kepler-39,2011,Transit,21.08721,13.9,1.01,-1.12,6350.0,1.4
K2-50 b,K2-50,2016,Transit,8.7529,1.59,0.24,-0.24,4326.0,0.546
Kepler-196 c,Kepler-196,2014,Transit,47.427737,2.24,0.17,-0.17,5128.0,0.782
Kepler-444 c,Kepler-444,2015,Transit,4.5458841,0.497,0.021,-0.017,5046.0,0.752
Kepler-321 c,Kepler-321,2014,Transit,13.093921,2.32,0.45,-0.45,5740.0,1.194
Kepler-1828 b,Kepler-1828,2021,Transit,10.2737999,2.11598626,,,5806.0,0.899
Kepler-76 b,Kepler-76,2013,Orbital Brightness Modulation,1.5449298,15.24424,1.34508,-1.34508,6409.0,1.32
GJ 1214 b,GJ 1214,2009,Transit,1.580404531,2.733,0.033,-0.031,3101.0,0.2162
TOI-1468 b,TOI-1468,2022,Transit,1.8805201,1.401,0.059,-0.06,3376.0,0.3714
TIC 434398831 c,TIC 434398831,2025,Transit,6.210291,5.63,0.29,-0.28,5638.0,0.909
Kepler-535 b,Kepler-535,2016,Transit,4.903321551,2.36,0.33,-0.21,6123.0,1.27
TOI-3082 b,TOI-3082,2023,Transit,1.926907,3.6621,0.1464,-0.1448,4263.0,0.6847
WD 1856+534 b,WD 1856+534,2020,Transit,1.4079405,10.4,1.0,-1.0,4710.0,0.0131
Kepler-1037 b,Kepler-1037,2016,Transit,1.063788673,1.28,0.09,-0.07,5105.0,0.78
Kepler-107 b,Kepler-107,2014,Transit,3.1800218,1.536,0.025,-0.025,5854.0,1.447
Kepler-378 c,Kepler-378,2014,Transit,28.906009,0.7,0.05,-0.05,4661.0,0.671
Kepler-347 d,Kepler-347,2023,Transit,85.517344,3.04,0.45,-0.71,5592.0,1.451
Kepler-1645 b,Kepler-1645,2016,Transit,16.1779561,1.78,0.43,-0.2,5812.0,1.02
Kepler-965 b,Kepler-965,2016,Transit,134.2527298,3.38,0.55,-0.39,5886.0,1.15
Kepler-404 b,Kepler-404,2014,Transit,11.829851,1.27,0.55,-0.55,5654.0,0.884
TOI-6303 b,TOI-6303,2025,Transit,9.485236,11.59,0.61,-0.64,3977.0,0.609
Kepler-1530 b,Kepler-1530,2016,Transit,2.5904434,1.64,0.21,-0.11,5477.0,0.88
WASP-167 b,WASP-167,2017,Transit,2.0219596,17.71022,0.56045,-0.56045,7000.0,1.79
HIP 41378 f,HIP 41378,2016,Transit,542.0797,9.47,0.07,-0.07,6290.0,1.3
Kepler-360 c,Kepler-360,2014,Transit,7.186434,2.1,1.0,-1.0,6053.0,1.058
K2-412 b,K2-412,2022,Transit,5.9382,2.116,0.105,-0.1052,5590.0,0.977
Kepler-1996 c,Kepler-1996,2023,Transit,92.7297248,2.81,0.2,-0.08,4580.0,0.675
Kepler-1441 b,Kepler-1441,2016,Transit,39.4419839,1.31,0.22,-0.13,5802.0,1.0
LTT 3780 b,LTT 3780,2020,Transit,0.76837931,1.325,0.057,-0.058,3358.0,0.38
Kepler-498 b,Kepler-498,2016,Transit,9.61375356,3.03,0.5,-0.34,5744.0,0.96
EPIC 201615463 c,K2-166,2019,Transit,3.80464,1.22,0.21,-0.17,5960.0,1.61
CoRoT-28 b,CoRoT-28,2015,Transit,5.20851,10.704595,0.739794,-0.739794,5150.0,1.78
OGLE-TR-211 b,OGLE-TR-211,2007,Transit,3.67724,15.244,2.018,-1.009,6325.0,1.64
K2-247 b,K2-247,2018,Transit,2.25021,2.12,0.19,-0.16,4667.0,0.69
Kepler-1324 b,Kepler-1324,2016,Transit,4.115844679,1.51,0.08,-0.09,4776.0,0.73
TOI-3919 b,TOI-3919,2024,Transit,7.433234,12.31866979,0.582867,-0.56044903,6100.0,1.319
Kepler-354 c,Kepler-354,2014,Transit,16.934402,1.31,0.42,-0.42,4648.0,0.674
CoRoT-22 b,CoRoT-22,2014,Transit,9.75598,4.88,0.17,-0.39,5939.0,1.136
TIC 198190129 b,TIC 198190129,2026,Transit,7.94804910667,2.92284949,0.21251203,-0.20166389,4377.53,0.640675
K2-325 b,K2-325,2020,Transit,6.93,2.2,0.14,-0.15,3287.0,0.298
Kepler-320 c,Kepler-320,2014,Transit,17.934937,1.37,0.64,-0.64,6435.0,1.108
Kepler-879 b,Kepler-879,2016,Transit,33.3855938,2.57,0.66,-0.28,5792.0,1.02
K2-368 d,K2-368,2022,Transit,20.201085,1.948,0.152,-0.143,4663.0,0.663
Kepler-1933 b,Kepler-1933,2021,Transit,4.943290234,1.17984089,,,5661.0,1.008
TOI-2537 b,TOI-2537,2024,Transit,94.1022,11.25381662,0.66132986,-0.68374782,4870.0,0.771
Kepler-1641 b,Kepler-1641,2016,Transit,19.672266,3.11,1.13,-0.58,6152.0,1.19
Kepler-23 b,Kepler-23,2011,Transit,7.1,1.638,0.047,-0.047,5828.0,1.548
Kepler-1173 b,Kepler-1173,2016,Transit,0.7698536,0.89,0.23,-0.07,5252.0,0.82
L 98-59 c,L 98-59,2019,Transit,3.6906764,1.329,0.029,-0.029,3415.0,0.3155
Kepler-367 b,Kepler-367,2014,Transit,37.815724,1.3,0.16,-0.16,4710.0,0.695
Kepler-1166 b,Kepler-1166,2016,Transit,33.2406882,1.69,0.62,-0.14,5446.0,0.86
LHS 1815 b,LHS 1815,2020,Transit,3.814334,1.088,0.064,-0.064,3643.0,0.501
Kepler-603 d,Kepler-603,2016,Transit,6.2171292,1.32,0.25,-0.13,5808.0,1.01
Kepler-458 c,KIC 9663113,2016,Transit,20.74028413,4.2,0.63,-0.4,6117.21,2.21562
Kepler-1922 b,Kepler-1922,2021,Transit,13.22259998,2.29064904,,,5931.0,0.863
Kepler-969 c,Kepler-969,2016,Transit,1.682934604,0.99,0.02,-0.05,5214.0,0.82
HIP 41378 e,HIP 41378,2016,Transit,393.0,5.19,0.04,-0.04,6290.0,1.3
WASP-63 b,WASP-63,2012,Transit,4.37808,15.80469,1.56926,-1.56926,5550.0,1.86
GJ 1132 b,GJ 1132,2015,Transit,1.62892911,1.19151465,0.03811053,-0.04483592,3229.0,0.2211
TOI-6223 b,TOI-6223,2025,Transit,3.855219,5.07,0.22,-0.22,3895.0,0.576
Kepler-178 d,Kepler-178,2014,Transit,96.678988,3.95,1.7,-1.7,5676.0,1.066
TOI-7384 b,TOI-7384,2026,Transit,6.2340258,3.56,0.21,-0.21,3185.0,0.319
K2-281 b,K2-281,2018,Transit,8.687721,8.18,0.21,-0.21,4812.0,0.76
TOI-1448 b,TOI-1448,2024,Transit,8.112245,2.749,0.067,-0.063,3412.0,0.38
Kepler-862 b,Kepler-862,2016,Transit,3.148664534,2.21,0.44,-0.17,5333.0,0.84
TOI-5350 b,TOI-5350,2025,Transit,7.581367,12.41955062,0.42594127,-0.32506044,6220.0,1.263
Kepler-138 c,Kepler-138,2014,Transit,13.7815,1.51,0.04,-0.04,3841.0,0.535
Kepler-1001 b,Kepler-1001,2016,Transit,14.30511983,3.15,0.34,-0.48,5491.0,0.88
TIC 294329732 b,TIC 294329732,2026,Transit,9.7565876181,2.07692266,0.22293792,-0.18647061,5201.93,0.920172
TOI-1814 b,TOI-1814,2026,Transit,6.36861010462,5.18536642,0.39910545,-0.39030277,4872.84,2.3895
Kepler-1059 b,Kepler-1059,2016,Transit,3.764191048,1.73,0.12,-0.15,4906.0,0.72
Kepler-518 b,Kepler-518,2016,Transit,8.512035877,2.11,0.05,-0.05,5842.0,0.88
Kepler-28 b,Kepler-28,2011,Transit,5.91,1.959,0.043,-0.042,4499.3,0.664
HD 63433 c,HD 63433,2020,Transit,20.5438281,2.692,0.108,-0.088,5553.0,0.934
TOI-128.01,TOI-128,2024,Transit,4.9404681,2.21898,0.10878,-0.10878,6086.0,1.13
Kepler-49 d,Kepler-49,2014,Transit,2.576549,1.6,0.07,-0.07,4252.0,0.559
Kepler-107 c,Kepler-107,2014,Transit,4.901452,1.597,0.026,-0.026,5854.0,1.447
TOI-2095 b,TOI-2095,2023,Transit,17.66484,1.25,0.07,-0.07,3759.0,0.44
WASP-67 b,WASP-67,2012,Transit,4.61442,12.89035,1.23299,-1.23299,5200.0,0.88
Kepler-1755 b,Kepler-1755,2021,Transit,24.81209946,5.91688317,,,6086.0,0.921
TOI-2000 b,TOI-2000,2023,Transit,3.09833,2.7,0.15,-0.15,5611.0,1.134
WASP-131 b,WASP-131,2016,Transit,5.3220125,13.74221034,0.41473229,-0.41473229,5990.0,1.561
TOI-5736 b,TOI-5736,2025,Transit,0.64899,1.56,0.07,-0.07,3949.0,0.58
Kepler-9 c,Kepler-9,2010,Transit,38.9853,8.08,0.54,-0.41,5774.0,0.958
OGLE-TR-113 b,OGLE-TR-113,2004,Transit,1.4324752,12.251,0.314,-0.213,4790.0,0.774
Kepler-1041 b,Kepler-1041,2016,Transit,24.7576421,2.94,0.62,-0.53,5957.0,1.08
Kepler-877 b,Kepler-877,2016,Transit,18.45847097,2.12,0.14,-0.27,5261.0,0.81
KIC 10525077 b,KIC 10525077,2015,Transit,854.083,5.5,0.9,-0.8,6091.0,1.01
HD 135694 b,HD 135694,2023,Transit,15.923475568,2.857,0.227,-0.206,5712.0,1.08
K2-70 b,K2-70,2016,Transit,13.97896,2.89,0.47,-0.47,5622.0,0.93
TIC 237913194 b,TIC 237913194,2020,Transit,15.168865,12.520453,0.605286,-0.526823,5788.0,1.088
Kepler-1578 b,Kepler-1578,2016,Transit,1.450886907,1.04,0.11,-0.11,5545.0,0.86
WASP-84 c,WASP-84,2023,Transit,1.4468849,1.95,0.12,-0.12,5280.0,0.768
TOI-776 c,TOI-776,2020,Transit,15.665323,2.047,0.081,-0.078,3725.0,0.547
Kepler-212 b,Kepler-212,2014,Transit,16.257582,1.09,0.21,-0.21,5852.0,1.455
Kepler-1577 b,Kepler-1577,2016,Transit,6.30560247,1.13,0.05,-0.11,4862.0,0.74
Kepler-257 b,Kepler-257,2014,Transit,2.382667,2.61,1.31,-1.31,5180.0,1.037
WASP-61 b,WASP-61,2012,Transit,3.8559,15.80469,2.46598,-2.46598,6250.0,1.55
Kepler-165 b,Kepler-165,2014,Transit,8.180848,2.32,1.41,-1.41,5211.0,0.77
Kepler-55 d,Kepler-55,2014,Transit,2.211099,1.59,0.09,-0.09,4503.0,0.619
Kepler-1700 b,Kepler-1700,2020,Transit,234.239,2.90129941,,,6031.0,1.0937
EPIC 212499991 b,EPIC 212499991,2019,Transit,34.885,1.6,0.13,-0.16,4982.79,0.757541
Kepler-1608 b,Kepler-1608,2016,Transit,16.4735686,1.73,0.16,-0.19,4992.0,0.72
HATS-11 b,HATS-11,2016,Transit,3.619188,18.03,0.72,-0.72,6563.0,1.54
TOI-1789 b,TOI-1789,2021,Transit,3.208664,16.14093221,2.69015537,-1.5692573,5991.0,2.168
EPIC 201757695.02,EPIC 201757695,2020,Transit,2.0478,0.90819,0.05861,-0.06401,4520.0,0.655
Kepler-152 b,Kepler-152,2014,Transit,18.207973,2.79,0.17,-0.17,5088.0,0.724
Kepler-253 c,Kepler-253,2014,Transit,10.281951,2.65,1.11,-1.11,5208.0,0.786
Kepler-759 b,Kepler-759,2016,Transit,41.805985,2.27,0.49,-0.24,5860.0,1.04
V1298 Tau c,V1298 Tau,2019,Transit,8.249164,5.08,0.37,-0.37,4970.0,1.32
HIP 8152 c,HIP 8152,2023,Transit,19.60562,2.52442508,0.14962921,-0.14078921,5618.0,0.9603
HATS-29 b,HATS-29,2016,Transit,4.6058749,14.022459,0.683749,-0.683749,5670.0,1.073
Kepler-365 c,Kepler-365,2014,Transit,17.784129,1.64,0.77,-0.77,6012.0,1.048
TOI-942 c,TOI-942,2020,Transit,10.156272,4.67,0.34,-0.3,4969.0,0.894
Kepler-899 b,Kepler-899,2016,Transit,19.17891293,2.68,0.46,-0.26,5595.0,0.91
HD 110067 b,HD 110067,2023,Transit,9.113678,2.2,0.03,-0.03,5266.0,0.788
K2-272 b,K2-272,2018,Transit,14.4536756,3.13,0.38,-0.21,5397.0,0.83
TOI-3474 b,TOI-3474,2025,Transit,3.8795105,14.67255574,0.36989636,-0.35868738,6020.0,1.256
Kepler-1328 b,Kepler-1328,2016,Transit,4.52158888,0.98,0.2,-0.09,5780.0,0.99
K2-61 b,K2-61,2016,Transit,2.57336,1.92,0.11,-0.05,5748.0,0.995
Kepler-1329 b,Kepler-1329,2016,Transit,9.33646594,2.17,0.06,-0.16,4500.0,0.69
Kepler-825 c,Kepler-825,2016,Transit,8.1818246,1.84,0.4,-0.24,5976.0,1.08
Kepler-281 c,Kepler-281,2014,Transit,36.337373,5.31,2.06,-2.06,5723.0,0.899
Kepler-382 b,Kepler-382,2014,Transit,5.262155,1.32,0.63,-0.63,5600.0,0.945
TOI-4329 b,TOI-4329,2022,Transit,2.9223,16.81347105,2.12970633,-2.12970633,6000.0,2.31
Kepler-1106 b,Kepler-1106,2016,Transit,1.252752174,1.65,0.49,-0.23,6104.0,1.17
WASP-129 b,WASP-129,2016,Transit,5.748145,10.42437,0.33627,-0.33627,5900.0,0.9
Kepler-171 c,Kepler-171,2014,Transit,11.463462,2.56,1.15,-1.15,5642.0,0.839
WASP-33 b,WASP-33,2010,Transit,1.21987,17.855937,0.829466,-0.829466,7430.0,1.444
Kepler-835 b,Kepler-835,2016,Transit,11.41909375,2.79,0.54,-0.29,5954.0,1.11
Kepler-1666 c,Kepler-1666,2020,Transit,40.7157,3.23564749,,,6293.0,1.14586
Kepler-1341 b,Kepler-1341,2016,Transit,132.9968322,2.99,0.42,-0.37,4662.0,0.72
HAT-P-23 b,HAT-P-23,2010,Transit,1.212884,15.334,1.009,-1.009,5905.0,1.203
Kepler-396 b,Kepler-396,2013,Transit,42.994,3.5,1.28,-0.65,5656.0,1.06
Kepler-1143 b,Kepler-1143,2016,Transit,2.888904849,1.67,0.13,-0.11,5053.0,0.77
Kepler-1801 b,Kepler-1801,2021,Transit,10.44089985,2.70926154,,,5738.0,0.981
Kepler-136 b,Kepler-136,2014,Transit,11.5789,2.05,0.38,-0.38,6165.0,1.355
WASP-120 b,WASP-120,2016,Transit,3.61126721,15.58048317,0.89671846,-0.89671846,6450.0,1.68443
WASP-72 b,WASP-72,2012,Transit,2.21673,14.45961,2.01762,-2.01762,6250.0,2.18
Kepler-244 d,Kepler-244,2014,Transit,20.050401,2.31,0.97,-0.97,5554.0,0.803
TOI-1680 b,TOI-1680,2023,Transit,4.8026345,1.466,0.063,-0.049,3225.0,0.2106
HD 118203 b,HD 118203,2005,Radial Velocity,6.1349779,12.778238,0.32506044,-0.32506044,5742.0,2.04
Kepler-146 c,Kepler-146,2014,Transit,76.732171,3.13,0.59,-0.59,5948.0,1.208
KOI-4777.01,KOI-4777,2022,Transit,0.412,0.51,0.03,-0.03,3515.0,0.4
Kepler-166 b,Kepler-166,2014,Transit,7.650254,2.27,1.17,-1.17,5413.0,0.742
HATS-4 b,HATS-4,2014,Transit,2.516729,11.433,0.415,-0.415,5403.0,0.925
Kepler-507 b,Kepler-507,2016,Transit,3.568096926,1.3,0.24,-0.17,6113.0,1.32
TOI-5704 b,TOI-5704,2023,Transit,3.771116,3.2274,0.1873,-0.1398,4590.0,0.7575
Kepler-121 b,Kepler-121,2014,Transit,3.177422,2.34,1.27,-1.27,5311.0,0.701
TOI-2076 e,TOI-2076,2025,Transit,3.0223753,1.301,0.059,-0.059,5187.0,0.758
HD 63433 d,HD 63433,2023,Transit,4.209075,1.073,0.046,-0.044,5688.0,0.912
Kepler-172 d,Kepler-172,2014,Transit,14.627119,2.25,0.4,-0.4,5526.0,1.085
Kepler-1204 b,Kepler-1204,2016,Transit,85.7350285,3.05,0.87,-0.3,5825.0,1.03
Kepler-705 b,Kepler-705,2016,Transit,56.0560538,2.11,0.1,-0.08,3722.0,0.51
TOI-238 c,TOI-238,2024,Radial Velocity,8.465651,2.18,0.18,-0.18,5059.0,0.733
Kepler-716 c,Kepler-716,2020,Transit,3.96999,1.39281536,,,5012.0,0.742183
Kepler-1858 b,Kepler-1858,2021,Transit,88.07160187,2.42168247,,,4939.0,0.819
KOI-13 b,KOI-13,2011,Transit,1.763588,16.948008,0.392315,-0.392315,7650.0,1.74
K2-365 b,K2-365,2022,Transit,23.448172,2.906,0.195,-0.176,5561.0,1.051
K2-376 b,K2-376,2022,Transit,5.776475,1.736,0.125,-0.119,5937.0,1.149
Kepler-728 b,Kepler-728,2016,Transit,5.743477265,3.34,0.45,-0.26,5660.0,0.93
Kepler-563 b,Kepler-563,2016,Transit,22.18432708,3.09,0.17,-0.2,5066.0,0.77
Kepler-221 d,Kepler-221,2014,Transit,10.04156,2.73,0.25,-0.25,5243.0,0.821
Kepler-595 b,Kepler-595,2016,Transit,25.3029092,3.708,0.01,-0.01,5138.5,0.821
Kepler-296 f,Kepler-296,2014,Transit,63.33627,1.8,0.31,-0.3,3740.0,0.48
TOI-682.01,TOI-682,2021,Transit,6.8392388,3.74186,0.251835,-0.251835,5085.0,1.08
Kepler-534 b,Kepler-534,2016,Transit,15.95994513,2.24,0.08,-0.07,5884.0,0.98
TOI-512 b,TOI-512,2025,Transit,7.18886,1.54,0.1,-0.1,5277.0,0.89
Kepler-1270 b,Kepler-1270,2016,Transit,6.03356196,3.32,0.3,-0.65,5047.0,3.38
Kepler-1370 b,Kepler-1370,2016,Transit,20.2641684,1.84,0.66,-0.26,6202.0,1.29
Kepler-172 c,Kepler-172,2014,Transit,6.388996,2.86,0.53,-0.53,5526.0,1.085
Kepler-1429 b,Kepler-1429,2016,Transit,4.48487493,1.29,0.35,-0.14,5902.0,1.07
K2-266 d,K2-266,2018,Transit,14.697,2.93,0.14,-0.12,4285.0,0.703
Kepler-1022 b,Kepler-1022,2016,Transit,10.99469878,2.36,0.08,-0.28,4445.0,0.68
Kepler-1321 d,Kepler-1321,2021,Transit,5.720920086,2.62843782,,,3640.0,0.503
Kepler-433 b,Kepler-433,2015,Transit,5.33408384,16.25,1.79,-1.79,6360.0,2.26
Kepler-886 b,Kepler-886,2016,Transit,6.24146367,1.52,0.42,-0.19,6098.0,1.16
Kepler-1340 b,Kepler-1340,2016,Transit,0.665026916,1.55,0.7,-0.27,6331.0,1.42
HD 110113 c,HD 110113,2021,Radial Velocity,6.744,2.11384817,4.644325,-4.644325,5732.0,0.968
Kepler-220 b,Kepler-220,2014,Transit,4.159807,0.81,0.05,-0.05,4632.0,0.666
Kepler-1472 b,Kepler-1472,2016,Transit,38.1312831,1.9,0.76,-0.36,6159.0,1.25
Kepler-133 b,Kepler-133,2014,Transit,8.129976,1.76,0.3,-0.3,5736.0,1.425
Kepler-283 c,Kepler-283,2014,Transit,92.743711,1.82,0.12,-0.12,4351.0,0.566
Kepler-444 b,Kepler-444,2015,Transit,3.6001053,0.403,0.016,-0.014,5046.0,0.752
Kepler-631 b,Kepler-631,2016,Transit,17.97979059,2.9,0.32,-0.23,6185.0,1.33
Kepler-1086 b,Kepler-1086,2016,Transit,18.78425728,2.44,0.35,-0.28,4350.0,0.66
Kepler-998 b,Kepler-998,2016,Transit,5.65377733,2.32,0.61,-0.3,6058.0,1.18
Kepler-1023 b,Kepler-1023,2016,Transit,62.1387714,2.63,0.3,-0.18,5494.0,0.89
Kepler-104 c,Kepler-104,2014,Transit,23.668205,3.13,0.55,-0.55,5711.0,1.349
Kepler-576 b,Kepler-576,2016,Transit,29.91136794,3.27,0.84,-0.39,5672.0,0.97
Kepler-1115 b,Kepler-1115,2016,Transit,23.5540725,1.7,0.29,-0.2,8480.0,1.73
K2-344 b,K2-344,2021,Transit,3.35585,1.59,0.1,-0.05,4374.0,0.49
KIC 5437945 b,KIC 5437945,2015,Transit,440.7813,6.4,1.6,-1.6,6340.0,1.24
Kepler-1859 c,Kepler-1859,2023,Transit,3.59645081,1.66,0.29,-0.23,5887.0,1.235
K2-323 b,K2-323,2020,Transit,24.93,2.1,0.09,-0.11,3710.0,0.549
TOI-5688 A b,TOI-5688 A,2024,Transit,2.94815527,10.3,0.6,-0.7,3713.0,0.57
Kepler-1201 b,Kepler-1201,2016,Transit,15.18725932,2.29,0.91,-0.43,6177.0,1.24
Kepler-370 c,Kepler-370,2014,Transit,19.02293,1.91,0.89,-0.89,5852.0,0.9
Kepler-1570 b,Kepler-1570,2016,Transit,26.548955,1.07,0.19,-0.1,5550.0,0.89
Kepler-33 d,Kepler-33,2011,Transit,21.77596,5.35,0.49,-0.49,5904.0,1.82
Kepler-232 c,Kepler-232,2014,Transit,11.379349,3.83,1.86,-1.86,5847.0,0.968
Kepler-1505 b,Kepler-1505,2016,Transit,30.8609366,0.93,0.05,-0.05,5686.0,0.86
WASP-92 b,WASP-92,2016,Transit,2.1746742,16.376349,0.863093,-0.863093,6280.0,1.341
Kepler-949 c,Kepler-949,2023,Transit,20.99757968,2.97,0.61,-0.43,5211.0,0.895
Kepler-151 b,Kepler-151,2014,Transit,15.228958,3.06,1.53,-1.53,5460.0,0.83
Kepler-1290 b,Kepler-1290,2016,Transit,4.69500134,1.42,0.21,-0.13,5660.0,0.93
K2-371 b,K2-371,2022,Transit,3.114905,13.024,0.921,-0.868,4925.0,0.736
TOI-201 b,TOI-201,2021,Transit,52.9786,11.4,0.1,-0.1,6423.0,1.31
Kepler-1025 b,Kepler-1025,2016,Transit,37.3229493,1.98,0.41,-0.22,6089.0,1.13
WASP-16 b,WASP-16,2009,Transit,3.1186,13.67498,1.1209,-1.1209,5700.0,1.14
Kepler-366 b,Kepler-366,2014,Transit,3.281959,1.46,0.66,-0.66,6209.0,1.048
Kepler-207 d,Kepler-207,2014,Transit,5.868075,3.31,0.63,-0.63,5920.0,1.588
Kepler-1924 b,Kepler-1924,2021,Transit,15.33170033,2.65446572,,,5726.0,1.285
Kepler-1767 b,Kepler-1767,2021,Transit,59.65829849,3.01299077,,,5243.0,0.831
TOI-929 b,TOI-929,2026,Transit,5.83015366944,2.68983343,0.22609669,-0.20537812,4457.16,0.717414
Kepler-1654 b,Kepler-1654,2018,Transit,1047.8356,9.180171,0.212971,-0.190553,5597.0,1.179
Kepler-1524 b,Kepler-1524,2016,Transit,70.9674603,3.54,1.47,-0.54,6179.0,1.25
Kepler-359 c,Kepler-359,2014,Transit,57.68802,4.3,2.0,-2.0,6248.0,1.086
TOI-1181 b,TOI-1181,2022,Transit,2.103189,17.02644168,0.66132986,-0.66132986,6054.0,1.961
Kepler-324 e,Kepler-324,2021,Transit,13.97939968,2.03862444,,,5191.0,0.826
Kepler-279 b,Kepler-279,2014,Transit,12.309681,3.62,0.71,-0.71,6363.0,1.746
Kepler-147 b,Kepler-147,2014,Transit,12.610584,1.53,0.31,-0.31,6012.0,1.468
WASP-108 b,WASP-108,2020,Transit,2.67555212374,15.13212395,0.44835923,-0.44835923,6783.0,1.34415
TOI-1853 b,TOI-1853,2023,Transit,1.2436258,3.46,0.08,-0.08,4985.0,0.808
K2-356 b,K2-356,2021,Transit,21.0267366,2.29,0.15,-0.12,5568.0,0.86
Kepler-1521 b,Kepler-1521,2016,Transit,47.14840805,2.5,0.09,-0.1,5042.0,0.76
K2-288 B b,K2-288 B,2018,Transit,31.393463,1.9,0.3,-0.3,3341.0,0.32
HD 209458 b,HD 209458,1999,Radial Velocity,3.52474859,15.58051,0.22418,-0.22418,6091.0,1.19
Kepler-238 c,Kepler-238,2014,Transit,6.155557,2.39,0.45,-0.45,5751.0,1.43
Kepler-1901 b,Kepler-1901,2021,Transit,3.484129906,1.47418907,,,5696.0,0.921
Kepler-55 c,Kepler-55,2012,Transit,42.1516418,2.21,,,4362.0,0.58
Kepler-673 b,Kepler-673,2016,Transit,3.728731093,6.54,0.53,-0.48,5355.0,0.84
Kepler-218 b,Kepler-218,2014,Transit,3.619337,1.48,0.12,-0.12,5502.0,1.063
WASP-78 b,WASP-78,2012,Transit,2.17518,21.63337,5.04405,-5.04405,6100.0,2.46
Kepler-620 b,Kepler-620,2016,Transit,12.91375431,3.32,1.22,-0.7,6155.0,1.22
Kepler-1330 b,Kepler-1330,2016,Transit,10.10769068,1.65,0.4,-0.13,5608.0,0.94
TOI-2989 b,TOI-2989,2025,Transit,3.122832,12.55405838,0.56044903,-0.56044903,4672.0,0.76
Kepler-424 b,Kepler-424,2014,Transit,3.3118644,9.98,0.9,-0.67,5460.0,0.94
Kepler-349 c,Kepler-349,2014,Transit,12.247629,1.96,0.74,-0.74,5956.0,0.927
Kepler-1231 b,Kepler-1231,2016,Transit,10.41725184,1.42,0.3,-0.12,5778.0,1.0
Kepler-274 b,Kepler-274,2014,Transit,11.634788,1.54,0.84,-0.84,6023.0,1.007
Kepler-280 c,Kepler-280,2014,Transit,4.807091,2.01,0.97,-0.97,5744.0,0.886
TOI-163 b,TOI-163,2019,Transit,4.231306,16.690201,0.381106,-0.381106,6495.0,1.648
Kepler-969 b,Kepler-969,2016,Transit,34.1731714,2.07,0.05,-0.05,5214.0,0.82
Kepler-359 b,Kepler-359,2014,Transit,25.563222,3.53,1.64,-1.64,6248.0,1.086
Kepler-1385 b,Kepler-1385,2016,Transit,2.88879862,0.85,0.2,-0.13,5732.0,1.29
Kepler-369 c,Kepler-369,2014,Transit,14.871572,1.41,0.06,-0.06,3591.0,0.471
TOI-431 b,TOI-431,2021,Transit,0.490047,1.28,0.04,-0.04,4850.0,0.731
WASP-102 b,WASP-102,2025,Transit,2.709813,14.90794433,0.56044903,-0.56044903,5990.0,1.375
Kepler-645 b,Kepler-645,2016,Transit,3.275822621,2.1,0.63,-0.28,6170.0,1.21
Kepler-1253 b,Kepler-1253,2016,Transit,68.8861915,1.33,0.18,-0.18,5850.0,1.1
Kepler-65 b,Kepler-65,2012,Transit,2.15491,1.42,0.03,-0.03,6211.0,1.41
TOI-1467 b,TOI-1467,2024,Transit,5.97114713,1.92,0.171,-0.113,3834.0,0.491
WASP-186 b,WASP-186,2020,Transit,5.026799,12.44199,0.33627,-0.33627,6361.0,1.47
Kepler-832 b,Kepler-832,2016,Transit,7.1396941,2.06,0.32,-0.17,5596.0,0.9
Kepler-281 d,Kepler-281,2021,Transit,148.2720032,5.93747806,,,5717.0,0.884
Kepler-1889 b,Kepler-1889,2021,Transit,37.30369949,2.94360686,,,5646.0,0.817
TOI-5340 b,TOI-5340,2025,Transit,4.9394392,15.07607904,0.57165802,-0.54924005,5990.0,1.842
