pmra_approx,pmdec_approx,pixel_x,pixel_y
-10.315091210613598,-3.157894736842106,234,394
-10.182421227197347,-3.157894736842106,236,394
-10.049751243781094,-3.157894736842106,238,394
-9.917081260364842,-3.157894736842106,240,394
-9.78441127694859,-3.157894736842106,242,394
-9.65174129353234,-3.157894736842106,244,394
-9.519071310116088,-3.157894736842106,246,394
-11.840796019900498,-3.223684210526315,211,395
-11.708126036484245,-3.223684210526315,213,395
-11.575456053067994,-3.223684210526315,215,395
-11.442786069651742,-3.223684210526315,217,395
-11.310116086235489,-3.223684210526315,219,395
-11.177446102819237,-3.223684210526315,221,395
-11.044776119402984,-3.223684210526315,223,395
-10.912106135986733,-3.223684210526315,225,395
-10.779436152570481,-3.223684210526315,227,395
-10.64676616915423,-3.223684210526315,229,395
-10.514096185737976,-3.223684210526315,231,395
-10.381426202321725,-3.223684210526315,233,395
-10.248756218905474,-3.223684210526315,235,395
-10.11608623548922,-3.223684210526315,237,395
-9.983416252072967,-3.223684210526315,239,395
-9.850746268656716,-3.223684210526315,241,395
-9.718076285240464,-3.223684210526315,243,395
-9.585406301824213,-3.223684210526315,245,395
-9.45273631840796,-3.223684210526315,247,395
-11.840796019900498,-3.2894736842105274,211,396
-11.708126036484245,-3.2894736842105274,213,396
-11.575456053067994,-3.2894736842105274,215,396
-11.442786069651742,-3.2894736842105274,217,396
-11.310116086235489,-3.2894736842105274,219,396
-11.177446102819237,-3.2894736842105274,221,396
-11.044776119402984,-3.2894736842105274,223,396
-10.912106135986733,-3.2894736842105274,225,396
-10.779436152570481,-3.2894736842105274,227,396
-10.64676616915423,-3.2894736842105274,229,396
-10.514096185737976,-3.2894736842105274,231,396
-10.381426202321725,-3.2894736842105274,233,396
-10.248756218905474,-3.2894736842105274,235,396
-10.11608623548922,-3.2894736842105274,237,396
-9.983416252072967,-3.2894736842105274,239,396
-9.850746268656716,-3.2894736842105274,241,396
-9.718076285240464,-3.2894736842105274,243,396
-9.585406301824213,-3.2894736842105274,245,396
-9.45273631840796,-3.2894736842105274,247,396
-11.840796019900498,-3.35526315789474,211,397
-11.708126036484245,-3.35526315789474,213,397
-11.575456053067994,-3.35526315789474,215,397
-11.442786069651742,-3.35526315789474,217,397
-11.310116086235489,-3.35526315789474,219,397
-11.177446102819237,-3.35526315789474,221,397
-11.044776119402984,-3.35526315789474,223,397
-10.912106135986733,-3.35526315789474,225,397
-10.779436152570481,-3.35526315789474,227,397
-10.64676616915423,-3.35526315789474,229,397
-10.514096185737976,-3.35526315789474,231,397
-10.381426202321725,-3.35526315789474,233,397
-10.248756218905474,-3.35526315789474,235,397
-10.11608623548922,-3.35526315789474,237,397
-9.983416252072967,-3.35526315789474,239,397
-9.850746268656716,-3.35526315789474,241,397
-9.718076285240464,-3.35526315789474,243,397
-9.585406301824213,-3.35526315789474,245,397
-9.45273631840796,-3.35526315789474,247,397
-11.840796019900498,-3.421052631578945,211,398
-11.708126036484245,-3.421052631578945,213,398
-11.575456053067994,-3.421052631578945,215,398
-11.442786069651742,-3.421052631578945,217,398
-11.310116086235489,-3.421052631578945,219,398
-11.177446102819237,-3.421052631578945,221,398
-11.044776119402984,-3.421052631578945,223,398
-10.912106135986733,-3.421052631578945,225,398
-10.779436152570481,-3.421052631578945,227,398
-10.64676616915423,-3.421052631578945,229,398
-10.514096185737976,-3.421052631578945,231,398
-10.381426202321725,-3.421052631578945,233,398
-10.248756218905474,-3.421052631578945,235,398
-10.11608623548922,-3.421052631578945,237,398
-9.983416252072967,-3.421052631578945,239,398
-9.850746268656716,-3.421052631578945,241,398
-9.65174129353234,-3.421052631578945,244,398
-9.519071310116088,-3.421052631578945,246,398
-12.106135986733001,-3.4868421052631575,207,399
-11.97346600331675,-3.4868421052631575,209,399
-11.774461028192372,-3.4868421052631575,212,399
-11.64179104477612,-3.4868421052631575,214,399
-11.509121061359867,-3.4868421052631575,216,399
-11.376451077943615,-3.4868421052631575,218,399
-11.243781094527364,-3.4868421052631575,220,399
-11.11111111111111,-3.4868421052631575,222,399
-10.97844112769486,-3.4868421052631575,224,399
-10.845771144278606,-3.4868421052631575,226,399
-10.713101160862355,-3.4868421052631575,228,399
-10.580431177446103,-3.4868421052631575,230,399
-10.447761194029852,-3.4868421052631575,232,399
-10.315091210613598,-3.4868421052631575,234,399
-10.182421227197347,-3.4868421052631575,236,399
-10.049751243781094,-3.4868421052631575,238,399
-9.917081260364842,-3.4868421052631575,240,399
-9.585406301824213,-3.4868421052631575,245,399
-12.172470978441128,-3.5526315789473664,206,400
-12.039800995024876,-3.5526315789473664,208,400
-11.907131011608623,-3.5526315789473664,210,400
-11.774461028192372,-3.5526315789473664,212,400
-11.64179104477612,-3.5526315789473664,214,400
-11.509121061359867,-3.5526315789473664,216,400
-11.376451077943615,-3.5526315789473664,218,400
-11.243781094527364,-3.5526315789473664,220,400
-11.11111111111111,-3.5526315789473664,222,400
-10.97844112769486,-3.5526315789473664,224,400
-10.845771144278606,-3.5526315789473664,226,400
