u_g_approx,g_r_approx,pixel_x,pixel_y,class
2.2130376344086025,1.6482389937106916,652,106,GALAXY
0.6792204301075269,1.6388364779874212,464,107,GALAXY
0.7036962365591397,1.6388364779874212,467,107,GALAXY
1.437970430107527,1.6388364779874212,557,107,GALAXY
2.2130376344086025,1.6388364779874212,652,107,GALAXY
2.2375134408602153,1.6388364779874212,655,107,GALAXY
2.3598924731182795,1.6388364779874212,670,107,GALAXY
2.7351881720430105,1.6388364779874212,716,107,GALAXY
0.695537634408602,1.6294339622641507,466,108,GALAXY
1.2013709677419357,1.6294339622641507,528,108,GALAXY
1.4787634408602148,1.6294339622641507,562,108,GALAXY
1.7724731182795703,1.6294339622641507,598,108,GALAXY
2.2048790322580643,1.6294339622641507,651,108,GALAXY
2.229354838709677,1.6294339622641507,654,108,GALAXY
2.343575268817204,1.6294339622641507,668,108,GALAXY
2.368051075268817,1.6294339622641507,671,108,GALAXY
2.727029569892473,1.6294339622641507,715,108,GALAXY
0.6873790322580642,1.6200314465408803,465,109,GALAXY
1.193212365591398,1.6200314465408803,527,109,GALAXY
1.2176881720430108,1.6200314465408803,530,109,GALAXY
1.4787634408602148,1.6200314465408803,562,109,GALAXY
1.5032392473118277,1.6200314465408803,565,109,GALAXY
1.7806317204301076,1.6200314465408803,599,109,GALAXY
1.8866935483870972,1.6200314465408803,612,109,GALAXY
2.2048790322580643,1.6200314465408803,651,109,GALAXY
2.229354838709677,1.6200314465408803,654,109,GALAXY
2.343575268817204,1.6200314465408803,668,109,GALAXY
2.368051075268817,1.6200314465408803,671,109,GALAXY
2.727029569892473,1.6200314465408803,715,109,GALAXY
1.193212365591398,1.6106289308176098,527,110,GALAXY
1.2176881720430108,1.6106289308176098,530,110,GALAXY
1.4787634408602148,1.6106289308176098,562,110,GALAXY
1.5032392473118277,1.6106289308176098,565,110,GALAXY
1.6093010752688168,1.6106289308176098,578,110,GALAXY
1.7806317204301076,1.6106289308176098,599,110,GALAXY
1.878534946236559,1.6106289308176098,611,110,GALAXY
1.9030107526881719,1.6106289308176098,614,110,GALAXY
2.22119623655914,1.6106289308176098,653,110,GALAXY
2.343575268817204,1.6106289308176098,668,110,GALAXY
2.368051075268817,1.6106289308176098,671,110,GALAXY
2.727029569892473,1.6106289308176098,715,110,GALAXY
1.193212365591398,1.6012264150943396,527,111,GALAXY
1.2176881720430108,1.6012264150943396,530,111,GALAXY
1.4787634408602148,1.6012264150943396,562,111,GALAXY
1.5032392473118277,1.6012264150943396,565,111,GALAXY
1.6011424731182795,1.6012264150943396,577,111,GALAXY
1.7643145161290321,1.6012264150943396,597,111,GALAXY
1.7887903225806459,1.6012264150943396,600,111,GALAXY
1.8866935483870972,1.6012264150943396,612,111,GALAXY
1.91116935483871,1.6012264150943396,615,111,GALAXY
2.2946236559139783,1.6012264150943396,662,111,GALAXY
2.3598924731182795,1.6012264150943396,670,111,GALAXY
2.7351881720430105,1.6012264150943396,716,111,GALAXY
1.2176881720430108,1.5918238993710692,530,112,GALAXY
1.4950806451612904,1.5918238993710692,564,112,GALAXY
1.6011424731182795,1.5918238993710692,577,112,GALAXY
1.7153629032258064,1.5918238993710692,591,112,GALAXY
1.7724731182795703,1.5918238993710692,598,112,GALAXY
1.821424731182796,1.5918238993710692,604,112,GALAXY
1.878534946236559,1.5918238993710692,611,112,GALAXY
1.9030107526881719,1.5918238993710692,614,112,GALAXY
2.278306451612903,1.5918238993710692,660,112,GALAXY
2.3027822580645156,1.5918238993710692,663,112,GALAXY
2.368051075268817,1.5918238993710692,671,112,GALAXY
1.6011424731182795,1.5824213836477987,577,113,GALAXY
1.707204301075269,1.5824213836477987,590,113,GALAXY
1.731680107526882,1.5824213836477987,593,113,GALAXY
1.821424731182796,1.5824213836477987,604,113,GALAXY
1.8459005376344089,1.5824213836477987,607,113,GALAXY
1.9030107526881719,1.5824213836477987,614,113,GALAXY
1.9845967741935486,1.5824213836477987,624,113,GALAXY
2.286465053763441,1.5824213836477987,661,113,GALAXY
2.343575268817204,1.5824213836477987,668,113,GALAXY
2.368051075268817,1.5824213836477987,671,113,GALAXY
2.4170026881720426,1.5824213836477987,677,113,GALAXY
1.5521908602150538,1.5730188679245283,571,114,GALAXY
1.6011424731182795,1.5730188679245283,577,114,GALAXY
1.7153629032258064,1.5730188679245283,591,114,GALAXY
1.7398387096774193,1.5730188679245283,594,114,GALAXY
1.8295833333333333,1.5730188679245283,605,114,GALAXY
1.9601209677419358,1.5730188679245283,621,114,GALAXY
1.9845967741935486,1.5730188679245283,624,114,GALAXY
2.278306451612903,1.5730188679245283,660,114,GALAXY
2.3027822580645156,1.5730188679245283,663,114,GALAXY
2.343575268817204,1.5730188679245283,668,114,GALAXY
2.368051075268817,1.5730188679245283,671,114,GALAXY
2.4088440860215052,1.5730188679245283,676,114,GALAXY
2.433319892473118,1.5730188679245283,679,114,GALAXY
1.3890188172043012,1.5636163522012578,551,115,GALAXY
1.5521908602150538,1.5636163522012578,571,115,GALAXY
1.707204301075269,1.5636163522012578,590,115,GALAXY
1.731680107526882,1.5636163522012578,593,115,GALAXY
1.821424731182796,1.5636163522012578,604,115,GALAXY
1.8459005376344089,1.5636163522012578,607,115,GALAXY
1.9764381720430104,1.5636163522012578,623,115,GALAXY
2.2375134408602153,1.5636163522012578,655,115,GALAXY
2.278306451612903,1.5636163522012578,660,115,GALAXY
2.319099462365591,1.5636163522012578,665,115,GALAXY
2.343575268817204,1.5636163522012578,668,115,GALAXY
2.368051075268817,1.5636163522012578,671,115,GALAXY
2.4088440860215052,1.5636163522012578,676,115,GALAXY
2.433319892473118,1.5636163522012578,679,115,GALAXY
1.3808602150537634,1.5542138364779874,550,116,GALAXY
1.5358736559139783,1.5542138364779874,569,116,GALAXY
1.5603494623655911,1.5542138364779874,572,116,GALAXY
1.7235215053763446,1.5542138364779874,592,116,GALAXY
1.8295833333333333,1.5542138364779874,605,116,GALAXY
1.968279569892473,1.5542138364779874,622,116,GALAXY
1.992755376344086,1.5542138364779874,625,116,GALAXY
2.2456720430107526,1.5542138364779874,656,116,GALAXY
2.319099462365591,1.5542138364779874,665,116,GALAXY
2.343575268817204,1.5542138364779874,668,116,GALAXY
2.368051075268817,1.5542138364779874,671,116,GALAXY
2.4170026881720426,1.5542138364779874,677,116,GALAXY
2.4741129032258065,1.5542138364779874,684,116,GALAXY
1.364543010752688,1.544811320754717,548,117,GALAXY
1.3890188172043012,1.544811320754717,551,117,GALAXY
1.5440322580645156,1.544811320754717,570,117,GALAXY
1.5685080645161285,1.544811320754717,573,117,GALAXY
1.9845967741935486,1.544811320754717,624,117,GALAXY
2.2456720430107526,1.544811320754717,656,117,GALAXY
2.319099462365591,1.544811320754717,665,117,GALAXY
2.343575268817204,1.544811320754717,668,117,GALAXY
2.4170026881720426,1.544811320754717,677,117,GALAXY
2.4741129032258065,1.544811320754717,684,117,GALAXY
2.4985887096774193,1.544811320754717,687,117,GALAXY
1.3808602150537634,1.5354088050314465,550,118,GALAXY
1.5440322580645156,1.5354088050314465,570,118,GALAXY
2.1314516129032257,1.5354088050314465,642,118,GALAXY
2.229354838709677,1.5354088050314465,654,118,GALAXY
2.25383064516129,1.5354088050314465,657,118,GALAXY
2.3354166666666667,1.5354088050314465,667,118,GALAXY
2.4741129032258065,1.5354088050314465,684,118,GALAXY
2.4985887096774193,1.5354088050314465,687,118,GALAXY
1.2258467741935486,1.526006289308176,531,119,GALAXY
1.3890188172043012,1.526006289308176,551,119,GALAXY
1.9030107526881719,1.526006289308176,614,119,GALAXY
2.139610215053763,1.526006289308176,643,119,GALAXY
2.164086021505376,1.526006289308176,646,119,GALAXY
2.25383064516129,1.526006289308176,657,119,GALAXY
2.465954301075269,1.526006289308176,683,119,GALAXY
2.490430107526882,1.526006289308176,686,119,GALAXY
2.5393817204301077,1.526006289308176,692,119,GALAXY
1.209529569892473,1.5166037735849056,529,120,GALAXY
1.234005376344086,1.5166037735849056,532,120,GALAXY
1.5032392473118277,1.5166037735849056,565,120,GALAXY
1.8948521505376346,1.5166037735849056,613,120,GALAXY
1.9519623655913976,1.5166037735849056,620,120,GALAXY
2.1232930107526884,1.5166037735849056,641,120,GALAXY
2.1477688172043012,1.5166037735849056,644,120,GALAXY
2.172244623655914,1.5166037735849056,647,120,GALAXY
2.2048790322580643,1.5166037735849056,651,120,GALAXY
2.261989247311828,1.5166037735849056,658,120,GALAXY
2.3843682795698924,1.5166037735849056,673,120,GALAXY
2.4741129032258065,1.5166037735849056,684,120,GALAXY
2.523064516129032,1.5166037735849056,690,120,GALAXY
2.547540322580646,1.5166037735849056,693,120,GALAXY
1.209529569892473,1.5072012578616352,529,121,GALAXY
1.234005376344086,1.5072012578616352,532,121,GALAXY
1.4950806451612904,1.5072012578616352,564,121,GALAXY
1.5195564516129032,1.5072012578616352,567,121,GALAXY
1.707204301075269,1.5072012578616352,590,121,GALAXY
1.878534946236559,1.5072012578616352,611,121,GALAXY
1.9030107526881719,1.5072012578616352,614,121,GALAXY
1.9519623655913976,1.5072012578616352,620,121,GALAXY
1.9764381720430104,1.5072012578616352,623,121,GALAXY
2.0090725806451615,1.5072012578616352,627,121,GALAXY
2.0825,1.5072012578616352,636,121,GALAXY
2.139610215053763,1.5072012578616352,643,121,GALAXY
2.164086021505376,1.5072012578616352,646,121,GALAXY
2.1885618279569896,1.5072012578616352,649,121,GALAXY
2.2130376344086025,1.5072012578616352,652,121,GALAXY
2.25383064516129,1.5072012578616352,657,121,GALAXY
2.278306451612903,1.5072012578616352,660,121,GALAXY
2.3925268817204297,1.5072012578616352,674,121,GALAXY
2.523064516129032,1.5072012578616352,690,121,GALAXY
2.547540322580646,1.5072012578616352,693,121,GALAXY
2.661760752688172,1.5072012578616352,707,121,GALAXY
1.209529569892473,1.4977987421383647,529,122,GALAXY
1.234005376344086,1.4977987421383647,532,122,GALAXY
1.4950806451612904,1.4977987421383647,564,122,GALAXY
1.5195564516129032,1.4977987421383647,567,122,GALAXY
1.5440322580645156,1.4977987421383647,570,122,GALAXY
1.7153629032258064,1.4977987421383647,591,122,GALAXY
1.7479973118279575,1.4977987421383647,595,122,GALAXY
1.8132661290322587,1.4977987421383647,603,122,GALAXY
1.878534946236559,1.4977987421383647,611,122,GALAXY
1.9030107526881719,1.4977987421383647,614,122,GALAXY
1.9438037634408603,1.4977987421383647,619,122,GALAXY
1.968279569892473,1.4977987421383647,622,122,GALAXY
1.992755376344086,1.4977987421383647,625,122,GALAXY
2.017231182795699,1.4977987421383647,628,122,GALAXY
2.0743413978494627,1.4977987421383647,635,122,GALAXY
2.1314516129032257,1.4977987421383647,642,122,GALAXY
2.1559274193548386,1.4977987421383647,645,122,GALAXY
2.1804032258064514,1.4977987421383647,648,122,GALAXY
2.2048790322580643,1.4977987421383647,651,122,GALAXY
2.229354838709677,1.4977987421383647,654,122,GALAXY
2.261989247311828,1.4977987421383647,658,122,GALAXY
2.343575268817204,1.4977987421383647,668,122,GALAXY
2.376209677419354,1.4977987421383647,672,122,GALAXY
2.400685483870968,1.4977987421383647,675,122,GALAXY
2.5312231182795704,1.4977987421383647,691,122,GALAXY
2.555698924731183,1.4977987421383647,694,122,GALAXY
2.661760752688172,1.4977987421383647,707,122,GALAXY
1.209529569892473,1.4883962264150943,529,123,GALAXY
1.4787634408602148,1.4883962264150943,562,123,GALAXY
1.5032392473118277,1.4883962264150943,565,123,GALAXY
1.5277150537634405,1.4883962264150943,568,123,GALAXY
1.699045698924731,1.4883962264150943,589,123,GALAXY
1.7235215053763446,1.4883962264150943,592,123,GALAXY
1.7479973118279575,1.4883962264150943,595,123,GALAXY
1.7724731182795703,1.4883962264150943,598,123,GALAXY
1.821424731182796,1.4883962264150943,604,123,GALAXY
1.8866935483870972,1.4883962264150943,612,123,GALAXY
1.91116935483871,1.4883962264150943,615,123,GALAXY
1.9438037634408603,1.4883962264150943,619,123,GALAXY
1.968279569892473,1.4883962264150943,622,123,GALAXY
1.992755376344086,1.4883962264150943,625,123,GALAXY
2.017231182795699,1.4883962264150943,628,123,GALAXY
2.04986559139785,1.4883962264150943,632,123,GALAXY
2.0743413978494627,1.4883962264150943,635,123,GALAXY
2.139610215053763,1.4883962264150943,643,123,GALAXY
2.164086021505376,1.4883962264150943,646,123,GALAXY
2.1885618279569896,1.4883962264150943,649,123,GALAXY
2.2130376344086025,1.4883962264150943,652,123,GALAXY
2.2375134408602153,1.4883962264150943,655,123,GALAXY
2.261989247311828,1.4883962264150943,658,123,GALAXY
2.286465053763441,1.4883962264150943,661,123,GALAXY
2.3354166666666667,1.4883962264150943,667,123,GALAXY
2.3598924731182795,1.4883962264150943,670,123,GALAXY
2.3843682795698924,1.4883962264150943,673,123,GALAXY
2.4088440860215052,1.4883962264150943,676,123,GALAXY
2.5393817204301077,1.4883962264150943,692,123,GALAXY
2.6454435483870973,1.4883962264150943,705,123,GALAXY
2.66991935483871,1.4883962264150943,708,123,GALAXY
1.1524193548387096,1.4789937106918238,522,124,GALAXY
1.4950806451612904,1.4789937106918238,564,124,GALAXY
1.5195564516129032,1.4789937106918238,567,124,GALAXY
1.5440322580645156,1.4789937106918238,570,124,GALAXY
1.7153629032258064,1.4789937106918238,591,124,GALAXY
1.7398387096774193,1.4789937106918238,594,124,GALAXY
1.7643145161290321,1.4789937106918238,597,124,GALAXY
1.8132661290322587,1.4789937106918238,603,124,GALAXY
1.8377419354838715,1.4789937106918238,606,124,GALAXY
1.8948521505376346,1.4789937106918238,613,124,GALAXY
1.9193279569892474,1.4789937106918238,616,124,GALAXY
1.9601209677419358,1.4789937106918238,621,124,GALAXY
1.9845967741935486,1.4789937106918238,624,124,GALAXY
2.0090725806451615,1.4789937106918238,627,124,GALAXY
2.0335483870967743,1.4789937106918238,630,124,GALAXY
2.058024193548387,1.4789937106918238,633,124,GALAXY
2.0825,1.4789937106918238,636,124,GALAXY
2.1559274193548386,1.4789937106918238,645,124,GALAXY
2.1804032258064514,1.4789937106918238,648,124,GALAXY
2.2048790322580643,1.4789937106918238,651,124,GALAXY
2.229354838709677,1.4789937106918238,654,124,GALAXY
2.25383064516129,1.4789937106918238,657,124,GALAXY
2.278306451612903,1.4789937106918238,660,124,GALAXY
2.3027822580645156,1.4789937106918238,663,124,GALAXY
2.3272580645161285,1.4789937106918238,666,124,GALAXY
2.3517338709677413,1.4789937106918238,669,124,GALAXY
2.3843682795698924,1.4789937106918238,673,124,GALAXY
2.5067473118279575,1.4789937106918238,688,124,GALAXY
2.5312231182795704,1.4789937106918238,691,124,GALAXY
2.555698924731183,1.4789937106918238,694,124,GALAXY
2.580174731182796,1.4789937106918238,697,124,GALAXY
2.661760752688172,1.4789937106918238,707,124,GALAXY
0.5976344086021506,1.4695911949685534,454,125,GALAXY
1.1361021505376345,1.4695911949685534,520,125,GALAXY
1.1605779569892474,1.4695911949685534,523,125,GALAXY
1.5277150537634405,1.4695911949685534,568,125,GALAXY
1.7153629032258064,1.4695911949685534,591,125,GALAXY
1.7479973118279575,1.4695911949685534,595,125,GALAXY
1.7724731182795703,1.4695911949685534,598,125,GALAXY
1.821424731182796,1.4695911949685534,604,125,GALAXY
1.8459005376344089,1.4695911949685534,607,125,GALAXY
1.8948521505376346,1.4695911949685534,613,125,GALAXY
1.9193279569892474,1.4695911949685534,616,125,GALAXY
1.968279569892473,1.4695911949685534,622,125,GALAXY
1.992755376344086,1.4695911949685534,625,125,GALAXY
2.017231182795699,1.4695911949685534,628,125,GALAXY
2.0417069892473116,1.4695911949685534,631,125,GALAXY
2.0661827956989245,1.4695911949685534,634,125,GALAXY
2.1477688172043012,1.4695911949685534,644,125,GALAXY
2.172244623655914,1.4695911949685534,647,125,GALAXY
2.2130376344086025,1.4695911949685534,652,125,GALAXY
2.2456720430107526,1.4695911949685534,656,125,GALAXY
2.2701478494623655,1.4695911949685534,659,125,GALAXY
2.2946236559139783,1.4695911949685534,662,125,GALAXY
2.319099462365591,1.4695911949685534,665,125,GALAXY
2.343575268817204,1.4695911949685534,668,125,GALAXY
2.368051075268817,1.4695911949685534,671,125,GALAXY
2.433319892473118,1.4695911949685534,679,125,GALAXY
2.514905913978495,1.4695911949685534,689,125,GALAXY
2.5393817204301077,1.4695911949685534,692,125,GALAXY
2.5638575268817205,1.4695911949685534,695,125,GALAXY
2.5883333333333334,1.4695911949685534,698,125,GALAXY
2.612809139784946,1.4695911949685534,701,125,GALAXY
2.66991935483871,1.4695911949685534,708,125,GALAXY
0.6057930107526879,1.460188679245283,455,126,GALAXY
0.8505510752688168,1.460188679245283,485,126,GALAXY
1.1361021505376345,1.460188679245283,520,126,GALAXY
1.1605779569892474,1.460188679245283,523,126,GALAXY
1.7479973118279575,1.460188679245283,595,126,GALAXY
1.8132661290322587,1.460188679245283,603,126,GALAXY
1.8377419354838715,1.460188679245283,606,126,GALAXY
1.8622177419354844,1.460188679245283,609,126,GALAXY
1.91116935483871,1.460188679245283,615,126,GALAXY
1.968279569892473,1.460188679245283,622,126,GALAXY
1.992755376344086,1.460188679245283,625,126,GALAXY
2.017231182795699,1.460188679245283,628,126,GALAXY
2.0417069892473116,1.460188679245283,631,126,GALAXY
2.164086021505376,1.460188679245283,646,126,GALAXY
2.1885618279569896,1.460188679245283,649,126,GALAXY
2.261989247311828,1.460188679245283,658,126,GALAXY
2.286465053763441,1.460188679245283,661,126,GALAXY
2.310940860215054,1.460188679245283,664,126,GALAXY
2.3354166666666667,1.460188679245283,667,126,GALAXY
2.3598924731182795,1.460188679245283,670,126,GALAXY
2.4251612903225808,1.460188679245283,678,126,GALAXY
2.4985887096774193,1.460188679245283,687,126,GALAXY
2.523064516129032,1.460188679245283,690,126,GALAXY
2.547540322580646,1.460188679245283,693,126,GALAXY
2.5720161290322587,1.460188679245283,696,126,GALAXY
2.5964919354838716,1.460188679245283,699,126,GALAXY
2.6209677419354844,1.460188679245283,702,126,GALAXY
0.6057930107526879,1.4507861635220125,455,127,GALAXY
0.8423924731182795,1.4507861635220125,484,127,GALAXY
0.8668682795698923,1.4507861635220125,487,127,GALAXY
1.1442607526881723,1.4507861635220125,521,127,GALAXY
1.1687365591397851,1.4507861635220125,524,127,GALAXY
1.7479973118279575,1.4507861635220125,595,127,GALAXY
1.8377419354838715,1.4507861635220125,606,127,GALAXY
1.8622177419354844,1.4507861635220125,609,127,GALAXY
1.968279569892473,1.4507861635220125,622,127,GALAXY
2.0090725806451615,1.4507861635220125,627,127,GALAXY
2.0335483870967743,1.4507861635220125,630,127,GALAXY
2.164086021505376,1.4507861635220125,646,127,GALAXY
2.1885618279569896,1.4507861635220125,649,127,GALAXY
2.22119623655914,1.4507861635220125,653,127,GALAXY
2.278306451612903,1.4507861635220125,660,127,GALAXY
2.3027822580645156,1.4507861635220125,663,127,GALAXY
2.3272580645161285,1.4507861635220125,666,127,GALAXY
2.4088440860215052,1.4507861635220125,676,127,GALAXY
2.433319892473118,1.4507861635220125,679,127,GALAXY
2.5067473118279575,1.4507861635220125,688,127,GALAXY
2.5312231182795704,1.4507861635220125,691,127,GALAXY
2.5720161290322587,1.4507861635220125,696,127,GALAXY
2.5964919354838716,1.4507861635220125,699,127,GALAXY
2.6209677419354844,1.4507861635220125,702,127,GALAXY
2.661760752688172,1.4507861635220125,707,127,GALAXY
2.6862365591397848,1.4507861635220125,710,127,GALAXY
0.6057930107526879,1.441383647798742,455,128,GALAXY
0.8423924731182795,1.441383647798742,484,128,GALAXY
0.8668682795698923,1.441383647798742,487,128,GALAXY
1.1524193548387096,1.441383647798742,522,128,GALAXY
1.731680107526882,1.441383647798742,593,128,GALAXY
1.7561559139784948,1.441383647798742,596,128,GALAXY
1.8377419354838715,1.441383647798742,606,128,GALAXY
1.8622177419354844,1.441383647798742,609,128,GALAXY
2.0090725806451615,1.441383647798742,627,128,GALAXY
2.0335483870967743,1.441383647798742,630,128,GALAXY
2.0825,1.441383647798742,636,128,GALAXY
2.106975806451613,1.441383647798742,639,128,GALAXY
2.1804032258064514,1.441383647798742,648,128,GALAXY
2.2048790322580643,1.441383647798742,651,128,GALAXY
2.229354838709677,1.441383647798742,654,128,GALAXY
2.3272580645161285,1.441383647798742,666,128,GALAXY
2.4170026881720426,1.441383647798742,677,128,GALAXY
2.4414784946236554,1.441383647798742,680,128,GALAXY
2.4985887096774193,1.441383647798742,687,128,GALAXY
2.523064516129032,1.441383647798742,690,128,GALAXY
2.580174731182796,1.441383647798742,697,128,GALAXY
2.604650537634409,1.441383647798742,700,128,GALAXY
2.637284946236559,1.441383647798742,704,128,GALAXY
2.661760752688172,1.441383647798742,707,128,GALAXY
2.6862365591397848,1.441383647798742,710,128,GALAXY
2.7433467741935487,1.441383647798742,717,128,GALAXY
-0.0958467741935487,1.4319811320754716,369,129,GALAXY
0.6057930107526879,1.4319811320754716,455,129,GALAXY
0.8505510752688168,1.4319811320754716,485,129,GALAXY
0.8750268817204296,1.4319811320754716,488,129,GALAXY
1.7398387096774193,1.4319811320754716,594,129,GALAXY
1.7643145161290321,1.4319811320754716,597,129,GALAXY
1.8459005376344089,1.4319811320754716,607,129,GALAXY
1.8703763440860217,1.4319811320754716,610,129,GALAXY
2.025389784946237,1.4319811320754716,629,129,GALAXY
2.04986559139785,1.4319811320754716,632,129,GALAXY
2.0825,1.4319811320754716,636,129,GALAXY
2.106975806451613,1.4319811320754716,639,129,GALAXY
2.172244623655914,1.4319811320754716,647,129,GALAXY
2.196720430107527,1.4319811320754716,650,129,GALAXY
2.22119623655914,1.4319811320754716,653,129,GALAXY
2.2701478494623655,1.4319811320754716,659,129,GALAXY
2.3843682795698924,1.4319811320754716,673,129,GALAXY
2.4088440860215052,1.4319811320754716,676,129,GALAXY
2.433319892473118,1.4319811320754716,679,129,GALAXY
2.490430107526882,1.4319811320754716,686,129,GALAXY
2.5964919354838716,1.4319811320754716,699,129,GALAXY
2.637284946236559,1.4319811320754716,704,129,GALAXY
2.661760752688172,1.4319811320754716,707,129,GALAXY
2.6862365591397848,1.4319811320754716,710,129,GALAXY
2.7351881720430105,1.4319811320754716,716,129,GALAXY
2.759663978494624,1.4319811320754716,719,129,GALAXY
-0.0958467741935487,1.4225786163522012,369,130,GALAXY
0.8505510752688168,1.4225786163522012,485,130,GALAXY
1.7235215053763446,1.4225786163522012,592,130,GALAXY
1.7479973118279575,1.4225786163522012,595,130,GALAXY
1.8295833333333333,1.4225786163522012,605,130,GALAXY
1.8540591397849462,1.4225786163522012,608,130,GALAXY
1.9601209677419358,1.4225786163522012,621,130,GALAXY
1.9845967741935486,1.4225786163522012,624,130,GALAXY
2.025389784946237,1.4225786163522012,629,130,GALAXY
2.04986559139785,1.4225786163522012,632,130,GALAXY
2.0825,1.4225786163522012,636,130,GALAXY
2.106975806451613,1.4225786163522012,639,130,GALAXY
2.172244623655914,1.4225786163522012,647,130,GALAXY
2.196720430107527,1.4225786163522012,650,130,GALAXY
2.22119623655914,1.4225786163522012,653,130,GALAXY
2.261989247311828,1.4225786163522012,658,130,GALAXY
2.286465053763441,1.4225786163522012,661,130,GALAXY
2.3843682795698924,1.4225786163522012,673,130,GALAXY
2.4088440860215052,1.4225786163522012,676,130,GALAXY
2.490430107526882,1.4225786163522012,686,130,GALAXY
2.637284946236559,1.4225786163522012,704,130,GALAXY
2.661760752688172,1.4225786163522012,707,130,GALAXY
2.6862365591397848,1.4225786163522012,710,130,GALAXY
2.7351881720430105,1.4225786163522012,716,130,GALAXY
2.759663978494624,1.4225786163522012,719,130,GALAXY
-0.0958467741935487,1.4131761006289307,369,131,GALAXY
1.731680107526882,1.4131761006289307,593,131,GALAXY
1.7561559139784948,1.4131761006289307,596,131,GALAXY
1.8377419354838715,1.4131761006289307,606,131,GALAXY
1.8622177419354844,1.4131761006289307,609,131,GALAXY
1.935645161290323,1.4131761006289307,618,131,GALAXY
1.968279569892473,1.4131761006289307,622,131,GALAXY
1.992755376344086,1.4131761006289307,625,131,GALAXY
2.025389784946237,1.4131761006289307,629,131,GALAXY
2.04986559139785,1.4131761006289307,632,131,GALAXY
2.0825,1.4131761006289307,636,131,GALAXY
2.106975806451613,1.4131761006289307,639,131,GALAXY
2.164086021505376,1.4131761006289307,646,131,GALAXY
2.1885618279569896,1.4131761006289307,649,131,GALAXY
2.2130376344086025,1.4131761006289307,652,131,GALAXY
2.261989247311828,1.4131761006289307,658,131,GALAXY
2.286465053763441,1.4131761006289307,661,131,GALAXY
2.3843682795698924,1.4131761006289307,673,131,GALAXY
2.4088440860215052,1.4131761006289307,676,131,GALAXY
2.490430107526882,1.4131761006289307,686,131,GALAXY
2.6454435483870973,1.4131761006289307,705,131,GALAXY
2.66991935483871,1.4131761006289307,708,131,GALAXY
2.727029569892473,1.4131761006289307,715,131,GALAXY
2.751505376344086,1.4131761006289307,718,131,GALAXY
-0.10400537634408602,1.4037735849056603,368,132,GALAXY
-0.07952956989247317,1.4037735849056603,371,132,GALAXY
1.5603494623655911,1.4037735849056603,572,132,GALAXY
1.7561559139784948,1.4037735849056603,596,132,GALAXY
1.8377419354838715,1.4037735849056603,606,132,GALAXY
1.8622177419354844,1.4037735849056603,609,132,GALAXY
1.9274865591397847,1.4037735849056603,617,132,GALAXY
1.9519623655913976,1.4037735849056603,620,132,GALAXY
1.9764381720430104,1.4037735849056603,623,132,GALAXY
2.000913978494624,1.4037735849056603,626,132,GALAXY
2.0417069892473116,1.4037735849056603,631,132,GALAXY
2.0825,1.4037735849056603,636,132,GALAXY
2.106975806451613,1.4037735849056603,639,132,GALAXY
2.164086021505376,1.4037735849056603,646,132,GALAXY
2.1885618279569896,1.4037735849056603,649,132,GALAXY
2.2130376344086025,1.4037735849056603,652,132,GALAXY
2.278306451612903,1.4037735849056603,660,132,GALAXY
2.376209677419354,1.4037735849056603,672,132,GALAXY
2.400685483870968,1.4037735849056603,675,132,GALAXY
2.490430107526882,1.4037735849056603,686,132,GALAXY
2.5393817204301077,1.4037735849056603,692,132,GALAXY
2.7351881720430105,1.4037735849056603,716,132,GALAXY
-0.10400537634408602,1.39437106918239,368,133,GALAXY
0.48341397849462364,1.39437106918239,440,133,GALAXY
1.5358736559139783,1.39437106918239,569,133,GALAXY
1.5603494623655911,1.39437106918239,572,133,GALAXY
1.7479973118279575,1.39437106918239,595,133,GALAXY
1.7724731182795703,1.39437106918239,598,133,GALAXY
1.8540591397849462,1.39437106918239,608,133,GALAXY
1.8948521505376346,1.39437106918239,613,133,GALAXY
1.9193279569892474,1.39437106918239,616,133,GALAXY
1.9438037634408603,1.39437106918239,619,133,GALAXY
1.968279569892473,1.39437106918239,622,133,GALAXY
1.992755376344086,1.39437106918239,625,133,GALAXY
2.0743413978494627,1.39437106918239,635,133,GALAXY
2.0988172043010755,1.39437106918239,638,133,GALAXY
2.1559274193548386,1.39437106918239,645,133,GALAXY
2.1804032258064514,1.39437106918239,648,133,GALAXY
2.2048790322580643,1.39437106918239,651,133,GALAXY
2.278306451612903,1.39437106918239,660,133,GALAXY
2.3843682795698924,1.39437106918239,673,133,GALAXY
2.4088440860215052,1.39437106918239,676,133,GALAXY
2.5393817204301077,1.39437106918239,692,133,GALAXY
2.5638575268817205,1.39437106918239,695,133,GALAXY
0.4915725806451614,1.3849685534591196,441,134,GALAXY
1.5358736559139783,1.3849685534591196,569,134,GALAXY
1.5603494623655911,1.3849685534591196,572,134,GALAXY
1.7479973118279575,1.3849685534591196,595,134,GALAXY
1.7724731182795703,1.3849685534591196,598,134,GALAXY
1.8540591397849462,1.3849685534591196,608,134,GALAXY
1.8866935483870972,1.3849685534591196,612,134,GALAXY
1.91116935483871,1.3849685534591196,615,134,GALAXY
1.935645161290323,1.3849685534591196,618,134,GALAXY
1.9601209677419358,1.3849685534591196,621,134,GALAXY
1.9845967741935486,1.3849685534591196,624,134,GALAXY
2.0743413978494627,1.3849685534591196,635,134,GALAXY
