wavelength_A,flux,error
8866.422350885874,9.40260456300246e-13,2.4661137677995564e-15
8871.304600021262,9.222032859579343e-13,2.4411887645354145e-15
8876.186825342647,9.20708713263163e-13,2.4391895550216576e-15
8881.069026736057,9.27709406690902e-13,2.4498431119157485e-15
8885.95120408752,9.420888548439255e-13,2.4680865075337117e-15
8890.833357283074,9.561738336869019e-13,2.4846197436311683e-15
8895.71548620876,9.646135886581808e-13,2.501645952903927e-15
8900.597590750625,9.677781579592315e-13,2.5045940510768456e-15
8905.479670794724,9.443217692181594e-13,2.475815683177407e-15
8920.125762801035,9.144000660821217e-13,2.432508794408426e-15
8925.007743714714,9.208043398947763e-13,2.4402449580739364e-15
8949.417269993743,9.640305047298181e-13,2.497490832781171e-15
8954.299098794376,9.64243333616277e-13,2.5030276753991356e-15
8978.707854258146,9.796180793636422e-13,2.525170387189784e-15
8988.471172999836,9.16932003415527e-13,2.4502285119067492e-15
8998.234385550322,8.510480189495573e-13,2.352789865061114e-15
9003.115951719285,8.526634801865607e-13,2.359974398519725e-15
9012.879003275539,8.589596048325099e-13,2.3699198358699113e-15
9022.641946364169,8.6539439893632e-13,2.380030656403049e-15
9037.286155628874,9.615097346787893e-13,2.515021238415783e-15
9051.930115720936,9.767967684704004e-13,2.5350347211352707e-15
9056.811379849014,9.698785828279877e-13,2.5303787927824506e-15
9061.692615836198,9.373956688998875e-13,2.489904170430851e-15
9071.455002932917,8.675426913309914e-13,2.393649040370767e-15
9076.336153814984,8.43099732823066e-13,2.369592881152271e-15
9081.217276101223,8.253800746170492e-13,2.3355917081000627e-15
9086.098369677913,8.297809596553851e-13,2.343363235391121e-15
9090.979434431347,8.306629581227021e-13,2.345061112933892e-15
9100.741477013633,8.761357524894597e-13,2.408909609464974e-15
