z_center,count,smooth_count,poisson_excess_sigma
0.0775,688,574.6467107627069,4.728611828091228
0.0275,470,380.0773071095173,4.612467657540884
0.1925,89,59.314212611320556,3.8545100991487575
0.0825,609,543.7664756712338,2.797464783591294
0.1675,116,92.00352350486423,2.5017577110008413
0.07250000000000001,640,584.2745344724177,2.3053943592628783
0.1875,87,68.821220348555,2.1913085882761885
0.1975,60,45.3282639168107,2.179199363383874
