best_period_days,bls_peak_power,empirical_fap,n_permutations,depth_ppm,odd_minus_even_ppm,odd_even_standard_error_ppm,n_transits
2.205078876490958,8365615.9496116415,0.024390243902439025,40,5710.0491203812,139.66161270809062,205.584951807106,557
