telescope,aperture_m,wavelength_um,theoretical_diffraction_limit_arcsec,measured_apparent_fwhm_arcsec,measured_fwhm_px,assumed_pixel_scale_arcsec
HST/WFC3 (F657n),2.4,0.6563,0.06881395741249999,0.1199942839689248,3.030158686083959,0.0396
JWST/NIRCam (F444W),6.5,4.4399999999999995,0.17189173107692307,0.20010546375633478,3.1762772024815047,0.063
