radius_px,mean_intensity,median_intensity
24.814689529229653,0.843099623687859,1.0
74.44406858768896,0.3779471167200453,0.14901960784313725
124.07344764614827,0.2862684523917692,0.13725490196078433
173.70282670460756,0.2477438942638301,0.1411764705882353
223.3322057630669,0.26699067411299593,0.17647058823529413
272.9615848215262,0.24541305528821628,0.17254901960784313
322.59096387998545,0.2222318144662966,0.1568627450980392
372.2203429384448,0.21181544432232136,0.1607843137254902
421.8497219969041,0.23791806027532292,0.1803921568627451
471.47910105536346,0.22177593152305894,0.16862745098039217
521.1084801138227,0.20067262714234735,0.15294117647058825
570.737859172282,0.19945878147081042,0.1568627450980392
620.3672382307413,0.20209239444150764,0.16470588235294117
669.9966172892007,0.220504255275247,0.1803921568627451
719.6259963476599,0.22973286535105128,0.1843137254901961
769.2553754061192,0.21383552104196957,0.17647058823529413
818.8847544645786,0.21261084124744212,0.16470588235294117
868.5141335230379,0.2104071352168968,0.15294117647058825
918.1435125814971,0.20330861296114455,0.15294117647058825
967.7728916399565,0.18068805671058955,0.15294117647058825
1017.4022706984158,0.21439763133558803,0.1803921568627451
1067.0316497568751,0.2608696123436997,0.21568627450980393
1116.6610288153342,0.35626612261321183,0.2784313725490196
1166.2904078737938,0.4228554763556791,0.42745098039215684
1215.919786932253,0.36683155573612375,0.36470588235294116
1265.5491659907125,0.32965204803998044,0.26666666666666666
1315.1785450491716,0.2727375628118845,0.2235294117647059
1364.807924107631,0.23903339050791467,0.19607843137254902
1414.4373031660903,0.2171221010680984,0.16862745098039217
1464.0666822245494,0.18838287726328082,0.1450980392156863
1513.696061283009,0.18094978536716774,0.13725490196078433
1563.325440341468,0.1655128847795772,0.13333333333333333
1612.9548193999276,0.16444049359254329,0.12941176470588237
1662.5841984583867,0.14927327082644318,0.11764705882352941
1712.2135775168463,0.14183621901673954,0.11372549019607843
1761.8429565753054,0.13600055015930507,0.09803921568627451
1811.4723356337647,0.13097901518404034,0.09411764705882353
1861.101714692224,0.13125198203183003,0.09019607843137255
1910.7310937506832,0.1305944483105845,0.09411764705882353
1960.3604728091427,0.12691877208743985,0.09411764705882353
2009.9898518676018,0.12358610193696219,0.09411764705882353
2059.6192309260614,0.16191544519951073,0.09019607843137255
2109.2486099845205,0.14953939979490624,0.08235294117647059
2158.8779890429796,0.14006495261591928,0.0784313725490196
2208.507368101439,0.1269655350396115,0.07450980392156863
2258.1367471598987,0.12021975130095983,0.07058823529411765
2307.766126218358,0.10639328886086244,0.06274509803921569
2357.395505276817,0.10159157751360327,0.058823529411764705
2407.0248843352765,0.10323292206921146,0.054901960784313725
2456.6542633937356,0.10274672447921576,0.054901960784313725
2506.2836424521947,0.10306809434537495,0.054901960784313725
2555.9130215106543,0.10853698311007569,0.054901960784313725
2605.542400569114,0.11682629447464941,0.058823529411764705
2655.171779627573,0.11930315286713067,0.06274509803921569
2704.801158686032,0.12829441992797463,0.058823529411764705
2754.4305377444916,0.144311974301303,0.06274509803921569
2804.0599168029507,0.16853960388383152,0.06274509803921569
2853.68929586141,0.2355571813271485,0.07058823529411765
2903.3186749198694,0.5121890948160085,0.16862745098039217
