wavelength_A,flux,error
3348.92496361116,4.527020102643338e-15,1.3256127828511864e-16
3351.6729754879593,5.480157055551922e-15,1.4331109253273118e-16
3354.421002779611,5.696786578845156e-15,1.4489826022231832e-16
3357.169045422029,5.8539607419882435e-15,1.4602922126047023e-16
3359.9171033511216,6.120013790720819e-15,1.4812160439842516e-16
3365.4132648129507,4.856940706148309e-15,1.3390569162597863e-16
3376.4057683563256,3.1973909807238472e-15,1.1291908716410385e-16
3381.90210941211,3.0398712281382804e-15,1.1016671977645e-16
3384.6503020366126,3.049192613964577e-15,1.1010124677660521e-16
3390.1467311582137,3.163164496907669e-15,1.1075538782245704e-16
3395.6432183490624,3.139921912835011e-15,1.1085316718830571e-16
3401.1397630960587,3.1719998975804787e-15,1.0982628532354768e-16
3406.636364886047,3.075104834128744e-15,1.0991971041065187e-16
3409.3846870117877,3.2324615328719643e-15,1.0936532734667393e-16
3412.1330232058194,3.0544376537322126e-15,1.0696437937045711e-16
3417.629737542116,3.271755814811565e-15,1.0905583606612599e-16
3425.8749129546545,4.951478053391361e-15,1.2736175330350832e-16
3431.3717650864,9.071613597843361e-15,1.6443462516448553e-16
3434.1202115167525,9.758177847306228e-15,1.6922802431766702e-16
3436.868671437847,1.0051995789016853e-14,1.7118721152466622e-16
3439.6171447854927,1.0741819421260755e-14,1.7634145994826784e-16
3450.6111711577328,4.5026852695851955e-15,1.2012725813589914e-16
3453.3597106752104,3.843497124977587e-15,1.1328417159926025e-16
3456.108263234047,3.354502886945311e-15,1.0718462778907793e-16
3461.605407218951,3.3967768190351156e-15,1.071825499113792e-16
3533.0727688997245,2.7421260181677114e-15,9.512359992167084e-17
3535.821671714737,2.7651036926861156e-15,9.508337909156607e-17
3538.570585643552,2.7380638599109166e-15,9.459953137278175e-17
3544.0684465854083,2.6419084679803716e-15,9.320654598635265e-17
3546.817393469853,2.5790844577989937e-15,9.27113890542335e-17
3549.5663512109063,2.6896809144472773e-15,9.361859442796736e-17
3552.3153197442634,2.5903756187441304e-15,9.203928826292192e-17
3555.0642990056176,2.499009774613835e-15,9.095294203828868e-17
3566.060322044773,2.6719207511257228e-15,9.262297999036384e-17
3574.307448816683,2.5785427802292246e-15,9.14182344415722e-17
3577.0565115866552,2.6673683725507045e-15,9.232567804332248e-17
3579.805584505747,2.6431749939947536e-15,9.18705103307366e-17
3582.5546675096284,2.7482043265972082e-15,9.282858400342002e-17
