id_msa,ra,dec,z_spec,z_spec16,z_spec50,z_spec84,flag_zspec_qual,flag_successful_spectrum,flag_potential_local_background_issue,flag_emission_lines,flag_line_and_break,flag_break_strong_abs_features_only,flag_break_only,flag_stellar_bump_only,method_best_zfit,method_zuncert,texp_tot,masks,id_DR3,sep_DR3,f_Lya,e_Lya,eqw_Lya,f_OIII-1663,e_OIII-1663,eqw_OIII-1663,f_NIII-1750,e_NIII-1750,eqw_NIII-1750,f_CIII-1906,e_CIII-1906,eqw_CIII-1906,f_MgII,e_MgII,eqw_MgII,f_NeV-3346,e_NeV-3346,eqw_NeV-3346,f_NeVI-3426,e_NeVI-3426,eqw_NeVI-3426,f_OII,e_OII,eqw_OII,f_NeIII-3867,e_NeIII-3867,eqw_NeIII-3867,f_HeI-3889,e_HeI-3889,eqw_HeI-3889,f_NeIII-3968,e_NeIII-3968,eqw_NeIII-3968,f_Hd,e_Hd,eqw_Hd,f_Hg,e_Hg,eqw_Hg,f_OIII-4363,e_OIII-4363,eqw_OIII-4363,f_HeII-4687,e_HeII-4687,eqw_HeII-4687,f_Hb,e_Hb,eqw_Hb,f_OIII-4959,e_OIII-4959,eqw_OIII-4959,f_OIII,e_OIII,eqw_OIII,f_OIII-5007,e_OIII-5007,eqw_OIII-5007,f_HeI-5877,e_HeI-5877,eqw_HeI-5877,f_OI-6302,e_OI-6302,eqw_OI-6302,f_Ha+NII,e_Ha+NII,eqw_Ha+NII,f_SII,e_SII,eqw_SII,f_HeI-7065,e_HeI-7065,eqw_HeI-7065,f_ArIII-7138,e_ArIII-7138,eqw_ArIII-7138,f_OII-7325,e_OII-7325,eqw_OII-7325,f_ArIII-7753,e_ArIII-7753,eqw_ArIII-7753,f_HeI-8446,e_HeI-8446,eqw_HeI-8446,f_Pa10,e_Pa10,eqw_Pa10,f_SIII-9068,e_SIII-9068,eqw_SIII-9068,f_Pa9,e_Pa9,eqw_Pa9,f_SIII-9531,e_SIII-9531,eqw_SIII-9531,f_Pa8,e_Pa8,eqw_Pa8,f_PaD,e_PaD,eqw_PaD,f_HeI-1083,e_HeI-1083,eqw_HeI-1083,f_PaG,e_PaG,eqw_PaG,f_PaB,e_PaB,eqw_PaB,f_PaA,e_PaA,eqw_PaA,f_BrD,e_BrD,eqw_BrD,f_BrG,e_BrG,eqw_BrG,f_BrB,e_BrB,eqw_BrB,f_PfE,e_PfE,eqw_PfE,f_PAH-3.29,e_PAH-3.29,eqw_PAH-3.29,f_PfD,e_PfD,eqw_PfD,f_PAH-3.40,e_PAH-3.40,eqw_PAH-3.40,f_PfG,e_PfG,eqw_PfG,f_BrA,e_BrA,eqw_BrA,f_PfB,e_PfB,eqw_PfB
13077,3.570869324641364,-30.40158532661826,13.163633,12.908682991435173,13.15264545713766,13.214464048625526,2,1,0,0.0,0.0,0.0,1.0,0.0,templ,templ,7.294441666666666,"5,7",24119.0,0.0295062594007079,51.227127,54.583371,2389.386906,8.370812,11.266505,172.013194,16.374943,10.403094,402.275059,0.694332,7.801106,19.63837,-2.960404,5.383661,-175.088951,2.863264,6.360837,182.16724,-7.332419,7.096629,-438.290463,18.692282,18.671337,-721.248857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13123,3.579828558636116,-30.40156942018814,7.039813,7.146647650494824,7.155685527452545,7.164723422132208,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,16.720689999999998,"2,3,5,6,7",24175.0,0.0095944870462636,345.445662,40.825718,820.695131,-9.537903,13.064853,-26.010251,-0.747123,13.08336,-2.283203,8.090083,12.286804,30.725698,5.105387,6.479465,34.047611,-7.183172,4.305781,-78.924853,6.952091,4.316018,83.06226,-1.664085,3.955813,-12.983863,12.776662,5.037254,65.072275,1.014521,5.001147,4.919568,-1.777864,4.099379,-7.337769,3.6694,3.857714,12.974452,17.373147,4.346127,56.617978,4.942625,4.097293,16.058082,7.42957,3.730187,20.97204,87.127972,4.767534,220.245374,4.300691,3.951412,10.761678,,,,8.836438,3.955897,22.212718,8.294019,4.748279,18.90636,14.682798,7.694483,32.650095,1063.119376,27.407462,2448.090026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13151,3.592501339027848,-30.40146428899556,9.798486,9.805003607362549,9.81671996591658,9.828438843269444,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,11.671106666666663,"5,6,7",24203.0,0.0012402150554164,-95.311461,45.07691,-260.4018,43.748008,13.512371,153.760789,13.580065,12.316387,58.891354,33.618143,11.034395,192.785452,-5.583009,5.233037,-65.342138,-1.055809,4.183461,-20.206847,-0.86881,4.216597,-16.654419,5.33599,4.12668,110.009411,25.264288,4.480162,699.145335,8.315104,4.548907,254.746146,20.149995,4.621406,984.217983,10.666785,4.937477,449.688198,19.383394,5.460733,669.542625,7.144612,5.280045,246.574928,-9.0941,6.037909,-243.169969,72.311899,8.481926,-28367.767327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15383,3.583534552387626,-30.39667857268421,7.042226,7.031051492107511,7.039759926191883,7.048468360276256,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,9.426248333333332,"2,3,6",26651.0,0.003818370959641,132.612894,45.117157,129.890995,-58.989563,16.006652,-117.951904,-16.418315,15.495481,-36.504754,30.661243,15.277618,83.112025,3.396391,7.783206,14.80767,-2.232003,5.434027,-15.747814,-2.051315,4.96698,-15.689141,5.787639,4.76187,35.424094,0.482383,5.609707,2.124357,8.552261,5.657718,36.184584,4.898458,4.866073,18.139083,8.419968,4.725866,27.444619,23.715814,5.552322,71.832223,15.569798,5.273484,46.945669,5.826484,4.660082,15.343372,116.787506,5.915379,279.122642,-3.40729,4.778946,-7.959841,,,,6.336547,4.950801,14.718529,16.383202,5.897919,33.76864,31.226434,8.904146,69.842893,1322.11424,35.944984,4646.137019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16155,3.58295318947418,-30.39523246397209,6.87195,6.867101245062186,6.875631900443369,6.8841625558245525,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,16.720689999999998,"2,3,5,6,7",27427.0,0.0110659145773926,-176.98951,75.80333,-917.273747,7.681113,21.375532,18.798148,-25.662912,19.97673,-70.881071,35.938839,19.243239,125.699942,17.408634,10.230597,149.485881,-1.273809,6.771782,-13.219386,-2.119829,6.360489,-23.518152,3.87006,5.808845,64.473661,9.678736,6.613021,183.634938,19.865673,6.457463,381.711216,15.169679,5.25192,305.43377,19.083436,5.091112,432.030319,30.304504,5.226803,945.490946,12.384939,5.121883,390.082977,-7.995171,4.400276,-208.600687,59.32761,4.609766,2809.253854,70.253871,4.900124,5124.77859,,,,208.649306,6.012177,15366.188575,3.355146,5.231734,93.341873,2.420633,8.086914,145.480682,207.767445,8.93911,-5497.626249,-28.83873,27.688775,-381.966524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16594,3.597202696492125,-30.39432868826726,7.041422,7.031051492107511,7.039759926191883,7.048468360276256,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,11.671106666666663,"1,5,6,7",27966.0,0.0052340131294272,61.857527,44.852436,204.86277,-18.716057,16.56653,-120.263202,16.488292,15.430409,121.566988,2.762121,14.674182,26.201255,0.031789,7.746173,0.517053,-2.608558,5.004136,-66.685523,1.301053,5.055836,36.505422,10.323675,4.5465,239.562447,5.061273,5.042523,80.380228,2.73224,4.983234,41.289664,-0.955528,4.343983,-12.081552,2.915016,4.270499,29.432729,13.981783,4.216601,119.102714,0.623645,4.066843,5.303206,2.397044,3.792635,18.715684,44.301078,4.314658,304.124626,5.40905,3.944647,36.252599,,,,4.277003,4.03941,28.592803,1.005289,4.940831,5.859293,4.858906,8.098756,30.901454,548.229544,20.16777,-34943.478133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18924,3.581044323249695,-30.3895606891702,7.68681,7.680324084107461,7.6897365539679425,7.699149023828424,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,16.720689999999998,"2,3,5,6,7",30500.0,0.0157279113221049,1.259264,45.157244,56.517533,-4.156677,18.902143,-30.700106,-38.37276,18.729609,-345.787124,-16.155541,16.646247,-209.018734,5.993921,7.28723,171.310204,5.396984,5.699978,272.288591,7.006962,5.556772,379.449718,12.729514,4.703453,791.058563,10.077421,5.072187,1080.30199,15.670075,4.94296,1844.276829,6.075764,4.57018,921.367658,6.701259,4.280489,680.872914,9.579664,4.275764,677.957955,4.630341,4.185425,338.762131,-2.474141,4.271025,-170.818145,42.020921,4.981615,-3383.667418,66.242205,5.10582,-3022.936508,,,,155.014777,5.662093,-8950.44104,11.278493,6.486655,-1238.361062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19025,3.623700753761731,-30.3893629899024,7.55577,7.543742567200225,7.553143513004843,7.562415734590402,2,1,0,0.0,1.0,0.0,0.0,0.0,spl+lines,templ,2.6259999999999994,2,30616.0,0.0068358645170276,-130.900223,119.577374,-482.457822,-8.45517,35.83816,-46.706504,29.346939,34.576744,185.151928,-20.827046,31.352133,-161.460688,18.093275,15.809222,372.615256,34.122068,11.941094,2271.378766,2.089697,12.145292,138.390175,0.112372,11.074003,3.942658,5.36666,11.433171,315.717591,1.174301,11.45476,79.668631,15.910491,10.653186,2303.178167,6.894064,10.310964,919.847959,-8.901218,10.275176,-247.216265,2.777162,10.606656,74.276405,5.614788,9.806664,361.058328,19.984534,10.126495,-1299.262657,26.475672,10.906089,-985.782506,,,,58.670027,11.150366,-2179.31297,14.953991,12.755512,-11452.994286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20466,3.640408392504773,-30.38643760620369,8.503934,8.486867414819637,8.497154456265001,8.50744149771036,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.6259999999999994,2,32209.0,0.000993550709287,451.972308,70.449896,-3056.413601,28.987953,35.205518,245.096419,-20.76132,32.357974,-217.541468,60.39597,25.992942,731.252229,40.362123,14.081284,378.549219,-5.110014,11.432736,-83.827891,-9.409307,10.993218,-154.928339,21.576257,11.248189,270.592021,59.220107,10.932308,729.671667,-3.983504,10.855928,-48.401305,26.045768,10.453665,290.713618,24.228025,10.91715,240.763311,55.544839,11.016546,647.643668,66.996105,11.041917,787.003813,3.384401,11.444572,22.834089,194.190773,12.824142,1187.454911,155.559061,13.567312,1179.015601,,,,432.444361,14.437898,3967.901727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22223,3.568114511635839,-30.38305164327892,9.569852,9.55089473347697,9.56233555562915,9.573776370256407,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,4,33989.0,0.0052768179609834,170.807786,78.30726,9583.384072,-12.270809,24.835566,-43.893506,-4.052549,20.777284,-16.187172,46.338602,18.755947,225.694006,-3.409501,8.888646,-37.719847,4.608927,6.831072,95.375337,-4.665492,7.030231,-99.372122,3.894746,7.390428,128.134549,15.970773,7.493665,845.442843,8.689941,7.565612,473.041177,19.269147,7.464098,951.155906,23.676733,8.054558,920.140872,38.017527,8.321065,2217.675164,10.323832,8.422066,624.655486,-8.300462,9.831544,-244.976859,88.772219,13.519957,6857.105083,134.461904,15.617986,-1517.833072,,,,453.514952,40.975006,-989.732465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23604,3.605246620651772,-30.38058434235268,7.882703,7.875292254057935,7.884916136764945,7.894540019471954,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,6,35557.0,0.0027521088804586,291.062591,69.708416,-114115.260543,-41.457848,23.945974,-157.644894,4.445144,24.530948,20.122377,15.182907,19.566797,87.962165,-7.604922,8.232128,-72.588454,-8.767867,6.801779,-117.04918,-14.014789,6.007133,-198.332249,-4.289292,5.398202,-82.062282,15.945881,6.6288,350.116185,-1.416461,6.39799,-31.684769,2.841918,5.379623,68.22063,11.407345,5.768416,295.165576,19.968253,5.398932,479.148952,15.319843,5.721406,368.90075,2.85868,5.820061,112.576615,45.024474,6.608539,1677.020171,34.499208,6.460342,1440.745654,,,,117.442357,7.025696,5199.057101,2.974033,11.070691,164.36989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23619,3.607271939131035,-30.38057787708868,6.716076,6.706497967652168,6.714854474130324,6.723210980080162,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.294441666666666,"5,7",35556.0,0.008584828058364,35.823899,52.759105,-780.934152,-15.123901,22.115323,-373.293645,-5.556215,20.955461,-187.695827,-27.171671,19.042748,-1776.537595,9.509877,9.574335,-4277.540449,-7.246673,6.402217,3576.274573,5.995136,6.468455,-2596.821663,3.279656,5.719767,-638.743712,2.196876,7.145756,-324.807207,-2.248445,7.091449,322.697636,-2.266704,5.287498,295.436638,5.61532,5.01051,-676.264786,7.357739,4.888761,-1114.332414,0.873444,5.194455,-140.144801,-0.073422,4.685841,114.170964,21.685535,4.630489,-2075.175918,28.119393,4.524706,-1505.582909,,,,73.89262,4.887593,-3515.723477,7.934993,5.197146,-503.400175,3.26792,8.715524,-455.294808,56.398643,7.89886,-4797.820486,-9.659971,8.159954,-518.523522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24531,3.601342849372456,-30.37919855119247,7.89159,7.889384969543119,7.899024133621938,7.908663297700757,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.423583333333333,3,36502.0,0.0210141616628776,-139.759848,113.872891,-519.823856,211.740164,46.686804,187.367548,-35.186717,45.776904,-33.699794,53.538048,36.528108,59.408863,14.636143,17.277652,31.161549,8.262563,15.106573,25.306415,-3.315999,15.401676,-10.483099,144.198738,13.592146,583.182191,101.031394,14.350308,533.073103,74.914049,14.621554,411.133826,102.472871,13.423352,651.860476,67.787502,12.890131,525.891687,127.710092,12.839438,1078.193127,29.349408,13.074989,246.201273,14.555582,11.326899,145.191988,322.743636,15.170668,24490.990569,614.860743,16.905608,-13146.691369,,,,1483.236933,26.632481,-25127.920758,33.530816,20.976866,542.628362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24714,3.628748130795594,-30.37890926708201,6.352246,6.348277006459394,6.3562450771419625,6.364213147824531,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.6259999999999994,2,36725.0,0.0005530071986162,103.760673,108.950627,145.777467,87.651111,55.728313,125.047669,-40.123037,49.693776,-63.153443,82.804825,45.36638,155.452986,54.873687,26.132919,303.267852,-22.948998,18.563632,-146.565571,8.577787,18.044856,58.602603,26.948485,16.104553,227.038166,29.251481,20.013324,271.029034,35.456675,19.834183,334.837382,15.616894,15.837998,163.73269,46.918982,14.651414,689.867693,51.613826,17.308583,1849.442927,70.997425,15.846071,2569.120449,19.450051,13.010046,463.450374,127.486555,13.57419,-8635.327495,219.722837,14.095422,-5142.730892,,,,574.679273,17.21299,-12497.919955,20.876021,15.016206,575.681041,0.970438,19.299829,21.385532,361.983135,20.134301,-7944.089678,-10.045206,17.011359,-825.846712,3.424179,21.306915,231.22501,7.867165,26.162226,214.665876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25447,3.569435090915393,-30.37788728720045,6.247132,6.232609262718839,6.240451910939016,6.248294557832248,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,4,37450.0,0.0496532304808244,50.858684,112.698811,-757.870949,80.500008,54.473075,171.790166,93.036955,48.673206,226.40345,41.115805,44.54261,121.478517,-38.114141,26.590811,-496.718015,17.727908,19.834391,180.021892,8.002438,17.964988,90.738365,12.369744,15.849906,234.227446,32.111506,19.326809,664.076949,-5.146071,19.569789,-106.475009,20.851064,15.158225,421.836774,12.869696,14.24229,236.139984,20.070819,13.29119,316.515531,-19.240792,13.399123,-302.986815,-0.699907,11.422044,-17.5409,55.144687,11.532998,2843.768893,75.422111,11.421641,7642.365033,,,,201.986653,12.133633,33207.226288,6.07161,12.676009,208.429983,-6.002164,16.134238,-395.944628,105.358365,13.527518,8095.869536,4.745877,14.446813,3227.681414,-22.704294,16.376319,18268.707642,37.849366,16.288827,-3890.221291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26185,3.567070796096838,-30.3778606473943,10.060783,10.047732562053309,10.059796990913435,10.07178023846888,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,"1,4",38201.0,0.0021024061390665,-272.161993,143.939541,-682.399251,102.411327,36.710059,189.780849,-19.545246,33.071108,-41.56972,102.082059,26.900557,265.829717,15.54607,12.218193,88.478283,-9.768364,10.849746,-80.308282,-18.529561,9.806135,-166.336298,61.177444,11.570438,538.789654,43.090476,11.869018,440.458146,0.273004,11.827467,2.84974,34.682583,11.607496,372.719481,30.899971,12.11542,321.842338,29.888284,12.910463,430.000623,25.248968,13.097774,375.385997,23.547286,15.371046,846.678637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27335,3.625080666905728,-30.37526088785461,6.753977,6.743267390705045,6.751665055450042,6.760061435063911,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.294441666666666,"5,7",39368.0,0.0054018129751098,22.80989,112.271748,16281.367992,45.214818,29.499423,458.518835,54.888545,26.022065,653.918815,-20.989695,24.952517,-357.748818,-8.188383,13.16817,-190.451529,-13.388892,8.835213,-1143.302918,2.221555,8.699549,261.186127,4.83914,8.098169,680.540283,5.755477,8.952544,542.710074,-3.511595,8.727443,-314.808149,-0.05668,7.000956,-4.328622,2.018462,6.860627,144.820821,3.625583,6.778282,916.524762,1.373921,6.877432,475.188689,5.268445,6.266703,1491.249257,17.584418,5.754518,8015.28396,14.794377,6.351507,-20638.163237,,,,53.682938,6.329239,-32506.70442,0.303667,6.650659,-118.779681,2.652105,10.534263,-1710.016985,50.407612,10.618394,-4930.155041,4.319207,12.157493,-510.496095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27506,3.622081372730471,-30.37496034289143,6.132101,6.130065813253892,6.1377972676235935,6.145528721993295,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.294441666666666,"5,7",39640.0,0.0022374493171766,-41.750823,59.56372,-229.34639,-14.73711,23.020228,-54.761206,16.765932,21.969561,70.783891,10.592919,21.009763,56.664797,5.968292,11.636113,70.748265,-0.743578,8.247696,-11.424239,5.685276,7.649342,97.607468,12.49388,6.321637,341.643737,21.554383,8.654379,652.936967,12.045814,8.167484,366.961408,11.283706,6.006857,346.222458,11.806701,5.9543,357.408195,16.533779,6.049717,518.33459,7.478764,6.079813,236.885603,3.782675,4.503097,174.185871,50.20048,5.024636,3717.369736,73.910786,5.383726,8074.883182,,,,206.501926,6.152407,27491.530751,0.581722,4.922931,41.447026,-7.626397,7.618367,-496.325288,160.522997,7.455669,-16193.462775,20.067248,6.674505,-4731.115546,18.083975,7.384592,5562.821038,-4.120406,8.384964,-2365.019645,12.145899,9.432326,-470.892147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28308,3.605812329200131,-30.37391080590589,6.363283,6.359945036558458,6.367925759416289,6.375906482274119,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.423583333333333,3,40540.0,0.0025393413697479,-239.046242,140.768815,-169.668957,11.569462,66.068276,18.64315,-125.685756,62.497387,-223.775503,15.524539,54.695551,35.604779,-42.142649,33.587094,-238.673045,-9.734456,23.510374,-81.099938,32.27221,21.386228,267.65874,37.88788,20.130704,322.677551,44.021552,25.575944,393.369078,-58.55845,27.26793,-526.405619,48.574586,21.314762,444.227952,29.730608,19.787659,273.588583,17.948162,19.659088,196.028431,11.066272,18.698233,126.967497,44.575834,17.246853,2420.928692,72.686966,16.218029,1846.356314,160.785121,16.867613,2719.943175,,,,385.735333,18.85944,5844.051144,-9.220255,15.416091,-177.857008,24.68121,23.218999,506.379386,264.079714,21.442598,10246.127742,-11.291424,18.766486,-180.813766,35.288636,23.09801,-3267.800155,20.978641,25.465614,5291.816264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28876,3.569597426299371,-30.37322304257577,7.042225,7.031051492107511,7.039759926191883,7.048468360276256,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,"1,4",41096.0,0.009975950255621,105.178041,60.403382,-846.346984,37.882664,21.327337,266.334811,16.225996,19.749413,124.733522,35.586818,21.382349,310.595186,5.368231,10.438113,81.281056,0.500314,7.073948,12.675958,-6.74454,6.351949,-175.885952,7.803671,5.889446,153.389942,-7.737845,6.205881,-121.126506,12.801304,6.488801,195.005365,4.685128,5.866156,65.267104,5.32232,5.142056,68.668529,13.939445,5.774328,177.69137,6.046614,5.443566,77.113557,0.965819,4.852741,11.02306,54.65141,5.495006,581.816315,5.11015,5.137489,56.154531,,,,23.019646,5.02512,257.869384,3.046102,6.73837,25.049517,2.941297,11.398604,28.634789,738.367966,29.918683,-2078.334208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30390,3.604634245985477,-30.37115252344006,6.372124,6.359945036558463,6.367925759416298,6.375906482274128,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.423583333333333,3,42549.0,0.0038284100763569,-48.107185,172.659076,-1380.833613,9.361842,51.946844,17.908719,59.099034,45.750648,123.504718,44.02387,41.945986,105.406186,-39.134116,24.380094,-203.033455,-17.454729,17.66946,-124.115656,4.555974,17.154579,33.428375,72.1871,15.508895,563.588012,31.166342,18.670689,250.297966,21.624834,19.181646,174.771742,6.188571,15.832852,51.804372,40.15571,14.562367,372.005625,32.650193,15.410444,355.757126,6.254362,14.575905,68.152901,14.900094,12.377017,149.171477,69.547432,11.775834,861.201197,161.909615,13.356517,2348.837547,,,,464.150513,15.317074,7094.623396,18.313312,11.889848,243.7085,-15.31354,17.053102,-194.426356,268.677281,16.347254,-20035.206297,-11.061377,15.166234,-243.216243,-1.394832,19.196933,-19.177001,12.304245,21.570537,192.596499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32065,3.59553069830252,-30.36879374961148,6.30023,6.2902137374290215,6.298118847470599,6.306023957512014,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,16.720689999999998,"2,3,5,6,7",44237.0,0.0926135419560916,-200.463743,75.679259,-1083.539282,1.469813,26.857754,4.057488,-64.006735,24.073707,-185.896214,25.524735,21.8435,84.280597,-2.32707,12.305422,-15.69714,-14.080449,8.557959,-137.297342,-4.242137,7.935972,-46.432551,11.432073,6.836552,176.034158,-0.593702,8.949488,-9.398787,19.300986,8.818437,305.209162,7.01405,6.627095,109.872631,3.722808,6.129735,57.676401,10.658978,6.389014,168.612385,-3.749107,6.319537,-59.56132,1.486612,5.385012,28.665962,24.154857,4.989874,712.735199,29.57869,5.053221,1207.649844,,,,81.784205,5.256863,3755.225046,6.957745,5.054372,297.757227,4.299254,6.930888,147.295644,36.851137,6.353908,1944.11239,9.237643,6.272748,861.367846,1.486532,7.459131,82.063356,-6.302135,7.735803,-438.027312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33673,3.600113527958513,-30.36581355252957,6.774164,6.767876752840828,6.776299814596082,6.784722876351335,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.294441666666666,"5,7",45905.0,0.0037358526793216,-9.482883,65.776738,-166.232816,12.818466,20.638147,96.367628,-7.253331,20.511776,-62.853666,28.226007,18.449996,339.02871,10.505628,9.222926,221.319752,-18.648673,6.317714,-460.600925,-11.003371,6.078513,-286.412978,12.733505,5.680992,472.27053,11.832809,6.728993,403.9398,1.012585,6.4254,33.659528,6.699611,5.142941,200.185342,-5.73025,4.940621,-156.447646,13.991573,5.228303,574.777152,7.664174,5.209349,334.170558,3.943228,4.301367,188.675556,24.22977,4.365034,2489.988669,47.318745,4.629296,17314.690179,,,,162.072569,5.752011,75231.41354,-2.025016,4.99677,-111.997833,-13.393056,7.758415,-585.264943,94.955659,8.55911,-15323.649103,3.391889,10.251624,94.832425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34265,3.607180703847201,-30.36481663770747,6.351511,6.348277006459394,6.3562450771419625,6.364213147824531,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.6259999999999994,2,46529.0,0.0052235214753437,292.815271,75.00149,357.248628,66.572371,34.284018,85.049455,25.366757,33.553164,36.674606,93.255697,30.29227,168.644436,-11.426439,18.833748,-57.27366,24.111154,13.13493,203.455214,9.922147,11.797731,91.244057,14.666165,10.421514,146.705678,26.140435,14.933109,256.700385,-22.762805,14.242347,-224.554573,22.951189,11.43198,238.977056,8.638413,10.702423,119.195187,47.64737,11.497035,1680.840279,25.149671,10.886274,916.439986,-6.600057,10.207566,-117.89256,65.577402,9.417117,1751.273741,82.104504,10.954043,4991.081367,,,,357.504934,11.971178,59176.429752,12.850005,12.09274,-134.418298,-20.516069,16.284184,475.85702,223.868184,14.436819,-4632.986733,6.76189,12.583889,-347.729631,-4.720819,15.790293,727.817187,9.255239,19.814903,-1843.641626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
