id_msa,ra,dec,z_spec,z_spec16,z_spec50,z_spec84,flag_zspec_qual,flag_successful_spectrum,flag_potential_local_background_issue,flag_emission_lines,flag_line_and_break,flag_break_strong_abs_features_only,flag_break_only,flag_stellar_bump_only,method_best_zfit,method_zuncert,texp_tot,masks,id_DR3,sep_DR3
22084,3.632125845600926,-30.38344062308187,3.15165,3.1506881479176423,3.1551889284707517,3.1597341980470786,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.6259999999999994,2,33832.0,0.003627501857978
22179,3.544622104763942,-30.38317938555394,3.486199,3.478375272672234,3.484212656945637,3.490079756972653,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,4,33941.0,0.0047506929397982
22223,3.568114511635839,-30.38305164327892,9.569852,9.55089473347697,9.56233555562915,9.573776370256407,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,4,33989.0,0.0052768179609834
22297,3.585090893809946,-30.38415656603001,2.649192,2.644389759929896,2.6483459009697894,2.6522984047291613,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,6,,
22335,3.64157267619518,-30.38282555961342,2.509613,2.506805993811689,2.5109790673383725,2.515849966321672,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.6259999999999994,2,34113.0,0.0024973507919902
22346,3.631025363033293,-30.3832451629288,2.489916,2.4948891862105493,2.4990092011075,2.503825752374191,3,1,0,0.0,0.0,1.0,0.0,0.0,templ,templ,2.6259999999999994,2,34122.0,0.0012764476523537
22431,3.550474759128371,-30.38289639506826,3.478579,3.472108800616864,3.476958111413412,3.4818074222099598,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,4,34205.0,0.011205508832167
22587,3.58370179043717,-30.38238491312876,1.274604,1.281556853067873,1.2840308541507657,1.2869032871411643,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.294441666666666,"5,7",34383.0,0.0011785793030831
22755,3.608297991531357,-30.38230370505374,1.610406,1.607562990037177,1.6103904890816003,1.6132179881260158,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,6,34570.0,0.0055066269003159
22876,3.636093316993662,-30.38190206911861,2.48364,2.4790557447736217,2.483777288538121,2.4888784040577145,2,1,1,0.0,0.0,0.0,1.0,0.0,templ,templ,2.6259999999999994,2,34713.0,0.0013155378459376
22977,3.575221624459382,-30.38173446275255,5.667906,5.659848022543355,5.6670695983946935,5.674291174246031,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.423583333333333,"1,3",34809.0,0.0026984418933711
22991,3.55931330718414,-30.38194215345254,2.236867,2.229451142922272,2.232954044643288,2.2370399502215275,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,4,34961.0,0.0037687847356023
23391,3.54610329245719,-30.38127277220031,3.472313,3.465018978636849,3.4698606016172446,3.47470222459764,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,11.671106666666663,"4,5,7",35320.0,0.00620326029242
23417,3.610671568772103,-30.38141951595497,3.961489,3.9579585200616583,3.963399967488772,3.968780293128707,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,6,34997.0,0.1077509952194256
23456,3.551672920332349,-30.38106573379866,4.949492,4.95023236905466,4.956684476406172,4.963208699730204,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,8.753329999999998,"4,6",35381.0,0.0078203931642501
23470,3.54409546345172,-30.38083466716716,3.67162,3.6678487536172657,3.6729108170327742,3.677972383842602,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,4,35396.0,0.0060881649387887
23573,3.6174695418229,-30.38062345872169,2.484336,2.466370793358416,2.47656466557256,2.485752275332423,2,1,0,0.0,0.0,0.0,1.0,0.0,templ,templ,11.671106666666663,"5,6,7",35525.0,0.0040816102490342
23604,3.605246620651772,-30.38058434235268,7.882703,7.875292254057935,7.884916136764945,7.894540019471954,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,6,35557.0,0.0027521088804586
23608,3.542812607523306,-30.3806461406399,5.794448,5.787860966091811,5.795221352195073,5.802581738298335,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.423583333333333,3,35563.0,0.004990258028791
23619,3.607271939131035,-30.38057787708868,6.716076,6.706497967652168,6.714854474130324,6.723210980080162,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.294441666666666,"5,7",35556.0,0.008584828058364
23775,3.599809027415764,-30.38037168083878,3.211445,3.2103972995762544,3.2149629994400386,3.219563777474772,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,6.800248333333332,"3,6",35710.0,0.0050736468657227
23821,3.576107013272243,-30.38063598424679,3.788445,3.7802711214047298,3.785454586609391,3.790638051814052,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,4,35775.0,0.0143322212223668
23889,3.574411737267303,-30.38014742822486,1.750486,1.7477157942656396,1.750702784643059,1.7536918589158643,2,1,1,0.0,0.0,0.0,1.0,0.0,templ,templ,4.376664999999999,4,35855.0,0.0033642923956419
23890,3.571623472007909,-30.38064703280088,1.654101,1.6662837220071964,1.671378514618824,1.676503586943011,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,4,35861.0,0.0039137186218532
23910,3.543845770376152,-30.38048629197897,2.553759,2.553038187192294,2.5568909079577917,2.5607436287232885,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,6,35874.0,0.0640011781324213
23920,3.572830268654349,-30.38002597737182,5.990177,5.984508777206843,5.992082397467875,5.999656017728907,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,4,35885.0,0.0035156809772114
23955,3.581272399256927,-30.38022783699074,3.475445,3.472108800616864,3.476958111413412,3.4818074222099598,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.6259999999999994,"1,2",35919.0,0.0014034239073747
24012,3.59966530114382,-30.37987746788173,5.729534,5.723549838613958,5.730840489239234,5.738131139864509,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.294441666666666,"5,7",36005.0,0.0044285635899253
24131,3.546588379746714,-30.37980722676605,4.029426,4.022640489763855,4.029517632368767,4.035482186321703,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.294441666666666,"5,7",36108.0,0.0026377136099593
24219,3.615283501649778,-30.37967830415681,2.323126,2.318720361415453,2.32231907532982,2.3259177147096484,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.294441666666666,"5,7",36200.0,0.0021112244144103
24278,3.5668205440534,-30.37977016206105,3.697385,3.6901195139590897,3.6952052236790784,3.700290933399067,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,4,36283.0,0.0099442117943955
24531,3.601342849372456,-30.37919855119247,7.89159,7.889384969543119,7.899024133621938,7.908663297700757,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.423583333333333,3,36502.0,0.0210141616628776
24714,3.628748130795594,-30.37890926708201,6.352246,6.348277006459394,6.3562450771419625,6.364213147824531,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.6259999999999994,2,36725.0,0.0005530071986162
24808,3.637775561213167,-30.37872622205998,3.996841,3.997421427231924,4.002840358381058,4.008259289530191,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.6259999999999994,2,36827.0,0.0035130564174217
24817,3.620128013592639,-30.37873014144503,5.662414,4.012666015753771,4.012666015753771,4.012666015753771,3,1,0,1.0,0.0,0.0,0.0,0.0,manual/spl+lines,manual/spl+lines,11.671106666666663,"5,6,7",36828.0,0.0031321175423874
24996,3.607056250587788,-30.37842272932966,4.575633,4.569696638764545,4.57731498616847,4.585005305706785,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.294441666666666,"5,7",37016.0,0.0022443433783805
25028,3.542668961688698,-30.37844893993986,3.963474,3.965449452933926,3.9708393879941424,3.976464651607912,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,6,37018.0,0.0257102056764897
25147,3.610358196024509,-30.38018308729289,1.885811,1.8816754107713876,1.884800142369973,1.8879248739685583,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,6,37182.0,0.0100096521251557
25149,3.610568123159367,-30.37889272404806,4.01988,4.013304812735012,4.018741785565249,4.024177940677753,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.294441666666666,"5,7",37184.0,0.0204469850222419
25197,3.575795279769452,-30.37815889529645,0.500661,0.4988417804014775,0.5004670553849246,0.5020923231426003,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.6259999999999994,2,37941.0,0.0040360009313581
25447,3.569435090915393,-30.37788728720045,6.247132,6.232609262718839,6.240451910939016,6.248294557832248,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,4,37450.0,0.0496532304808244
25558,3.545584926993063,-30.37779016143406,2.343793,2.3398492409015312,2.34347081747039,2.3470923678020243,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,6.800248333333332,"3,5",37584.0,0.0070288139866114
25614,3.609025397763609,-30.37751603019535,4.915085,4.912694589702081,4.91910599313363,4.925517396565179,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,6,37629.0,0.0041098198272565
25774,3.543275736024467,-30.37783221070708,1.411879,1.408697307020442,1.4113091669677982,1.4139210269151543,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.423583333333333,3,37776.0,0.0047733627729734
25931,3.57553242332735,-30.37865005795499,4.288877,4.282783119719073,4.288511481518935,4.294239843318795,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.423583333333333,3,37935.0,0.0039182209178
26185,3.567070796096838,-30.3778606473943,10.060783,10.047732562053309,10.059796990913435,10.07178023846888,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,"1,4",38201.0,0.0021024061390665
26720,3.620011148716018,-30.37621062157984,2.655035,2.6501755592195178,2.654133610451802,2.6580916616839585,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,11.671106666666663,"5,6,7",38740.0,0.0081162385312351
26835,3.536318998368472,-30.37603687307785,3.341873,3.3258955838530047,3.331443048248718,3.3362376443890023,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.423583333333333,3,38856.0,0.0039198923939371
26882,3.599381959630285,-30.3759442725393,1.930889,1.923122270906616,1.9262985243719344,1.929468205810763,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,5.0495833333333335,"2,3",38884.0,0.000823412789588
27011,3.605024959677146,-30.37596230798215,2.485132,2.4810019965213264,2.485499466695729,2.4892748583287494,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,9.718025,"3,5,7",39014.0,0.0024882929456734
27148,3.599911814728531,-30.37551539701934,4.345237,4.341781784645049,4.347574121378338,4.353366458111629,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.294441666666666,"5,7",39149.0,0.0036364205629677
27266,3.557323797864068,-30.37539352102783,0.2822,0.2757950530743568,0.2819111677299079,0.2836091973062119,2,1,0,0.0,0.0,0.0,0.0,1.0,templ,templ,4.376664999999999,6,39267.0,0.0009119218888504
27335,3.625080666905728,-30.37526088785461,6.753977,6.743267390705045,6.751665055450042,6.760061435063911,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.294441666666666,"5,7",39368.0,0.0054018129751098
27506,3.622081372730471,-30.37496034289143,6.132101,6.130065813253892,6.1377972676235935,6.145528721993295,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.294441666666666,"5,7",39640.0,0.0022374493171766
27621,3.620596704402897,-30.37501027721055,1.079871,1.0782626161499589,1.0805161707476596,1.0827697265937004,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,6,39748.0,0.0040768060978224
27679,3.562037083419579,-30.3750569147544,2.986469,2.983011792304293,2.9873307529889117,2.9916497136735294,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,4,39786.0,0.0165049123379256
27773,3.612211998343816,-30.37463709234083,4.987093,4.978728170676727,4.985211177320861,4.991694183964994,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,6,39872.0,0.0057731709399987
27862,3.559704754331252,-30.37449962369516,2.067018,2.070486029429432,2.0738154969618905,2.077144964516278,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.294441666666666,"5,7",39967.0,0.0062298304609479
28110,3.620651311659063,-30.37426584617231,5.62603,5.617715798439091,5.624891688405237,5.632067578371382,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,6,40308.0,0.0258948946887206
28284,3.623366642744465,-30.37478743255576,4.329758,4.324858107992043,4.330632093613684,4.336406079235323,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,6,40506.0,0.1992557651191265
28308,3.605812329200131,-30.37391080590589,6.363283,6.359945036558458,6.367925759416289,6.375906482274119,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.423583333333333,3,40540.0,0.0025393413697479
28399,3.55268496165173,-30.38189440096943,0.265133,0.2644757126231422,0.2659277274321157,0.2676567918857178,2,1,1,0.0,0.0,0.0,0.0,1.0,templ,templ,7.294441666666666,"5,7",34819.0,0.0411797780158797
28430,3.556706750214123,-30.37861347757945,0.242316,0.2414435267511038,0.2535941565263683,0.2610764203246796,2,1,1,0.0,0.0,0.0,0.0,1.0,templ,templ,7.294441666666666,"5,7",,
28876,3.569597426299371,-30.37322304257577,7.042225,7.031051492107511,7.039759926191883,7.048468360276256,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,"1,4",41096.0,0.009975950255621
29020,3.58797522527903,-30.37305729819644,2.995249,2.9956082550067324,3.000681834748549,3.0053004424607583,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.423583333333333,3,41204.0,0.0083900782680979
29178,3.541972556601664,-30.37521059159263,3.395923,3.3934019062398684,3.4023537494033835,3.450808237436108,2,1,1,0.0,0.0,0.0,1.0,0.0,templ,templ,7.294441666666666,"6,7",45382.0,0.0030282223517051
29244,3.625254921265964,-30.37347943039498,2.515936,2.5082251960619324,2.512029343627866,2.515833471651854,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.294441666666666,"5,7",41431.0,0.0024833078149465
29315,3.540729510754602,-30.37586676927629,2.407836,2.411933699161521,2.412987486431326,2.413975821751485,3,1,0,0.0,0.0,1.0,0.0,0.0,manual/templ,manual/templ,7.294441666666666,"5,7",45398.0,0.0068905383139357
29316,3.540942182191133,-30.37550252923012,2.585887,2.5818502724273977,2.5865448524128496,2.590457381494517,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,6,,
29398,3.560148184223233,-30.37258820173019,1.136579,1.131946162904351,1.134668629651243,1.1369901273531609,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,11.671106666666663,"5,6,7",41581.0,0.0070645218625944
29700,3.624894638138065,-30.37217143075452,2.638625,2.6328427367009146,2.636781993165967,2.6407212496310186,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,11.671106666666663,"5,6,7",41894.0,0.0004337367398723
29925,3.557021759221577,-30.37324275433582,0.245924,0.2454541137610867,0.2507202331699795,0.253105668185505,2,1,0,0.0,0.0,0.0,0.0,1.0,templ,templ,11.671106666666663,"4,5,7",41771.0,0.0094529746149512
30249,3.596139281111247,-30.37137663068211,5.784264,5.777099884906119,5.784448602280041,5.791797319653963,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,16.720689999999998,"2,3,5,6,7",42419.0,0.0075708294316621
30354,3.593492323657777,-30.37125120970177,2.558738,2.553038188161852,2.55689091101102,2.5607436317798244,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,11.671106666666663,"5,6,7",42509.0,0.0056874613827916
30390,3.604634245985477,-30.37115252344006,6.372124,6.359945036558463,6.367925759416298,6.375906482274128,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.423583333333333,3,42549.0,0.0038284100763569
30414,3.554328765508593,-30.37197326369528,2.387451,2.382537889300174,2.386261394635576,2.389935003490791,3,1,1,1.0,0.0,0.0,0.0,0.0,manual/spl+lines,manual/spl+lines,4.376664999999999,4,42573.0,0.004611848644641
30571,3.55119215954272,-30.3711335189883,0.290691,0.2891275411255838,0.2905254006996723,0.2919232602737608,2,1,0,0.0,0.0,0.0,0.0,1.0,templ,templ,2.423583333333333,3,42762.0,0.0021200945017318
30649,3.608732969001231,-30.37078147940514,5.199111,5.191101782842315,5.197815075853208,5.204528368855921,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,6,42803.0,0.0096474820344693
30673,3.606978004687358,-30.37076670831414,0.717342,0.7143709839511069,0.7511566347704394,0.7709149749092785,2,1,1,0.0,0.0,0.0,1.0,0.0,templ,templ,9.920441666666663,"2,5,7",43341.0,0.0130989045821076
30790,3.625604263208541,-30.37083042012625,0.855729,0.8283185218442627,0.8540678397677738,0.8580503615384364,2,1,1,0.0,0.0,0.0,1.0,0.0,templ,templ,4.376664999999999,6,42903.0,0.0153983598195549
31083,3.60113791192953,-30.37024078070812,4.751185,4.7462239580284376,4.752459387693689,4.758691449001351,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.294441666666666,"5,7",43220.0,0.0033903885540384
31109,3.548954154709603,-30.37019154083902,0.185634,0.1346299370379842,0.1714287340495175,0.1867756896795523,2,1,1,0.0,0.0,0.0,0.0,1.0,templ,templ,7.294441666666666,"5,7",43258.0,0.0103270327869878
31133,3.602095006020594,-30.37025601168761,2.494205,2.486031088569536,2.4898111529265337,2.4935912148526564,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.6259999999999994,2,43268.0,0.0057953849932702
31232,3.545605816953135,-30.37405148069098,2.367282,2.367738950845101,2.3724086703454463,2.376871547333664,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,6.800248333333332,"3,6",41286.0,0.0157700243275769
31707,3.599726360265741,-30.36954021162342,3.292657,3.284577146265846,3.28922310804101,3.293869069742908,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.6259999999999994,2,43897.0,0.00434255210001
31808,3.601504527130071,-30.36927191427481,4.751185,4.746223548438449,4.752454439755086,4.758685331071723,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.423583333333333,3,43986.0,0.0016347373769538
31809,3.601633866738569,-30.36924337640829,4.755212,4.746223548438449,4.752454439755086,4.758685331071724,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,11.671106666666663,"5,6,7",43987.0,0.0060934017479309
31912,3.597864659967604,-30.3690458455888,3.470078,3.465018988183066,3.469860631679066,3.474702254692024,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.294441666666666,"5,7",44084.0,0.0097737469234578
31914,3.583322563049885,-30.3690414826051,0.441346,0.4403731017807973,0.4429282268286707,0.4474738080433496,2,1,1,0.0,0.0,0.0,0.0,1.0,templ,templ,4.376664999999999,4,44086.0,0.0036226245859886
31927,3.547034691655121,-30.36945236351608,2.368629,2.366449598620117,2.3700999985658657,2.373750411713448,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.294441666666666,"5,7",44597.0,0.1272730149148448
32065,3.59553069830252,-30.36879374961148,6.30023,6.2902137374290215,6.298118847470599,6.306023957512014,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,16.720689999999998,"2,3,5,6,7",44237.0,0.0926135419560916
32111,3.606001170050417,-30.36888517095076,2.330112,2.323989987664368,2.327594341058582,2.3311986944527967,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.294441666666666,"5,7",44283.0,0.0108630866347807
32265,3.537530019411128,-30.37016699117356,0.0,,,,3,1,1,0.0,0.0,0.0,0.0,0.0,fixed,fixed,14.094689999999998,"3,5,6,7",44489.0,0.002618221364902
32305,3.52838591651595,-30.36841319099102,3.231166,3.223808708430094,3.228534093458864,3.233144671619109,3,1,0,1.0,0.0,0.0,0.0,0.0,manual/spl+lines,manual/spl+lines,6.800248333333332,"3,4",44473.0,0.0035597908176816
32310,3.603195333128175,-30.36829953343136,5.080616,5.074343179946126,5.080929866289801,5.087516552633476,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.002664999999999,"2,6",44477.0,0.0075829954634254
32575,3.549918341407495,-30.36792481386499,2.253743,2.250793998782804,2.2543952836535914,2.258066079679144,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,6,44781.0,0.0011989028878182
32921,3.586493340018857,-30.3703920542622,3.791799,3.787861519436434,3.793053215254608,3.7982449110727816,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,4,45120.0,0.0147308422300313
33157,3.540782270324589,-30.36843673476909,0.778385,0.7761691729768018,0.7780952783627354,0.7800212623416873,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,6,45334.0,0.01206085399211
33251,3.604372280740574,-30.36666358625502,2.088476,2.0714206620967355,2.084533392516973,2.091691561266547,2,1,1,0.0,0.0,0.0,1.0,0.0,templ,templ,7.294441666666666,"5,7",45470.0,0.0157436410773682
33373,3.594637842915118,-30.36640370338478,3.881272,3.8798918847436856,3.8851833732690566,3.890474861794428,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.002664999999999,"2,6",45583.0,0.0028443992653086
33437,3.546419625357212,-30.36624398147922,0.0,,,,3,1,0,0.0,0.0,0.0,0.0,0.0,fixed,fixed,14.094689999999998,"3,5,6,7",45661.0,0.006546878450919
33586,3.587360090758888,-30.36649686265491,5.728861,5.723549838610309,5.730840489235591,5.738131139863362,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.423583333333333,3,45830.0,0.018161706354555
33673,3.600113527958513,-30.36581355252957,6.774164,6.767876752840828,6.776299814596082,6.784722876351335,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.294441666666666,"5,7",45905.0,0.0037358526793216
33744,3.607382681944373,-30.36582089709066,0.202951,0.1976813675696169,0.2029938823061166,0.2096270120541202,2,1,1,0.0,0.0,0.0,0.0,1.0,templ,templ,2.423583333333333,3,45961.0,0.0034539795791532
34026,3.61746137134869,-30.36720800331858,2.847816,2.8463642264546447,2.8505350139739978,2.854718215028851,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,6.800248333333332,"3,6",46264.0,0.0051257250866876
34064,3.548302139693425,-30.36519949551672,3.908193,3.90317456061992,3.908491295608768,3.913808030597616,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,14.094689999999998,"3,5,6,7",46297.0,0.0012444726069891
34114,3.543021398958145,-30.36525817461086,1.576433,1.5583867008482597,1.5611608758076116,1.5639350507669636,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,6,46339.0,0.0060438214689387
34138,3.612379571489302,-30.36503987176917,2.835523,2.829171771130584,2.8344190378088308,2.8389870401897657,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.6259999999999994,2,46368.0,0.0029757036725328
34265,3.607180703847201,-30.36481663770747,6.351511,6.348277006459394,6.3562450771419625,6.364213147824531,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.6259999999999994,2,46529.0,0.0052235214753437
34310,3.583190974721729,-30.36618680941115,2.585887,2.581336536099179,2.585219942050379,2.5891033480194574,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,4,46581.0,0.0218962144076417
34495,3.600256972680903,-30.36428822043922,5.667906,5.659848022543355,5.667069598394693,5.674291174246031,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,5.0495833333333335,"2,3",46798.0,0.0073998728482915
34506,3.531631600827036,-30.36427182580553,1.612234,1.6202389392642234,1.623990124668312,1.6270159351394966,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.423583333333333,3,46804.0,0.0032250725635071
34579,3.529660301295419,-30.3648360416567,2.50085,2.497110530631089,2.500902606497082,2.5046946823630742,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.423583333333333,3,46937.0,0.0128299746496044
34605,3.530556846876181,-30.36596643350503,3.255047,3.250722059480795,3.2553313105735504,3.2599405616663057,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,4,46961.0,0.0115585919971998
34695,3.588637702819949,-30.3639785984301,1.626304,1.5996379125774738,1.6244380505296248,1.63035820275551,2,1,0,0.0,0.0,0.0,1.0,0.0,templ,templ,2.423583333333333,3,47003.0,0.0096365624328284
34777,3.528941229844678,-30.36381533927931,2.563623,2.5591349990148577,2.565522205074636,2.577508662240652,2,1,0,0.0,0.0,0.0,1.0,0.0,templ,templ,4.376664999999999,4,47082.0,0.0026528070114811
34878,3.554092944266401,-30.36362309241883,5.774095,5.766355863714565,5.773692930858073,5.781029998001581,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,7.294441666666666,"5,7",47184.0,0.0090529924545832
34909,3.602969570691482,-30.36360877464881,0.241944,0.2409766002423069,0.2423541286948407,0.2437151164680321,2,1,0,0.0,0.0,0.0,0.0,1.0,templ,templ,7.294441666666666,"5,7",47212.0,0.0037124880163734
34976,3.549098799805949,-30.36332289078268,2.313171,2.308206585765012,2.311794972022652,2.31538221392405,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,6,47301.0,0.0071035920634467
35076,3.605366024844371,-30.36314978148766,4.798539,4.789723886144705,4.796010178587137,4.803609705178261,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.423583333333333,3,47875.0,0.0120349790804657
35113,3.612512384507468,-30.36308992065051,2.341454,2.330756299496464,2.335547548830003,2.3403793067065086,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.6259999999999994,2,47433.0,0.0011455519613101
35123,3.591928729950257,-30.36306885803072,6.254383,6.244093628094552,6.251948728006631,6.25980382791768,3,1,0,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.423583333333333,3,47443.0,0.0092308311089422
35401,3.588951602408107,-30.36303001246324,2.4991,2.4915664143742418,2.4953524785043437,2.499138542633141,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,4.376664999999999,4,47781.0,0.0109442011643347
35426,3.532610169727253,-30.36340130778234,1.155187,1.1550640169527164,1.1606159916725634,1.1635613361901065,2,1,1,0.0,0.0,0.0,1.0,0.0,templ,templ,4.376664999999999,4,47763.0,0.0199269557348963
35436,3.534222639371892,-30.36552595681587,2.303907,2.292497070396372,2.296067274589274,2.299637478782176,3,1,1,1.0,0.0,0.0,0.0,0.0,spl+lines,templ,2.423583333333333,3,47771.0,0.0369029888073356
