frame_width_px,frame_height_px,total_pixels,brightest_region_x_px,brightest_region_y_px,peak_radial_radius_px,pixel_scale,angular_size_estimate,product
4144,2068,8569792,980,544,29.750588724352355,"not available (display-stretched preview, no WCS)",not available without calibrated FITS/WCS product,jck909c4q_raw.jpg
