phase,rv_keplerian_m_s,rv_circular_m_s
0.0,56.121351000000004,55.77
0.001669449081803005,56.118204454214265,55.76693187705408
0.00333889816360601,56.108765189694836,55.75772784579486
0.005008347245409015,56.09303432490165,55.74238891892092
0.00667779632721202,56.07101372375675,55.7209167841394
0.008347245409015025,56.0427059953774,55.6933138039803
0.01001669449081803,56.00811449370263,55.65958301553659
0.011686143572621035,55.96724331701322,55.61972813012996
0.01335559265442404,55.92009730734523,55.57375353290255
0.015025041736227046,55.86668204979717,55.52166428233443
0.01669449081803005,55.807003871731055,55.46346610968703
0.018363939899833055,55.7410698418674,55.39916541837254
0.02003338898163606,55.66888776927455,55.32876928324936
0.021702838063439065,55.59046620225231,55.25228544984366
0.02337228714524207,55.505814427110366,55.16972233349719
0.025041736227045076,55.41494246684161,55.0810890184413
0.02671118530884808,55.31786107969076,54.98639525679749
0.028380634390651086,55.21458175761855,54.88565146750436
0.03005008347245409,55.10511672466181,54.77886873517126
0.03171953255425709,54.98947893518991,54.66605880885865
0.0333889816360601,54.86768207205774,54.54723410078543
0.035058430717863104,54.73974054465594,54.422407684963176
0.03672787979966611,54.605669486858524,54.29159329575772
0.038397328881469114,54.46548475486851,54.15480532637791
0.04006677796327212,54.319202924962056,54.01205882729201
0.041736227045075125,54.16684129113141,53.86336950457172
0.04340567612687813,54.00841786262749,53.70875371816408
0.045075125208681135,53.843951361402375,53.548228480091396
0.04674457429048414,53.6734612194524,53.38181145257945
0.048414023372287146,53.496967576062396,53.2095209461142
0.05008347245409015,53.31449127495172,53.03137591742709
0.05175292153589316,53.126053861322674,52.847395967409284
0.05342237061769616,52.931677578811936,52.65760133895504
0.05509181969949917,52.731385366345734,52.46201291473441
0.05676126878130217,52.5252008548994,52.260652214895586
0.05843071786310518,52.31314836416201,52.053541394697085
0.06010016694490818,52.09525289910683,51.840703242070035
0.06176961602671119,51.871540146468426,51.62216117511091
0.06343906510851419,51.64203647112697,51.39793923950486
0.0651085141903172,51.4067689124008,51.16806210588
0.0667779632721202,51.16576518024774,50.93255506709301
0.06844741235392321,50.919053651376345,50.69144403544621
0.07011686143572621,50.66666336526753,50.44475553983644
