SOURCE_ID,ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,ruwe,phot_bp_rp_excess_factor
661017216569202432,130.8159386450233,19.109137287318912,5.18247370067193,0.08802853,-36.166222531441484,-12.729491041354098,17.237532,18.945919,15.992115,2.953804,1.0119792,1.4758494
661239390935360512,130.2800171497586,19.446861707718575,5.51018254205024,0.018202841,-38.01966977200048,-12.074203057123217,12.170433,12.638067,11.545835,1.0922327,0.9614813,1.2196863
661259040408504064,129.81537093531279,19.333992596762098,5.535455592394356,0.18802677,-34.64266453944191,-12.521506238709119,18.26104,20.049427,16.952328,3.0970993,0.99618715,1.5447383
661268940310277888,129.85390844632494,19.459287719606724,5.3890364338391805,0.028133871,-35.01254366746589,-12.781415134378763,10.330844,10.630808,9.86649,0.7643175,0.97615886,1.195738
661269043386545536,129.86892844592822,19.473594513562976,5.4193228558734745,0.028739156,-35.755698562002465,-12.47731493810403,11.37276,11.831926,10.759586,1.07234,0.977609,1.2155448
661278767195471360,129.47854139696375,19.485970131324056,5.385875331216452,0.08866064,-35.2339639762643,-12.351150781281714,16.681013,18.273724,15.461262,2.8124619,1.0392988,1.4617864
661290758744228224,130.07523317524996,19.53193603950714,5.410258093181366,0.030780256,-36.250804768067944,-12.118188328434929,7.51539,7.576736,7.378975,0.19776106,0.89385337,1.162665
661313367453547904,129.77115070811422,19.757297960112172,5.352428111742943,0.11968196,-37.01336349142027,-12.67201649157008,17.064358,18.716148,15.820868,2.8952808,1.0041564,1.4815456
661313569312788096,129.7788232049725,19.7855175503413,5.340546129880075,0.2171972,-34.99211673783128,-12.015953803137744,18.489721,20.450928,17.166388,3.2845402,0.95378083,1.5432359
661317250102374528,130.13186156025472,19.850226601844774,5.418012762356368,0.020465555,-34.85522313131463,-12.301051320429094,11.427479,11.80335,10.892189,0.9111614,1.0186185,1.202177
