frame_width_px,frame_height_px,total_pixels,brightest_region_x_px,brightest_region_y_px,peak_radial_radius_px,pixel_scale,angular_size_estimate,product
1177,518,609686,577,452,6.3593493638963166,"not available (display-stretched preview, no WCS)",not available without calibrated FITS/WCS product,id5o27qbq_raw.jpg
