threshold,pixels,centroid_x,centroid_y,axis_ratio,bottom_edge_fraction
12.0,32897,585.1898863157095,354.46143556659774,0.6138870246917691,0.12489379779099405
19.0,21051,583.1412690518679,356.784097358336,0.6097668907991252,0.09175870858113849
36.0,10563,581.2305120232328,349.0655390597878,0.5876570235271444,0.021240441801189464
58.0,6225,579.9616370578364,334.88220374423616,0.5621582118573886,0.015293118096856415
130.0,2070,582.0488047056003,298.8090030830334,0.497025832709782,0.00594732370433305
