wavelength_A,flux_1e17,ivar,and_mask
3806.272589737735,54.982757568359375,0.02910403162240982,0
3807.1503077902407,62.60450744628906,0.02681083045899868,0
3808.0261377153843,59.56550216674805,0.027755923569202423,0
3808.9042601321803,56.86013412475586,0.028153134509921074,0
3809.780493551755,53.543392181396484,0.029709039255976677,0
3810.659020519133,43.955562591552734,0.03179742395877838,0
3811.5356576190284,33.04236602783203,0.03487324342131615,0
3812.412496388137,27.307218551635742,0.037654295563697815,0
3813.291630289555,25.496002197265625,0.03906678780913353,0
3814.168873017869,15.922598838806152,0.04229472577571869,0
3815.048411935859,21.409826278686523,0.040286943316459656,0
3815.9260588094817,17.985050201416016,0.040364284068346024,0
3816.8060029306343,21.78919792175293,0.038766711950302124,0
3817.6840541357556,23.591432571411133,0.03833656758069992,0
3818.5623073354027,22.566295623779297,0.04029395058751106,0
3819.442859369643,21.941242218017578,0.04062528535723686,0
3820.321517180123,23.653560638427734,0.04185307025909424,0
3821.2024748842678,26.81583023071289,0.04161141812801361,0
3822.081537491985,19.11517906188965,0.046513769775629044,0
3822.962901052926,20.63016128540039,0.046923793852329254,0
3823.8423686443693,24.587942123413086,0.04623327776789665,0
3824.7241382490856,23.159503936767578,0.04726552218198776,0
3825.6040110108315,22.77396011352539,0.04924948140978813,0
3826.48408618615,20.481464385986328,0.05016026273369789,0
3827.366464965097,21.500255584716797,0.05023707449436188,0
3828.246945590631,21.72295570373535,0.04619615525007248,0
3829.129730881063,17.24636459350586,0.04635239392518997,0
3830.010617143604,18.85600471496582,0.04417974129319191,0
3830.893809132801,22.64066505432129,0.043843697756528854,0
3831.7751012192257,21.125274658203125,0.044135645031929016,0
3832.6565960457365,22.344432830810547,0.04572874680161476,0
3833.5403981918244,24.852102279663086,0.045928705483675,0
3834.422299122584,32.290313720703125,0.04541119188070297,0
3835.306508435901,36.3637809753418,0.04591422155499458,0
3836.1888156580017,37.42136764526367,0.04783887043595314,0
3837.0734323261304,34.4678840637207,0.049840427935123444,0
3837.9561460267496,24.2271785736084,0.05358074977993965,0
3838.839062794496,18.1613826751709,0.05454730987548828,0
3839.724290603761,28.29907989501953,0.05090668797492981,0
3840.6076141308436,30.183320999145508,0.04901245981454849,0
3841.4932497641403,29.055965423583984,0.04825493320822716,0
3842.376980237953,31.905559539794922,0.04729234054684639,0
3843.2630238831666,24.650230407714844,0.05196596682071686,0
3844.1471614911898,28.573863983154297,0.053116388618946075,0
