redshift,nii6583_to_halpha,ratio_ci_low,ratio_ci_high,n2_log_ratio,fwhm_km_s_not_resolution_corrected,width_ci_low,width_ci_high
0.02127545326948166,0.6403547280003371,0.5813442542543226,0.702427564628262,-0.1935793795551038,350.66398282446704,330.0459266280375,372.6873173567979
