window_low_A,window_high_A,nii6583_to_halpha,fwhm_km_s
6490,6615,0.6454295151849422,353.0196136295874
6500,6610,0.6474604408069753,351.7900053418178
6480,6625,0.6403535112950268,350.65961928376356
