SOURCE_ID,ra,dec,parallax,parallax_error,phot_g_mean_mag,bp_rp,ruwe,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_n_good_obs_al,dist_pc
1999267663812998912,358.1895423876081,58.93456664572715,14.397888032647295,0.018396972,11.291588,1.5491142,1.2305524,0.1610094,37.328617,452,69.45463096618714
1999702039630014592,334.36119251683533,49.19610892986621,11.46526993768517,0.0182195,8.157813,0.6978731,0.9778657,0.12537846,12.427308,388,87.2199263894435
2003894992864592256,340.9570058356859,55.748494777743005,14.405384441786856,0.012465387,10.074314,1.1374168,0.91601545,0.073071174,6.8987722,429,69.41848751354526
2005068755894548096,335.1467390218466,54.84144766411101,20.230518931563005,0.016309358,7.2942033,0.64731216,0.97663265,0.12819785,14.8654785,415,49.430269356058496
2007086291008822528,342.5205997876393,57.17887016325436,12.960073463910115,0.011212095,9.913141,0.9877138,0.9181052,0.076762915,8.199354,426,77.1600564444868
2007121887695074816,343.5277325389485,57.60967393437161,13.416551483523092,0.0171112,8.905092,0.8357525,1.2882265,0.15411441,31.394829,407,74.53480137784311
2012554127968057088,355.7431137255635,60.718436036990354,16.440616173334263,0.012577745,11.75641,1.5980511,1.0391493,0.08753698,11.27843,404,60.824970880467525
2013981358476175360,347.25724015485656,60.1603979878311,17.809085961656574,0.01573593,8.315317,0.74695826,0.99121845,0.1072801,11.063347,380,56.151113097720234
2015582320430063232,353.57771775428233,61.87033873525817,10.464397664575243,0.011541393,10.153585,0.9194422,0.81635386,0.06758511,6.153861,386,95.56211757751379
2066771286844127360,313.1130269467864,43.22794789406203,10.090822273009836,0.012447531,9.185547,0.7083044,0.94313496,0.07788264,7.6088004,382,99.0999517130258
2067940033342775168,308.4522960339023,41.772361263896755,10.419047955536525,0.016561566,6.230131,1.169837,1.1344808,0.13335106,24.940346,313,95.97805905755669
2069540544314507520,309.1709549914158,43.155794156805754,14.460717709625978,0.0137718255,10.165715,1.0306511,1.0478557,0.10721122,16.780462,390,69.15286088008868
2069664617330417792,309.92553349153525,43.76809526351994,14.301622519137348,0.012379307,11.439893,1.5363817,1.018603,0.11042239,19.55583,420,69.92213636333051
2077071477420073984,296.1986396401901,42.02601741204801,35.99096441057371,0.0696769,7.8735027,1.0562091,5.4011736,0.8387468,474.1182,432,27.784751433507353
2080017172146316288,295.3190149742582,45.76291213344291,16.614464290480708,0.011845145,10.668961,1.3283253,1.1070188,0.07047755,6.597676,291,60.188519022726005
2082562129251855232,303.652018924163,46.87140352653366,10.52636617868613,0.512508,11.573187,1.6852055,47.230873,6.204267,50263.13,399,94.9995452395346
2084032554258818944,306.75991741941476,49.38361485992797,25.60347503014155,0.028616332,5.6450872,0.44602346,0.7832222,0.24994366,73.55695,241,39.05719824448656
2116305144665376896,272.9905767022223,46.23311995667211,26.830990378584875,0.0095432475,10.516365,1.6954212,1.013739,0.07307785,7.631211,393,37.27033500776583
2118264027711007872,276.8624248713732,45.45450440002343,15.251441687339659,0.015302616,11.411289,1.6078196,1.0037289,0.14168596,27.835546,334,65.56757193846848
2122710418372779008,270.6550584458831,48.29890471838228,11.579734799661123,0.044112943,7.8402586,0.7409754,2.5177197,0.5149933,165.86453,343,86.35776356719884
2123267625952756736,270.20139511091423,49.89934914464495,10.387277530190447,0.070576474,11.8266325,1.4937248,5.679747,0.7273088,653.6911,269,96.27161660921419
2125637554547780352,270.87340425725023,53.414977630902854,17.408939951960832,0.15875575,11.96883,2.1668196,14.470852,1.9293197,5504.077,340,57.441751350711414
2126320664807887744,292.91372170519645,44.210265622324094,15.157713566617502,0.0095217675,10.260241,1.1265736,0.8829764,0.06178914,5.823245,386,65.97301074499414
2130415314826428032,287.5661559719111,46.30315952814521,10.994925028563694,0.008981824,11.490692,1.2958813,0.7509017,0.062301673,5.9917216,383,90.95105218108372
2132656360042532608,289.3273646500598,49.849967761171676,12.212072117349589,0.016245153,7.174354,0.5125675,0.9613232,0.13678661,15.887232,301,81.8861852755773
2134043183502473216,285.5050094806543,51.87421358503123,11.055558633460025,0.01524274,10.382441,0.9774208,1.3161515,0.14717877,32.11954,327,90.45223612432083
2134742511558732544,295.8758265613011,48.59277210536873,10.537462172477015,0.012610025,8.637142,0.8158512,0.8717415,0.078808725,5.8013225,327,94.8995103025772
2135384798148696576,296.3783056993601,50.77426153211745,22.952179580760866,0.012700561,8.777291,1.0077763,0.99551433,0.09294789,9.167301,343,43.56884697949239
2143060484520169344,288.57117241674865,58.206961106590825,14.214978960904508,0.009930788,11.835302,1.622489,1.0255569,0.07364279,7.899376,357,70.34832782730825
2145212404871681792,277.159391127791,51.250388001144444,15.06106481407627,0.17392482,11.856408,1.932682,19.751064,2.1438427,6378.0137,351,66.39636787602075
2149361854378476928,273.0131884598274,53.107741022062484,10.60678756451953,0.01099722,11.286225,1.1596231,0.72615415,0.07947578,8.854603,295,94.27925221629518
2150686078695118336,276.3929897377565,55.72124897614753,11.13574532167952,0.010940194,9.107796,0.7290211,0.92417854,0.074628465,6.7821054,307,89.80090430526994
2150850112086386816,274.3415468177587,56.06481310401817,25.419400292772863,0.011796828,10.171951,1.5210266,1.0171334,0.067924134,6.14905,272,39.340031176279
2151161617475079168,276.27224246731,57.0576469093316,22.467484529710394,0.011399213,11.228836,1.8437881,0.9634866,0.10507105,17.532166,331,44.50876548630208
