t_start,t_end,duration_days,peak_mag,t_peak,n_cadences,sector
1711.3681243370104,1719.7794156818538,8.411291344843448,2.5197828,1713.8515168015851,5997,15
1724.9447933242047,1730.6837357358486,5.738942411643848,1.7885445,1725.082295235977,4035,15
1751.8267525297085,1761.8682245466464,10.04147201693786,2.013811,1755.2405837478734,7175,16
2830.983278539455,2832.041614709439,1.0583361699837042,0.7061949,2831.670780478558,609,56
2847.7304210296284,2853.141451498415,5.411030468786521,2.121022,2850.4526043632577,3842,56
3370.838597121716,3372.7955203088727,1.9569231871569173,0.8502832,3371.9788619987457,1410,76
3559.460271107591,3565.5255640855744,6.065292977983518,1.6275809,3564.449174949238,4073,83
3568.8491693247684,3574.388022347046,5.538853022277635,1.9747704,3570.4227741600102,3812,83
3574.679686126586,3584.378157709731,9.698471583144965,1.3362739,3577.8185391440506,6801,83
