ecc_threshold,short_fraction,long_fraction,difference
0.1,0.13092740243390685,0.6202928870292888,0.48936548459538187
0.2,0.06504406210658834,0.41527196652719667,0.35022790442060836
0.3,0.03399076793957197,0.2719665271966527,0.23797575925708075
0.4,0.015107007973143098,0.18200836820083682,0.16690136022769372
