SOURCE_ID,ra,dec,parallax,parallax_error,pmra,pmdec,radial_velocity,radial_velocity_error,phot_g_mean_mag,bp_rp,ruwe
486087738386602624,89.75122195274709,71.33384612083127,6.786864259555966,0.015174365,4.111420622304124,-35.19984315557679,-1.0215006,0.32026586,8.923034,0.5152149,0.9365817
4599710073355218048,259.3530395685651,30.4113148729394,7.205622033945202,0.012864453,-11.765113137642519,-5.679440606761443,-7.6920457,0.18909149,9.934753,0.8441076,1.1018548
6839283420817505280,330.3870919481059,-15.61204705231511,7.0114632292318735,0.02406111,38.099298923359655,-5.692886861074424,6.413607,0.12148944,6.828051,1.0603137,0.99674535
6140009865392980224,192.90687913704932,-41.0327107343903,8.776928834986256,0.01521906,-0.41059135259143575,-15.247747175990607,7.944992,0.14796546,9.370744,0.7011404,0.99783784
2611756972609498752,343.36449705496284,-5.988263721536462,9.886260415205587,0.031814758,-68.39809374620097,-48.86636314613041,6.734954,0.19274713,6.8871317,0.3927288,1.2268173
3380338312213644416,102.99975006953139,23.601682615516822,7.274806414892579,0.073897384,-39.65115878770199,-8.859152668707132,33.03494,0.1332473,5.1445856,1.6490936,1.3023041
4844923603257974528,61.50504595285519,-38.997680715549464,11.501181941491243,0.012485163,-24.427556861169055,-147.60699547078133,-2.0063844,0.13606213,8.72236,0.88351727,1.0381136
4860043125090492928,54.26926608468204,-36.292190421988224,7.0067489099864355,0.024160998,3.113028262179384,8.038337834028136,10.580498,0.43009225,7.2339516,0.10457325,1.0757359
1868633347290733952,318.88859085713324,37.2005850718284,8.422183675190691,0.012364541,110.04763699161575,43.349139696804755,4.7931437,0.17196728,9.401132,0.7207527,0.87945926
3216715623198286720,82.76462925773474,-3.3233597517797135,16.604358219102146,0.01568425,-60.0554205004995,-120.40981532699877,14.746558,0.14368892,8.638946,0.85309124,0.971132
4397882722531213952,239.28597178411496,-6.296645969027533,9.005414167226016,0.025830876,5.91637267833474,-2.3464948102792613,-31.350563,0.6042274,7.1672444,0.23240423,0.9315087
925918709054723840,117.53003254198096,43.64723517210805,14.806824067308147,0.015980894,-15.119400129711149,7.124176152765585,-6.2639685,0.18777767,8.829121,0.78411674,0.9546024
6577245301425920384,319.92193187507564,-43.859969834099545,11.22045453000675,0.01553677,79.38603898555547,-118.71563852155396,-21.558868,0.16490358,9.846726,0.86752605,1.0273049
3072260892185720960,130.99388550495476,-2.2664931339310526,13.344677416965984,0.018987915,-17.40466596438481,-59.36618560588151,-0.30468583,0.14628674,8.651013,0.8636093,0.8792642
6228477704835004416,227.77000059513338,-22.07788742645976,8.762121994324247,0.039845858,-35.25991176102437,-41.537395291319456,-17.046017,0.6136613,8.345341,0.51545143,1.0897909
3215452731013373440,78.4588026118552,-0.8867592601924152,7.407801741536264,0.028334891,2.582067854916663,-29.769008841213676,7.3089824,0.26703155,8.076412,0.4787016,0.9324237
331280246406816896,34.29946297762721,37.48628612433211,8.06572068857229,0.027559798,14.791583446863145,-20.478423913838398,-21.63554,0.7010035,9.702636,0.6902561,1.2506498
6862546338084463104,309.2154356246216,-17.01525134953306,6.916825438921814,0.01785741,16.75696453136533,-71.56406975673576,10.8197365,0.19889337,9.129374,0.59999084,0.9903198
6909992326405505408,313.2100479635495,-7.080708199942835,8.994373578394098,0.017201696,-48.353474438487765,-101.7338384137158,50.332687,0.13564894,9.093243,0.76698303,0.9263969
4221731476475911552,301.735962713089,-3.7563923290978836,9.438850748536249,0.019977538,-12.479256234344229,-12.318385962761448,17.728363,0.20926534,8.612452,0.6305733,1.0037113
4830364110801342336,62.42431369020262,-49.43907427223126,10.557728046650778,0.010782591,60.93228365142204,19.05172378865536,46.995903,0.19604978,9.480928,0.860857,0.93386585
1097091022864217472,123.39503334724414,68.57458297930226,9.20086162964338,0.014383181,-44.66686012141162,-49.83340506423334,-22.34886,0.14567837,9.58691,0.7911663,1.1020582
3130445948017282560,98.17792106915203,3.81449620473739,9.486852370468585,0.024457788,3.121639642174048,-4.571569102504799,-4.174498,0.19032227,7.166251,0.642128,1.1697671
4749715517019131136,49.84221990498206,-48.83208672449345,7.688241379924385,0.010084767,-17.357244895129437,-36.576799700906605,-1.1282564,0.23634028,9.091815,0.5882349,0.8851826
813906786608830464,144.86427368818605,42.28584449311878,13.540960346589499,0.01944889,-6.017068984865467,-6.486360473842261,-4.017412,0.19108,8.655816,0.7197075,0.97614235
4514224693596678016,285.767830481826,17.835810012662833,8.755267909698949,0.014130525,-3.969827705008241,20.05754275083737,-26.609848,0.3254323,8.584407,0.5651455,0.76936144
5923327700182691840,259.8322585523107,-53.386550703408,13.3617178781166,0.026386261,-13.195543870855335,-176.65385371697656,46.51408,0.13038363,8.099123,1.0643659,0.9149375
2003490819261825024,339.020929764021,55.06334598193772,8.010013632502913,0.017966233,-42.06606612564658,-69.09212041046914,-44.471424,0.13754082,8.395101,0.7458744,1.0063684
2963296987772631424,79.15628722087985,-19.8399328508257,13.214250121209455,0.016146414,0.5013872616375554,177.37285032669757,2.2674327,0.17825404,9.907562,0.92850685,1.104507
4678721940999044480,67.84882102469894,-59.76683809257491,7.68315895397202,0.016002752,12.082367799746338,7.146529810321406,0.4107542,0.19176964,6.9741435,0.28848743,0.881638
4739788232690588416,35.993728346097306,-56.121730330094756,6.817507189710922,0.012797135,-5.684697024989154,-9.158839277347552,21.087032,0.18389586,9.384054,0.73641396,1.008253
5496642696667286400,97.37194288370198,-54.41311412008177,7.587658477371559,0.012818316,-36.75041722304339,-27.872539714241434,7.4469185,0.69383156,9.592157,0.71189976,1.1569654
4409459961495732096,239.1535820136845,-0.9086788188691122,7.0236328629939,0.019433646,-16.057496933452743,-31.059098970900024,-9.661798,0.31294638,9.202666,0.6289749,1.090753
2091291353916180224,279.58675662878795,33.30500289246191,7.342983234599302,0.014635862,9.343916194112799,-4.831248271525716,-60.287373,0.14134243,8.483643,0.79203796,0.9965672
4231074847110291328,306.3412567260586,1.7522613591505967,7.92497760358714,0.024321396,17.48462176891201,3.325681311864054,-29.047575,0.13569352,8.070524,0.705801,1.1100725
1566471540329536640,197.78648080076127,57.511707536784165,7.362735120840925,0.014461077,-92.48938525710292,-16.838233809996,-25.824625,0.16471435,9.979651,0.8404608,0.8610097
5942635910318609152,249.99773079052827,-46.70753122804193,7.523041198829222,0.021470757,0.13946474993434865,20.166214005064496,-0.7554722,0.17638789,9.000145,0.59476566,0.9653591
4085274249473293312,283.8311326505269,-20.033489545933815,11.50014286301299,0.014588191,83.93243241165982,-33.03984343634115,-33.978947,0.19023898,9.701256,0.87455845,0.8358105
398265174829845504,20.86960049850205,46.89043510578095,12.258658020444122,0.02438537,104.26778858065657,-44.97785659422229,-3.7625768,0.15367146,8.12767,0.83297014,0.9152956
1163536640833785728,229.40360529782293,7.844537853881593,11.492522119792584,0.0257598,28.604168221543915,-14.60700021125454,3.2939448,0.15029436,7.8026614,0.5072136,1.0503558
5303854293507991680,135.8461464538299,-57.766360331895314,7.512905465234432,0.024404738,-14.794199134402275,14.405032074977456,21.247059,0.42126605,7.876747,0.16006708,1.1371799
5928523541136804352,248.47696412962262,-56.55597359710979,7.023834786391935,0.0139552355,-9.392614497002556,0.36962633259019023,9.271013,0.21181089,9.929355,0.80865574,0.73806
6299932422902342016,214.87963255342694,-13.711057024010024,16.124110916261643,0.034301035,-198.59388902359717,-45.579443537975536,-40.742825,0.14545824,8.228836,0.74980974,1.049114
6280025520067317760,219.00490681581869,-20.921303064784677,7.799174937133498,0.023208983,-53.180320591989734,-13.211386075051427,-36.53282,0.20098168,9.4987755,0.74573517,1.1492234
4477260006010088704,277.09192561878143,6.835642255397099,16.3235586424251,0.024336262,21.91421097322585,55.09209729193513,-52.957855,0.12794442,7.512769,0.6457448,0.95278615
5712514762360664576,118.92974844517504,-20.362956005214453,7.482337070063529,0.013317711,-12.717503342757116,12.046284499207445,29.005037,0.19290821,9.524563,0.6870098,0.8792992
3208587277330249856,78.20063354346843,-6.057326650343134,8.015840787260867,0.040573828,21.540763141955175,-30.88008491040984,25.553444,0.11742937,5.6570015,1.1035862,0.97217834
2384410334858971776,345.62129377032585,-23.580970059114392,8.068157441732271,0.023853209,43.1579797294694,1.8204117904129506,12.20832,0.19121425,8.228751,0.61816835,1.0211794
4721430889632930944,42.4353601823182,-62.54717562309535,10.105286073658975,0.012640307,69.59842401250347,10.317651999254515,8.338924,0.26283708,9.912044,0.821084,0.89790404
2072425113101238016,300.7058728946873,38.91119917561035,15.442510408849985,0.0130533315,89.43535502000786,-90.39585228917568,-43.269535,0.16213231,8.496465,0.7343044,0.7892953
1819293690704484992,308.761937353785,23.710458625199134,11.34052495235629,0.023479484,46.09665135654386,-0.6177017616590952,-28.05806,0.13943897,7.662422,0.60560036,1.0839832
5823033754192209280,240.4758089274422,-64.60367806339939,7.88221377853184,0.015999224,-4.750370743102722,-15.377305638780381,-2.8249571,0.3348811,9.892962,0.7460575,1.0947795
6542421496134896768,346.29991681109124,-41.660060014748225,8.082866074517213,0.02160641,84.91104845463215,-60.95844648813063,4.8019648,0.39816186,9.58508,0.7293291,0.9278289
1910741481528764416,346.7507549610022,31.99123550886709,9.340398407616226,0.030667601,-51.308056809979476,-162.29140220325496,-42.205593,2.3452392,8.331476,0.76979494,1.2827644
2078057876786683136,295.7219891038696,43.68625538304947,12.228765097825676,0.013040945,-28.062588385831813,-29.52671926749908,17.608002,0.16644438,8.796614,0.73906326,0.9432424
6137651133776137984,196.95852455583238,-41.90929244461459,7.6406774681578975,0.016810227,-27.68641937199305,-16.74277475428643,8.494175,1.1282486,9.349525,0.66050243,1.0768245
4421207070708633984,231.16393398557108,2.3028170778537227,9.281684354472445,0.016068563,8.882427803947454,31.62376576198688,32.48201,0.1654099,9.491156,0.72671986,1.0211207
2010027377219876736,344.3558305411491,57.01298702715139,7.018862608850161,0.021283025,-14.639455151530253,9.788005566769145,-6.463802,0.6869443,7.9458447,0.2686262,0.97380686
1449395610922504576,200.23897584155247,27.235456239807544,13.988450974670469,0.012760341,-58.9961204847268,-44.19346593971915,-11.382756,0.17303297,9.635527,0.96608734,0.8837573
3022344782272740736,87.21643863672018,-5.773652124222877,10.912449780000731,0.01564792,-1.4690785180621775,-51.72464560366973,-21.612461,0.13875203,8.95551,0.7729778,1.0218241
5866206043905723392,211.8714035710084,-61.562409156713535,13.986763069635444,0.018640138,-69.10414948666339,-29.783050727088614,-4.0733953,0.15560335,7.660942,0.55883217,0.88623613
