specObjID,plate,mjd,fiberID,ra,dec,z,h_alpha_flux,h_alpha_flux_err,h_beta_flux,h_beta_flux_err,oiii_5007_flux,oiii_5007_flux_err,nii_6584_flux,nii_6584_flux_err,lgm_tot_p50,lgm_tot_p16,lgm_tot_p84,sfr_tot_p50
302921807688656896,269,51910,199,151.12586,-0.15564361,0.1226908,978.9601,9.54037,219.2803,4.224236,85.29597,3.232491,424.3368,5.027249,10.33172,10.23625,10.45623,0.9084492
302926205735168000,269,51910,215,150.59451,-0.91320393,0.09436264,222.838,3.723564,55.8471,2.846374,18.26258,2.608754,68.62834,2.50904,10.10874,10.03491,10.20681,0.4276711
302927030368888832,269,51910,218,150.55172,-0.77312205,0.05648548,217.968,3.789917,38.69859,2.713639,13.08348,2.523856,97.90911,3.026147,9.946908,9.854569,10.05,0.08202766
302928129880516608,269,51910,222,150.84964,-0.027941251,0.09303447,145.5672,3.798499,32.25592,2.807461,42.16195,3.181415,103.0107,3.516646,10.73137,10.6453,10.82776,0.2667719
302933902316562432,269,51910,243,150.43892,-1.1827593,0.0661617,160.3882,4.000941,46.14803,3.208065,20.60975,3.502266,77.15231,3.368165,10.19109,10.10298,10.28712,-0.03078269
302934177194469376,269,51910,244,150.39231,-0.90711758,0.04718106,110.4406,2.918484,28.6416,2.186178,36.85067,2.376289,26.33488,1.823732,9.686858,9.624001,9.774826,0.03838542
302934452072376320,269,51910,245,150.40584,-0.9435057,0.04726475,163.9363,3.626278,37.55651,2.366716,23.17944,2.308939,49.85883,2.377002,10.06128,9.978192,10.15853,-0.05127244
302935001828190208,269,51910,247,150.47408,-1.0509099,0.05648488,214.2455,3.524299,52.72038,2.749964,95.33781,3.3069,31.31738,1.855801,9.306762,9.252387,9.383362,-0.1164893
302936925973538816,269,51910,254,150.45315,-1.1409109,0.04035684,88.25537,3.100605,26.89525,2.445652,19.12432,2.60013,24.82257,1.92494,9.402046,9.336679,9.497765,-0.2435294
302939949630515200,269,51910,265,150.69248,0.0067414224,0.04475605,639.3829,6.824699,180.0863,4.258626,127.8281,4.025617,142.2325,3.309275,9.404994,9.339343,9.500642,-0.0545533
302941049142142976,269,51910,269,150.63558,-0.49514313,0.09238136,0.0,-0.7862344,100.7633,4.824772,23.48352,3.959632,0.0,-0.7862344,10.99613,10.90364,11.09055,0.6997533
302941324020049920,269,51910,270,150.67113,-0.4238992,0.06376865,252.241,4.7675,58.73394,3.137128,16.68364,3.027432,118.3687,3.64881,10.58231,10.48781,10.67293,0.404604
302942148653770752,269,51910,273,150.64775,-0.067609023,0.03437575,261.9296,3.756003,80.08849,2.920057,155.2985,3.840106,30.35669,1.732889,8.899521,8.844555,8.977134,-0.3818667
302943523043305472,269,51910,278,150.71701,0.068748223,0.03245946,254.2883,5.316249,74.3531,4.052472,40.42921,4.107084,105.9064,4.177352,10.00071,9.909976,10.09657,-0.4147799
302944622554933248,269,51910,282,150.19465,-1.1771859,0.1222148,182.8955,4.773358,44.88894,2.400111,20.58668,2.447324,58.82855,2.605914,10.30414,10.20861,10.42361,0.7018613
302945722066561024,269,51910,286,150.12542,-1.2363467,0.1002933,184.4974,3.364906,45.59676,2.486708,11.64296,2.255813,82.0004,6.377543,10.31539,10.23786,10.40525,0.4661727
302946271822374912,269,51910,288,150.10603,-1.0495469,0.04623836,500.8737,5.909767,113.9501,3.194318,41.15973,2.639225,158.5574,3.175176,9.473229,9.394493,9.567807,-0.1768668
302947096456095744,269,51910,291,150.05715,-1.1708802,0.1377527,209.1499,5.000899,42.99218,3.663916,25.45943,4.159702,96.31287,3.992165,10.95932,10.86457,11.06176,0.6123039
302947646211909632,269,51910,293,150.31844,-1.0126476,0.06834973,871.2832,8.789484,202.3544,4.079006,254.8139,4.979282,170.8294,3.289074,9.863636,9.799586,9.956543,0.5023352
302948195967723520,269,51910,295,150.17206,-1.1869507,0.1228739,67.51685,6.540745,29.32154,5.544269,75.60844,5.391195,128.1105,6.2238,11.17918,11.08333,11.26945,-1.054863
302950120113072128,269,51910,302,150.3568,-0.69633848,0.06270817,111.9829,2.745223,37.12442,2.131411,17.93614,2.059914,24.84381,1.598343,9.645445,9.587848,9.729706,0.1687677
302950944746792960,269,51910,305,150.44701,-0.71353631,0.123129,337.3811,5.173303,94.89032,3.459189,103.2947,3.216413,60.10386,2.640922,9.949208,9.876493,10.07867,0.5186814
302953418647955456,269,51910,314,150.54143,-0.18924419,0.04470943,694.8866,7.660854,167.3249,4.032068,101.3435,3.8767,227.4367,4.17865,9.693502,9.624361,9.789804,0.1313462
302955067915397120,269,51910,320,150.46339,-0.68125326,0.08627754,113.0063,3.169579,24.95343,2.445901,12.94563,2.370721,44.46018,2.36958,10.65162,10.55339,10.74954,0.3575601
302961115229349888,269,51910,342,149.91583,0.5873293,0.0654925,231.3047,3.666977,66.27748,2.829596,39.54266,2.880787,90.32775,2.720397,9.043545,8.908153,9.200373,-1.253461
302961390107256832,269,51910,343,150.62006,0.33323868,0.03270039,1919.12,17.48914,485.9553,6.809026,374.6314,6.454805,549.1483,6.433821,9.424104,9.325755,9.581282,-0.09206761
302962764496791552,269,51910,348,150.70317,0.63562404,0.04552755,73.33451,3.797849,22.63126,2.432613,15.78755,2.2503,14.53533,1.681046,9.369876,9.291347,9.466368,-0.5137228
302964413764233216,269,51910,354,150.63229,0.26111798,0.04374476,91.79169,2.44801,25.00294,2.15801,12.42565,2.143021,26.42874,2.321699,9.547469,9.472671,9.64017,-0.3064653
302964963520047104,269,51910,356,150.59746,0.25431433,0.04373935,1180.117,10.99944,344.7312,4.820952,807.1531,8.402064,123.6687,2.791708,9.115841,9.037005,9.251307,-0.09029616
302965513275860992,269,51910,358,150.62846,0.30728894,0.03367684,132.2078,6.59397,35.85946,4.674456,46.39665,5.477281,120.1422,7.096724,10.68048,10.5912,10.77607,0.1688876
302968811810744320,269,51910,370,150.59319,0.82293996,0.08082879,554.0924,5.810827,141.4773,3.357707,40.10315,2.692368,220.3466,3.344839,10.08669,10.00781,10.19481,0.4239847
302969911322372096,269,51910,374,150.51703,0.6875303,0.04514595,183.7164,4.926896,39.02659,3.209366,28.82931,3.559002,96.38332,4.449397,10.37785,10.2817,10.47099,-0.5816305
302971560589813760,269,51910,380,150.55164,0.9801528,0.1333117,707.756,7.033742,193.0666,3.68391,296.3896,4.923875,111.982,2.586612,9.927835,9.864109,10.02698,0.698652
302972660101441536,269,51910,384,150.7797,0.54773925,0.04719725,297.3049,5.432585,53.86118,2.830106,24.49157,2.692466,119.6362,3.384267,10.45184,10.35655,10.5603,0.2296001
302972934979348480,269,51910,385,150.8774,0.61228833,0.04479999,256.7787,4.228149,71.0302,3.134371,30.69941,3.168744,92.57694,3.242231,9.540942,9.465936,9.633945,-0.4505469
302975683758417920,269,51910,395,150.75101,0.15890057,0.09882391,241.406,3.37154,71.27544,2.607628,62.42987,2.680106,49.36507,2.005204,9.873017,9.794663,9.985804,0.3122582
302976233514231808,269,51910,397,150.90341,0.37418565,0.04390857,149.9218,3.354989,38.78772,2.577789,23.5493,2.641154,68.64449,3.153078,9.794126,9.701517,9.889799,-0.587181
302980906438649856,269,51910,414,150.80341,1.148911,0.06763151,641.1194,7.166042,148.3649,3.932013,73.65313,3.632583,305.6597,4.529999,10.45543,10.36278,10.54672,0.3170424
302981181316556800,269,51910,415,150.49508,0.71524319,0.06251442,215.1628,4.897858,54.16375,3.396762,18.75049,3.499744,121.6649,4.282626,10.48864,10.3963,10.58651,0.02800254
302984479851440128,269,51910,427,150.91499,0.39097085,0.04454955,448.1151,5.811275,106.5143,3.668913,27.09401,3.191468,196.9852,4.179543,10.00337,9.927868,10.09716,0.1677826
302986678874695680,269,51910,435,150.94928,0.33108206,0.09613974,489.6213,6.376314,99.87965,4.374048,322.7786,6.347753,214.1477,4.387341,10.41033,10.31868,10.49957,0.06697528
302986953752602624,269,51910,436,151.05859,0.26283874,0.06718142,297.7784,5.615742,58.91536,3.921802,54.72038,4.118104,133.5276,4.319773,10.57748,10.4801,10.67989,0.1735491
302987503508416512,269,51910,438,151.01544,0.1500183,0.06659939,145.3251,2.668872,42.78677,2.100621,61.13249,2.439937,19.50654,1.396755,9.286417,9.228674,9.360819,-0.1380759
302987778386323456,269,51910,439,151.02848,0.62682958,0.04508871,211.2085,3.629429,51.64373,2.679385,14.27581,2.401143,61.55893,2.397655,9.627593,9.533163,9.720314,-0.5286623
302989427653765120,269,51910,445,150.92256,0.96454436,0.04547419,165.0961,3.653462,48.43751,2.518835,94.60539,2.928927,19.05099,1.52093,8.960382,8.886106,9.108873,-0.3358661
302990802043299840,269,51910,450,150.98446,0.81661237,0.04620731,2167.02,18.23741,578.2468,7.795912,1091.791,12.06836,661.6565,7.60488,9.976157,9.880674,10.07401,0.04425777
302991076921206784,269,51910,451,150.89163,0.91992167,0.09782924,223.886,3.609516,59.36614,2.52725,14.30808,2.253624,90.58877,2.557127,10.28656,10.19605,10.38569,0.2296936
302991626677020672,269,51910,453,150.93109,0.70469435,0.03229077,197.0833,4.399945,47.3987,3.212769,98.55717,4.240735,110.9105,3.850275,9.877895,9.784743,9.971006,-0.8480415
302994100578183168,269,51910,462,151.1935,0.46385131,0.04623601,73.43853,3.388407,23.25495,2.658867,144.2751,4.10641,104.4855,2.962431,9.638267,9.549362,9.738799,-0.5827148
302994375456090112,269,51910,463,151.16135,0.42022509,0.03275921,87.61485,2.046718,25.15904,1.949308,44.4528,2.309498,17.56446,1.322985,8.899116,8.830981,8.989006,-0.7998589
302996574479345664,269,51910,471,151.14406,0.54171062,0.06592298,204.5621,2.885601,62.22377,2.189395,73.77646,2.456995,36.83607,1.516436,9.392156,9.336177,9.475135,0.1267956
302996849357252608,269,51910,472,150.9424,0.43068451,0.07577504,377.076,4.371886,117.8974,2.962265,118.4147,3.112695,70.18842,1.984392,9.621977,9.555529,9.72564,0.1022787
302997399113066496,269,51910,474,151.03892,0.4248744,0.0476416,242.6366,3.665263,67.71425,2.378258,49.6454,2.321661,56.94591,1.911836,9.338066,9.2845,9.417917,-0.1501067
302997673990973440,269,51910,475,151.11195,0.17718721,0.09410248,467.4133,6.094168,112.7601,3.699802,29.30369,3.425694,204.4607,4.398177,10.67684,10.58253,10.77028,0.6544767
302999598136322048,269,51910,482,151.35034,0.54392803,0.02133142,129.3676,7.614903,31.93825,5.448599,91.22575,6.350672,138.2261,7.333539,10.77836,10.68705,10.87313,-0.6434311
303000422770042880,269,51910,485,151.30126,0.63218725,0.0624475,166.9756,3.315911,31.84736,2.32645,13.78317,2.266559,69.66644,2.426162,10.50057,10.40526,10.61193,0.09182053
303000697647949824,269,51910,486,151.38289,0.6110543,0.02049355,308.022,6.3516,86.88635,4.51403,192.6902,5.886324,156.5557,4.983547,9.898831,9.807325,9.996357,-0.7284942
303002621793298432,269,51910,493,151.31052,0.3380981,0.09435425,487.9523,5.311357,143.7935,3.395945,115.5977,3.378947,123.3237,2.573819,9.799889,9.732194,9.91116,0.3276736
303003721304926208,269,51910,497,151.30742,0.4750305,0.03271956,491.1753,6.994261,130.6658,4.283035,118.0963,4.635043,286.3988,5.430273,10.08571,9.994102,10.17728,-0.3609872
303005370572367872,269,51910,503,151.55765,0.36892501,0.04568858,90.50887,3.064621,22.0281,2.386236,14.39507,2.291652,25.95106,1.995529,9.811909,9.725924,9.906642,-0.3807074
303007294717716480,269,51910,510,151.66204,0.48060997,0.09634899,63.42082,2.31157,16.43652,2.202581,17.14678,2.433857,23.44185,1.956526,10.58602,10.48225,10.69107,0.01801477
303007569595623424,269,51910,511,151.6547,0.63260972,0.02122282,620.7071,7.894842,126.0947,4.756578,26.77491,3.977342,215.5362,4.923121,9.827339,9.736625,9.922375,-0.345758
303008669107251200,269,51910,515,151.6353,0.3365056,0.08924252,246.3571,5.774047,53.98074,4.267411,363.4629,6.8532,256.594,5.366338,10.84507,10.74418,10.94356,-0.2903987
303010318374692864,269,51910,521,151.15529,0.82931967,0.06594614,1550.91,13.13206,331.4507,5.578319,128.002,4.21933,640.8735,6.582103,9.977845,9.846353,10.11915,0.6480117
303010593252599808,269,51910,522,151.21692,0.69849386,0.0627381,58.97868,2.862649,13.59958,2.311039,21.59341,2.730046,35.87064,2.424655,10.44814,10.35519,10.53245,-0.9512886
303011692764227584,269,51910,526,150.9942,0.73665141,0.04659506,335.0702,4.974041,99.25793,2.939908,22.25117,2.369515,128.5562,2.975832,9.944843,9.870419,10.03902,0.01608802
303012792275855360,269,51910,530,150.99962,0.80691492,0.0463645,760.1377,8.223203,160.614,3.745108,64.59436,3.19307,243.8329,4.063597,9.990602,9.916728,10.09295,0.2429134
303013067153762304,269,51910,531,150.97937,1.18293,0.1277961,89.7337,3.070649,23.32871,2.03788,21.58723,2.267582,46.19046,2.220485,10.71942,10.62473,10.82156,0.5507383
303014991299110912,269,51910,538,151.12788,0.88949037,0.06168771,127.697,2.593755,39.78613,2.151832,29.5645,2.225812,28.92682,1.656132,9.615306,9.551813,9.701432,-0.002853245
303015541054924800,269,51910,540,151.17115,0.91421799,0.04583271,88.36258,3.008585,27.10824,2.536206,35.92679,2.626376,12.72569,1.599127,9.104479,9.047264,9.187401,-0.3146882
303015815932831744,269,51910,541,151.73365,0.50181922,0.06864624,102.4856,2.769458,27.43907,2.291876,13.21965,2.326146,36.32287,1.898326,9.793453,9.71104,9.895664,-0.1217073
303019114467715072,269,51910,553,151.69388,0.29010167,0.09711574,143.9142,5.437265,42.66053,4.405098,43.42113,4.594508,80.40222,4.678358,10.85005,10.76019,10.93853,-1.295924
303021863246784512,269,51910,563,151.29783,0.83577785,0.09841955,312.1128,4.084883,72.37771,2.538928,16.22292,2.282579,105.1095,2.623625,10.16033,10.09206,10.25154,0.5744289
303027085927016448,269,51910,582,151.89223,0.27724718,0.03345294,530.6071,6.840851,134.492,4.060663,59.30315,3.759037,252.5382,5.015322,10.25977,10.17734,10.35812,0.1348
303029559828178944,269,51910,591,151.96925,0.30330421,0.03379481,1534.108,11.78417,442.0631,5.597198,581.2348,6.412178,251.5824,2.96911,7.432322,6.886135,7.503244,-0.4797887
303031758851434496,269,51910,599,151.85576,0.62764017,0.03141538,246.4251,4.032489,62.20359,3.238471,27.86467,3.026297,78.99762,2.809631,9.699703,9.636214,9.791646,0.004518089
303033682996783104,269,51910,606,151.70223,0.80701157,0.0460473,287.0476,4.68855,77.63045,3.10772,82.44754,3.355986,58.7488,2.434568,9.599261,9.517184,9.691514,-0.4204013
303035882020038656,269,51910,614,151.84724,0.80628305,0.09636237,359.0318,4.656376,84.96651,3.146534,27.19541,2.773257,151.6687,2.99651,9.990225,9.91979,10.07797,0.5103102
303039455432828928,269,51910,627,152.00348,0.35649896,0.0315523,515.8463,5.890508,166.0813,4.051845,374.4175,6.067232,47.48361,2.053334,8.779552,8.703516,8.859195,-0.3199299
303041654456084480,269,51910,635,152.00034,0.26470425,0.1222356,245.189,4.650514,58.86372,2.646529,25.82247,2.527436,128.051,3.179417,10.34769,10.26003,10.44767,0.3910175
303043028845619200,269,51910,640,152.08589,0.25061994,0.0314129,159.1111,2.958854,57.57797,2.620919,24.14566,2.318363,50.82046,2.051662,9.596257,9.53397,9.684463,-0.04162476
303999054189193216,270,51909,22,153.74028,-0.51982748,0.1022109,256.1675,3.908746,66.64829,2.521221,20.2205,2.217653,94.82426,2.452033,10.33153,10.24385,10.45617,0.3021313
304000703456634880,270,51909,28,153.63083,-0.25946474,0.03351018,126.0464,3.427157,35.67765,2.767699,13.58903,2.714929,48.29744,2.969362,9.773625,9.681965,9.868114,-0.7484972
304002902479890432,270,51909,36,153.78413,-0.2442526,0.1435468,369.441,4.90417,80.5034,3.089376,26.17229,2.93495,131.5571,3.577817,10.54264,10.45524,10.64,0.8777559
304006750770587648,270,51909,50,153.44509,-0.91421698,0.04243781,635.1912,10.4084,108.6319,5.889566,687.4507,10.47349,634.578,10.22843,10.6536,10.5626,10.7472,0.3482149
304008949793843200,270,51909,58,153.4716,-0.74404361,0.04933015,299.5038,4.16955,90.08466,2.608769,59.89566,2.40309,72.64465,1.961733,9.089166,9.022337,9.194206,-0.2732988
304009224671750144,270,51909,59,153.50263,-0.70807445,0.05798604,320.7365,4.536726,87.52728,3.139822,35.33535,2.842737,105.4716,2.719515,9.579679,9.514854,9.669963,-0.1813932
304009774427564032,270,51909,61,153.59565,-0.6253347,0.08592703,355.7388,6.013881,67.83205,3.141738,18.08974,3.037247,191.8861,4.191938,11.12177,11.02907,11.21627,0.8614455
304011148817098752,270,51909,66,153.50848,-0.2479792,0.09770044,305.8569,3.921263,69.63983,2.496106,14.82324,2.057478,100.4711,2.32529,10.20061,10.10913,10.31399,0.4267859
304014172474075136,270,51909,77,153.52434,-0.12714567,0.0463312,333.7006,5.185962,109.4581,2.920878,251.8931,3.968036,31.96437,1.715634,8.989799,8.931213,9.069845,-0.351033
304017471008958464,270,51909,89,153.34334,-0.87179442,0.04748411,306.4053,4.34273,71.12551,2.639681,38.21413,2.509682,86.55301,2.444738,9.623634,9.548072,9.717346,-0.2174509
304017745886865408,270,51909,90,153.30632,-0.89682588,0.06230282,582.8629,6.524456,188.4396,3.748413,206.9862,4.090914,113.8957,2.322581,9.242379,9.119692,9.44778,0.06771169
304018570520586240,270,51909,93,153.34029,-0.78142128,0.04874733,175.5219,3.298093,52.51843,2.456384,68.80053,2.801116,21.18895,1.747634,9.110654,9.057436,9.185404,-0.3322991
304024617834539008,270,51909,115,153.46687,-0.37364482,0.0435949,175.0988,3.081304,29.33654,2.14735,14.32787,1.981829,56.26613,2.452134,10.04491,9.904382,10.18573,-0.2519048
304027091735701504,270,51909,124,152.69799,-0.95983421,0.09223709,323.1991,4.396208,93.02721,2.899069,51.20788,2.881699,105.3562,2.652479,10.03887,9.965438,10.13106,0.240568
304027366613608448,270,51909,125,153.16614,-1.1063515,0.09686861,354.96,5.899241,51.71258,3.63146,47.55017,3.605553,199.2943,4.717848,11.25404,11.139,11.36191,0.581752
304031214904305664,270,51909,139,152.86455,-0.95920888,0.1163033,91.61427,3.993677,17.92836,3.051407,21.55774,3.153047,47.61322,3.220798,10.65176,10.55444,10.75566,0.09823369
304031489782212608,270,51909,140,153.0517,-1.208791,0.08534282,166.3083,2.830355,54.39218,2.341809,27.93638,2.200484,46.38241,1.770098,9.836771,9.766408,9.938403,0.2235634
304033688805468160,270,51909,148,152.86383,-0.65329825,0.06805212,58.61931,2.344637,17.13623,1.848373,12.66595,1.678519,13.86317,1.358966,10.3714,10.2796,10.45568,-1.323039
304033963683375104,270,51909,149,152.79113,-0.39943123,0.04664793,496.3665,5.895012,145.5637,3.496611,52.03775,2.686918,200.8448,3.368238,9.780275,9.709089,9.870203,0.01244594
304038361729886208,270,51909,165,152.71324,-0.64513111,0.04348949,524.6385,7.922544,129.4118,4.784807,513.5613,8.027407,324.3851,6.922844,10.73248,10.64256,10.82522,0.4766212
304038911485700096,270,51909,167,152.62193,-0.33270749,0.06901301,604.633,5.897862,179.647,3.798949,200.4234,3.858458,157.4926,2.612931,9.551288,9.454826,9.705399,0.1598235
304040010997327872,270,51909,171,152.71702,-0.1342654,0.06864782,189.6835,4.87909,42.38734,3.179845,20.73258,3.345203,66.74867,3.804311,10.81706,10.72428,10.91268,0.5798429
304040285875234816,270,51909,172,152.59228,-0.37637317,0.06949116,98.82668,2.599314,19.11937,1.964846,9.671737,1.881363,46.07165,2.095043,10.6099,10.50145,10.72338,0.3463467
304041385386862592,270,51909,176,152.63433,-0.30866519,0.06913372,195.8297,3.033099,59.81295,2.1217,69.71578,2.433748,40.21154,1.58393,9.481328,9.430409,9.555505,0.06624375
304041935142676480,270,51909,178,152.68095,-0.63778506,0.02110603,430.6102,5.30502,150.8434,4.269882,349.1174,6.510621,40.41412,2.258912,8.548569,8.488387,8.660222,-1.070713
304048532212443136,270,51909,202,152.59653,-0.96452299,0.08741361,114.3775,2.523496,32.6626,2.073423,18.98358,2.090767,28.6162,1.733963,9.845408,9.780822,9.931022,0.1315643
304049631724070912,270,51909,206,152.49254,-1.1817654,0.03176129,240.4107,3.522474,72.23491,2.516813,34.66051,2.292989,62.36785,1.988459,9.395621,9.32303,9.488191,-0.4072894
304052105625233408,270,51909,215,152.53222,-0.8823301,0.06662225,292.5649,3.966439,70.2589,2.646896,22.52198,2.343052,95.50285,2.429305,9.69402,9.613661,9.793775,-0.1078643
304053480014768128,270,51909,220,152.52687,-1.0619675,0.06605411,364.9677,5.665926,81.74656,3.578344,61.76437,3.845877,181.1795,4.437646,10.5372,10.44347,10.62931,0.3123207
304054304648488960,270,51909,223,152.40433,-0.3270286,0.06670682,386.8065,5.151794,77.2675,2.861842,21.32518,2.491591,128.2007,3.110373,10.18353,10.0895,10.27739,0.2143672
304054579526395904,270,51909,224,152.40893,-0.15972653,0.1375496,1112.157,10.17876,295.0864,5.094324,539.1013,7.283286,272.5817,4.046671,10.10196,9.97859,10.24605,0.8995259
304055129282209792,270,51909,226,152.42525,-0.513039,0.04580676,210.0369,3.723022,56.93462,2.516417,36.10981,2.273471,45.26557,2.107832,9.486714,9.412016,9.583662,-0.3187371
304057053427558400,270,51909,233,152.34487,-0.37479687,0.09598909,353.1573,4.725284,98.78344,3.03982,48.97398,2.83653,113.609,2.967738,9.956985,9.884612,10.04891,0.2283487
304058977572907008,270,51909,240,152.36122,-0.36432869,0.09554072,658.9089,7.130632,166.6342,3.496251,131.7635,3.437734,183.7893,3.124511,10.06177,9.943986,10.24575,0.6757044
304059252450813952,270,51909,241,152.31934,-1.1341906,0.04474711,75.27374,2.35187,17.79728,2.00737,10.95509,2.010062,23.68641,1.908058,9.652126,9.578828,9.749417,-0.2031371
304059527328720896,270,51909,242,152.34263,-1.2271187,0.03180367,141.9135,2.707897,45.04219,2.280948,15.84112,2.053817,42.75322,1.815946,9.337989,9.27388,9.43108,-0.3382277
304059802206627840,270,51909,243,152.26984,-1.1812437,0.09453765,233.242,4.08931,55.93951,3.046219,25.07827,2.869623,97.428,3.000533,10.3302,10.23615,10.42275,0.3378352
304062550985697280,270,51909,253,152.13222,-0.75143802,0.1170835,1276.945,11.01137,193.6312,4.116193,101.8531,3.679276,555.0167,6.2371,11.01409,10.86928,11.20961,1.649212
304063375619418112,270,51909,256,152.31747,-0.74041129,0.06713399,153.5001,2.727412,45.76846,2.083831,52.59118,2.226362,27.1839,1.4703,9.505971,9.447799,9.59241,-0.03648188
304063925375232000,270,51909,258,152.31119,-1.0453774,0.07119782,350.802,5.680297,91.15741,3.740744,20.89183,3.364567,152.8503,4.338308,10.44979,10.36006,10.54624,0.3069846
304064750008952832,270,51909,261,152.29476,-0.27096657,0.06938007,252.2621,3.728951,68.71239,2.463754,31.06908,2.246982,71.60995,2.099293,9.821923,9.727655,9.972929,0.201813
304065849520580608,270,51909,265,152.26345,-0.22709347,0.04466367,1504.464,12.89241,343.3907,6.067719,128.9936,4.606103,712.5635,7.081159,10.22737,10.12675,10.37633,1.043412
304068598299650048,270,51909,275,152.261,-0.26415103,0.06932157,195.4794,3.13563,52.80693,2.279799,16.60409,2.000443,62.0428,2.015683,9.694052,9.624944,9.785484,-0.01891555
304069697811277824,270,51909,279,152.25671,-0.34889085,0.0711996,235.755,3.636511,58.93829,2.415901,15.8679,2.045458,75.03331,2.268048,9.666656,9.599413,9.757042,0.08444676
304072446590347264,270,51909,289,151.60512,-1.2115789,0.0427446,133.0439,2.634945,36.14571,2.052784,18.769,1.997521,37.20908,2.317066,9.483991,9.405624,9.581076,-0.4346058
304072996346161152,270,51909,291,151.6072,-1.1855978,0.04344077,417.4377,5.235816,82.42498,3.012574,32.02139,2.621433,124.8211,3.323353,9.659044,9.575682,9.757707,-0.0647677
304073546101975040,270,51909,293,151.92988,-0.74043487,0.09316329,438.926,4.87704,90.90801,2.871212,47.12954,2.674168,137.1422,2.883342,10.29456,10.20064,10.39268,0.4749645
