specObjID,plate,mjd,fiberID,ra,dec,z,h_alpha_flux,h_alpha_flux_err,h_beta_flux,h_beta_flux_err,oiii_5007_flux,oiii_5007_flux_err,nii_6584_flux,nii_6584_flux_err,lgm_tot_p50,lgm_tot_p16,lgm_tot_p84,sfr_tot_p50,N2,log_OH
301741477308950528,268,51633,1,150.0698,-0.97445885,0.06874236,878.3365,7.679183,256.4054,4.280243,610.9689,6.511196,114.4482,2.177,9.106053,8.998894,9.293658,0.09032455,-0.8850519639563184,8.395520380544898
304059527328720896,270,51909,242,152.34263,-1.2271187,0.03180367,141.9135,2.707897,45.04219,2.280948,15.84112,2.053817,42.75322,1.815946,9.337989,9.27388,9.43108,-0.3382277,-0.5210548815452081,8.602998717519231
300674125976856576,267,51608,214,147.80929,-0.72849148,0.03680692,323.2633,3.871348,70.00838,2.275418,27.10915,2.110068,108.3483,2.333258,10.06454,9.97729,10.15662,-0.200828,-0.47473430050033866,8.629401448714807
303015815932831744,269,51910,541,151.73365,0.50181922,0.06864624,102.4856,2.769458,27.43907,2.291876,13.21965,2.326146,36.32287,1.898326,9.793453,9.71104,9.895664,-0.1217073,-0.45048269166048654,8.643224865753522
304063375619418112,270,51909,256,152.31747,-0.74041129,0.06713399,153.5001,2.727412,45.76846,2.083831,52.59118,2.226362,27.1839,1.4703,9.505971,9.447799,9.59241,-0.03648188,-0.7517968988297429,8.471475767667046
301890461134514176,268,51633,543,150.12978,0.7589614,0.03323909,1103.616,8.513324,266.4868,3.893509,379.8548,4.786723,195.0518,2.612698,9.316263,9.231856,9.421415,-0.1814937,-0.7526680256919321,8.470979225355599
299546852049577984,266,51630,209,145.59655,-1.2053233,0.1473114,1584.278,12.58163,472.8501,31.42236,1647.43,13.33863,230.83,3.172207,9.402138,9.246933,9.635912,1.436788,-0.8365391398695817,8.423172690274338
299604851287943168,266,51630,420,145.89356,1.0284222,0.05329375,267.5282,3.874518,61.06378,2.786848,21.92434,2.540144,86.58644,2.464135,10.00599,9.924275,10.09746,0.04179282,-0.48991968351171905,8.62074578039832
301904205029861376,268,51633,593,150.24791,0.30667754,0.04573169,334.7697,3.918788,101.8651,2.579432,110.3737,2.549902,69.59578,1.668594,9.365784,9.289688,9.477444,-0.2935231,-0.6821632365242939,8.511166955181153
300691993040807936,267,51608,279,147.4905,-0.31634141,0.06365392,205.4111,3.441482,49.79659,2.463042,14.78505,2.39604,72.0042,2.355003,10.14175,10.06406,10.23778,0.2553846,-0.45526607875279906,8.640498335110905
300660382081509376,267,51608,164,148.18303,-0.058259826,0.04565335,559.7024,7.05019,129.3916,3.96503,24.06569,3.557712,199.7853,4.817954,10.62687,10.54474,10.72119,0.62,-0.447393639044986,8.644985625744358
303014991299110912,269,51910,538,151.12788,0.88949037,0.06168771,127.697,2.593755,39.78613,2.151832,29.5645,2.225812,28.92682,1.656132,9.615306,9.551813,9.701432,-0.002853245,-0.6448800012956133,8.5324183992615
299627941032126464,266,51630,504,146.40623,0.6041419,0.05756393,159.557,3.218228,36.79979,2.853023,22.10358,2.902605,44.34494,2.140167,9.735383,9.649574,9.832218,-0.2059492,-0.5560717904634559,8.58303907943583
300707935959410688,267,51608,337,147.20183,0.92040828,0.02855049,43.80646,1.709719,14.86939,2.184654,17.43116,2.150306,7.199251,1.244774,9.082833,9.013775,9.17522,-0.655131,-0.784250843868034,8.45297701899522
299550150584461312,266,51630,221,145.74475,-0.076351718,0.06259136,724.7258,6.389958,194.5769,3.490486,107.4063,3.052692,229.4589,3.151566,10.07151,9.993697,10.17097,0.327821,-0.4994688150390013,8.61530277542777
299532558398416896,266,51630,157,146.30086,0.035479627,0.021758,2292.528,16.9811,638.0527,8.117599,780.1143,9.821332,465.8451,5.742815,9.370238,9.286871,9.486657,-0.2561884,-0.6920731169550349,8.50551832333563
299649656386775040,266,51630,583,146.8769,0.36161608,0.1258487,1001.9,8.549173,234.3673,4.26445,152.4512,4.071981,407.2336,4.751184,10.70791,10.61581,10.82463,1.084822,-0.39098077306132006,8.677140959355048
300727452290803712,267,51608,408,147.72594,1.1926648,0.02833657,403.5322,4.124889,133.7764,3.078757,352.6557,4.84404,33.18724,1.488544,8.596456,8.530986,8.68104,-0.68762,-1.0849070590985443,8.281602976313831
304041385386862592,270,51909,176,152.63433,-0.30866519,0.06913372,195.8297,3.033099,59.81295,2.1217,69.71578,2.433748,40.21154,1.58393,9.481328,9.430409,9.555505,0.06624375,-0.6875278528020439,8.508109123902836
299569392037947392,266,51630,291,145.36211,-0.71402013,0.1315616,179.5962,2.84467,50.89903,2.28608,15.69489,2.10017,58.15033,1.837542,10.24234,10.17335,10.33113,0.5304826,-0.48974495970600307,8.620845372967578
300646913064069120,267,51608,115,148.84264,-0.078736738,0.08793307,72.34141,2.107149,18.22849,1.813968,12.8526,2.011326,28.66508,1.839836,10.2766,10.18959,10.36892,0.2371759,-0.40203381113921455,8.670840727650647
301912176489162752,268,51633,622,150.39058,0.44874703,0.0332075,269.974,3.37635,93.7084,2.569785,71.48046,2.526275,63.82867,1.871688,9.344182,9.28956,9.427427,-0.1389764,-0.6263061460788115,8.543005496735077
300774456412891136,267,51608,579,148.44052,0.78675317,0.02051127,386.9496,3.878381,111.6566,2.686309,230.4097,3.674206,42.9607,1.392396,8.584379,8.516062,8.679173,-1.120883,-0.954583052927496,8.355887659831328
301818443122894848,268,51633,281,148.82384,-1.2450237,0.02067165,57.00282,1.6882,21.05913,1.990714,25.44332,1.940134,10.254,1.118869,8.469623,8.409707,8.553521,-1.080132,-0.7450030281846811,8.475348273934733
304058977572907008,270,51909,240,152.36122,-0.36432869,0.09554072,658.9089,7.130632,166.6342,3.496251,131.7635,3.437734,183.7893,3.124511,10.06177,9.943986,10.24575,0.6757044,-0.5545051500153968,8.583932064491224
301905029663582208,268,51633,596,150.29948,0.32932078,0.03448851,1162.312,9.816885,245.3313,4.376595,44.59954,3.289293,477.29,5.492077,10.41178,10.30761,10.51313,0.5374109,-0.3865403863043756,8.679671979806507
302926205735168000,269,51910,215,150.59451,-0.91320393,0.09436264,222.838,3.723564,55.8471,2.846374,18.26258,2.608754,68.62834,2.50904,10.10874,10.03491,10.20681,0.4276711,-0.5114857577647984,8.608453118074065
302905040136333312,269,51910,138,150.63976,-0.9092971,0.04725183,563.6133,6.97497,200.3605,4.677447,432.1139,6.800812,76.72157,2.717018,8.943782,8.855702,9.027184,0.09058984,-0.8660637514416007,8.406343661678289
299503421340280832,266,51630,51,146.51283,-0.84576492,0.06490172,1151.211,9.593594,257.9409,4.88587,95.84792,4.246964,563.4586,6.08935,10.87028,10.76188,10.96667,0.8837754,-0.31029291883936705,8.723133036261562
299602927142594560,266,51630,413,146.01225,0.76563817,0.0374546,725.4607,6.299401,214.1368,3.881145,197.4061,3.864455,161.5144,2.73844,9.420765,9.328526,9.548104,-0.3197586,-0.652402642193314,8.528130493949812
301804424349640704,268,51633,230,149.45614,-0.26945756,0.08184298,997.2265,7.995161,227.9782,3.824137,66.70953,2.879372,338.4266,3.877125,10.28082,10.19443,10.40896,0.7228743,-0.46932931996692134,8.632482287618854
302934177194469376,269,51910,244,150.39231,-0.90711758,0.04718106,110.4406,2.918484,28.6416,2.186178,36.85067,2.376289,26.33488,1.823732,9.686858,9.624001,9.774826,0.03838542,-0.6225974136512653,8.54511947421878
303000422770042880,269,51910,485,151.30126,0.63218725,0.0624475,166.9756,3.315911,31.84736,2.32645,13.78317,2.266559,69.66644,2.426162,10.50057,10.40526,10.61193,0.09182053,-0.3796293943334891,8.683611245229912
302961390107256832,269,51910,343,150.62006,0.33323868,0.03270039,1919.12,17.48914,485.9553,6.809026,374.6314,6.454805,549.1483,6.433821,9.424104,9.325755,9.581282,-0.09206761,-0.5434124879434731,8.590254881872221
299532008642603008,266,51630,155,146.32316,-0.029989881,0.02170876,2255.693,15.7854,663.3409,7.208734,2956.007,23.91256,85.94353,1.881054,8.618754,8.544708,8.684018,-0.276271,-1.4190668041183963,8.091131921652515
304017745886865408,270,51909,90,153.30632,-0.89682588,0.06230282,582.8629,6.524456,188.4396,3.748413,206.9862,4.090914,113.8957,2.322581,9.242379,9.119692,9.44778,0.06771169,-0.7090590846725408,8.495836321736652
300726077901268992,267,51608,403,147.8556,0.93210938,0.1164241,320.3292,4.8383,73.24532,3.136828,17.83123,3.171563,127.1261,3.684787,10.60441,10.50897,10.70076,0.6489584,-0.4013618052913985,8.671223770983904
302882500147963904,269,51910,56,151.44636,-1.1805702,0.03225636,545.075,6.08659,152.6431,3.758352,163.6821,4.067122,114.4559,2.563276,9.119048,9.056254,9.215247,-0.342147,-0.6778180787573987,8.513643695108284
299494075491444736,266,51630,17,146.59272,-0.76025604,0.06495924,206.2126,3.444913,46.94843,2.55519,14.43169,2.63401,74.37387,2.565654,10.13885,10.05214,10.23553,0.0820602,-0.4428948176848784,8.64754995391962
299535582055393280,266,51630,168,146.22225,-0.3758881,0.06740563,311.4394,4.491274,64.8153,2.882532,15.68244,2.852173,91.55006,3.216102,10.60537,10.5131,10.69602,0.4338767,-0.5317149207605095,8.59692249516651
303021863246784512,269,51910,563,151.29783,0.83577785,0.09841955,312.1128,4.084883,72.37771,2.538928,16.22292,2.282579,105.1095,2.623625,10.16033,10.09206,10.25154,0.5744289,-0.47266960962294624,8.630578322514921
299634263223986176,266,51630,527,146.39189,0.97823298,0.06153553,77.01791,2.155873,15.91509,2.291965,26.32885,2.273408,14.35056,1.414333,9.539064,9.466505,9.635831,-0.03008004,-0.7297228803780855,8.484057958184492
302996574479345664,269,51910,471,151.14406,0.54171062,0.06592298,204.5621,2.885601,62.22377,2.189395,73.77646,2.456995,36.83607,1.516436,9.392156,9.336177,9.475135,0.1267956,-0.744551883841754,8.475605426210201
304027091735701504,270,51909,124,152.69799,-0.95983421,0.09223709,323.1991,4.396208,93.02721,2.899069,51.20788,2.881699,105.3562,2.652479,10.03887,9.965438,10.13106,0.240568,-0.4868100446902446,8.622518274526561
299638386392590336,266,51630,542,146.78188,0.70441663,0.08525799,111.7934,2.556624,33.0836,2.810834,13.6483,2.66028,33.79543,1.974431,9.944739,9.85008,10.0592,-0.4007896,-0.519558188047895,8.6038518328127
300682372314064896,267,51608,244,147.40154,-0.83309354,0.08136618,354.9441,4.05916,77.33115,2.755032,24.42945,2.396262,113.7861,2.519552,10.13407,10.04639,10.22901,0.2234096,-0.49407074927640504,8.61837967291245
301882764553119744,268,51633,515,149.90931,0.51314307,0.06493151,366.7948,5.015512,78.03177,3.016332,21.85851,2.852493,151.1927,3.460617,10.49264,10.41454,10.59212,0.63583,-0.38489234737022815,8.68061136199897
301771988756621312,268,51633,112,150.23171,0.086507759,0.03274609,361.5466,4.882787,59.74278,2.846905,21.22882,2.70054,163.9825,3.77909,10.24053,10.14958,10.33739,0.1189493,-0.3433667785888426,8.704280936204361
299562245212366848,266,51630,265,145.39106,-0.41559587,0.03587863,150.1607,2.613316,33.75164,2.055372,17.00939,2.137769,54.15761,1.884659,9.719369,9.627297,9.820531,-0.6342857,-0.442896793669989,8.647548827608107
302904490380519424,269,51910,136,150.6535,-1.0030934,0.04144953,210.7864,4.039564,64.18628,3.247206,100.6266,3.762649,45.84227,2.155802,9.412816,9.352407,9.491264,-0.2469333,-0.6625764719178833,8.522331411006807
301778585826387968,268,51633,136,149.3282,-0.47076727,0.08837859,275.9362,3.460713,62.26284,2.279772,16.22207,2.130393,92.25349,2.305222,10.34083,10.25812,10.4381,0.4361416,-0.4758258744598289,8.628779251557898
301790955332200448,268,51633,181,149.61426,-0.42008804,0.03307227,383.0684,4.039808,82.12549,2.234496,64.20728,2.251056,86.59921,1.871896,9.600967,9.515525,9.717206,-0.1756673,-0.6457623975387119,8.531915433402935
299552624485623808,266,51630,230,145.70269,-0.048527481,0.09832241,486.8309,5.050817,103.9028,2.861259,27.63784,2.452554,155.741,2.850807,10.38063,10.30156,10.47236,0.7173395,-0.4949751769176643,8.617864149156931
299509193776326656,266,51630,72,146.85676,-0.27404021,0.02196459,168.5709,2.579092,53.58604,2.570964,111.6831,3.207255,16.38062,1.387947,8.460274,8.395155,8.551243,-1.112155,-1.012452269908727,8.322902206152026
304040010997327872,270,51909,171,152.71702,-0.1342654,0.06864782,189.6835,4.87909,42.38734,3.179845,20.73258,3.345203,66.74867,3.804311,10.81706,10.72428,10.91268,0.5798429,-0.4535869379622084,8.641455445361542
304000703456634880,270,51909,28,153.63083,-0.25946474,0.03351018,126.0464,3.427157,35.67765,2.767699,13.58903,2.714929,48.29744,2.969362,9.773625,9.681965,9.868114,-0.7484972,-0.41660633470881575,8.662534389215976
300678798901274624,267,51608,231,147.8548,-0.36901139,0.07910439,367.6431,4.601235,76.19621,2.945373,21.31556,2.582665,138.4123,3.062431,10.49521,10.41067,10.5903,0.6323105,-0.42425173407122335,8.658176511579404
300668353540810752,267,51608,193,147.85775,-0.04388436,0.07448252,113.5525,2.372455,29.64138,1.916025,10.94909,1.784128,37.02156,1.673235,9.783442,9.709517,9.875787,-0.07528552,-0.4867419852627303,8.622557068400244
304018570520586240,270,51909,93,153.34029,-0.78142128,0.04874733,175.5219,3.298093,52.51843,2.456384,68.80053,2.801116,21.18895,1.747634,9.110654,9.057436,9.185404,-0.3322991,-0.9182218752746195,8.376613531093467
304031489782212608,270,51909,140,153.0517,-1.208791,0.08534282,166.3083,2.830355,54.39218,2.341809,27.93638,2.200484,46.38241,1.770098,9.836771,9.766408,9.938403,0.2235634,-0.5545606136816421,8.583900450201464
300699139866388480,267,51608,305,147.36287,-0.32793275,0.036578,190.5719,2.972147,49.47713,2.046206,51.20166,2.374477,43.35619,1.888904,9.297723,9.220586,9.399889,-0.5551799,-0.6430077530764026,8.53348558074645
300695291575691264,267,51608,291,147.07152,-1.2306963,0.06696795,213.6567,3.545455,57.40089,2.835768,49.01106,3.024706,69.56985,2.487296,10.08787,9.997892,10.18643,-0.06720676,-0.48729544931098767,8.622241593892737
300736248383825920,267,51608,440,147.86458,0.25588937,0.0858379,522.236,4.921081,99.44359,2.754525,113.2058,3.001092,164.933,2.662507,10.84727,10.74851,10.94945,0.6696789,-0.5005592478080124,8.614681228749433
302899542578194432,269,51910,118,151.72383,0.0069680745,0.04628231,546.3054,6.740446,121.7685,3.63515,29.49181,2.810577,189.0152,3.648417,9.522001,9.440937,9.616567,-0.1480145,-0.46093876319906507,8.637264904976533
301904479907768320,268,51633,594,150.29836,0.25289339,0.1046337,81.96252,3.564373,24.22712,2.17732,11.59108,2.209046,34.06715,3.038332,10.51525,10.41927,10.61528,0.2957485,-0.3812794999008682,8.682670685056506
300761262273357824,267,51608,531,148.07488,0.88948517,0.04655245,70.88,2.088715,19.00775,1.633041,16.89259,1.695655,20.00998,1.388493,9.58652,9.509115,9.682005,-0.3586956,-0.549277054320443,8.586912079037347
303027085927016448,269,51910,582,151.89223,0.27724718,0.03345294,530.6071,6.840851,134.492,4.060663,59.30315,3.759037,252.5382,5.015322,10.25977,10.17734,10.35812,0.1348,-0.3224459762854351,8.716205793517302
303012792275855360,269,51910,530,150.99962,0.80691492,0.0463645,760.1377,8.223203,160.614,3.745108,64.59436,3.19307,243.8329,4.063597,9.990602,9.916728,10.09295,0.2429134,-0.4937999685302725,8.618534017937746
304052105625233408,270,51909,215,152.53222,-0.8823301,0.06662225,292.5649,3.966439,70.2589,2.646896,22.52198,2.343052,95.50285,2.429305,9.69402,9.613661,9.793775,-0.1078643,-0.48620588912652785,8.62286264319788
300758238616381440,267,51608,520,148.44366,0.49440186,0.02076184,627.834,5.328325,223.9737,3.956278,625.7214,7.005453,48.6262,1.57941,8.802424,8.759869,8.855371,-0.5913914,-1.1109744989674675,8.266744535588543
300787375674517504,267,51608,626,149.06013,0.50943641,0.08021554,391.5531,4.375581,99.94367,2.916342,34.20815,2.691606,152.1624,2.828011,10.08694,10.00045,10.17871,0.1726641,-0.41048331709869396,8.666024509253745
300679073779181568,267,51608,232,147.7359,-0.31801106,0.05252608,257.3629,3.982412,65.85088,2.673676,24.48704,2.558568,95.99925,2.815305,9.910865,9.82613,10.00735,-0.1872817,-0.4282781015098287,8.655881482139398
303007294717716480,269,51910,510,151.66204,0.48060997,0.09634899,63.42082,2.31157,16.43652,2.202581,17.14678,2.433857,23.44185,1.956526,10.58602,10.48225,10.69107,0.01801477,-0.4322399702929408,8.653623216933024
301762368029878272,268,51633,77,150.31918,-0.030709698,0.03270648,325.8842,3.751862,86.29787,2.600488,155.9731,3.666002,48.87628,1.723623,8.880196,8.826972,8.955033,-1.090852,-0.8239651607625014,8.430339858365375
302964963520047104,269,51910,356,150.59746,0.25431433,0.04373935,1180.117,10.99944,344.7312,4.820952,807.1531,8.402064,123.6687,2.791708,9.115841,9.037005,9.251307,-0.09029616,-0.9796652710458393,8.341590795503873
304038911485700096,270,51909,167,152.62193,-0.33270749,0.06901301,604.633,5.897862,179.647,3.798949,200.4234,3.858458,157.4926,2.612931,9.551288,9.454826,9.705399,0.1598235,-0.5842316939580388,8.566987934443919
300646363308255232,267,51608,113,148.9724,0.094808663,0.08464247,129.9941,2.417264,32.22066,1.996921,21.52588,1.999836,46.02188,1.820856,10.14994,10.05614,10.24455,0.05300877,-0.450959285888419,8.642953207043602
301853077739169792,268,51633,407,149.33862,1.0036655,0.08696617,478.8426,4.423282,108.8445,2.654052,36.95453,2.3273,163.6765,2.554667,9.938395,9.860806,10.02806,0.275069,-0.4662064505825726,8.634262323167935
301792879477549056,268,51633,188,149.75431,-0.32729451,0.06236521,245.2484,3.476918,71.41164,2.200413,51.98675,2.288727,73.50429,2.139085,9.811068,9.736313,9.903575,-0.09636353,-0.5232934957638662,8.601722707414597
300617501128026112,267,51608,8,148.73288,-0.76115921,0.08627161,266.537,5.180221,64.29639,4.022976,27.43689,3.998506,123.455,4.317158,10.97769,10.884,11.07403,0.4647422,-0.3342488214160091,8.709478171792876
301779410460108800,268,51633,139,149.55485,-0.67151591,0.03282471,75.67236,1.861429,19.92695,1.788812,23.07946,1.809614,13.61429,1.255922,9.05108,8.975402,9.149763,-0.7039508,-0.7449422812178962,8.4753828997058
300760162761730048,267,51608,527,148.23259,1.0715144,0.09863139,295.8098,3.395192,90.64887,2.481857,92.23936,2.748619,73.01641,1.967893,9.838661,9.780648,9.923796,0.3127707,-0.6075920816441482,8.553672513462836
300700239378016256,267,51608,309,147.39152,-0.24981181,0.03620402,181.898,2.998813,41.81347,2.17581,16.31828,2.09271,59.38943,2.069721,9.793032,9.703703,9.886352,-0.4782557,-0.4861187668637166,8.622912302887682
301817893367080960,268,51633,279,149.255,-0.1600397,0.08886553,202.9576,2.839118,46.39075,2.054942,10.0248,1.832622,75.33525,1.979458,10.05734,9.967677,10.14985,0.2086849,-0.4304070848404167,8.654667961640962
