tjd,aperture_difference_flux,scaled_aperture_flux,mit_difference_flux,residual
1326.532323568526,0.9147529602050781,2506.26184263828,-1806.9063417713523,4313.168184409633
1326.5531571838965,-0.3123970031738281,199.3145962757401,-2038.8766794580101,2238.1912757337504
1326.573990799326,1.6345233917236328,3859.3747176392017,-1540.4260031121376,5399.800720751339
1326.594824414813,0.3904094696044922,1520.536537755028,-1204.1894508437083,2724.725988598736
1326.615658030329,0.18532752990722656,1134.9983148954534,-153.26344103825858,1288.261755933712
1326.636491645905,2.3882999420166016,5276.416472082129,-3114.2617821974836,8390.678254279614
1326.6573252615376,-3.087657928466797,-5017.961808894401,-3339.468063895861,-1678.4937449985396
1326.67815887717,0.44914817810058594,1630.9607775495208,-382.23867717943904,2013.1994547289598
1326.698992492832,0.2435283660888672,1244.411396240081,-927.0501316563691,2171.46152789645
1326.719826108523,-0.2264537811279297,360.88122249018517,-2043.7051712650687,2404.586393755254
1326.740659724243,1.5193233489990234,3642.807525954964,-1172.8445572518308,4815.6520832067945
1326.7614933399636,1.286630630493164,3205.3631693356456,399.6109612864309,2805.7522080492145
1326.7823269557134,1.7837944030761719,4139.992701486351,-1368.3715944733449,5508.3642959596955
1326.8031605714332,-0.8526287078857422,-816.2793252294151,-2864.567957446686,2048.288632217271
1326.823994187153,-1.3605384826660156,-1771.1105123678512,-2006.6992146653577,235.58870229750642
1326.8448278029314,-0.17783164978027344,452.28707782338466,-1255.9240400956103,1708.211117918995
1326.8656614186525,-1.6761436462402344,-2364.4238683334033,-234.80460356841968,-2129.6192647649837
1326.8864950343732,1.6640911102294922,3914.959747035689,-1114.2752222889549,5029.234969324643
1326.907328650093,-0.11210441589355469,575.8492061296005,-780.5280171260938,1356.3772232556944
1326.928162265755,1.5506973266601562,3701.7881831955024,604.4757922436637,3097.3123909518386
1326.948995881416,1.2749900817871094,3183.4798359330675,689.8342622274951,2493.6455737055726
1326.969829497078,1.278961181640625,3190.9451972544125,-1114.3970896355495,4305.3422868899615
1326.990663112682,0.7081317901611328,2117.8299854913257,-2016.2195206864062,4134.049506177732
1327.011496728287,0.35735511779785156,1458.3969067757266,-1191.3481092577806,2649.7450160335075
1327.0323303438322,0.5195941925048828,1763.3938491357592,-2255.2884528812456,4018.682302017005
1327.053163959378,-0.9884414672851562,-1071.5968338203643,-1633.7074974204147,562.1106636000504
1327.0739975748652,0.6977825164794922,2098.3741495020763,509.7633295314654,1588.610819970611
1327.094831190294,1.4324512481689453,3479.4946792969577,-371.5978991067825,3851.09257840374
1327.1156648056653,0.9836158752441406,2635.718809567114,-3002.2712036729126,5637.990013240027
1327.1364984210359,-0.8742961883544922,-857.0125166849756,-4007.215143666,3150.2026269810244
1327.157332036349,-1.4626617431640625,-1963.0943624482752,-3070.8767920186165,1107.7824295703413
1327.1781656516036,-1.4337577819824219,-1908.7571456069404,-1429.6720887081683,-479.0850568987721
1327.1989992668,-0.5039043426513672,-160.7044255636563,-3415.456768366448,3254.7523428027916
1327.219832881938,-1.3985919952392578,-1842.6481798616796,-4827.175888039441,2984.5277081777613
1327.240666497019,-1.9106426239013672,-2805.2638527967724,-5291.928923698287,2486.6650709015144
1327.2615001120405,-2.8267765045166016,-4527.524861031972,-6372.094581387445,1844.5697203554728
1327.2823337270029,-2.6116104125976562,-4123.029210071557,-4678.672588375553,555.6433783039956
1327.30316734185,-1.6887073516845703,-2388.042665174757,-3838.325967673836,1450.2833024990791
1327.324000956697,-2.975797653198242,-4807.673122336808,-4864.685944246795,57.012821909987
1327.3448345714864,-3.5380477905273438,-5864.659998257719,-6062.532891874365,197.87289361664625
1327.3656681861594,-3.9735050201416016,-6683.285990798364,-7334.958913662218,651.6729228638542
1327.3865018007737,-3.8386917114257812,-6429.847372376667,-7049.383832984472,619.5364606078047
1327.4073354153295,-1.378072738647461,-1804.0735606998028,-7885.655707158864,6081.582146459061
1327.428169029769,-4.933799743652344,-8488.565976302101,-7253.138040666448,-1235.4279356356528
1327.4490026441504,-2.6535110473632812,-4201.799170449704,-6726.518834134417,2524.719663684713
1327.469836258474,-4.185190200805664,-7081.237797180751,-5948.771521529854,-1132.466275650897
1327.4906698726816,-1.7546653747558594,-2512.0386593406665,-4442.192040491355,1930.1533811506888
1327.5115034868295,-2.0150833129882812,-3001.604289815445,-5200.63559694301,2199.0313071275646
1327.5323371009194,-1.6471519470214844,-2309.92171075202,-4545.361199639629,2235.4394888876095
1327.5531707148934,-1.6565570831298828,-2327.602640951612,-4597.598170569561,2269.995529617949
1327.5740043287515,-1.8027992248535156,-2602.526583598811,-4783.753078326203,2181.2264947273916
1327.5948379425515,-1.1516494750976562,-1378.4152956574585,-4151.418005490676,2773.002709833217
1327.615671556293,-1.2730731964111328,-1606.6825228803837,-6733.632041451861,5126.949518571478
1327.6365051699172,-3.9845409393310547,-6704.032667361908,-7259.770798340076,555.7381309781676
