pl_name,hostname,disc_year,discoverymethod,pl_orbper,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_radj,pl_bmassj,st_mass,st_teff
TOI-5181 A b,TOI-5181 A,2025,Transit,3.8922295,0.15,,,1.191,1.04,1.25,6060.0
WASP-178 b,WASP-178,2019,Transit,3.3448285,0.0,,,1.81,1.66,2.07,9360.0
TOI-4994 b,TOI-4994,2024,Transit,21.491984,0.319,0.048,-0.047,0.762,0.28,1.005,5640.0
CoRoT-20 b,CoRoT-20,2011,Transit,9.24285,0.59,0.02,-0.02,0.84,4.3,1.14,5880.0
WASP-95 b,WASP-95,2014,Transit,2.18467,0.0,,,1.23,1.44,1.46,5830.0
HAT-P-68 b,HAT-P-68,2020,Transit,2.29840551,0.041,,,1.072,0.724,0.6785,4508.0
HAT-P-58 b,HAT-P-58,2021,Transit,4.0138379,0.073,,,1.332,0.372,1.031,6078.0
NGTS-12 b,NGTS-12,2020,Transit,7.532806,0.0,,,1.048,0.208,1.021,5690.0
Kepler-493 b,Kepler-493,2016,Transit,3.003876581,0.0,,,1.34980819,,1.36,6457.0
WASP-21 b,WASP-21,2010,Transit,4.322482,0.0,,,1.07,0.3,1.01,5800.0
HD 221416 b,HD 221416,2019,Transit,14.2767,0.115,0.034,-0.03,0.836,0.19,1.212,5080.0
HATS-57 b,HATS-57,2019,Transit,2.350621,0.028,,,1.139,3.147,1.026,5587.0
HD 45652 b,HD 45652,2008,Radial Velocity,44.073,0.607,0.026,-0.026,1.28,0.433,0.92,5294.0
HATS-75 b,HATS-75,2021,Transit,2.7886556,0.064,,,0.884,0.491,0.6017,3790.4
WASP-31 b,WASP-31,2010,Transit,3.4059096,0.0,,,1.549,0.478,1.163,6302.0
TOI-2368 b,TOI-2368,2024,Transit,5.1750073,0.061,0.066,-0.042,0.967,0.65,0.897,5360.0
Kepler-43 b,Kepler-43,2011,Transit,3.0240949,0.017,0.027,-0.009,1.219,3.23,1.32,6041.0
TOI-3331 A b,TOI-3331 A,2022,Transit,2.0180231,0.0,0.048,-0.052,1.158,2.27,1.016,5609.0
WASP-85 A b,WASP-85 A,2016,Transit,2.6556777,0.0,,,1.24,1.265,1.09,6112.0
WASP-195 b,WASP-195,2025,Transit,5.051928,0.0,,,0.92,0.104,1.3,6300.0
KELT-18 b,KELT-18,2017,Transit,2.8717518,0.0,,,1.57,1.18,1.524,6670.0
HD 89345 b,HD 89345,2018,Transit,11.8143,0.22,0.095,-0.13,0.66,0.11,1.157,5576.0
TOI-2379 b,TOI-2379,2024,Transit,5.4693827,0.342,0.0039,-0.0039,1.046,5.76,0.645,3707.0
K2-24 c,K2-24,2016,Transit,42.3391,0.07,,,0.66910518,0.04845358,1.07,5625.0
TOI-4145 A b,TOI-4145 A,2023,Transit,4.0664428,0.0,,,1.187,0.43,0.905,5281.0
HAT-P-54 b,HAT-P-54,2015,Transit,3.799847,0.074,,,0.944,0.76,0.645,4390.0
K2-280 b,K2-280,2018,Transit,19.89526,0.35,0.05,-0.04,0.66910634,0.11672965,1.03,5500.0
TOI-6029 b,TOI-6029,2024,Transit,5.7987,0.091,0.017,-0.015,1.284,1.635,1.548,6223.0
TOI-2570 b,TOI-2570,2022,Transit,2.9887615,0.0,0.048,-0.052,1.217,0.82,1.063,5771.0
HD 179949 b,HD 179949,2000,Radial Velocity,3.092514,0.022,0.015,-0.015,1.24,0.916,1.21,6168.0
NGTS-26 b,NGTS-26,2024,Transit,4.5199279,0.0,,,1.328,0.292,0.96,5550.0
WASP-166 b,WASP-166,2019,Transit,5.44354,0.0,,,0.63,0.101,1.19,6050.0
WASP-84 b,WASP-84,2014,Transit,8.52349648,0.0,,,0.956,0.692,0.853,5280.0
TOI-6448 b,TOI-6448,2025,Transit,14.844261,0.2,0.26,-0.12,0.756,0.17,1.03,5910.0
WASP-101 b,WASP-101,2014,Transit,3.58572,0.0,,,1.43,0.51,1.41,6380.0
KELT-20 b,KELT-20,2017,Transit,3.4741085,0.0,,,1.741,3.382,1.76,8720.0
TOI-4641 b,TOI-4641,2023,Transit,22.09341,0.074,,,0.73,3.87,1.41,6560.0
CoRoT-2 b,CoRoT-2,2008,Transit,1.7429935,0.0143,0.0077,-0.0076,1.466,3.47,0.96,5625.0
HD 104067 b,HD 104067,2011,Radial Velocity,55.851,0.123,0.048,-0.051,0.82,0.19538845,0.82,4952.0
HD 107148 b,HD 107148,2005,Radial Velocity,48.056,0.05,0.17,-0.17,0.856,0.21,1.12,5797.0
TOI-4551 b,TOI-4551,2023,Transit,9.95581,0.101,0.034,-0.033,1.058,1.49,1.31,4896.0
HD 46375 b,HD 46375,2000,Radial Velocity,3.023573,0.063,0.026,-0.026,0.894,0.226,0.92,5285.0
TIC 4672985 b,TIC 4672985,2024,Transit,69.048,0.018,0.004,-0.004,1.026,12.74,1.01,5757.0
TOI-2337 b,TOI-2337,2022,Transit,2.99432,0.019,0.017,-0.017,0.9,1.6,1.325,4780.0
HAT-P-53 b,HAT-P-53,2015,Transit,1.9616241,0.134,,,1.318,1.484,1.093,5956.0
TOI-2529 b,TOI-2529,2024,Transit,64.5949,0.021,0.024,-0.015,1.03,2.34,1.11,5802.0
K2-34 b,K2-34,2016,Transit,2.9956348,0.0,,,1.22669495,1.698,1.16,6168.0
HD 16141 b,HD 16141,2000,Radial Velocity,75.523,0.25,0.05,-0.05,0.971,0.26,1.11,5757.0
HD 103720 b,HD 103720,2014,Radial Velocity,4.5557,0.086,0.024,-0.024,1.26,0.62,0.794,5017.0
TOI-564 b,TOI-564,2020,Transit,1.651144,0.072,0.083,-0.05,1.02,1.463,0.998,5640.0
TOI-481 b,TOI-481,2020,Transit,10.33111,0.153,0.006,-0.007,0.99,1.53,1.14,5735.0
HD 73344 c,HD 73344,2025,Radial Velocity,65.94,0.124,0.052,-0.053,1.2,0.373,1.19,6148.0
TOI-257 b,TOI-257,2021,Transit,18.38818,0.0,,,0.639,0.138,1.407,6095.0
WASP-126 b,WASP-126,2016,Transit,3.28883,0.18,,,0.93796109,0.28411415,1.12,5800.0
Qatar-6 b,Qatar-6,2017,Transit,3.506195,0.0,,,1.062,0.668,0.822,5052.0
KOI-984 c,KOI-984,2022,Transit Timing Variations,21.512,0.38,0.02,-0.02,1.25,0.66010462,0.928,5295.0
HATS-22 b,HATS-22,2017,Transit,4.7228124,0.079,0.026,-0.026,0.953,2.74,0.759,4803.0
NGTS-6 b,NGTS-6,2019,Transit,0.882059,0.0,,,1.326,1.339,0.767,4730.0
Kepler-148 d,Kepler-148,2016,Transit,51.84688575,0.0,,,0.77437773,0.177,0.86,5172.0
CoRoT-9 b,CoRoT-9,2009,Transit,95.272656,0.133,0.042,-0.037,1.066,0.84,0.96,5625.0
HAT-P-35 b,HAT-P-35,2011,Transit,3.646706,0.02,,,1.332,1.056,1.236,6096.0
HAT-P-64 b,HAT-P-64,2021,Transit,4.007232,0.101,,,1.703,0.58,1.298,6457.0
CoRoT-23 b,CoRoT-23,2011,Transit,3.6313,0.16,0.02,-0.02,1.05,2.8,1.14,5900.0
WASP-20 b,WASP-20,2015,Transit,4.89964477,0.0,,,1.38,0.311,1.2,5940.0
WASP-182 b,WASP-182,2019,Transit,3.3769848,0.0,,,0.85,0.148,1.076,5638.0
WASP-35 b,WASP-35,2011,Transit,3.16158,0.0,,,1.3,0.71,1.05,5990.0
TOI-3629 b,TOI-3629,2022,Transit,3.936551,0.05,0.05,-0.04,0.74,0.26,0.63,3870.0
HAT-P-61 b,HAT-P-61,2021,Transit,1.90231289,0.113,,,0.899,1.057,1.004,5587.0
TOI-2589 b,TOI-2589,2023,Transit,61.6277,0.522,0.006,-0.006,1.08,3.5,0.93,5579.0
NGTS-27 b,NGTS-27,2024,Transit,3.3704181,0.0,,,1.396,0.593,1.07,5700.0
K2-113 b,K2-113,2017,Transit,5.817685,0.0,,,1.08305826,1.29,1.04,5660.0
TOI-2107 b,TOI-2107,2024,Transit,2.4545467,0.033,0.038,-0.023,1.211,0.83,0.961,5627.0
WASP-58 b,WASP-58,2012,Transit,5.01718,0.0,,,1.43,0.97,1.06,5800.0
KOI-217 b,KOI-217,2010,Transit,3.90512,0.0,,,1.11,,0.95,5545.0
V1298 Tau b,V1298 Tau,2019,Transit,24.140006,0.0079,0.0041,-0.0041,0.83950542,0.04121721,1.1,4970.0
DMPP-2 b,DMPP-2,2019,Radial Velocity,5.203,0.06,,,1.27,0.53953642,1.41,6500.0
TOI-3288 b,TOI-3288,2025,Transit,1.4338647,0.021,0.026,-0.015,1.092,1.687,0.643,4072.0
HATS-60 b,HATS-60,2018,Transit,3.560829,0.191,,,1.153,0.662,1.097,5688.0
HATS-31 b,HATS-31,2016,Transit,3.37796,0.233,,,1.64,0.88,1.275,6050.0
TOI-1268 b,TOI-1268,2022,Transit,8.1577094,0.105,0.04,-0.039,0.81184902,0.30330832,0.96,5300.0
TOI-677 b,TOI-677,2020,Transit,11.2365985,0.46,0.019,-0.018,1.17,1.234,1.181,6295.0
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,2014,Radial Velocity,6.959,0.3,0.08,-0.08,1.1,0.32,1.01,5780.0
WASP-75 b,WASP-75,2013,Transit,2.484193,0.0,,,1.27,1.07,1.14,6100.0
TOI-6884 b,TOI-6884,2026,Transit,4.808264,0.067,0.01,-0.012,0.927,26.32,1.41,6330.0
Kepler-423 b,Kepler-423,2014,Transit,2.6843285,0.019,0.028,-0.014,1.192,0.595,0.85,5560.0
HD 122562 c,HD 122562,2022,Radial Velocity,84.96276,0.228,0.139,-0.113,0.903,0.23,1.241,4956.0
Kepler-561 b,Kepler-561,2016,Transit,58.3620495,0.0,,,0.62092961,0.122,0.96,5646.0
HAT-P-65 b,HAT-P-65,2016,Transit,2.60544751,0.304,,,1.611,0.554,1.297,5872.0
24 Boo b,24 Boo,2018,Radial Velocity,30.33,0.032,0.039,-0.023,1.24,0.883,1.05,4816.0
CoRoT-21 b,CoRoT-21,2012,Transit,2.72474,0.0,,,1.3,2.26,1.29,6200.0
TOI-4034 b,TOI-4034,2026,Transit,1.8020932,0.0,,,1.58,0.87,1.19,5891.0
HAT-P-4 b,HAT-P-4,2007,Transit,3.056536,0.0,,,1.274,0.671,1.248,5860.0
WASP-57 b,WASP-57,2012,Transit,2.83891856,0.0,,,1.05,0.644,0.886,5600.0
TOI-6383 A b,TOI-6383 A,2024,Transit,1.79058695,0.05,0.042,-0.033,1.008,1.04,0.458,3444.0
HD 167768 b,HD 167768,2022,Radial Velocity,20.6532,0.149,0.101,-0.096,1.24,0.85,1.08,4851.0
Kepler-6 b,Kepler-6,2009,Transit,3.2346996,0.0,,,1.304,0.668,1.209,5647.0
TOI-4504 d,TOI-4504,2024,Transit Timing Variations,40.5634,0.0445,0.001,-0.0009,1.21,1.4166,0.89,5315.0
GJ 876 b,GJ 876,1998,Radial Velocity,61.1166,0.0324,0.0013,-0.0013,1.19,2.2756,0.32,3293.74
HATS-13 b,HATS-13,2015,Transit,3.0440499,0.181,,,1.212,0.543,0.962,5523.0
TOI-5300 b,TOI-5300,2025,Transit,2.262196,0.0,,,0.88,0.6,0.67,4610.0
WASP-100 b,WASP-100,2014,Transit,2.84938,0.0,,,1.33,1.26,0.77,6900.0
XO-4 b,XO-4,2010,Transit,4.12508,0.0,,,1.25,1.42,1.1,6397.0
WASP-13 b,WASP-13,2009,Transit,4.35301,0.0,,,1.22,0.36,0.72,5950.0
Kepler-426 b,Kepler-426,2014,Transit,3.21751883,0.18,,,1.09,0.34,0.91,5725.0
NGTS-33 b,NGTS-33,2024,Transit,2.827972,0.0,,,1.64,3.63,1.6,7437.0
WASP-24 b,WASP-24,2010,Transit,2.34121,0.0,,,1.38,1.24,1.43,6075.0
KELT-8 b,KELT-8,2015,Transit,3.24406,0.04,0.05,-0.05,1.62,0.66,0.81,5754.0
HD 68988 b,HD 68988,2001,Radial Velocity,6.27711,0.12,0.01,-0.01,1.2,1.97,1.28,5932.0
TOI-2207 b,TOI-2207,2022,Transit,8.001968,0.174,0.048,-0.052,0.995,0.64,1.296,6101.0
OGLE-TR-182 b,OGLE-TR-182,2007,Transit,3.9791,0.0,,,1.13,1.01,1.14,5924.0
WASP-139 b,WASP-139,2016,Transit,5.924262,0.0,,,0.8,0.117,0.92,5310.0
HAT-P-14 b,HAT-P-14,2010,Transit,4.62767,0.11,0.01,-0.01,1.42,3.44,2.65,6600.0
NGTS-23 b,NGTS-23,2022,Transit,4.0764326,0.0,,,1.267,0.613,1.01,6057.0
TOI-2669 b,TOI-2669,2022,Transit,6.2034,0.09,0.05,-0.05,1.76,0.61,1.19,4800.0
WASP-93 b,WASP-93,2016,Transit,2.7325321,0.0,,,1.597,1.47,1.334,6700.0
WASP-188 b,WASP-188,2025,Transit,5.748916,0.0,,,1.322,1.443,1.5,6850.0
WASP-97 b,WASP-97,2014,Transit,2.07276,0.0,,,1.14,1.36,1.18,5640.0
TOI-2992 b,TOI-2992,2025,Transit,3.007812,0.089,,,1.227,3.33,1.21,6000.0
TOI-4201 b,TOI-4201,2023,Transit,3.5819194,0.041,0.015,-0.015,1.22,2.48,0.61,3794.0
TOI-615 b,TOI-615,2023,Transit,4.6615983,0.39,,,1.693,0.435,1.449,6850.0
WASP-99 b,WASP-99,2014,Transit,5.75251,0.0,,,1.02,2.43,1.21,6150.0
TOI-628 b,TOI-628,2021,Transit,3.4095675,0.072,0.021,-0.023,1.06,6.33,1.311,6250.0
MASCARA-4 b,MASCARA-4,2020,Transit,2.8240932,0.0,,,1.515,1.675,1.75,7800.0
HAT-P-24 b,HAT-P-24,2010,Transit,3.35524,0.07,0.02,-0.02,1.3,0.75,1.37,6373.0
NGTS-24 b,NGTS-24,2022,Transit,3.4678796,0.0,,,1.214,0.52,1.26,5820.0
Qatar-8 b,Qatar-8,2019,Transit,3.71495,0.0,,,1.285,0.371,1.029,5738.0
HIP 5763 b,HIP 5763,2021,Radial Velocity,30.014,0.054,,,1.27,0.51,0.72,4352.0
TOI-159 b,TOI-159,2026,Transit,3.7628396,0.24,0.03,-0.04,1.622,3.49,1.661,7287.0
TOI-6628 b,TOI-6628,2025,Transit,18.18424,0.67,0.015,-0.016,0.98,0.74,0.97,5463.0
TOI-1836 b,TOI-1836,2024,Transit,20.380799,0.0,,,0.714,0.121,1.307,6380.0
WASP-127 b,WASP-127,2016,Transit,4.17806203,0.0,,,1.311,0.1647,0.95,5620.0
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,2014,Radial Velocity,5.118,0.28,0.09,-0.09,1.25,0.4,0.96,5725.0
WASP-121 b,WASP-121,2016,Transit,1.27492504,0.0085,0.0013,-0.0012,1.742,1.17,1.33,6628.0
KELT-4 A b,KELT-4 A,2016,Transit,2.9895932,0.0,,,1.699,0.902,1.201,6206.0
TOI-2169 A b,TOI-2169 A,2025,Transit,8.2148282,0.045,,,1.116,1.037,1.42,6270.0
HATS-50 b,HATS-50,2017,Transit,3.8297015,0.516,,,1.13,0.39,1.168,5990.0
TOI-4600 b,TOI-4600,2023,Transit,82.6869,0.25,0.33,-0.17,0.607,3.02,0.89,5170.0
HD 103774 b,HD 103774,2013,Radial Velocity,5.8881,0.09,0.04,-0.04,1.19,0.367,1.335,6489.0
WASP-135 b,WASP-135,2015,Transit,1.4013794,0.0,,,1.3,1.9,0.98,5675.0
HATS-15 b,HATS-15,2016,Transit,1.74748753,0.126,,,1.105,2.17,0.871,5311.0
WASP-3 b,WASP-3,2007,Transit,1.84683,0.0,,,1.42,2.43,1.62,6400.0
KELT-1 b,KELT-1,2012,Transit,1.217514,0.0099,0.01,-0.0069,1.11,27.23,1.335,6516.0
K2-260 b,K2-260,2018,Transit,2.62669762,0.053,0.051,-0.036,1.643,1.72,1.637,6860.0
WASP-144 b,WASP-144,2018,Transit,2.2783152,0.0,,,0.85,0.44,0.81,5200.0
HATS-70 b,HATS-70,2019,Transit,1.8882378,0.18,,,1.384,12.9,1.78,7930.0
NGTS-35 b,NGTS-35,2025,Transit,25.241192,0.192,0.037,-0.033,0.97243454,0.47824548,0.789,4717.0
WASP-52 b,WASP-52,2012,Transit,1.7497798,0.0,,,1.27,0.46,0.87,5000.0
XO-2 S b,XO-2 S,2014,Radial Velocity,18.22,0.15,0.02,-0.02,0.971,0.26,0.98,5325.0
TIC 257060897 b,TIC 257060897,2021,Transit,3.66003639,0.039,0.038,-0.023,1.54,0.634,1.187,5993.0
K2-29 b,K2-29,2016,Transit,3.2588321,0.066,0.022,-0.022,1.19,0.73,0.94,5358.0
OGLE-TR-56 b,OGLE-TR-56,2002,Transit,1.2119189,0.0,,,1.36301421,1.39,1.228,6050.0
Kepler-719 b,Kepler-719,2016,Transit,5.007317779,0.0,,,0.76010349,0.172,0.99,5777.0
HAT-P-28 b,HAT-P-28,2011,Transit,3.257215,0.051,0.033,-0.033,1.212,0.626,1.025,5680.0
TOI-1232 c,TOI-1232,2026,Transit Timing Variations,30.356,0.027,0.027,-0.016,0.792,0.184,1.058,5823.0
WASP-56 b,WASP-56,2012,Transit,4.6171,0.0,,,0.94,0.45,0.71,5600.0
TOI-5007 b,TOI-5007,2026,Transit,2.543371,0.074,0.026,-0.03,0.988,0.664,0.632,3793.0
GPX-1 b,GPX-1,2021,Transit,1.744579,0.0,,,1.47,19.7,1.68,7000.0
K2-115 b,K2-115,2017,Transit,20.2729914,0.063,0.061,-0.042,1.053,1.01,0.918,5870.0
Kepler-489 b,Kepler-489,2016,Transit,17.276296119,0.0,,,0.68873227,0.145,0.82,5014.0
TOI-5542 b,TOI-5542,2022,Transit,75.12375,0.018,0.026,-0.013,1.009,1.32,0.89,5700.0
TOI-5573 b,TOI-5573,2025,Transit,8.79758977,0.072,0.067,-0.048,0.87,0.35,0.619,3790.0
HATS-26 b,HATS-26,2016,Transit,3.3023881,0.245,,,1.75,0.65,1.299,6071.0
WASP-1 b,WASP-1,2007,Transit,2.5199454,0.0,,,1.483,0.854,1.24,6110.0
Wendelstein-1 b,Wendelstein-1,2020,Transit,2.663416,0.012,,,1.0314,0.592,0.65,4251.0
WASP-41 b,WASP-41,2011,Transit,3.0524,0.0,,,1.1,0.85,0.81,5545.0
TOI-2485 b,TOI-2485,2024,Transit,11.23479,0.0341,0.0109,-0.0087,1.083,2.412,1.163,6016.4
HATS-28 b,HATS-28,2016,Transit,3.1810781,0.202,,,1.194,0.672,0.929,5498.0
WASP-192 b,WASP-192,2019,Transit,2.8786765,0.0,,,1.23,2.3,1.09,5910.0
TOI-1135 b,TOI-1135,2024,Transit,8.0277327,0.062,0.12,-0.045,0.885,0.185,1.119,6320.0
TOI-2193 A b,TOI-2193 A,2022,Transit,2.1225735,0.0,,,1.77,0.94,1.082,5966.0
HATS-74 A b,HATS-74 A,2021,Transit,1.73185606,0.044,,,1.032,1.46,0.601,3776.9
HATS-23 b,HATS-23,2017,Transit,2.1605156,0.114,,,1.86,1.47,1.121,5780.0
HD 189733 b,HD 189733,2005,Radial Velocity,2.21857567,0.0,,,1.13,1.13,0.79,5052.0
HD 121504 b,HD 121504,2003,Radial Velocity,63.33,0.03,0.01,-0.01,1.21,1.51,1.62,6027.0
WASP-133 b,WASP-133,2016,Transit,2.176423,0.17,,,1.21,1.16,1.16,5700.0
HAT-P-1 b,HAT-P-1,2006,Transit,4.46529976,0.0,,,1.319,0.525,1.151,5980.0
TIC 46432937 b,TIC 46432937,2024,Transit,1.44044527,0.009,,,1.188,3.2,0.563,3572.0
HD 63454 b,HD 63454,2005,Radial Velocity,2.81805,0.0,,,1.098,0.25,0.42,4812.0
TIC 87422071 b,TIC 87422071,2026,Transit,11.364929,0.124,0.073,-0.06,0.969,1.29,1.239,6150.0
Kepler-74 b,Kepler-74,2013,Transit,7.340711,0.0,,,0.96,0.63,1.18,6000.0
WASP-23 b,WASP-23,2010,Transit,2.9444256,0.062,,,0.962,0.884,0.78,5150.0
NGTS-1 b,NGTS-1,2017,Transit,2.647298,0.016,0.023,-0.012,1.33,0.812,0.617,3916.0
Kepler-686 b,Kepler-686,2016,Transit,1.594745463,0.0,,,1.0839504,,0.94,5649.0
HD 332231 b,HD 332231,2020,Transit,18.712024,0.0,,,0.80944319,0.23314467,1.1642,6128.0
TOI-1199 b,TOI-1199,2024,Transit,3.671463,0.03,0.029,-0.029,0.938,0.239,1.23,5710.0
TOI-4961 b,TOI-4961,2025,Transit,7.479182,0.182,0.04,-0.048,1.101,1.8,0.912,5380.0
Kepler-75 b,Kepler-75,2013,Transit,8.8849116,0.57,0.01,-0.01,1.05,10.1,0.91,5200.0
HAT-P-3 b,HAT-P-3,2007,Transit,2.8997,0.0,,,0.94,0.65,1.06,5185.0
BD-10 3166 b,BD-10 3166,2000,Radial Velocity,3.48777,0.02,0.02,-0.02,1.26,0.59,1.47,5393.0
Kepler-118 c,Kepler-118,2014,Transit,20.17202,0.0,,,0.685,0.144,0.811,5274.0
HATS-55 b,HATS-55,2019,Transit,4.2042001,0.092,,,1.251,0.921,1.1955,6214.0
HD 109246 b,HD 109246,2010,Radial Velocity,68.27,0.12,0.04,-0.04,1.24,0.86,1.2,5844.0
TOI-4515 b,TOI-4515,2024,Transit,15.266446,0.461,0.007,-0.007,1.086,2.005,0.949,5433.0
CoRoT-31 b,CoRoT-31,2020,Transit,4.62941,0.02,0.16,-0.16,1.46,0.84,1.25,5700.0
TOI-1775 b,TOI-1775,2024,Transit,10.2405549,0.0,,,0.71793227,0.30204978,0.9218,5284.0
HAT-P-18 b,HAT-P-18,2010,Transit,5.508023,0.084,0.048,-0.048,0.995,0.197,0.77,4803.0
HATS-68 b,HATS-68,2018,Transit,3.5862202,0.036,,,1.232,1.29,1.351,6147.0
WASP-88 b,WASP-88,2014,Transit,4.954,0.0,,,1.46,0.42,0.94,6430.0
TOI-157 b,TOI-157,2020,Transit,2.0845435,0.0,,,1.286,1.18,0.948,5404.0
K2-114 b,K2-114,2017,Transit,11.390931,0.079,0.03,-0.03,0.945,2.01,0.863,4899.0
CoRoT-19 b,CoRoT-19,2011,Transit,3.89713,0.047,0.045,-0.045,1.29,1.11,1.21,6090.0
WASP-69 b,WASP-69,2014,Transit,3.86813881,0.0,,,1.0,0.26,0.83,4792.0
WASP-173 A b,WASP-173 A,2018,Transit,1.38665318,0.0,,,1.2,3.69,1.05,5800.0
WASP-71 b,WASP-71,2012,Transit,2.90367,0.0,,,1.18,1.39,0.76,6050.0
HAT-P-62 b,HAT-P-62,2021,Transit,2.6453235,0.101,,,1.073,0.761,1.023,5629.0
TOI-530 b,TOI-530,2021,Transit,6.387597,0.0,,,0.83,0.4,0.53,3659.0
WASP-175 b,WASP-175,2019,Transit,3.0652907,0.0,,,1.208,0.99,1.212,6229.0
HIP 14810 b,HIP 14810,2005,Radial Velocity,6.673892,0.14399,0.00087,-0.00087,1.16,3.9,1.01,5544.0
TOI-1518 b,TOI-1518,2021,Transit,1.90261131,0.01,,,1.878,1.83,1.88,7299.0
HD 33142 d,HD 33142,2022,Radial Velocity,89.9,0.191,0.14,-0.128,0.832,0.2,1.52,5025.4
TOI-5218 b,TOI-5218,2024,Transit,4.291452,0.0,,,0.879,2.06715317,0.739,4230.0
Kepler-714 b,Kepler-714,2016,Transit,8.098887986,0.0,,,0.86269962,0.213,1.09,5995.0
KOI-142 c,KOI-142,2013,Transit Timing Variations,22.26492,0.05724,0.00045,-0.00045,1.25,0.674,0.99,5466.0
Pr0211 b,Pr0211,2012,Radial Velocity,2.1461,0.011,0.012,-0.008,1.2,1.88,0.935,5300.0
HATS-76 b,HATS-76,2021,Transit,1.9416423,0.062,,,1.079,2.629,0.662,4016.0
HAT-P-33 b,HAT-P-33,2011,Transit,3.47447,0.0,,,1.85,0.92,1.82,6446.0
CoRoT-26 b,CoRoT-26,2013,Transit,4.20474,0.0,,,1.26,0.52,1.09,5590.0
WASP-176 b,WASP-176,2020,Transit,3.899052,0.0,,,1.505,0.855,1.345,5941.0
WASP-65 b,WASP-65,2013,Transit,2.3114243,0.0,,,1.112,1.55,0.93,5600.0
HD 2685 b,HD 2685,2019,Transit,4.12688,0.091,0.039,-0.047,1.44,1.17,1.43,6801.0
HIP 12961 b,HIP 12961,2010,Radial Velocity,57.435,0.17,0.03,-0.03,1.18,0.36,0.69,3901.0
WASP-117 b,WASP-117,2014,Transit,10.02165,0.3,0.02,-0.02,1.06,0.3,1.29,6040.0
Kepler-12 b,Kepler-12,2011,Transit,4.4379629,0.0,,,1.754,0.432,1.166,5947.0
HIP 65407 b,HIP 65407,2016,Radial Velocity,28.125,0.14,0.07,-0.07,1.28,0.428,0.93,5460.0
HD 168443 b,HD 168443,1998,Radial Velocity,58.11187,0.53,0.002,-0.001,1.13,7.628,0.98,5491.0
Kepler-643 b,Kepler-643,2016,Transit,16.33889626,0.37,0.06,-0.06,0.90641449,1.01,1.0,4908.0
Kepler-51 b,Kepler-51,2012,Transit,45.154,0.04,0.01,-0.01,0.633,0.007,1.04,6018.0
HD 185269 b,HD 185269,2006,Radial Velocity,6.83776,0.229,0.014,-0.014,1.23,1.01,1.3,5923.0
HATS-27 b,HATS-27,2016,Transit,4.637038,0.581,,,1.5,0.53,1.415,6438.0
XO-3 b,XO-3,2007,Transit,3.19152309,0.2791,0.0024,-0.0022,1.32,13.27,1.449,6970.0
TOI-5882 b,TOI-5882,2025,Transit,7.148972,0.0339,0.0041,-0.0041,1.023,22.01,1.334,5920.0
KOI-134 c,KOI-134,2025,Transit Timing Variations,33.95,0.24,0.12,-0.03,0.88,0.22,1.407,6160.0
NGTS-8 b,NGTS-8,2019,Transit,2.4997,0.01,0.014,-0.01,1.09,0.93,0.89,5241.0
TOI-6420 b,TOI-6420,2025,Transit,6.961508,0.078,0.014,-0.013,1.065,8.2,1.165,6020.0
HAT-P-70 b,HAT-P-70,2019,Transit,2.74432452,0.0,,,1.87,6.78,1.89,8450.0
HD 27894 c,HD 27894,2017,Radial Velocity,36.07,0.015,0.02,-0.002,0.735,0.162,0.8,4875.0
HATS-52 b,HATS-52,2017,Transit,1.36665436,0.246,,,1.382,2.24,1.111,6010.0
TOI-1601 b,TOI-1601,2021,Transit,5.33175,0.0,,,1.2667542,1.21763817,1.5055,5982.0
HATS-48 A b,HATS-48 A,2020,Transit,3.1316666,0.162,,,0.8,0.243,0.7279,4546.0
HAT-P-44 b,HAT-P-44,2014,Transit,4.301219,0.044,0.052,-0.052,1.242,0.352,0.942,5295.0
Kepler-9 b,Kepler-9,2010,Transit,19.23891,0.0609,0.001,-0.0013,0.73958426,0.13655099,1.022,5774.0
TOI-169 b,TOI-169,2020,Transit,2.2554477,0.0,,,1.086,0.791,1.147,5880.0
XO-2 N b,XO-2 N,2007,Transit,2.61585906,0.0,,,0.993,0.629,0.96,5290.0
NGTS-18 b,NGTS-18,2021,Transit,3.05125,0.0,,,1.21,0.409,1.003,5610.0
TOI-5293 A b,TOI-5293 A,2023,Transit,2.930289,0.38,,,1.06,0.54,0.54,3586.0
K2-99 b,K2-99,2016,Transit,18.24783,0.22,0.01,-0.01,1.06,0.87,1.44,6069.0
Kepler-419 b,Kepler-419,2014,Transit,69.7546,0.833,0.013,-0.013,0.96,2.5,1.39,6430.0
TOI-2040 b,TOI-2040,2026,Transit,3.8608576,0.109,0.021,-0.02,0.921,0.781,0.92,5132.0
Kepler-435 b,Kepler-435,2015,Transit,8.6001536,0.114,0.077,-0.077,1.99,0.84,1.538,6161.0
HAT-P-9 b,HAT-P-9,2008,Transit,3.92281072,0.084,0.052,-0.047,1.393,0.749,1.281,6350.0
TOI-5916 b,TOI-5916,2026,Transit,2.367128,0.09,0.114,-0.062,1.013,0.713,0.477,3613.0
TOI-4153 b,TOI-4153,2024,Transit,4.6174141,0.039,0.047,-0.028,1.438,1.15,1.572,6860.0
