pl_name,hostname,disc_year,discoverymethod,pl_orbper,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_radj,pl_bmassj,st_mass,st_teff
TOI-2005 b,TOI-2005,2025,Transit,17.305904,0.597,0.097,-0.065,1.07,6.4,1.59,7130.0
WASP-148 c,WASP-148,2020,Radial Velocity,34.524,0.1809,0.018,-0.0072,1.24,0.392,0.954,5555.0
TrES-1 b,TrES-1,2004,Transit,3.03007,0.0,,,1.13,0.84,1.04,5230.0
TOI-2202 b,TOI-2202,2021,Transit,11.9126075,0.022,0.022,-0.015,0.977,0.904,0.841,5169.0
Wendelstein-2 b,Wendelstein-2,2020,Transit,1.7522239,0.057,,,1.1592,0.731,0.73,4591.0
DMPP-7 b,DMPP-7,2026,Radial Velocity,4.984,0.1,,,0.815,0.19315454,1.09,5996.82
Kepler-695 b,Kepler-695,2016,Transit,3.040330424,0.0,,,0.82166117,0.196,0.84,5181.0
CoRoT-4 b,CoRoT-4,2008,Transit,9.20205,0.0,0.1,-0.1,1.19,0.72,1.16,6190.0
NGTS-20 b,NGTS-20,2022,Transit,54.18915,0.432,0.023,-0.023,1.07,2.98,1.47,5980.0
WASP-162 b,WASP-162,2018,Transit,9.62468,0.434,0.005,-0.005,1.0,5.2,0.95,5300.0
CoRoT-3 b,CoRoT-3,2008,Transit,4.2568,0.0,,,1.01,21.66,1.37,6740.0
Kepler-422 b,Kepler-422,2014,Transit,7.8914483,0.0,,,1.15,0.43,1.15,5972.0
Kepler-490 b,Kepler-490,2016,Transit,3.268695154,0.0,,,1.03934338,,1.08,6045.0
HATS-5 b,HATS-5,2014,Transit,4.763387,0.019,0.019,-0.019,0.912,0.237,0.936,5304.0
Kepler-46 c,Kepler-46,2012,Transit Timing Variations,57.011,0.0146,0.0034,-0.0036,1.21,0.376,0.902,5155.0
WASP-50 b,WASP-50,2011,Transit,1.9551,0.009,0.011,-0.006,1.166,1.4688,0.892,5400.0
XO-7 b,XO-7,2019,Transit,2.8641424,0.038,0.033,-0.033,1.373,0.709,1.405,6250.0
WASP-47 b,WASP-47,2012,Transit,4.159151,0.0006,0.0005,-0.0002,1.14729433,1.1767356,1.058,5565.0
HD 2638 b,HD 2638,2005,Radial Velocity,3.4442,0.0,,,1.28,0.42,0.77,5186.0
TOI-4603 b,TOI-4603,2023,Transit,7.24599,0.325,0.02,-0.02,1.042,12.89,1.765,6264.0
TOI-1670 c,TOI-1670,2022,Transit,40.74976,0.09,0.05,-0.04,0.987,0.63,1.21,6170.0
Kepler-17 b,Kepler-17,2011,Transit,1.4857108,0.011,,,1.31,2.45,1.04,5781.0
NGTS-10 b,NGTS-10,2020,Transit,0.7668944,0.0,,,1.205,2.162,0.696,4600.0
HD 149143 b,HD 149143,2005,Radial Velocity,4.07182,0.0167,0.004,-0.004,1.22,1.33,1.2,5856.0
WASP-48 b,WASP-48,2011,Transit,2.14363,0.0,,,1.5,0.8,0.88,5920.0
Kepler-18 d,Kepler-18,2011,Transit,14.85888,0.0,,,0.623,0.052,0.972,5345.0
TOI-3856 b,TOI-3856,2025,Transit,2.04360352,0.083,,,1.213,0.54,1.096,5622.0
HATS-24 b,HATS-24,2017,Transit,1.3484978,0.0,,,1.395,2.26,1.07,6125.0
TOI-1431 b,TOI-1431,2021,Transit,2.650237,0.0022,0.003,-0.0016,1.49,3.12,1.9,7690.0
NGTS-2 b,NGTS-2,2018,Transit,4.511164,0.0,,,1.595,0.74,1.64,6478.0
WASP-194 b,WASP-194,2025,Transit,3.183387,0.0,,,1.381,1.174,1.29,6405.0
HIP 67522 b,HIP 67522,2020,Transit,6.9594731,0.064,0.187,-0.049,0.891,0.225,1.22,5675.0
Kepler-45 b,Kepler-45,2011,Transit,2.455239,0.11,0.1,-0.09,0.96,0.505,0.59,3820.0
TOI-3464 b,TOI-3464,2025,Transit,3.6515568,0.25,,,1.228,1.25,1.363,6370.0
TOI-3593 b,TOI-3593,2025,Transit,3.8212867,0.105,0.052,-0.028,0.984,1.78,1.015,5550.0
HAT-P-30 b,HAT-P-30,2011,Transit,2.8106,0.04,0.02,-0.02,1.44,0.83,1.55,6304.0
TOI-954 b,TOI-954,2020,Transit,3.6849729,0.14,0.18,-0.11,0.852,0.174,1.201,5710.0
WASP-29 b,WASP-29,2010,Transit,3.92273,0.03,0.04,-0.04,0.77,0.23,0.77,4800.0
TOI-1820 b,TOI-1820,2022,Transit,4.860674,0.043,0.008,-0.008,1.14,2.3,1.04,5734.0
TOI-2497 b,TOI-2497,2023,Transit,10.655669,0.195,0.043,-0.04,0.994,4.82,1.859,7360.0
TOI-3362 b,TOI-3362,2021,Transit,18.09547,0.815,0.023,-0.032,1.142,5.029,1.445,6532.0
WASP-32 b,WASP-32,2010,Transit,2.71866,0.0,,,0.96,2.63,0.72,6140.0
TOI-2977 b,TOI-2977,2023,Transit,2.3505614,0.0,,,1.174,1.68,0.936,5691.0
HD 38529 b,HD 38529,2000,Radial Velocity,14.3099,0.256,0.009,-0.009,1.25,0.65,0.98,5697.0
WASP-158 b,WASP-158,2018,Transit,3.656333,0.0,,,1.07,2.79,1.38,6350.0
HAT-P-17 b,HAT-P-17,2012,Transit,10.33852,0.35,0.01,-0.01,1.05,0.58,0.99,5246.0
HAT-P-22 b,HAT-P-22,2010,Transit,3.21222,0.02,0.01,-0.01,1.15,2.47,1.13,5302.0
HAT-P-20 b,HAT-P-20,2010,Transit,2.875317,0.015,0.005,-0.005,0.867,7.246,0.756,4595.0
Kepler-730 b,Kepler-730,2016,Transit,6.491682808,0.0,,,1.1,,1.047,5620.0
HIP 67522 c,HIP 67522,2024,Transit,14.334892,0.077,0.195,-0.056,0.708,0.152,1.22,5675.0
WASP-39 b,WASP-39,2011,Transit,4.0552941,0.0,,,1.279,0.281,0.913,5485.0
WASP-153 b,WASP-153,2017,Transit,3.332609,0.009,,,1.55,0.39,1.336,5914.0
TOI-778 b,TOI-778,2023,Transit,4.633611,0.21,0.04,-0.04,1.37,2.8,1.4,6643.0
NGTS-13 b,NGTS-13,2021,Transit,4.119027,0.086,0.034,-0.034,1.142,4.84,1.3,5819.0
HD 130322 b,HD 130322,1999,Radial Velocity,10.70871,0.029,0.016,-0.016,1.22,1.15,0.92,5387.0
TOI-2416 b,TOI-2416,2023,Transit,8.275479,0.32,0.02,-0.02,0.88,3.0,1.118,5808.0
TOI-3523 A b,TOI-3523 A,2025,Transit,2.30458952,0.047,,,1.425,1.37,1.131,6450.0
HAT-P-38 b,HAT-P-38,2012,Transit,4.640382,0.067,0.047,-0.047,0.825,0.267,0.886,5330.0
TOI-7149 b,TOI-7149,2025,Transit,2.65206166,0.078,0.047,-0.048,1.18,0.705,0.344,3363.0
TOI-3976 A b,TOI-3976 A,2023,Transit,6.607662,0.0,,,1.095,0.175,1.254,5975.0
K2-232 b,K2-232,2018,Transit,11.168454,0.258,0.025,-0.025,1.0,0.398,1.188,6154.0
HATS-14 b,HATS-14,2015,Transit,2.7667641,0.142,,,1.039,1.071,0.967,5346.0
ups And b,ups And,1996,Radial Velocity,4.617033,0.0215,0.0007,-0.0007,1.25,0.6876,1.3,6156.77
Kepler-471 b,Kepler-471,2016,Transit,5.014234575,0.0,,,1.33464181,,1.49,6733.0
TOI-3837 b,TOI-3837,2025,Transit,11.88865,0.221,0.042,-0.046,0.97,0.59,0.89,5905.0
WASP-59 b,WASP-59,2012,Transit,7.919585,0.1,0.042,-0.042,0.775,0.863,0.719,4650.0
KELT-14 b,KELT-14,2016,Transit,1.7100566,0.0,,,1.743,1.284,1.239,5720.0
CoRoT-18 b,CoRoT-18,2011,Transit,1.9000693,0.08,,,1.31,3.47,0.95,5440.0
WASP-54 b,WASP-54,2012,Transit,3.69364,0.07,0.03,-0.03,1.58,0.59,1.08,6100.0
TOI-4734 b,TOI-4734,2025,Transit,6.235633,0.12,,,0.974,0.194,1.391,6070.0
TOI-2842 b,TOI-2842,2023,Transit,3.5514058,0.0,,,1.146,0.37,1.135,5910.0
Kepler-30 c,Kepler-30,2012,Transit,60.323105,0.0111,0.001,-0.001,1.097,2.01,0.99,5498.0
TOI-2886 b,TOI-2886,2025,Transit,1.60200105,0.11,,,1.663,1.4,1.229,6240.0
HATS-9 b,HATS-9,2015,Transit,1.915291,0.075,,,1.23561424,0.837,1.1,5599.0
TOI-2031 A b,TOI-2031 A,2025,Transit,5.71548654,0.076,,,1.267,0.8,1.174,6490.0
HD 168746 b,HD 168746,2002,Radial Velocity,6.404,0.11,0.08,-0.08,0.993,0.27,1.07,5570.0
HATS-61 b,HATS-61,2018,Transit,7.817953,0.092,,,1.195,3.4,1.076,5542.0
WASP-132 b,WASP-132,2016,Transit,7.1335164,0.0163,0.0067,-0.0069,0.901,0.428,0.789,4686.0
WASP-141 b,WASP-141,2016,Transit,3.310651,0.0,,,1.21,2.69,1.25,5900.0
TrES-2 b,TrES-2,2006,Transit,2.47063,0.0,,,1.36,1.49,1.36,5850.0
HD 109749 b,HD 109749,2005,Radial Velocity,5.239891,0.0,,,0.993,0.27,1.13,5824.0
TOI-2796 b,TOI-2796,2023,Transit,4.8084983,0.0,,,1.54,0.44,1.063,5764.0
HD 86081 b,HD 86081,2006,Radial Velocity,2.1378431,0.0119,0.0047,-0.0047,1.21,1.48,1.21,5939.0
NGTS-31 b,NGTS-31,2025,Transit,4.162734,0.0,,,1.61,1.12,0.96,5710.0
TOI-3984 A b,TOI-3984 A,2023,Transit,4.353326,0.23,,,0.71,0.14,0.49,3476.0
TOI-2525 c,TOI-2525,2023,Transit,49.2519,0.157,0.008,-0.007,0.904,0.657,0.849,5096.0
TOI-1248 b,TOI-1248,2024,Transit,4.3601561,0.0,,,0.60741347,0.08621004,0.9042,5205.0
WASP-110 b,WASP-110,2021,Transit,3.7784022,0.0,,,1.177,0.487,0.814,5392.0
TOI-3364 b,TOI-3364,2023,Transit,5.8768918,0.0,,,1.091,1.67,1.186,5706.0
HATS-53 b,HATS-53,2017,Transit,3.8537768,0.33,,,1.34,0.595,0.964,5644.0
TOI-5422 b,TOI-5422,2026,Transit,5.377219,0.094,0.0047,-0.0045,0.812,28.0,1.066,5820.0
Kepler-117 b,Kepler-117,2014,Transit,18.7959228,0.0493,0.0062,-0.0062,0.719,0.094,1.129,6150.0
Kepler-1976 b,Kepler-1976,2023,Transit Timing Variations,4.959319244,0.0,,,1.08930511,,0.976,5712.0
HD 187123 b,HD 187123,1998,Radial Velocity,3.0965828,0.0103,0.0059,-0.0059,1.27,0.523,1.04,5790.0
OGLE-TR-10 b,OGLE-TR-10,2004,Transit,3.101278,0.0,,,1.25,0.62,1.14,5950.0
8 UMi b,8 UMi,2015,Radial Velocity,93.31,0.062,0.028,-0.03,1.2,1.65,1.51,4847.0
WASP-68 b,WASP-68,2014,Transit,5.0843,0.0,,,1.32,1.08,1.49,5910.0
HD 76700 b,HD 76700,2002,Radial Velocity,3.97097,0.09,0.08,-0.08,0.856,0.21,0.99,5644.0
Kepler-412 b,Kepler-412,2014,Transit,1.7208604,0.0038,0.0087,-0.0032,1.341,0.941,1.167,5750.0
TOI-2158 b,TOI-2158,2022,Transit,8.60077,0.07,,,0.96,0.82,1.12,5673.0
HD 151450 b,HD 151450,2022,Radial Velocity,21.89288,0.496,0.117,-0.104,0.619,0.121,1.14,6091.98
Kepler-703 b,Kepler-703,2016,Transit,4.583521756,0.0,,,0.731555,0.161,1.18,6185.0
TOI-1533 c,TOI-1533,2026,Transit,8.0637926,0.0,,,0.66910634,0.11515648,0.88,5146.0
HAT-P-32 b,HAT-P-32,2011,Transit,2.1500082,0.159,0.051,-0.028,1.98,0.68,1.132,6001.0
HIP 91258 b,HIP 91258,2013,Radial Velocity,5.0505,0.02,0.01,-0.01,1.23,1.09,0.97,5519.0
HAT-P-16 b,HAT-P-16,2010,Transit,2.77596727,0.0462,0.0027,-0.0024,1.31,4.221,1.218,6140.0
TOI-3688 A b,TOI-3688 A,2023,Transit,3.246075,0.0,,,1.167,0.98,1.199,5950.0
HD 12484 b,HD 12484,2016,Radial Velocity,58.83,0.07,0.03,-0.03,1.17,2.98,1.01,5920.0
Kepler-688 b,Kepler-688,2016,Transit,3.895936844,0.0,,,0.87072888,0.216,0.98,5715.0
TOI-5398 b,TOI-5398,2022,Transit,10.590547,0.13,,,0.91890603,0.18469085,1.146,6000.0
TOI-640 b,TOI-640,2021,Transit,5.003777,0.013,,,1.72,0.57,1.536,6460.0
HD 147018 b,HD 147018,2009,Radial Velocity,44.236,0.4686,0.0081,-0.0081,1.19,2.12,0.927,5441.0
HATS-54 b,HATS-54,2019,Transit,2.5441765,0.0,,,1.015,0.753,1.05,5621.0
WASP-159 b,WASP-159,2018,Transit,3.840401,0.0,,,1.38,0.55,1.41,6120.0
TIC 9344899 b,TIC 9344899,2026,Transit,8.5821566,0.029,0.021,-0.018,0.817,19.4,0.98,5800.0
Kepler-670 b,Kepler-670,2016,Transit,2.816504852,0.0,,,1.17584084,,0.99,5709.0
TOI-3819 b,TOI-3819,2023,Transit,3.2443141,0.0,,,1.172,1.11,1.242,5859.0
HAT-P-19 b,HAT-P-19,2010,Transit,4.00878322,0.07,0.04,-0.04,1.008,0.277,0.807,4962.0
KOI-1257 b,KOI-1257,2014,Transit,86.647661,0.772,0.045,-0.045,0.94,1.45,0.99,5520.0
TOI-2236 b,TOI-2236,2022,Transit,3.5315902,0.0,0.048,-0.052,1.282,1.58,1.343,6248.0
TOI-2580 b,TOI-2580,2024,Transit,3.39775,0.08,0.04,-0.04,1.55,0.63,1.33,6120.0
Kepler-485 b,Kepler-485,2016,Transit,3.243259796,0.0,,,1.28557409,,1.07,5958.0
HAT-P-7 b,HAT-P-7,2008,Transit,2.20474,0.0,,,1.51,1.84,1.56,6389.0
TOI-5292 A b,TOI-5292 A,2026,Transit,2.02191,0.034,0.024,-0.02,1.128,1.299,0.596,3919.0
WASP-7 b,WASP-7,2008,Transit,4.9546416,0.034,0.045,-0.024,1.33,0.96,1.276,6400.0
TOI-1173 b,TOI-1173,2024,Transit,7.06466,0.023,0.025,-0.016,0.8198783,0.08621004,0.911,5350.0
WASP-26 b,WASP-26,2010,Transit,2.7566,0.0,,,1.21,0.85,0.86,6034.0
WASP-87 b,WASP-87,2016,Transit,1.682795,0.0,,,1.385,2.18,1.204,6450.0
Kepler-723 b,Kepler-723,2016,Transit,4.082275068,0.0,,,1.08751896,,0.92,5539.0
WASP-77 A b,WASP-77 A,2012,Transit,1.360029395,0.01353,0.0006,-0.0006,1.21,1.6654,0.903,5617.0
Kepler-731 b,Kepler-731,2016,Transit,3.855603551,0.0,,,1.23829066,,1.03,5849.0
CI Tau c,CI Tau,2024,Radial Velocity,25.2,0.58,0.05,-0.06,1.16,3.6,0.9,3807.0
WASP-82 b,WASP-82,2015,Transit,2.70579,0.0,,,1.62,1.17,1.48,6480.0
WASP-15 b,WASP-15,2009,Transit,3.7521,0.0,,,1.41,0.54,1.18,6300.0
NGTS-32 b,NGTS-32,2025,Transit,3.31211,0.0,,,1.42,0.57,1.07,5680.0
KPS-1 b,KPS-1,2018,Transit,1.706291,0.0,,,1.03,1.09,0.892,5165.0
NGTS-25 b,NGTS-25,2022,Transit,2.823093,0.0,,,1.023,0.639,0.91,5321.0
TOI-2025 b,TOI-2025,2022,Transit,8.8720982,0.394,0.035,-0.038,1.061,3.6,1.199,5977.0
TOI-2384 b,TOI-2384,2024,Transit,2.13570304,0.0,,,1.025,1.966,0.635,3943.0
TOI-4379 b,TOI-4379,2024,Transit,3.25352,0.018,0.029,-0.018,1.489,1.113,1.372,6020.0
HATS-58 A b,HATS-58 A,2019,Transit,4.2180896,0.168,,,1.095,1.03,1.461,7175.0
HAT-P-59 b,HAT-P-59,2021,Transit,4.1419771,0.03,,,1.123,1.54,1.008,5678.0
HD 102195 b,HD 102195,2006,Radial Velocity,4.11377,0.0,,,1.27,0.41,0.76,5301.0
Kepler-46 b,Kepler-46,2012,Transit,33.60134,0.01,0.01,-0.01,0.808,6.0,0.902,5155.0
TOI-3071 b,TOI-3071,2024,Transit,1.266938,0.09,,,0.63877351,0.2145812,1.29,6177.0
HD 178911 B b,HD 178911 B,2001,Radial Velocity,71.484,0.11,0.0,0.0,1.12,8.03,1.24,5588.0
HIP 65 A b,HIP 65 A,2020,Transit,0.9809734,0.0,,,2.03,3.213,0.781,4590.0
Kepler-451 d,2MASS J19383260+4603591,2022,Eclipse Timing Variations,43.0,0.0,,,1.2,1.76,0.48,29564.0
TIC 139270665 b,TIC 139270665,2024,Transit,23.624,0.105,0.053,-0.05,0.645,0.463,1.035,5844.0
Kepler-702 b,Kepler-702,2016,Transit,10.526294063,0.0,,,0.8180926,0.194,0.9,5419.0
TOI-559 b,TOI-559,2021,Transit,6.9839095,0.151,0.012,-0.011,1.091,6.01,1.026,5925.0
HATS-63 b,HATS-63,2018,Transit,3.0566527,0.136,,,1.207,0.96,0.931,5627.0
Kepler-425 b,Kepler-425,2014,Transit,3.79701816,0.33,,,0.978,0.25,0.93,5170.0
HS Psc b,HS Psc,2024,Radial Velocity,3.986,0.27,0.21,-0.27,1.21,1.46,0.69,4203.0
WASP-165 b,WASP-165,2018,Transit,3.465509,0.0,,,1.26,0.658,1.248,5599.0
HD 217107 b,HD 217107,1998,Radial Velocity,7.1270166,0.1284,0.0015,-0.0014,1.21,1.446,1.045,5622.0
WASP-171 b,WASP-171,2019,Transit,3.8186244,0.0,,,0.98,1.084,1.171,5965.0
HATS-49 b,HATS-49,2020,Transit,4.1480467,0.071,,,0.765,0.353,0.7133,4405.0
KELT-12 b,KELT-12,2017,Transit,5.031623,0.0,,,1.78,0.95,1.591,6279.0
HD 72892 b,HD 72892,2016,Radial Velocity,39.44603,0.419,0.003,-0.003,1.14,5.468,1.01,5688.0
HIP 57274 c,HIP 57274,2011,Radial Velocity,32.03,0.05,0.02,-0.02,1.27,0.40902369,0.73,4640.0
HATS-1 b,HATS-1,2012,Transit,3.446459,0.12,0.092,-0.092,1.302,1.855,0.986,5870.0
TOI-3235 b,TOI-3235,2023,Transit,2.59261842,0.029,,,1.017,0.665,0.3939,3388.8
HATS-32 b,HATS-32,2016,Transit,2.8126548,0.471,,,1.249,0.92,1.099,5700.0
WASP-38 b,WASP-38,2010,Transit,6.87188,0.03,0.0,0.0,1.23,3.44,1.76,6180.0
HAT-P-57 b,HAT-P-57,2015,Transit,2.4653,0.0,,,1.74,1.41,2.77,6330.0
WASP-104 b,WASP-104,2014,Transit,1.7554137,0.0,,,1.137,1.272,1.076,5475.0
51 Peg b,51 Peg,1995,Radial Velocity,4.2307966,0.0063,,,1.26,0.61,1.07,5761.0
TOI-762 A b,TOI-762 A,2024,Transit,3.4716826,0.083,,,0.744,0.251,0.442,3266.0
WASP-60 b,WASP-60,2012,Transit,4.305,0.0,,,0.88,0.55,1.19,5900.0
Pr0201 b,Pr0201,2012,Radial Velocity,4.4264,0.0,,,1.27,0.54,1.24,6174.0
WASP-6 b,WASP-6,2009,Transit,3.3610026,0.054,0.018,-0.015,1.119,0.467,0.854,5438.0
WASP-189 b,WASP-189,2020,Transit,2.724033,0.0,,,1.619,1.99,2.03,8000.0
TOI-2295 b,TOI-2295,2024,Transit,30.033302,0.334,0.012,-0.012,1.47,0.875,1.168,5730.0
TOI-1295 b,TOI-1295,2024,Transit,3.1968838,0.024,0.02,-0.02,1.4,1.42,1.38,6280.0
NGTS-15 b,NGTS-15,2021,Transit,3.27623,0.0,,,1.1,0.751,0.995,5600.0
TOI-2184 b,TOI-2184,2022,Transit,6.90683,0.08,0.07,-0.07,1.017,0.65,1.53,5966.0
DMPP-2 d,DMPP-2,2026,Radial Velocity,16.491,0.1,,,1.03,0.28880364,1.41,6500.0
WASP-184 b,WASP-184,2019,Transit,5.1817,0.0,,,1.33,0.57,1.23,6000.0
WASP-25 b,WASP-25,2010,Transit,3.7648337,0.0,,,1.232,0.564,0.962,5697.0
HD 199509 b,HD 199509,2022,Radial Velocity,99.62167,0.373,0.09,-0.087,0.663,0.136,1.04,5796.02
TOI-2421 b,TOI-2421,2022,Transit,4.3474032,0.0,0.048,-0.052,0.925,0.333,1.131,5607.0
TOI-7510 b,TOI-7510,2025,Transit,11.530869,0.0572,0.0033,-0.0033,0.652,0.0571,1.063,5720.0
HATS-17 b,HATS-17,2016,Transit,16.254611,0.029,0.022,-0.022,0.777,1.338,1.131,5846.0
TOI-2147 b,TOI-2147,2026,Transit,26.20518,0.29,0.07,-0.07,0.93674887,0.36497682,0.99,5983.0
HAT-P-6 b,HAT-P-6,2007,Transit,3.85298,0.0,,,1.48,1.32,1.79,6570.0
WASP-185 b,WASP-185,2019,Transit,9.38755,0.24,0.04,-0.04,1.25,0.98,1.12,5900.0
TOI-5261 b,TOI-5261,2025,Transit,4.1509768,0.1585,0.01,-0.0078,1.035,11.49,1.037,5790.0
HATS-44 b,HATS-44,2018,Transit,2.7439004,0.279,,,1.067,0.56,0.86,5080.0
TOI-5616 b,TOI-5616,2024,Transit,2.002849,0.0,,,0.961,1.96332356,0.666,3996.0
TOI-4504 c,TOI-4504,2024,Transit,82.97213,0.032,0.0016,-0.0014,0.99,3.7672,0.89,5315.0
HD 149026 b,HD 149026,2005,Radial Velocity,2.87589,0.0,,,0.74,0.38,1.42,6179.0
HATS-42 b,HATS-42,2018,Transit,2.292102,0.229,,,1.4,1.88,1.273,6060.0
TrES-4 b,TrES-4,2007,Transit,3.55395,0.0,,,1.61,0.78,1.08,6200.0
BD-14 3065 b,BD-14 3065 A,2024,Transit,4.2889731,0.066,0.0098,-0.011,1.926,12.37,1.41,6935.0
Qatar-10 b,Qatar-10,2019,Transit,1.645321,0.0,,,1.543,0.736,1.156,6124.0
HAT-P-5 b,HAT-P-5,2007,Transit,2.78849,0.0,,,1.21,0.98,1.04,5960.0
TOI-3457 b,TOI-3457,2026,Transit,32.600268,0.59,,,0.949,2.51,1.04,6300.0
TOI-3160 A b,TOI-3160 A,2025,Transit,3.971281,0.18,,,1.228,1.19,1.088,6190.0
HAT-P-45 b,HAT-P-45,2014,Transit,3.128992,0.049,0.063,-0.063,1.426,0.892,1.259,6330.0
TOI-622 b,TOI-622,2023,Transit,6.402513,0.42,,,0.824,0.303,1.313,6400.0
KELT-23 A b,KELT-23 A,2019,Transit,2.255251,0.0,,,1.323,0.938,0.944,5899.0
WASP-89 b,WASP-89,2015,Transit,3.3564227,0.193,0.009,-0.009,1.04,5.9,0.92,5130.0
WASP-55 b,WASP-55,2012,Transit,4.465631,0.0,,,1.314,0.586,1.071,6096.0
K2-329 b,K2-329,2020,Transit,12.4551225,0.0697,0.041,-0.04,0.774,0.26,0.901,5282.0
WASP-45 b,WASP-45,2011,Transit,3.126089,0.0,,,0.946,0.964,0.85,5150.0
Kepler-548 b,Kepler-548,2016,Transit,4.454194338,0.0,,,1.06967615,,0.93,5535.0
KELT-21 b,KELT-21,2018,Transit,3.6127647,0.0,,,1.586,3.91,1.458,7598.0
Kepler-1517 b,Kepler-1517,2016,Transit,5.546083665,0.0,,,0.87072888,0.216,1.58,7010.0
TOI-4860 b,TOI-4860,2023,Transit,1.5227591,0.008,0.013,-0.006,0.77,0.273,0.34,3260.0
WASP-42 b,WASP-42,2012,Transit,4.9816819,0.062,0.013,-0.011,1.122,0.527,0.951,5315.0
TOI-5232 b,TOI-5232,2024,Transit,4.0966692,0.035,0.034,-0.024,1.14,2.34,1.389,6500.0
HD 285507 b,HD 285507,2013,Radial Velocity,6.0881,0.09,0.02,-0.02,1.23,0.98,0.82,4503.0
TOI-150.01,TOI-150,2019,Transit,5.857487,0.262,0.045,-0.037,1.255,2.51,1.351,6255.0
WASP-91 b,WASP-91,2017,Transit,2.798581,0.0,,,1.03,1.34,0.84,4920.0
TOI-5301 b,TOI-5301,2024,Transit,5.858858,0.33,0.11,-0.1,1.168,3.72,1.483,6240.0
NGTS-11 b,NGTS-11,2020,Transit,35.45533,0.13,0.1,-0.09,0.817,0.344,0.862,5050.0
HAT-P-34 b,HAT-P-34,2011,Transit,5.452654,0.432,0.029,-0.027,1.197,3.33,1.392,6442.0
HATS-33 b,HATS-33,2016,Transit,2.5495551,0.08,,,1.23,1.192,1.062,5659.0
WASP-150 b,WASP-150,2020,Transit,5.644207,0.3775,0.0038,-0.0029,1.07,8.46,1.394,6218.0
TOI-2134 c,TOI-2134,2023,Transit,95.85284,0.3125,0.01,-0.01,0.65572421,0.18343231,0.744,4580.0
TOI-1994 b,TOI-1994,2024,Transit,4.0337142,0.341,0.054,-0.059,1.22,22.1,1.86,7700.0
TOI-3682 b,TOI-3682,2025,Transit,3.3462406,0.22,,,1.142,0.218,1.32,5703.0
TOI-1842 b,TOI-1842,2021,Transit,9.5739181,0.276,0.064,-0.064,1.10166148,0.28128386,1.4643,6039.0
HD 141399 b,HD 141399,2014,Radial Velocity,94.44,0.04,0.02,-0.02,1.28,0.451,1.07,5600.0
TOI-3693 b,TOI-3693,2022,Transit,9.088516,0.0,0.048,-0.052,1.124,1.02,0.867,5321.0
HIP 86221 b,HIP 86221,2021,Radial Velocity,2.224,0.086,,,1.25,0.71,0.79,
Kepler-44 b,Kepler-44,2011,Transit,3.2467293,0.066,,,1.09,1.0,1.12,5800.0
TOI-2346 b,TOI-2346,2025,Transit,3.3312029,0.086,,,1.438,1.24,1.271,6480.0
Kepler-41 b,Kepler-41,2011,Transit,1.8555582,0.0,,,1.29,0.56,1.15,5750.0
HAT-P-37 b,HAT-P-37,2011,Transit,2.797436,0.058,0.038,-0.038,1.178,1.169,0.929,5500.0
WASP-103 b,WASP-103,2014,Transit,0.925542,0.0,,,1.528,1.49,1.22,6110.0
TOI-6564 b,TOI-6564,2026,Transit,3.985413,0.0,,,1.463,0.699,1.18,5943.0
KELT-3 b,KELT-3,2013,Transit,2.70339,0.0,,,1.56,1.94,1.96,6304.0
Kepler-785 b,Kepler-785,2016,Transit,1.973760926,0.0,,,1.1615666,,0.77,4739.0
TOI-3023 b,TOI-3023,2023,Transit,3.9014971,0.0,,,1.466,0.62,1.12,5760.0
TOI-1811 b,TOI-1811,2023,Transit,3.7130765,0.052,0.062,-0.037,0.994,0.972,0.817,4766.0
TIC 393818343 b,TIC 393818343,2024,Transit,16.24921,0.6058,0.0023,-0.0023,1.087,4.34,1.082,5756.0
TOI-3757 b,TOI-3757,2022,Transit,3.438753,0.14,0.06,-0.06,1.07057014,0.26838381,0.64,3913.0
TOI-3980 b,TOI-3980,2025,Transit,3.6089254,0.16,,,1.29,0.59,1.24,5840.0
HD 28192 b,HD 28192,2022,Radial Velocity,14.23283,0.104,0.042,-0.023,1.08,0.314,1.08,5919.87
TYC 3667-1280-1 b,TYC 3667-1280-1,2016,Radial Velocity,26.468,0.036,0.043,-0.014,1.14,5.4,1.87,5130.0
HIP 67851 b,HIP 67851,2015,Radial Velocity,89.23,0.13,0.04,-0.04,1.22,1.15,1.28,4840.0
HATS-36 b,HATS-36,2018,Transit,4.175186,0.105,0.028,-0.028,1.1526452,3.216,1.1,5950.0
TOI-2154 b,TOI-2154,2023,Transit,3.8240801,0.117,0.1,-0.079,1.453,0.92,1.233,6280.0
TOI-4666 b,TOI-4666,2025,Transit,2.9089165,0.023,0.033,-0.016,1.118,0.489,0.576,3793.0
WASP-160 B b,WASP-160 B,2018,Transit,3.7684952,0.0,,,1.09,0.278,0.87,5298.0
TrES-3 b,TrES-3,2007,Transit,1.30618581,0.0,,,1.336,1.91,0.928,5650.0
K2-287 b,K2-287,2018,Transit,14.893291,0.478,0.025,-0.026,0.847,0.315,1.056,5695.0
TOI-5027 b,TOI-5027,2025,Transit,10.24368,0.385,0.025,-0.026,0.96,2.02,1.02,5909.0
WASP-148 b,WASP-148,2020,Transit,8.803809,0.208,0.02,-0.025,0.756,0.287,0.954,5555.0
