id,z_phot,f_f444w,e_f444w,mu,mu_low_68,mu_high_68,intrinsic_f444w_proxy
25170,6.504224,2.973221,0.4587691,1.601145,1.577148,1.623476,1.8569342564227476
25361,7.934937,0.7184278,0.1261498,18.10473,17.97458,21.8884,0.039681773768512424
25494,10.06125,3.602693,0.2453694,10.28679,10.90994,12.6999,0.35022519172647637
25511,6.913387,2.227741,0.140456,13.46605,13.23452,15.48848,0.16543388744286558
25530,11.39876,2.652081,0.3875618,15.0326,16.45093,18.8746,0.17642197623830874
25585,6.234313,2.286485,0.3182738,1.499355,1.475296,1.511958,1.5249790743352973
25616,6.715576,1.251326,0.2103315,1.765954,1.77162,1.806844,0.7085835757896298
26051,6.487777,3.64052,0.1641465,2.036007,2.000882,2.099361,1.7880685086053238
26325,6.145201,5.416596,0.2646141,1.540383,1.517341,1.556611,3.5163955977182297
26703,6.044312,30.0381,2.504025,1.35035,1.32784,1.358395,22.24467730588366
26859,7.962787,2.643454,0.2811864,1.42913,1.432246,1.452907,1.8496945694233555
26872,7.930805,1.027728,0.1655136,3.939138,3.869653,4.342923,0.2609017505860419
26879,7.817701,1.103861,0.1675911,2.11333,2.096981,2.161825,0.5223325273383712
26934,6.177654,2.96036,0.2503778,1.560396,1.531759,1.588295,1.8971850735326163
26935,6.189578,9.485213,0.4081303,1.560207,1.530738,1.576205,6.079458046272065
27141,9.873306,1.302985,0.256297,1.825847,1.824996,1.871196,0.7136331795599522
27201,6.763871,2.952715,0.3592198,1.478871,1.448984,1.491317,1.9966007853288081
27231,8.952964,1.251949,0.243859,8.70545,8.507468,9.344089,0.14381209472227166
27427,6.914181,2.478726,0.1286078,11.09627,7.496935,11.8233,0.22338371362629061
27491,6.854064,7.211024,0.2441746,3.33842,3.234471,3.523696,2.160011023178629
27652,8.973914,6.386067,0.4159541,1.456141,1.460374,1.482816,4.385610322077326
27667,6.232244,15.7526,0.7083209,1.567411,1.567756,1.592042,10.050076208473717
28039,6.227314,1.417854,0.2054155,1.589943,1.557583,1.611721,0.8917640443714019
28137,7.407176,1.351172,0.2671586,2.1001,2.097053,2.146409,0.6433846007332985
28215,6.742428,2.965784,0.4151822,1.404353,1.404761,1.427459,2.111850795348463
28218,6.60859,1.983221,0.3683065,1.388291,1.389363,1.409841,1.428534075348756
28328,8.697567,1.317187,0.1645522,1.738978,1.745285,1.770506,0.7574489153974346
28397,6.245974,11.65318,0.347193,1.499986,1.501035,1.525838,7.768859176018976
28435,6.984542,1.361145,0.1936873,6.53857,5.806476,6.808299,0.20817166444650742
28685,7.132769,3.192036,0.270928,1.473761,1.441508,1.490614,2.1659115691078807
28845,6.64026,1.186316,0.2098464,1.452804,1.453743,1.479088,0.8165698882987656
28846,6.56012,1.719254,0.1943329,1.453868,1.45535,1.482246,1.18253789202321
28937,7.913884,1.610193,0.1504963,4.090491,4.021799,4.218665,0.39364296364421775
28971,6.28934,0.9967272,0.1712908,2.455515,2.342439,2.510059,0.40591370852957526
29208,6.189668,1.060723,0.1612938,2.02249,2.021653,2.061136,0.5244639034061974
29267,7.970865,1.606379,0.1617006,1.960117,1.956588,2.000948,0.8195322013941004
29601,14.87262,0.8497383,0.1639008,2.456821,2.353287,2.523905,0.3458690315655882
29716,8.842045,1.043633,0.1985917,1.976289,1.972757,2.01282,0.5280771182757178
29717,6.524531,4.587343,0.3490667,1.393479,1.393274,1.411638,3.292007271010184
29767,7.711001,5.888754,0.8779373,1.398108,1.400477,1.419357,4.211944999957085
29803,6.768244,17.41032,1.578195,1.400019,1.402427,1.421248,12.43577408592312
29881,6.946267,2.586048,0.2949138,1.877849,1.824508,1.898919,1.3771330921708826
30024,6.720705,2.28671,0.4562721,1.403235,1.402038,1.426695,1.6295987486058998
30026,7.960953,2.264201,0.4217795,1.415945,1.392397,1.427182,1.599074116579387
30055,6.524179,3.046545,0.4045984,1.439168,1.412839,1.453063,2.1168793358384845
30308,7.827768,4.521967,0.5964816,1.400243,1.401531,1.416461,3.2294158942412143
30319,8.293662,3.710265,0.7273243,1.408646,1.404403,1.430218,2.633922930246492
30457,6.696971,4.065322,0.4720521,1.396667,1.395334,1.414023,2.9107310475582224
30500,7.723743,1.622528,0.1424008,26.49113,17.89114,24.10971,0.061247972434546966
30501,7.013959,2.10399,0.3645441,1.869867,1.86272,1.905112,1.1252083704349027
30608,8.510115,0.9266517,0.1819233,3.414254,3.402806,3.525336,0.27140678461532153
30972,6.231289,2.470654,0.2372695,1.644554,1.60573,1.67204,1.5023246424258492
31072,6.285754,1.856646,0.3282787,2.321287,2.307352,2.369361,0.7998347468451769
31104,6.565805,1.810394,0.2271758,1.664714,1.623269,1.69578,1.0875105273338244
31454,8.170886,9.126975,1.030057,1.408005,1.407647,1.425386,6.482203543311281
31754,6.494715,1.434807,0.2312505,1.593351,1.554615,1.605906,0.9004965007710165
31779,6.235433,3.459105,0.1779154,1.475515,1.475974,1.495545,2.344337400839707
31780,6.229632,28.91037,0.4371807,1.473145,1.470395,1.497107,19.624931693757233
31924,6.509356,11.94463,0.4411259,1.60903,1.56762,1.631968,7.4234973866242395
31994,8.237319,6.085629,0.5391462,1.6505,1.642341,1.685099,3.6871426840351407
32053,6.281789,4.272261,0.2742509,5.649739,4.993922,5.824176,0.7561873212196174
32054,6.341878,1.340746,0.1873423,5.724789,5.036449,6.003032,0.23420007270136942
32241,9.165914,1.81291,0.3253624,1.526544,1.522308,1.553471,1.1875910553511724
32272,6.034447,7.402514,0.2853594,1.736064,1.734057,1.77446,4.2639637709208875
32364,6.286445,2.09335,0.1926956,5.894369,5.368486,6.197213,0.355144036622071
32387,6.777719,2.639219,0.2459817,1.334812,1.314025,1.342692,1.9772215113439195
32428,6.24395,7.810736,0.26348,1.62104,1.578248,1.648952,4.818348714405567
32454,7.110147,3.960968,0.30869,1.408968,1.383902,1.415347,2.8112547623508837
32469,6.648115,1.577619,0.2020793,5.338924,4.794794,5.53409,0.2954938111125014
32480,6.26105,2.133126,0.1462235,5.251217,4.858799,5.372347,0.40621554965258533
32618,7.945059,16.44615,0.2989845,2.654818,2.49958,2.777594,6.194831434772553
32782,6.29567,3.014505,0.2065292,1.458856,1.456185,1.476125,2.066348563531973
32870,6.218183,1.75838,0.1804641,1.720328,1.710158,1.75864,1.0221190377648914
32962,7.047622,1.283214,0.2027864,1.442333,1.413061,1.45319,0.8896794290916176
33227,6.967261,4.274829,0.3222394,2.031035,2.035108,2.085899,2.1047539801135873
33303,8.92997,1.261893,0.2095636,1.422636,1.397744,1.432544,0.8870104510219058
33354,14.30398,1.170759,0.1751395,1.756354,1.758406,1.801414,0.6665848684262968
33468,8.208878,9.52097,0.9524448,1.412537,1.404902,1.421938,6.740333173573507
33543,7.293602,2.564371,0.3790427,4.26529,3.875608,4.381569,0.6012184400122852
33592,7.874112,2.555146,0.1653029,1.951538,1.879371,2.003944,1.30929861473361
33636,7.952509,2.783566,0.2476159,1.339328,1.32265,1.347388,2.0783303268504802
33652,6.303832,4.179496,0.4456388,1.810668,1.769005,1.84637,2.3082619232239154
33740,7.962465,1.716772,0.1801319,2.034828,1.9561,2.093843,0.8436939141784956
33754,7.292491,1.732012,0.2248953,1.919624,1.858443,1.966154,0.9022662771459411
33804,6.150221,5.497945,0.2046733,1.390663,1.368491,1.396496,3.9534703950561707
33805,6.196574,22.47559,0.5046043,1.391593,1.370291,1.395912,16.150979488974148
33814,8.092369,3.575864,0.197202,1.59988,1.601446,1.629052,2.23508263119734
33912,6.306523,3.92571,0.4354928,1.446285,1.441709,1.464812,2.714340534541947
33929,7.736085,2.636724,0.3094199,3.837953,3.547567,3.978424,0.6870131030786464
33955,6.88551,2.802926,0.2386269,3.374152,3.227121,3.392218,0.8307053149947008
33983,6.673233,2.166509,0.4119991,3.748688,3.469278,3.818856,0.5779379345520352
33989,10.60546,1.997249,0.2267038,3.923518,3.643706,4.011356,0.5090454535954723
34001,6.281618,4.648719,0.4722218,1.334211,1.317381,1.336642,3.4842457452381965
34035,6.293747,2.367826,0.4626772,1.348321,1.32907,1.357438,1.7561292896869514
34124,6.599182,2.420502,0.3263068,1.371767,1.352222,1.381396,1.7645139444235063
34146,6.481455,0.9352758,0.169273,1.955418,1.910143,2.00031,0.4782996781250863
34147,6.288801,1.238956,0.1892892,1.940095,1.885625,1.987642,0.6386058414665261
34151,7.001769,3.591786,0.2560882,1.473827,1.467818,1.488622,2.4370472246742665
34328,8.035892,1.208819,0.2319336,1.738605,1.732101,1.772146,0.6952809867681274
34355,6.966197,2.845675,0.2403258,1.415795,1.404163,1.426064,2.0099484741788185
34392,7.2828,3.331315,0.250747,2.099115,2.013854,2.165661,1.5870092872472448
34522,10.73473,3.271367,0.3533993,1.401339,1.378862,1.404146,2.3344579719825114
34541,7.955146,31.05233,0.7263573,1.847716,1.787143,1.891339,16.805791582689118
34542,7.914962,21.75931,0.4155505,1.857832,1.798239,1.903774,11.712205409315805
34543,7.696589,1.697611,0.1704998,1.858392,1.801671,1.908976,0.9134838075067047
34601,10.48859,1.072486,0.1758388,2.274264,2.272909,2.34669,0.4715749798616168
34654,6.183753,2.889618,0.2555637,1.628062,1.624116,1.656885,1.7748820376619565
34659,6.028684,1.588751,0.2032526,2.129828,2.116235,2.191253,0.7459527248209715
34696,7.143426,5.550713,0.2123053,1.409407,1.387525,1.408921,3.938332220572198
34748,7.934585,2.598931,0.1621808,1.840045,1.779562,1.883081,1.4124279569249665
34749,7.904089,12.24747,0.2506055,1.835087,1.776661,1.872002,6.674054145661759
34906,6.537721,12.28183,0.2801945,1.44428,1.418081,1.456456,8.50377350652228
34946,7.27737,3.327763,0.521356,1.493108,1.480708,1.50626,2.228749025522601
34985,7.909119,2.00702,0.2787221,1.798803,1.745442,1.844988,1.1157530869139087
35201,7.108357,1.616793,0.302816,3.786469,3.454724,3.780105,0.4269922716916473
35388,7.931282,8.189801,0.257171,1.775373,1.723734,1.809952,4.613003014014519
35389,7.927282,11.13921,0.2633874,1.77281,1.724027,1.81583,6.283363699437616
35390,7.858642,1.11697,0.1679341,1.76907,1.714583,1.808823,0.6313882435403914
35418,7.913551,5.171285,0.4459414,2.553207,2.453345,2.634386,2.0254076539818353
35554,7.897722,7.072388,0.1674931,1.766385,1.718249,1.807395,4.003876844515776
35555,7.904158,4.801019,0.1661634,1.771187,1.719965,1.809911,2.710622311478122
35557,7.800055,2.527165,0.1662064,1.768172,1.718158,1.794356,1.4292529233581348
35609,6.587027,2.501541,0.1298828,1.40565,1.392344,1.413244,1.7796329100416177
35653,12.12779,5.388661,0.2732395,2.011203,2.002006,2.060522,2.6793222762694766
35654,12.04174,5.914051,0.2686238,2.028368,2.032848,2.082269,2.9156696418006987
35771,7.900774,35.05898,0.2490696,1.779646,1.732005,1.816577,19.699974039780944
35772,7.866563,2.209203,0.1668643,1.776996,1.727635,1.800758,1.2432233949879459
35868,6.970187,1.025743,0.1769454,1.420586,1.40542,1.430314,0.7220562500263976
35999,14.20973,1.624224,0.2489879,2.292249,2.272294,2.35843,0.7085722362622908
36023,7.961385,2.752112,0.5171203,1.755779,1.708103,1.799519,1.5674592303473274
36117,6.429608,1.486543,0.2826718,1.364491,1.346582,1.373528,1.089448739493335
36127,6.194324,19.94421,0.441361,1.769449,1.759973,1.807675,11.271424042173582
36178,7.293822,2.559016,0.4978963,1.30639,1.292128,1.309398,1.9588453677691962
36229,6.108515,0.4708549,0.08943886,1.395321,1.377976,1.404647,0.33745274384890644
36314,6.098267,2.515378,0.4003964,3.238909,2.995593,3.180213,0.7766127421301432
36436,12.75167,0.849372,0.1682711,1.406549,1.386458,1.406695,0.603869470597896
36502,7.892553,30.41451,0.4061448,1.924322,1.871173,1.95532,15.805312208663622
36531,10.8022,1.050927,0.0904474,1.39908,1.380964,1.405025,0.7511557594990993
36583,8.662718,1.038595,0.1980211,1.380779,1.360651,1.38847,0.7521804720378858
36617,6.013337,24.31399,0.6622268,3.534113,3.15973,3.637643,6.879799825302699
36690,6.214958,17.17844,0.7704881,1.655373,1.638649,1.68343,10.377383224203848
36714,8.00889,2.791204,0.4993782,1.315376,1.302631,1.322238,2.1219818515770394
36725,6.446548,3.497136,0.2067903,1.377433,1.361892,1.389019,2.5388792050139646
36908,7.911343,3.97295,0.2078182,2.59565,2.478018,2.63982,1.5306185348563943
37080,6.234375,1.356561,0.2619336,1.431078,1.411985,1.443692,0.9479294629642827
37288,7.130588,1.516882,0.1551268,4.104363,3.557749,4.343201,0.3695779345053057
37289,7.259715,1.386677,0.1564549,4.103059,3.467782,4.180485,0.3379617500016451
37314,8.166366,1.887254,0.2132455,1.58395,1.556555,1.609588,1.191485842356135
37390,6.949959,3.225152,0.3831532,1.618926,1.592171,1.633224,1.9921552930770152
37450,6.289686,3.084862,0.5669251,3.360734,2.983466,3.449088,0.9179131701586619
37596,7.925447,1.048518,0.2049734,1.529381,1.500178,1.532834,0.6855832523092676
38201,10.37723,4.905327,0.2457224,3.874599,3.440958,3.999027,1.2660218515516057
38412,10.56448,0.5176765,0.08406033,1.668005,1.620359,1.677883,0.31035668358308277
38461,7.243611,0.9919726,0.1781708,2.213328,2.174127,2.26942,0.4481814715216181
38726,6.227777,4.081288,0.3066295,1.342694,1.32838,1.350415,3.039626303536025
38764,10.59256,0.7511683,0.09758332,1.631965,1.568952,1.638662,0.46028456492633113
38781,9.134567,2.496585,0.298829,2.193931,2.136179,2.221773,1.1379505554185614
38868,12.66768,0.8813034,0.07939074,1.658229,1.6024,1.654542,0.5314726735571504
38874,7.925346,20.45828,1.005713,2.596654,2.498875,2.626136,7.878708522583293
38958,10.27069,1.414127,0.2175384,1.463485,1.423791,1.467467,0.9662736550084217
39047,6.204377,1.34214,0.2625766,3.852217,3.382438,3.902651,0.3484071639785609
39142,7.013313,1.527236,0.2300728,3.041358,2.85582,3.063188,0.5021559448114954
39410,8.66736,0.5086847,0.1007219,1.633646,1.572572,1.651316,0.31138000521532816
39514,6.226388,1.676042,0.2656519,2.654721,2.559238,2.676496,0.6313439340706614
39640,6.196789,1.644828,0.2395955,1.407021,1.394244,1.424012,1.1690145349642969
40013,9.195692,0.9598041,0.1084657,1.565251,1.508485,1.568522,0.6131950083405154
40093,7.345908,0.7192491,0.1076681,1.513744,1.464727,1.522103,0.47514579743998986
40136,6.077526,1.518529,0.2101253,1.765295,1.735401,1.789875,0.860212599027358
40540,6.484908,6.89154,0.352113,1.596723,1.578963,1.612709,4.316052314646937
40606,6.051033,2.244947,0.2548635,2.31871,2.122039,2.335498,0.968187914831954
41040,7.694203,2.902098,0.2049961,1.411053,1.399037,1.425142,2.056689578633829
41072,6.401932,0.5514681,0.08254655,1.694201,1.598041,1.702703,0.32550334936645653
41090,6.217092,2.293054,0.1953758,1.386128,1.37621,1.398561,1.6542873385430494
41096,7.187307,7.284681,0.2310878,2.697208,2.601603,2.722917,2.700822850888771
41103,6.1983,1.019376,0.08064642,1.589582,1.5175,1.587567,0.6412855706720383
41116,6.119808,0.7579431,0.1184448,1.550155,1.484341,1.546101,0.4889466537217246
41160,6.732772,5.966999,0.2669657,2.585069,2.510916,2.612361,2.308255214851132
41266,6.660433,0.7352954,0.1417826,10.4803,6.799454,10.66318,0.07015976641890023
41294,13.4461,1.126812,0.1750163,2.805756,2.594223,2.900391,0.401607267346127
41295,13.50862,2.158516,0.2728644,2.873295,2.609429,2.970423,0.7512336881524522
41361,6.524367,5.482091,0.4805337,2.57983,2.504465,2.588818,2.1249814910284788
41383,7.941823,0.5869211,0.1116555,4.349859,3.407139,4.57228,0.13492876435764928
41413,7.957973,1.420533,0.1743836,3.355245,2.993364,3.56184,0.4233768323922694
41476,8.657128,0.5113022,0.09424091,1.699134,1.600943,1.6957,0.30091929182748395
41497,8.15503,2.369985,0.1801827,1.410996,1.398351,1.425894,1.6796539465739095
41533,6.577583,0.4862132,0.07901046,1.697404,1.595871,1.702085,0.2864451833505754
41549,8.957931,0.596652,0.1112658,5.458117,4.033041,5.598319,0.10931462260702729
41567,8.146961,0.6028109,0.1042206,1.68524,1.581822,1.679315,0.3577003275497852
41584,12.01081,2.496325,0.4433556,5.781932,5.21815,6.000715,0.4317458247520033
41634,7.092052,9.158505,0.3879724,1.812573,1.781353,1.83925,5.0527647714050685
41660,7.985199,0.6559966,0.1101612,1.471098,1.413099,1.467843,0.4459231132120362
41693,6.089291,3.910919,0.1833182,1.444746,1.430346,1.458385,2.706994170601614
41759,7.175513,0.5034563,0.08066737,1.695977,1.585729,1.699839,0.2968532592128313
41789,9.19912,0.5703417,0.07761527,1.789409,1.661317,1.80021,0.318731882984829
41965,6.292483,1.119806,0.1973194,1.416644,1.40544,1.42684,0.7904639415407118
42037,6.135259,0.7967416,0.09314781,1.428638,1.378841,1.428764,0.557693131500072
42089,9.85969,11.6889,0.2098125,1.624077,1.532176,1.635112,7.197257272900238
42113,12.66974,1.407103,0.2230612,5.120517,4.227447,4.919862,0.2747970566253368
42251,6.080587,0.9556289,0.1791977,1.377688,1.3346,1.372137,0.6936468198895541
42359,6.611822,3.169419,0.4837064,1.534395,1.518101,1.550513,2.065582200150548
42549,6.541722,12.4579,0.6178235,1.584353,1.569973,1.602152,7.863083542619607
42668,6.682656,1.39584,0.1772326,1.50893,1.437849,1.502321,0.9250528520209684
42820,6.388881,1.0778,0.07743559,2.222889,1.919773,2.23134,0.4848645164018537
42859,6.201415,4.292237,0.1337201,1.372553,1.326377,1.369254,3.1271921739998385
42905,6.194413,5.262082,0.3064027,1.496823,1.491072,1.515285,3.515500496718717
42906,6.192813,7.174852,0.3225035,1.494939,1.488637,1.510415,4.7994279365245
42909,6.559701,9.505732,0.3453419,1.602096,1.586755,1.614536,5.9333098640780575
42984,6.99079,0.854377,0.08963142,1.73843,1.597683,1.738796,0.49146471241292433
43316,6.053103,1.292054,0.2475886,1.581702,1.490478,1.592096,0.8168757452415184
43520,6.573343,0.6544046,0.1104232,1.490801,1.424241,1.499521,0.43896173936024996
43635,7.889045,1.811527,0.2426519,3.857775,3.838548,4.174122,0.46957818950042446
43811,8.174653,0.7305952,0.1375027,1.47848,1.409024,1.495541,0.4941529138033656
43895,7.709835,0.4692755,0.07977762,1.851544,1.676115,1.871595,0.2534509036782275
43921,9.235265,3.123702,0.2796552,1.444293,1.433715,1.455656,2.1627896832567908
43965,7.251998,0.7214393,0.1307683,6.770369,4.694172,7.857004,0.10655834268412845
44130,6.084232,0.5906002,0.09497021,1.448992,1.381362,1.457468,0.4075938307457874
44139,6.866488,0.5240489,0.08383393,1.402242,1.346133,1.392802,0.3737221535227158
44220,7.207219,0.9128086,0.1632093,1.493258,1.419476,1.493122,0.611286596154181
44238,6.368272,1.635912,0.2722694,1.772752,1.758986,1.795388,0.922809281839761
44260,10.35796,1.217894,0.2034175,2.453256,2.427454,2.536115,0.496439833429532
44263,8.920935,2.591693,0.4214744,1.518575,1.433893,1.515321,1.7066611790659005
44276,6.353415,1.282626,0.1668475,1.368782,1.318345,1.378015,0.9370564487259476
44333,11.58889,0.9033156,0.1718844,3.082765,3.052165,3.334687,0.2930212325623263
44376,8.318283,4.050497,0.2032675,2.413032,2.401272,2.507057,1.6785923269977356
44450,7.865769,3.413458,0.2077901,1.427249,1.421516,1.441425,2.3916345360900584
44489,6.973778,4.825113,0.2716851,23.2309,13.05512,31.00701,0.20770237054956978
44580,7.91282,1.699912,0.2871494,3.100552,2.464674,3.26753,0.5482610838328144
44642,6.782546,2.617542,0.2797527,1.426307,1.420907,1.43934,1.8351883570647833
44656,7.346958,1.223833,0.2029948,1.519518,1.42677,1.530517,0.8054086888078983
44760,7.219643,1.148236,0.2181678,1.516709,1.428292,1.506379,0.7570575502617839
44818,7.939133,2.618969,0.2602701,3.422273,3.382598,3.608284,0.7652717945061659
44846,8.773705,0.4261005,0.07756555,2.87376,2.341075,2.967905,0.14827282027726743
44934,6.535143,4.235838,0.2556343,2.244207,2.221526,2.288892,1.887454232163076
44941,6.087991,1.564624,0.1539855,2.359461,1.990844,2.38856,0.6631277228146598
45069,7.956169,1.52289,0.1962668,2.274107,2.262968,2.352655,0.6696650597355358
45254,6.963682,1.785567,0.2892339,1.392003,1.383895,1.402191,1.2827321492841608
45416,8.338906,0.4824393,0.08681304,1.604308,1.47294,1.583654,0.30071488766496207
45425,6.54106,0.5095856,0.08650861,1.385579,1.325968,1.385064,0.36777809132499845
45515,6.622088,2.150754,0.401548,1.820643,1.636758,1.816612,1.1813156121216515
45524,6.347618,0.6716165,0.08479181,1.390474,1.329881,1.380202,0.48301262734865946
45560,6.773822,1.916396,0.1296952,1.642597,1.51548,1.653115,1.1666866553390758
45634,6.786321,2.607778,0.4599161,1.908424,1.898324,1.935088,1.3664563011154756
45661,7.322804,5.997989,0.1798652,2.198032,2.209954,2.289261,2.728799671706326
45760,6.598838,1.068568,0.2063342,1.522729,1.428898,1.531681,0.7017453532440769
45783,7.290267,1.239206,0.225354,1.502968,1.413746,1.512333,0.8245059109708257
45868,6.712958,0.5834581,0.08167407,1.882009,1.687558,1.879902,0.31001876186564464
45870,7.462212,0.5888949,0.1156975,1.811224,1.626159,1.843194,0.3251364270791465
45893,8.549129,1.61871,0.08207383,1.705663,1.562036,1.73195,0.9490209965274501
45905,6.803811,2.213613,0.3851412,1.595717,1.589134,1.614137,1.3872215436697108
45943,7.844962,0.9451025,0.1721122,2.320394,2.328675,2.423963,0.40730259602464064
45959,6.973201,1.405607,0.2354272,1.361898,1.302091,1.362765,1.0320941803277486
45969,7.312801,2.145052,0.4050613,1.370567,1.312949,1.380769,1.565083647862527
46053,7.201134,0.5753283,0.09568207,1.686789,1.547133,1.681223,0.3410789968395573
46068,6.572351,1.004961,0.07998239,1.809448,1.627636,1.816536,0.5553964523987426
46130,7.007985,0.5316089,0.08308149,1.610632,1.492898,1.60414,0.3300622985262928
46195,6.763668,2.183661,0.4003829,2.002222,1.991837,2.031059,1.0906188224882154
46252,10.67957,0.6444025,0.1083869,1.635583,1.509068,1.649062,0.39398948264930606
46393,6.815125,0.996588,0.1038679,1.692581,1.54775,1.702796,0.5887978182432628
46409,6.037564,6.128021,0.3450642,2.010998,1.812054,2.049657,3.0472536521667357
46497,8.167762,0.642367,0.1164712,2.274893,2.149773,2.341614,0.28237240169098066
46522,7.465928,0.9576196,0.1195132,1.365588,1.3086,1.371754,0.7012507432695659
46529,6.29268,2.77574,0.2687576,1.501748,1.493509,1.517177,1.8483394018170822
46556,10.17633,0.8472476,0.1484533,1.64289,1.515687,1.687466,0.5157056163224562
46560,7.350302,1.731306,0.3359421,2.133453,2.140985,2.229616,0.8115041671881219
46639,8.550623,2.036167,0.101149,1.868537,1.686714,1.919628,1.08971189759689
46686,6.747963,0.6896424,0.08232551,1.800163,1.637227,1.851579,0.3830999748356121
46786,14.21945,0.7055132,0.1364325,2.146962,2.014256,2.205496,0.3286100080020047
46929,6.71492,0.7140747,0.1312492,1.419135,1.347823,1.424772,0.5031760191947912
46980,7.197221,5.376521,0.2404737,2.058563,2.046295,2.132176,2.61178355969674
47122,6.134944,0.8663312,0.1146927,1.704911,1.560661,1.72212,0.5081386653027635
47133,7.510343,1.113877,0.2226091,1.369546,1.310806,1.376833,0.8133184281506427
47257,7.707713,1.372622,0.1505171,1.990571,1.935002,2.038244,0.6895619397650222
47321,14.89191,1.484855,0.2595378,1.372322,1.310659,1.381094,1.082001891684313
47333,6.659413,4.463716,0.08493293,1.390889,1.325456,1.389999,3.2092539375895557
47499,6.134954,1.993192,0.2858944,1.891891,1.875126,1.932758,1.0535448395282816
47598,6.998496,1.412629,0.08383534,1.712546,1.582716,1.724041,0.824870689604834
47600,7.014233,2.268173,0.1085887,1.707605,1.577065,1.719676,1.3282773240884163
47613,8.614719,1.555335,0.2360726,1.860972,1.775923,1.893986,0.8357648583643386
47658,7.929292,0.5581169,0.07832864,1.903603,1.884571,1.961636,0.2931897564775849
47659,9.057416,0.4486671,0.0788103,1.912076,1.883425,1.960558,0.23464919804442919
47730,6.573096,0.9378476,0.1447077,1.849482,1.768075,1.878784,0.5070866329058623
47732,8.311295,0.6043091,0.1141276,1.584622,1.47537,1.594542,0.381358519571229
47836,6.258214,55.19097,0.6668708,3.371293,3.161076,3.787995,16.370861268955263
47860,6.90707,0.5203363,0.09629507,1.673358,1.551597,1.692299,0.3109533644324765
47888,6.862825,0.3978466,0.07791943,1.818023,1.73924,1.845776,0.21883474521499455
47927,7.329379,1.043167,0.08549929,1.784909,1.689612,1.8136,0.5844370777445796
47937,8.403102,0.4353998,0.08224499,1.687855,1.568672,1.70387,0.25796042906529293
48062,6.303239,0.9196598,0.1779737,1.354841,1.299252,1.36262,0.6787953715602053
48069,8.350924,0.4471392,0.08437981,1.561508,1.455756,1.569829,0.28635088645078993
48145,8.958765,1.851343,0.311084,1.869538,1.867147,1.917101,0.9902676490127508
48178,6.744799,13.18444,0.7062465,2.592297,2.506747,2.725358,5.086006734567837
48252,7.061469,0.4601202,0.08206749,1.682533,1.569117,1.699999,0.2734687521730629
48410,6.908054,0.7482172,0.07702059,1.769392,1.714542,1.799792,0.42286683787425283
48414,6.887604,0.4563627,0.07953591,1.750319,1.688057,1.785101,0.26073115814888603
48432,13.52742,0.5052326,0.08455055,1.508256,1.42355,1.520826,0.3349780143423928
48453,6.765939,1.183253,0.08315119,1.429617,1.360185,1.447743,0.8276713273555086
48487,11.20028,0.5816162,0.1072064,1.787016,1.732473,1.819475,0.3254678189786773
48499,12.67731,5.07772,0.848431,1.503187,1.417219,1.509893,3.3779696072411483
48506,7.39921,2.269398,0.1128687,1.804025,1.799403,1.853273,1.2579637200149665
48526,7.145516,0.5371498,0.1042717,1.664911,1.578988,1.68652,0.32262973816618423
48567,8.711367,0.77466,0.1262045,1.657844,1.559546,1.669015,0.46726953802649707
48590,6.272882,1.01732,0.1971481,2.720868,2.628943,2.925937,0.37389538926548443
48653,7.347034,1.327266,0.2623496,1.483181,1.401564,1.484893,0.894877968366639
48779,8.324319,1.086111,0.08068926,1.562996,1.471369,1.566678,0.6948904539742904
48788,6.498825,0.72929,0.08272689,1.484453,1.398742,1.492417,0.4912853421428634
48838,9.23135,2.03439,0.3034387,1.432396,1.360022,1.436412,1.4202706514120398
49027,8.837633,11.39316,0.2892019,2.49484,2.44955,2.659662,4.5666896474323
49040,7.686097,3.591042,0.4306972,1.700449,1.64888,1.72626,2.111819878161591
49178,6.409535,6.551261,0.5013099,1.647052,1.633957,1.676664,3.977567799923743
49210,8.468434,6.597276,0.1439929,1.393967,1.327344,1.39311,4.732734706058322
49245,6.746614,6.506496,0.5343114,2.98647,2.786235,3.230231,2.178657746436428
49333,8.600196,5.608621,0.1981102,1.759167,1.748036,1.803678,3.188225449886225
49402,6.200756,0.6277664,0.0831724,1.674688,1.654771,1.707448,0.37485573432185576
49425,7.383395,1.23667,0.08144695,1.618536,1.556475,1.640443,0.7640670334178541
49454,6.828023,2.715219,0.2792982,1.694294,1.692581,1.737061,1.6025666147669766
49514,10.55392,3.994679,0.3437519,1.828558,1.798794,1.879088,2.184606121326204
49581,9.798351,1.175316,0.1474672,1.682775,1.666964,1.718299,0.6984391852743237
49613,8.531133,0.6009556,0.08831633,1.675344,1.660756,1.709774,0.3587057941533202
49704,8.766678,0.6073196,0.08209463,1.504118,1.423135,1.518364,0.4037712466708064
49755,9.198678,1.126232,0.1941446,1.456782,1.385914,1.46301,0.7730957686187775
49787,9.412115,2.29123,0.1440745,1.603962,1.551785,1.616627,1.428481472753095
49791,7.33799,0.8977321,0.1003239,1.6664,1.654905,1.688538,0.5387254560729716
49815,6.077837,0.6797148,0.1324037,1.478893,1.411316,1.49259,0.45961053301354454
49818,7.205143,1.341612,0.1082575,1.584701,1.530969,1.594937,0.8466026083153857
49856,7.017564,1.308978,0.2409616,1.522836,1.454025,1.536334,0.8595659677076192
