id,z_phot,f_f444w,e_f444w,mu,mu_low_68,mu_high_68,intrinsic_f444w_proxy
66722,7.120317,0.5515397,0.08222516,1.19615,1.191277,1.203634,0.46109576558123977
66725,12.00351,1.719499,0.2925971,1.165983,1.155928,1.169496,1.4747204719108256
66732,7.185227,0.4155437,0.08189455,1.196237,1.191399,1.202691,0.3473757290570347
66784,7.011544,2.391,0.1295748,1.183539,1.176952,1.188291,2.0202122616998683
66836,7.577915,1.310348,0.1144375,1.186078,1.179574,1.192771,1.1047738850227389
66921,6.247862,2.632396,0.1754729,1.181723,1.175033,1.186166,2.2275914067848386
66923,7.336776,0.6425234,0.1159731,1.165401,1.156717,1.16836,0.5513324598142614
66945,7.422123,3.960827,0.1994873,1.186219,1.180811,1.191323,3.3390352034489417
66968,7.053576,1.320976,0.2321311,1.191042,1.185507,1.197304,1.1090927104165933
66971,8.273611,3.250484,0.4786485,1.166184,1.157911,1.168264,2.7872822813552576
67017,11.90892,1.077903,0.115754,1.183055,1.175628,1.187565,0.9111182489402437
67031,8.542472,0.8099237,0.1144768,1.176641,1.170961,1.181289,0.6883354396115723
67076,8.263569,9.311027,0.1247968,1.192477,1.188114,1.198338,7.808139695776102
67085,7.189069,0.6331722,0.1147323,1.192105,1.186504,1.198823,0.531137945063564
67098,6.953135,5.209876,0.7119923,1.163462,1.156254,1.165363,4.477908174052956
67108,6.589571,1.458285,0.1291452,1.190961,1.18536,1.197271,1.2244607506039242
67199,6.283432,4.027256,0.1340212,1.201234,1.196897,1.209065,3.3525990772821954
67227,12.32494,1.055824,0.209528,1.171332,1.165038,1.173993,0.9013874802361757
67236,11.18094,2.74949,0.391954,1.309133,1.303551,1.328387,2.100237332646874
67244,6.695463,3.112267,0.1802529,1.235767,1.229343,1.248067,2.518490136085524
67254,6.49915,6.057118,0.4470661,1.300925,1.287905,1.318856,4.656008609258796
67342,7.296868,0.5540948,0.1087405,1.207738,1.2023,1.217596,0.4587872535268411
67352,6.166823,2.997526,0.5026218,1.298638,1.28896,1.318821,2.3082075220346243
67398,6.108714,2.574238,0.4921117,1.29745,1.284983,1.313009,1.984074916181741
67433,6.983089,4.950908,0.1727954,1.183197,1.178596,1.188403,4.184347999530087
67452,7.204482,0.9348482,0.1190016,1.163523,1.155413,1.167133,0.8034634467904802
67495,7.204372,1.056841,0.1973234,1.177054,1.170107,1.182082,0.8978695964671118
67529,7.324576,0.6727181,0.1328784,1.211219,1.208149,1.22148,0.5554058349480977
67576,6.411989,2.91234,0.1300382,1.198746,1.193114,1.206395,2.429488815812524
67583,6.698029,0.5950625,0.116136,1.177923,1.171754,1.183357,0.505179455702962
67625,8.282924,0.6836827,0.1265066,1.190111,1.184665,1.195871,0.574469692322817
67626,13.91305,5.035461,0.7449711,1.183335,1.177936,1.187941,4.255313161530758
67631,6.196194,4.663711,0.3630215,1.297995,1.288924,1.31362,3.5930115293202207
67670,10.41836,0.9542149,0.1831443,1.217801,1.213219,1.229339,0.7835556876698245
67681,8.358417,1.286349,0.2433645,1.174858,1.167379,1.178614,1.0948974259016835
67710,6.660027,1.410484,0.1417325,1.172258,1.167496,1.17666,1.2032197690269548
67805,6.011497,4.197112,0.1203165,1.205319,1.200209,1.214371,3.4821586650504965
67808,8.747012,1.838047,0.1584775,1.167609,1.161299,1.17111,1.5741973554503264
67832,7.199918,0.6702227,0.1209436,1.168126,1.161229,1.171181,0.5737589095696868
67840,10.64111,4.104659,0.1766194,1.16518,1.157571,1.168156,3.522768155993065
67891,10.91798,2.10961,0.2571756,1.173901,1.167449,1.177025,1.7970936220345666
67901,6.412159,5.618719,0.1213238,1.17094,1.164587,1.175241,4.798468751601277
67945,7.314013,0.7075121,0.1185574,1.170035,1.162979,1.173467,0.604693107471144
68001,7.941125,0.4185496,0.08072563,1.188559,1.183595,1.19672,0.3521487784788135
68024,6.178603,4.540574,0.4775026,1.292954,1.28597,1.309891,3.5117830951449167
68111,8.234395,1.974757,0.2897767,1.297862,1.288945,1.31485,1.5215462044500878
68206,11.24035,0.8746579,0.1562546,1.172636,1.165729,1.176976,0.7458903700722134
68213,6.910528,3.075953,0.1802979,1.185058,1.179464,1.191708,2.5956138855650948
68233,9.98103,0.778464,0.1354485,1.165122,1.158949,1.169696,0.6681394738061766
68272,14.83038,0.5394523,0.08871982,1.183903,1.179735,1.189092,0.45565582653308595
68280,7.015079,0.7464354,0.1284055,1.211826,1.206428,1.221813,0.6159592218684861
68283,10.35435,2.636867,0.1185342,1.163166,1.15535,1.167605,2.266973931493871
68341,7.689547,5.540458,0.1649353,1.172746,1.168178,1.178428,4.724346107341232
68371,6.518984,1.098048,0.0856745,1.178777,1.17332,1.184263,0.9315146121785545
68373,12.10422,0.6240961,0.08752552,1.183477,1.179504,1.189784,0.5273411312598387
68478,8.271704,0.5491377,0.08418798,1.179447,1.174543,1.18516,0.4655891277861574
68486,8.125199,6.406925,0.2612968,1.175889,1.170926,1.180718,5.448579755402084
68603,9.06269,1.699283,0.2508259,1.180936,1.176096,1.187665,1.43892895127255
68615,6.718525,0.4943089,0.09779261,1.183749,1.179002,1.189299,0.4175791489580984
68626,7.369226,0.6820983,0.1174002,1.162888,1.155913,1.166681,0.5865554550395223
68668,7.722538,2.518874,0.329406,1.176734,1.172487,1.18261,2.1405636278037345
68704,6.989303,1.313456,0.1525995,1.189104,1.185519,1.196309,1.1045762187327601
68727,6.928235,1.651676,0.08509385,1.176173,1.172713,1.181497,1.4042798125785918
68759,9.594584,0.6723433,0.130334,1.173059,1.167677,1.176972,0.5731538652361049
68837,7.46488,1.51195,0.1251615,1.169212,1.164491,1.174668,1.2931358898129681
68841,6.039854,0.6443831,0.1218886,1.165361,1.159221,1.170484,0.5529471983359662
68895,10.47363,0.8949086,0.1719552,1.174401,1.169197,1.178675,0.762012804825609
68920,6.714239,0.9319729,0.1647439,1.158159,1.151172,1.162091,0.8047020314136488
68922,7.942672,4.416971,0.8326487,1.280683,1.277314,1.29709,3.448918272515525
68925,9.342409,0.7930364,0.153753,1.166239,1.160268,1.16984,0.6799947523620801
68963,7.434615,0.7543181,0.1321047,1.166186,1.160297,1.17026,0.6468248632722396
69076,7.002549,0.8436896,0.1228902,1.162887,1.15807,1.166718,0.7255129690159061
69093,7.334361,0.4710764,0.08288257,1.178586,1.173242,1.183642,0.39969624617974425
69099,8.649756,0.9870685,0.1502697,1.175216,1.170475,1.181073,0.8399038985173789
69156,8.218405,5.610237,0.9633904,1.277454,1.270919,1.294657,4.391733087845041
69186,8.382584,3.078101,0.1815061,1.170181,1.165155,1.175444,2.630448622905346
69215,6.320638,0.7193172,0.1395781,1.169816,1.163949,1.174264,0.6148977275058641
69228,7.250498,1.126497,0.1424108,1.175234,1.171218,1.180816,0.9585299608418411
69241,6.205824,2.604222,0.15711,1.188681,1.182115,1.195461,2.1908501944592365
69246,6.407736,2.313278,0.1135127,1.201916,1.198056,1.212075,1.924658628390004
69285,6.336344,1.188409,0.1157765,1.201693,1.198017,1.210892,0.9889455959217538
69375,6.502434,0.5607886,0.08202812,1.176749,1.172993,1.182093,0.476557532659896
69376,6.956174,0.818457,0.08214556,1.177272,1.171574,1.182643,0.6952148696308075
69391,8.380701,2.243709,0.2713172,1.201136,1.199307,1.211946,1.8679891369503536
69456,7.333745,0.7184318,0.1139452,1.170073,1.165804,1.17553,0.6140059637304681
69457,14.53113,1.620427,0.2643988,1.171904,1.166994,1.177679,1.3827301553710885
69486,8.595776,1.612936,0.2015412,1.176382,1.170501,1.181481,1.3710988437429337
69538,8.265134,0.9103855,0.135679,1.176317,1.172745,1.183225,0.7739287113932724
69589,7.287405,2.077229,0.3181159,1.165929,1.161447,1.171072,1.7816084855938912
69597,9.381001,0.9348905,0.1400591,1.158925,1.15412,1.163101,0.806687663136096
69607,7.336725,0.6258184,0.1224872,1.203229,1.197096,1.212635,0.5201157884326258
69676,6.714691,1.415893,0.2692458,1.18384,1.179066,1.190608,1.1960171982700365
69713,6.836916,3.828483,0.1201101,1.200612,1.196979,1.209648,3.1887762241256956
69823,6.703905,1.050481,0.1928559,1.162063,1.15705,1.166464,0.9039793883808365
69846,6.071653,0.7607377,0.1425789,1.19522,1.191416,1.204788,0.6364834089121668
69855,7.40388,0.6615436,0.1244393,1.177987,1.174766,1.185216,0.5615882008884648
69856,11.21423,1.733751,0.2467701,1.173473,1.168557,1.179909,1.4774528259278228
69954,6.443092,2.973705,0.5164879,1.156114,1.152134,1.160149,2.572155514075601
69969,7.34321,2.309851,0.1174182,1.164028,1.159622,1.169378,1.984360341847447
70051,7.337213,1.208981,0.1529589,1.164831,1.160251,1.169945,1.0379024940098607
70068,6.125692,1.497309,0.1644987,1.158355,1.153758,1.162664,1.292616684867765
70089,6.238663,1.751747,0.1744629,1.155143,1.14948,1.159594,1.516476315053634
70125,7.363791,0.5802718,0.0895099,1.179666,1.17447,1.185876,0.49189499400677816
70146,12.83143,1.74168,0.298038,1.160235,1.155332,1.164707,1.5011441647597255
70174,8.855038,1.336737,0.2174419,1.173839,1.170259,1.18095,1.1387737159866047
70189,9.542647,0.6535152,0.08276575,1.174961,1.170768,1.181926,0.5562016100959947
70235,11.31735,0.7597337,0.1226291,1.166403,1.162429,1.171157,0.6513475188249687
70437,10.99047,1.776113,0.1243044,1.177002,1.173416,1.183451,1.5090144281827897
70448,7.057166,1.225821,0.1941825,1.18415,1.180335,1.192243,1.0351906430773128
70455,8.615154,0.6347968,0.09338451,1.16789,1.164872,1.174655,0.5435416006644461
70541,6.777582,1.559089,0.1456106,1.201653,1.198215,1.212416,1.2974535910117146
70573,6.142745,0.580071,0.08090111,1.170232,1.166712,1.177333,0.4956888890408056
70579,6.027724,1.29011,0.1569616,1.154745,1.149858,1.159759,1.117225015046612
70592,6.220242,2.311724,0.1215829,1.202219,1.199632,1.214092,1.9228809393296895
70619,7.857866,0.9314438,0.1788141,1.165095,1.161327,1.170141,0.7994573833035075
70626,6.455278,0.9535071,0.1288521,1.155509,1.150611,1.159549,0.8251836203785519
70671,9.753398,0.999317,0.1566196,1.159799,1.156445,1.164038,0.8616294720033385
70674,6.423507,1.070335,0.1668278,1.172206,1.167998,1.178492,0.9130946267123696
70679,7.319074,1.415025,0.1335434,1.162131,1.157809,1.167606,1.217612300162374
70718,9.014582,0.7914027,0.1456128,1.160063,1.155768,1.165434,0.6822066560178197
70814,8.162501,5.693227,0.1675825,1.156477,1.151594,1.161081,4.922905513901271
70836,6.882122,1.482257,0.2112439,1.164899,1.161285,1.171587,1.2724339191638074
70856,8.890938,1.837608,0.2808948,1.182876,1.177955,1.191171,1.5535085672547249
70879,8.494482,1.143629,0.1212439,1.177653,1.173708,1.185007,0.9711086372641177
70926,9.304008,1.704854,0.321979,1.158819,1.155579,1.164486,1.471199557480504
70935,6.70073,0.8439713,0.08241464,1.164369,1.159955,1.17096,0.7248314752453904
70970,9.531518,0.8879085,0.1156153,1.156342,1.151477,1.160118,0.7678597681308817
71025,14.44124,2.592743,0.4807614,1.188739,1.183903,1.197155,2.1810868491737883
71034,6.000305,0.478702,0.08860209,1.164842,1.161018,1.172652,0.41095873946852884
71077,6.578483,3.450391,0.1456695,1.195664,1.192116,1.206167,2.885753020915575
71111,6.965146,0.9384876,0.1515947,1.192692,1.187287,1.20497,0.7868650078980993
71114,10.52419,0.6040293,0.1146189,1.200222,1.19421,1.209761,0.5032646460404826
71139,7.013429,7.841984,0.2988439,1.188979,1.184349,1.198668,6.595561401841412
71159,6.119815,1.7778,0.2002556,1.155705,1.151647,1.160209,1.538281827975132
71166,6.222827,0.8015339,0.1265867,1.168686,1.163769,1.175186,0.6858419626828764
71211,7.418785,1.050728,0.1257489,1.153462,1.149691,1.158733,0.9109342136975471
71295,9.757601,1.59101,0.2514088,1.156465,1.151957,1.162,1.375752832986731
71299,10.63832,0.888449,0.173202,1.157065,1.152734,1.163095,0.7678470958848466
71340,8.405498,3.787227,0.6435125,1.155382,1.151657,1.160241,3.2779002961790997
71386,6.053619,1.452046,0.1767168,1.178048,1.174489,1.185528,1.2325864480904003
71459,14.08104,1.776595,0.336318,1.183097,1.180422,1.191632,1.5016477938833417
71481,7.334629,1.489586,0.2118489,1.187076,1.182443,1.19507,1.2548362531126904
71501,6.476268,0.444177,0.08651268,1.156172,1.153023,1.162146,0.3841789975885941
71545,6.710303,1.35182,0.1120776,1.159608,1.15723,1.16625,1.165756014101317
71551,6.652495,0.5961566,0.1096276,1.157094,1.154056,1.162807,0.5152188154117124
71562,8.584737,3.692584,0.1346719,1.157586,1.15377,1.164713,3.1899003616146016
71673,6.355011,2.437455,0.1159996,1.15204,1.149017,1.157134,2.115772889830214
71674,6.127561,2.533649,0.1157274,1.151631,1.147166,1.157236,2.200052794688576
71675,6.058555,2.167767,0.1149041,1.151542,1.147141,1.156618,1.882490608245292
71686,6.610951,0.5297706,0.09943329,1.156873,1.151905,1.161892,0.4579332389985763
71733,9.830345,0.579664,0.08928377,1.164138,1.160921,1.170278,0.49793409372428354
71801,6.873653,4.313801,0.8108242,1.173461,1.169642,1.181565,3.676134954634197
71811,6.677515,0.5841817,0.1160086,1.183001,1.179955,1.191349,0.49381336110451307
71812,7.333437,0.6575763,0.1195279,1.183791,1.180592,1.194214,0.5554834426009321
71825,8.750138,3.698969,0.1870384,1.184932,1.181925,1.195599,3.1216719609226518
71826,9.940655,0.5422569,0.08432764,1.158713,1.154942,1.164996,0.4679820628576705
71833,11.86911,5.890553,1.060747,1.190935,1.185956,1.199388,4.946158270602509
71861,6.081204,0.7315191,0.1228464,1.174482,1.169671,1.182962,0.6228440282609695
71904,6.716874,0.7368593,0.1171829,1.171836,1.168568,1.179465,0.6288075293812444
71906,6.683832,0.8508569,0.1137411,1.179945,1.175765,1.190034,0.7210987800278826
71913,11.8051,2.990807,0.1843038,1.179701,1.175516,1.188947,2.5352246035224177
71984,7.064166,1.565387,0.2415854,1.160265,1.156337,1.165924,1.3491633376857872
72002,6.066597,0.5881886,0.08487084,1.153766,1.149978,1.16009,0.5097988673613193
72026,8.26156,0.9320414,0.1181314,1.153295,1.150532,1.158852,0.8081552421540023
72037,6.781839,0.6421366,0.1175915,1.15042,1.146101,1.154985,0.5581757966655656
72074,9.118572,0.7881606,0.1329817,1.167636,1.165252,1.174968,0.6750053955170962
72098,6.228578,7.001074,0.1357388,1.154352,1.1501,1.159624,6.064938597585485
72100,11.71074,0.814324,0.1089098,1.155264,1.152499,1.161906,0.7048813085147637
72142,7.200572,2.206852,0.3965809,1.175405,1.172362,1.183782,1.877524768058669
72166,6.579295,1.520413,0.242483,1.153056,1.149989,1.158985,1.3185942400022201
72216,7.496133,0.719087,0.1335286,1.16683,1.163526,1.174042,0.6162740073532562
72330,7.186762,2.372814,0.3332602,1.166041,1.161511,1.172464,2.034931876323388
72332,9.087271,1.360713,0.1334238,1.16648,1.164695,1.173619,1.166512070502709
72343,7.181241,0.922469,0.1728364,1.166035,1.162362,1.174068,0.7911160471169391
72345,6.21413,8.643141,0.1936058,1.182456,1.177955,1.193484,7.309482128721915
72356,7.188222,1.673432,0.2676999,1.165874,1.163116,1.171989,1.4353455004571676
72361,7.187929,0.9986736,0.1786619,1.165954,1.162825,1.174223,0.8565291598124798
72362,6.843147,1.711372,0.1383032,1.164504,1.162754,1.171633,1.4696145311651998
72430,7.645608,0.8504366,0.1680762,1.174336,1.16975,1.183085,0.7241850713935364
72444,7.85271,0.7767917,0.1012831,1.151177,1.148085,1.157077,0.6747804203871343
72485,6.981423,1.361072,0.1547663,1.17873,1.174865,1.189772,1.1546936109202277
72496,6.912604,0.6002545,0.1129192,1.150211,1.145243,1.155257,0.5218646839579868
72698,6.177585,10.23619,0.2335213,1.174168,1.170956,1.184511,8.717824025182086
72700,6.373976,0.641755,0.1234007,1.169715,1.1659,1.179642,0.5486421906190824
72714,6.63668,2.37365,0.1190517,1.17725,1.172972,1.186009,2.016266723295817
72771,6.260705,1.443676,0.1640891,1.150489,1.148185,1.156504,1.254836856328048
72793,6.711206,1.603754,0.1568371,1.149913,1.146779,1.155946,1.3946742057877421
72826,7.199897,1.99593,0.3567949,1.164814,1.161385,1.172841,1.7135182097742643
72835,6.132991,3.316152,0.1221309,1.146916,1.144751,1.152714,2.891364319618874
72923,7.320664,1.013307,0.139683,1.155467,1.152219,1.162651,0.8769674945281863
72943,6.716284,0.7739206,0.1304125,1.171462,1.168428,1.180389,0.6606450742747096
72947,8.192952,2.947075,0.1214056,1.173791,1.169258,1.182559,2.5107323194674347
72971,6.959255,1.019731,0.1173585,1.15207,1.149802,1.157554,0.8851293758191776
72972,7.542582,0.9250437,0.1153093,1.152604,1.149667,1.158084,0.8025685317767421
73141,14.88351,6.886208,0.9913888,1.16891,1.163986,1.176404,5.891136186703853
73197,6.692398,3.41904,0.6559099,1.163145,1.159984,1.171239,2.9394787408276692
73201,12.76361,0.5963776,0.118459,1.168014,1.16468,1.177171,0.5105911401746897
73220,8.307212,1.919424,0.2377975,1.15914,1.15386,1.165965,1.6559035146746726
73243,12.84532,2.282842,0.4068193,1.167343,1.162553,1.174899,1.9555880319666115
73265,9.56353,1.338229,0.1394368,1.159142,1.155572,1.166606,1.1544996212715957
73323,12.06861,4.713681,0.5242935,1.162316,1.158455,1.170208,4.0554212451691285
73329,6.280235,3.287584,0.29959,1.158226,1.153618,1.16581,2.838465031867701
73337,6.670474,0.774469,0.1254904,1.154069,1.150428,1.161646,0.6710768593558963
73408,6.761542,46.23381,0.5309839,1.167674,1.1645,1.176028,39.59479272468171
73449,8.830675,4.503479,0.1703026,1.158946,1.155151,1.166544,3.8858402375951937
73547,7.307336,2.538815,0.4306414,1.169007,1.164182,1.178107,2.1717705710915336
73676,8.093818,1.467989,0.2185664,1.160183,1.157308,1.167235,1.2653081453529313
