time,flux,error,quality
293.65263710318686,526069.25,20.168840408325195,0
293.6730701630149,526026.625,20.163341522216797,0
293.69350302284874,526032.75,20.170475006103516,0
293.7139359825669,526057.4375,20.164852142333984,0
293.73436904227856,526014.625,20.162870407104492,0
293.75480190187955,526055.8125,20.1679630279541,0
293.7752348614813,526074.4375,20.166059494018555,0
293.79566792107653,526039.0,20.16317367553711,0
293.8161007806775,526066.1875,20.16072654724121,0
293.83653374016285,526038.6875,20.165924072265625,0
293.85696669953177,526010.0625,20.165748596191406,8192
293.8773996590098,526016.875,20.167970657348633,0
293.89783261837874,526013.9375,20.167951583862305,0
293.91826557762397,526046.0625,20.16225242614746,0
293.9386985369929,526055.9375,20.164730072021484,0
293.9591314962454,526034.625,20.16597557067871,0
293.9795643553807,526048.5625,20.167234420776367,0
293.99999731462594,526052.3125,20.163105010986328,0
294.0204303737628,525953.6875,20.16452407836914,0
294.0408632327817,525892.875,20.168222427368164,0
294.0612961917941,525911.8125,20.16763687133789,0
294.08172925081453,525969.1875,20.165874481201172,0
294.10216210983344,526006.25,20.16787338256836,0
294.1225950687294,525994.875,20.166770935058594,0
294.14302812763344,526044.5,20.165752410888672,0
294.163461086413,526033.5,20.166061401367188,0
294.1838939451991,526019.0,20.16571617126465,0
294.20432690398593,526039.3125,20.16522216796875,8192
294.22475996277353,526034.1875,20.16306495666504,0
294.2451928214359,526034.125,20.16327476501465,0
294.26562578010635,526073.6875,20.162031173706055,8192
294.28605883865384,526034.6875,20.165422439575195,0
294.3064916972071,526059.0625,20.1626033782959,0
294.3269246557611,526051.5625,20.164939880371094,0
294.3473576141987,526040.75,20.16413116455078,0
294.36779057274543,526042.5,20.167434692382812,0
294.3882235310666,526045.3125,20.16525650024414,0
294.4086564895042,526020.4375,20.16925811767578,0
294.4290894478181,525970.1875,20.164213180541992,0
294.4495224061393,525993.25,20.163976669311523,0
294.46995536434406,525987.0,20.166677474975586,0
294.4903884225423,526064.875,20.166259765625,0
294.5108212807463,526039.25,20.166183471679688,0
294.53125423883466,525974.5,20.16508674621582,0
294.551687096915,526018.0625,20.166690826416016,8192
294.5721201550041,526000.6875,20.16414451599121,0
294.59255311309244,525977.3125,20.164196014404297,0
294.61298597105633,526008.25,20.16388511657715,0
294.633419029029,526013.375,20.16703224182129,0
294.65385198688455,525991.4375,20.169065475463867,0
294.6742849447328,525996.1875,20.166780471801758,0
294.69471780258755,525998.125,20.16561508178711,0
294.7151508604438,525979.3125,20.166528701782227,0
294.73558381817566,526004.125,20.16992950439453,0
294.756016675914,525959.75,20.166719436645508,0
294.77644973353745,525976.375,20.165266036987305,0
294.79688269115286,525980.25,20.16505241394043,0
294.8173155487748,525997.9375,20.167156219482422,0
294.83774860639824,526012.3125,20.16630744934082,0
294.85818156389723,525938.1875,20.161861419677734,0
294.87861442140274,525852.75,20.16176986694336,0
294.899047378909,525880.8125,20.162864685058594,0
294.9194803362916,525958.625,20.164268493652344,0
294.93991329368146,525984.5625,20.164745330810547,0
294.9603462510713,525963.75,20.167415618896484,0
294.98077930833824,525963.5625,20.17060089111328,8192
295.0012121656109,525951.5,20.16460609436035,0
295.02164512288437,525941.125,20.164949417114258,0
295.04207798003335,525961.75,20.16678810119629,0
295.06251103719114,525893.375,20.1667537689209,0
295.08294399434817,525955.125,20.16653823852539,0
295.1033769514979,525958.6875,20.164297103881836,0
295.12380990853853,525994.9375,20.16659927368164,0
295.14424286557914,526040.125,20.16646385192871,0
295.1646757224953,525957.8125,20.165788650512695,0
295.18510877942026,526016.0,20.16606330871582,0
295.20554173634446,526023.25,20.1695556640625,128
295.2259746932614,526025.0,20.163434982299805,0
295.2464075500684,526011.8125,20.164121627807617,0
295.26684060687694,525933.6875,20.165719985961914,0
295.28727356367745,525969.9375,20.168277740478516,0
295.30770642036805,526002.4375,20.167236328125,0
295.3281394770602,525983.0,20.1651611328125,0
295.34857243374427,525978.0625,20.167739868164062,0
295.36900529043487,525979.875,20.16654396057129,0
295.3894383470106,526029.3125,20.16663360595703,0
295.40987130357826,525950.4375,20.166790008544922,128
295.43030416003603,526026.375,20.165714263916016,0
295.450737116611,525975.5625,20.166486740112305,0
295.471170173063,526014.25,20.168277740478516,0
295.4916031294051,525935.5,20.166353225708008,0
295.5120359858629,525990.0625,20.165477752685547,0
295.5324690421985,525949.5625,20.163724899291992,0
295.5529019985406,525972.6875,20.168075561523438,0
295.57333485476556,525928.4375,20.166893005371094,8192
295.593767810984,525910.0,20.16564178466797,0
295.61420086721046,525953.4375,20.16958236694336,0
295.6346337234354,525926.9375,20.1688289642334,0
295.6550666795374,525935.8125,20.16362190246582,0
295.67549973564746,525979.875,20.168899536132812,0
295.695932591756,525886.3125,20.169784545898438,0
295.7163655477416,525876.5,20.1690616607666,0
295.73679860385164,525945.625,20.168397903442383,128
295.75723145972734,525904.5625,20.165597915649414,0
295.77766441571293,525973.5,20.166170120239258,0
295.7980973715894,525949.8125,20.168224334716797,0
295.8185304274666,525999.5,20.164016723632812,0
295.83896328333503,525954.1875,20.167667388916016,0
295.8593962392115,525933.5,20.16847038269043,0
295.8798292949723,525962.9375,20.163259506225586,128
295.9002621507243,525954.5,20.164735794067383,0
295.92069510636793,526006.625,20.16650390625,0
295.9411279621272,525960.25,20.165313720703125,0
295.9615610177643,525989.1875,20.165189743041992,128
295.98199397329154,525963.6875,20.164051055908203,0
296.00242692893517,526010.1875,20.16815757751465,128
296.0228598844551,525980.8125,20.164487838745117,8192
296.0432928399823,525986.4375,20.167743682861328,0
296.06372569539235,525989.9375,20.163618087768555,0
296.08415875091305,526005.25,20.164583206176758,0
296.10459170632384,526016.125,20.167036056518555,0
296.1250245617339,526042.5,20.166921615600586,0
296.145457517021,526009.9375,20.16545867919922,0
296.16589057231613,525969.1875,20.163816452026367,128
296.18632342760975,525935.5,20.165605545043945,0
296.20675638290413,525957.625,20.16747283935547,0
296.227189438192,525972.0,20.16350555419922,0
296.2476222933692,525961.4375,20.168167114257812,0
296.2680552485399,525942.6875,20.16767692565918,0
296.28848820360145,525948.875,20.164398193359375,8192
296.308921158663,526006.875,20.168357849121094,0
296.32935411384096,525983.6875,20.165708541870117,0
296.3497870687788,525958.4375,20.166282653808594,0
296.37022012384114,525955.3125,20.166019439697266,0
296.39065297877823,526016.75,20.167591094970703,0
296.41108593372337,525968.125,20.1672420501709,0
296.45195184355543,525988.875,20.16607093811035,0
296.4723847983769,525978.0625,20.166763305664062,0
296.49281765320484,525978.75,20.16366958618164,0
296.51325070796884,525964.75,20.165468215942383,0
296.53368366273935,525926.1875,20.163618087768555,0
296.55411661745165,525921.1875,20.159900665283203,0
296.5949825268108,525954.5,20.163999557495117,128
296.6154154814649,525965.5625,20.166866302490234,0
296.63584833605273,525982.6875,20.167577743530273,0
296.6562813906494,526056.3125,20.171125411987305,0
296.67671434518707,525952.4375,20.16323471069336,0
296.697147199724,525933.25,20.165918350219727,8192
296.71758025419695,525972.9375,20.16588592529297,0
296.7380132086764,525927.75,20.16671371459961,0
296.75844606308965,525955.6875,20.16992950439453,0
296.77887911745347,525974.875,20.16448974609375,0
296.79931207187474,525941.75,20.165987014770508,0
296.8197449261788,525968.875,20.163639068603516,0
296.8401778804764,525961.75,20.166048049926758,0
296.860610934782,525957.8125,20.162227630615234,0
296.8810438890214,525959.5625,20.1672306060791,0
296.90147674326727,525922.25,20.165637969970703,0
296.92190979745646,525966.1875,20.167675018310547,0
296.9423427515794,525948.75,20.16602897644043,0
296.9627756057089,525909.4375,20.165298461914062,0
296.9832086598399,525961.875,20.16559410095215,128
297.0036416139046,525924.3125,20.16691780090332,0
297.0240744679759,525932.1875,20.16574478149414,0
297.0445074219897,525935.8125,20.162439346313477,0
297.0649403760035,525935.8125,20.16556167602539,0
297.08537332995184,525943.4375,20.16629409790039,0
297.10580628384923,525995.0625,20.169620513916016,0
297.12623923779756,525976.6875,20.1651611328125,0
297.14667219163675,525939.75,20.164398193359375,0
297.16710514553415,525980.5,20.169048309326172,0
297.1875379993144,525955.75,20.16547393798828,0
297.20797105308884,525984.0,20.168317794799805,0
297.2284040068698,526014.125,20.166112899780273,0
297.24883686065004,525968.5625,20.16305923461914,0
297.2692699143081,526017.0,20.169944763183594,0
297.2897028680309,525940.125,20.165599822998047,0
297.3101357216947,525983.375,20.166593551635742,0
297.3305687752945,525994.9375,20.16719627380371,0
297.3510017289009,525931.3125,20.167198181152344,128
297.3714345825065,525865.0,20.16646957397461,0
297.39186753604736,525853.75,20.16634750366211,0
297.41230058953806,525883.125,20.165475845336914,0
297.432733543028,525920.6875,20.16908836364746,0
297.4531663965099,525986.4375,20.16855239868164,0
297.4735994499424,526004.375,20.167835235595703,0
297.4940324033669,525997.375,20.169103622436523,8192
297.51446525673964,525936.8125,20.168766021728516,0
297.53489821011317,525953.125,20.167402267456055,0
297.55533126342925,525901.0625,20.167795181274414,0
297.57576411673654,525939.75,20.1686954498291,0
297.59619706999365,525943.125,20.170747756958008,0
297.61663012324425,525933.0,20.171833038330078,0
297.6370629765006,525961.625,20.16861343383789,0
297.6574959296995,525979.75,20.17011070251465,0
297.6779289828992,525942.875,20.16912841796875,0
297.6983619360326,526017.0,20.16747283935547,0
297.7187947891143,525949.5,20.167558670043945,0
297.739227742255,525997.8125,20.1678409576416,0
297.7596607952728,525951.125,20.16918182373047,8192
