transit_width_days,baseline_half_width_days,depth_ppm
0.0595,0.25,175.92002429722697
0.0595,0.3,178.23710668429806
0.0595,0.35,177.99945720864406
0.0595,0.4,177.8806324708171
0.085,0.25,156.6110044064484
0.085,0.3,158.39337547340904
0.085,0.35,158.21513836655754
0.085,0.4,157.85866415329863
0.11050000000000001,0.25,118.05237699380467
0.11050000000000001,0.3,120.07239753619726
0.11050000000000001,0.35,119.35944910945739
0.11050000000000001,0.4,119.06238726500095
