id,ra,dec,x,y,use_phot,flag_eazy,flag_star,flag_artifact,flag_nearbcg,nusefilt,z_phot,z_phot_chi2,z025,z160,z500,z840,z975,z_spec,mu,mu_low_68,mu_high_68,flux_radius,iso_area,use_aper,f_f090w,e_f090w,w_f090w,f_f115w,e_f115w,w_f115w,f_f150w,e_f150w,w_f150w,f_f200w,e_f200w,w_f200w,f_f277w,e_f277w,w_f277w,f_f356w,e_f356w,w_f356w,f_f444w,e_f444w,w_f444w
33795,3.621686,-30.38422,4385.82,7480.421,1,1,0,0,0,26,6.718807,124.8114,6.654109,6.69271,6.71987,6.743258,6.780735,,1.474439,1.444113,1.486404,3.989514,2.2784,1.4,2.427267,0.8181669,0.6740714,14.64395,1.215734,0.4287359,18.55216,1.057266,0.8177446,13.48016,1.111331,0.5046531,9.417974,1.002178,0.4975275,8.800134,0.8185058,0.6244525,6.384453,1.42355,0.1849849
33804,3.628968,-30.38359,3820.436,7537.561,1,1,0,0,0,24,6.150221,17.10437,6.075531,6.124022,6.159622,6.20154,6.24967,,1.390663,1.368491,1.396496,0.4887509,0.2384,0.32,1.864429,0.2180067,0.2417705,3.241012,0.220616,0.3109391,3.436887,0.181817,0.6083598,2.954695,0.1806755,0.3739759,4.568551,0.1464381,0.3814282,5.704041,0.1319627,0.3551946,5.497945,0.2046733,0.146252
33805,3.628827,-30.38349,3831.361,7545.985,1,1,0,0,0,25,6.196574,13.88509,6.167395,6.185481,6.194659,6.203182,6.211267,,1.391593,1.370291,1.395912,0.3342749,0.9536,0.7,7.548908,0.5440662,0.235158,16.37527,0.5686703,0.2981662,16.11211,0.4609118,0.6096411,15.66638,0.47422,0.3706324,19.25718,0.3753561,0.3939364,27.05562,0.3404412,0.3614198,22.47559,0.5046043,0.1461382
33814,3.532463,-30.38339,11313.07,7554.769,1,1,0,0,0,20,8.092369,14.99522,8.052801,8.082291,8.139816,8.222581,8.270865,,1.59988,1.601446,1.629052,0.1156763,0.1168,0.32,-0.1374557,0.1848077,0.4085441,2.538677,0.2088268,0.4214179,3.839808,0.1719227,0.8262265,3.115448,0.1732491,0.4938968,2.673985,0.1459192,0.4664795,2.869082,0.1191788,0.5288186,3.575864,0.197202,0.1913099
33849,3.536938,-30.38328,10965.62,7564.619,1,1,0,0,0,20,14.54978,16.48373,0.4454608,3.825776,14.09093,15.39393,16.50903,,1.704229,1.703862,1.73569,0.2223277,0.0176,0.32,-0.3125268,0.4094285,0.4048176,0.192541,0.4618826,0.4189464,0.1614501,0.3789371,0.8271184,0.6957827,0.365492,0.5397081,1.886683,0.3359117,0.4280981,0.68182,0.2627592,0.5290851,0.6619743,0.4347883,0.1913996
33851,3.547362,-30.38327,10156.3,7566.02,1,1,0,0,0,22,9.628253,21.45244,0.8155265,8.042774,9.674968,10.54717,11.23755,,2.056525,2.052705,2.116579,0.1202583,0.0096,0.32,-0.1316463,0.193225,0.4123402,-0.1262996,0.2452257,0.3371759,0.925612,0.2043534,0.6452157,0.6581898,0.198233,0.4162262,0.4999344,0.1478915,0.5010417,0.41959,0.1213686,0.5625937,0.4215358,0.2024083,0.2003581
33878,3.617797,-30.38326,4687.763,7567.589,1,1,0,0,0,26,7.945338,33.27672,0.5211636,2.536282,8.291958,10.63984,12.42075,,1.550448,1.519139,1.573513,0.1263778,0.0176,0.32,-0.1273935,0.163863,0.6511866,0.2960153,0.243279,0.3891024,0.6439333,0.2062972,0.7190626,0.2785779,0.1997434,0.4656091,0.4874233,0.1610524,0.4798561,0.5279234,0.1253911,0.5986311,0.4635475,0.2292233,0.1774315
33912,3.520692,-30.38323,12226.91,7569.187,1,1,0,0,0,20,6.306523,19.6769,0.7950436,1.54749,6.280802,6.508092,6.624131,,1.446285,1.441709,1.464812,0.1816122,0.1328,0.32,1.357745,0.5819913,0.09766574,3.161438,0.4123146,0.2562854,2.203517,0.3334572,0.5206923,2.217274,0.3192698,0.3447932,3.546811,0.3067405,0.2502712,3.976372,0.2735353,0.2379984,3.92571,0.4354928,0.09300242
33929,3.567699,-30.38319,8577.37,7573.691,1,1,0,0,0,27,7.736085,23.72394,7.647054,7.686785,7.725984,7.757485,7.784586,,3.837953,3.547567,3.978424,0.2316741,0.0816,0.32,0.4321343,0.2477537,0.7218998,1.378896,0.3895722,0.3845452,1.530158,0.4688407,0.3528198,2.257953,0.2754598,0.6204402,2.302838,0.2768333,0.4115841,2.307488,0.2012078,0.5891872,2.636724,0.3094199,0.2467754
33934,3.603237,-30.38329,5818.182,7564.902,1,1,0,0,0,27,6.574803,12.98621,0.6084227,1.778532,6.125418,6.695263,15.71073,,1.894698,1.826877,1.925431,0.3939094,0.0192,0.32,-0.2045436,0.1684166,0.4051103,0.3194472,0.1705683,0.5201789,0.01890549,0.1422027,0.9945207,0.1716808,0.1346821,0.673012,0.4234994,0.1213797,0.5551741,0.4923453,0.1015845,0.5993957,0.2662159,0.1752718,0.1994344
33947,3.547227,-30.38312,10166.76,7579.378,1,1,0,0,0,22,10.61907,9.734069,0.4512811,2.07308,9.520042,12.09154,14.04627,,2.070744,2.060938,2.139252,0.1166101,0.0336,0.32,0.2176703,0.1914749,0.3969426,-0.3099324,0.2364344,0.3428754,0.4337998,0.1964742,0.6598219,0.6328848,0.1904715,0.4261776,0.6081608,0.1517513,0.4498467,0.7487943,0.1242466,0.5074676,0.592712,0.2012261,0.1916302
33955,3.562737,-30.38313,8962.628,7578.916,1,1,0,0,0,26,6.88551,13.4964,6.800989,6.83752,6.880302,6.919774,6.955701,,3.374152,3.227121,3.392218,0.1573665,0.1008,0.32,0.2554377,0.1878706,0.708575,2.365861,0.3417982,0.2819487,2.162208,0.3736015,0.3135975,2.09137,0.2075402,0.6168764,2.005082,0.2526995,0.2787871,3.489391,0.1815572,0.4084157,2.802926,0.2386269,0.2341779
33977,3.529635,-30.38304,11532.64,7586.367,1,1,0,0,0,20,12.76269,12.63071,1.063982,4.132763,11.84273,13.02734,14.65389,,1.580589,1.577668,1.604935,0.1529133,0.0192,0.32,0.05041043,0.2776098,0.3312918,-0.326405,0.3029883,0.366298,-0.09257126,0.2571565,0.6757272,0.5739719,0.2456507,0.4495139,0.8508246,0.202868,0.4416022,0.808987,0.1885619,0.3865431,0.5063628,0.272794,0.1829328
33983,3.568772,-30.38308,8494.037,7583.727,1,1,0,0,0,27,6.673233,54.76158,6.604435,6.642641,6.674725,6.708342,6.738889,,3.748688,3.469278,3.818856,0.2723531,0.1168,0.32,1.445673,0.3015927,0.7501267,4.006627,0.450475,0.4428341,3.910209,0.5055878,0.467164,3.800364,0.3218969,0.6995875,3.450024,0.2876051,0.5871665,3.205806,0.2679591,0.5115227,2.166509,0.4119991,0.2143211
33989,3.568114,-30.38305,8545.109,7586.356,1,1,0,0,0,27,10.60546,36.07522,2.469845,10.21179,10.50296,10.72057,11.06646,,3.923518,3.643706,4.011356,0.1451593,0.08,0.32,0.6498109,0.1812564,0.6645488,-0.2282826,0.2581677,0.4314355,1.640448,0.3152524,0.3844882,2.252149,0.185769,0.6721499,2.098571,0.191094,0.4255963,2.282047,0.1490084,0.5293194,1.997249,0.2267038,0.2265047
34001,3.636649,-30.38304,3224.053,7586.473,1,1,0,0,0,22,6.281618,11.72069,6.236992,6.272778,6.354916,6.472622,6.535354,,1.334211,1.317381,1.336642,0.1948496,0.1712,0.32,2.447221,0.5878784,0.1141334,5.517724,0.496976,0.2103406,4.667047,0.4163633,0.3982256,4.666411,0.4132134,0.245436,4.7844,0.3358491,0.2489301,7.077274,0.3045757,0.2288879,4.648719,0.4722218,0.09431418
34005,3.539944,-30.38297,10732.21,7592.601,1,1,0,0,0,22,7.794231,20.46486,0.3463612,1.70745,7.460668,8.489109,10.00778,,1.770339,1.770881,1.814127,0.1384213,0.0064,0.32,0.01107933,0.2566814,0.3573032,0.6442187,0.2704186,0.4239931,0.8404463,0.2235291,0.8246012,0.4863827,0.22133,0.5105572,0.395578,0.190093,0.4637369,0.5146761,0.1569212,0.5146218,1.000379,0.2552209,0.1926967
34028,3.580538,-30.38293,7580.503,7597.515,1,1,0,0,0,27,6.102043,27.49087,0.6502705,5.490653,6.111027,6.429445,6.740192,,4.261452,3.888819,4.313668,0.1159732,0.0064,0.32,0.4522147,0.1618153,0.6499722,0.2297003,0.3089848,0.2347826,0.7477588,0.2493928,0.4789084,0.3364614,0.2297725,0.3424814,0.8058354,0.1997793,0.3035367,0.4416514,0.1430134,0.4479258,0.3549353,0.2916124,0.1067095
34035,3.634327,-30.38295,3404.393,7595.107,1,1,0,0,0,22,6.293747,12.97407,6.232449,6.285724,6.3781,6.485211,6.552295,,1.348321,1.32907,1.357438,0.1919966,0.1312,0.32,1.570083,0.4716198,0.1761904,2.436566,0.4397878,0.2668615,2.804977,0.3697607,0.5016616,2.49655,0.368801,0.3061125,2.634165,0.33318,0.2512964,3.920976,0.3037268,0.2286785,2.367826,0.4626772,0.09760927
34057,3.594762,-30.3829,6476.166,7600.376,1,1,0,0,0,27,6.531273,26.23843,0.4051166,5.533033,6.455496,7.732189,8.36799,,2.53274,2.416872,2.620282,0.1664748,0.016,0.32,-0.1470007,0.2689082,0.4238849,0.702295,0.3044196,0.4356292,0.4351563,0.2564877,0.8154726,0.4343716,0.2427028,0.5528479,0.3840868,0.1988226,0.5519536,0.7258666,0.1660616,0.5983331,1.131876,0.2847352,0.2015835
34067,3.615894,-30.38287,4835.5,7602.494,1,1,0,0,0,26,11.88621,18.04875,0.4296082,2.629357,10.71334,13.82731,16.5113,,1.655113,1.618328,1.67865,0.1202423,0.0064,0.32,-0.1078959,0.1641463,0.6412509,-0.2959035,0.2595212,0.3378707,0.1860812,0.2076153,0.701549,0.2393436,0.1959547,0.478055,0.5819928,0.1593274,0.4844932,0.4717889,0.1272504,0.5743777,0.3317183,0.2235491,0.1843425
34101,3.556403,-30.38286,9454.377,7603.471,1,1,0,0,0,26,6.669029,13.68083,0.6162303,1.409221,5.111343,14.85828,19.00376,,3.241233,3.188863,3.327057,0.1494735,0.0368,0.32,-0.03271743,0.2246724,0.4490428,0.5178859,0.2923238,0.3493532,0.01523238,0.299433,0.44246,0.3123471,0.1868493,0.689768,0.6065918,0.1925138,0.4353529,0.8716494,0.1306495,0.7148214,0.3625495,0.2239739,0.2409204
34113,3.641573,-30.38283,2841.758,7605.744,1,1,0,0,0,22,9.163016,49.46351,0.1662574,8.826352,9.183031,9.5816,10.17552,,1.312593,1.293927,1.321625,0.1395476,0.0736,0.32,3.199495,0.8088912,0.02897886,0.5887907,0.4835815,0.1067894,3.227877,0.4084605,0.1989059,3.211884,0.3997644,0.1260528,2.074086,0.3413199,0.1158554,2.894773,0.3182697,0.100762,2.198974,0.4920328,0.04175944
34118,3.56364,-30.3828,8892.496,7608.511,1,1,0,0,0,26,7.702193,37.35211,0.5781127,3.298439,7.606558,17.24084,19.45386,,3.74333,3.527478,3.838237,0.1202268,0.0064,0.32,-0.1085668,0.1704936,0.7152585,0.5460697,0.2702596,0.3749065,0.1529611,0.3259275,0.3425496,-0.001447462,0.2264386,0.4308017,0.6808415,0.1694101,0.5156783,0.4347164,0.1223083,0.7481578,0.4818082,0.2155658,0.2385616
34119,3.547126,-30.38281,10174.65,7607.893,1,1,0,0,0,22,6.704537,17.97204,0.138875,1.044232,3.498641,6.75515,10.89492,,2.067727,2.068057,2.125411,0.1005692,0.0176,0.32,0.1737141,0.1722805,0.3871427,0.3168221,0.2328489,0.2791263,0.154861,0.1924491,0.5429971,0.4132785,0.1853965,0.3551723,0.3193057,0.1315378,0.4727372,0.50256,0.1075017,0.5352275,0.2573571,0.1756351,0.1986102
34124,3.631073,-30.38283,3657.007,7605.317,1,1,0,0,0,22,6.599182,10.05033,1.179387,6.09768,6.421293,6.650646,6.86219,,1.371767,1.352222,1.381396,1.54437,0.352,0.48,0.6150518,0.3775399,0.2043637,1.90718,0.3514938,0.3208599,1.699918,0.2989382,0.6063775,1.749917,0.2996879,0.3633991,1.866397,0.2367983,0.3824642,2.42612,0.2138703,0.3453755,2.420502,0.3263068,0.1349184
34146,3.608037,-30.3828,5445.472,7608.983,1,1,0,0,0,27,6.481455,34.32911,6.141823,6.294046,6.446833,6.568419,6.646341,,1.955418,1.910143,2.00031,0.2179122,0.0384,0.32,0.2422957,0.1562006,0.4709533,0.8942412,0.1786918,0.4739583,1.126865,0.1488219,0.9080208,0.8246692,0.1448374,0.5819439,0.5301058,0.118909,0.5784848,0.868962,0.09887152,0.6327415,0.9352758,0.169273,0.2138202
34147,3.607951,-30.3828,5452.161,7608.72,1,1,0,0,0,27,6.288801,41.05204,6.170136,6.255122,6.319594,6.418838,6.512115,,1.940095,1.885625,1.987642,0.1719058,0.1008,0.32,0.6259238,0.1810713,0.4737214,1.564351,0.2082736,0.4715848,1.866471,0.1733574,0.904531,1.423466,0.1696992,0.5730095,0.8924236,0.1315228,0.6391432,1.30824,0.1103574,0.6865064,1.238956,0.1892892,0.2311275
34151,3.522172,-30.38278,12112.03,7609.385,1,1,0,0,0,20,7.001769,13.17074,6.944145,6.976163,7.016711,7.098344,7.206439,,1.473827,1.467818,1.488622,0.1315762,0.0944,0.32,0.1748865,0.3612852,0.1399761,3.579391,0.3012662,0.2651304,2.716894,0.2451143,0.5322349,2.698977,0.2332775,0.3567039,2.690296,0.1939703,0.3456702,3.27234,0.1747145,0.3221974,3.591786,0.2560882,0.1485444
34167,3.59569,-30.38274,6404.097,7613.94,1,1,0,0,0,27,6.565777,17.58288,6.229976,6.330874,6.494709,6.580511,6.619824,,2.360815,2.25062,2.413553,0.1051387,0.064,0.32,0.409788,0.1731097,0.4598277,1.012874,0.2054068,0.4301445,0.8161527,0.1686522,0.8478919,0.6358704,0.1596866,0.5741172,0.620865,0.1300979,0.5795294,1.507848,0.1112988,0.5988009,0.8485963,0.1852763,0.2140324
34171,3.630206,-30.38272,3724.337,7615.564,1,1,0,0,0,24,11.55629,19.52862,0.2309508,2.540274,11.08527,11.75378,12.30325,,1.389035,1.366985,1.39272,0.1928725,0.0336,0.32,0.228335,0.4112988,0.2061398,0.1537751,0.3821028,0.3145738,0.5476838,0.3193851,0.5983205,1.380062,0.3181948,0.365923,1.336241,0.2567953,0.3764271,0.9517335,0.2316268,0.3498846,0.7964284,0.3652074,0.1394051
34173,3.571236,-30.38271,8302.727,7616.727,1,1,0,0,0,27,6.6841,45.72372,0.9130692,3.993678,10.20331,18.06429,19.65349,,3.867389,3.533269,3.930034,0.3100804,0.0144,0.32,0.2427472,0.5037,0.7552508,-0.7128329,0.7521871,0.4460561,0.6782909,0.8356182,0.4802922,0.5446291,0.6035012,0.5589565,1.810046,0.5845397,0.3991951,2.291417,0.4308979,0.5555358,1.594718,0.6799882,0.2209599
34188,3.533355,-30.38268,11243.84,7619.105,1,1,0,0,0,20,6.698622,14.78893,0.3840437,2.391785,5.952899,14.21099,18.82302,,1.633372,1.628004,1.666003,0.1694983,0.0128,0.32,0.3306279,0.2624361,0.4641759,0.1122083,0.3170762,0.4188018,0.04615426,0.2615453,0.8179413,0.2963801,0.2531478,0.5300056,0.592395,0.2173602,0.4816678,0.8399351,0.1768311,0.5503486,0.7788178,0.2930531,0.1984807
34211,3.556547,-30.38265,9443.167,7621.826,1,1,0,0,0,26,7.903186,49.31541,1.171576,6.966327,7.941308,9.115575,15.40511,,3.334584,3.270403,3.412168,0.08757831,0.0096,0.32,-0.506384,0.1434283,0.5585649,0.4526656,0.187512,0.4304188,0.7678215,0.211062,0.4514496,0.2682556,0.1316114,0.7047826,0.2822001,0.1363381,0.4400347,0.2575332,0.09231273,0.7258477,0.2635667,0.1600224,0.2392558
34243,3.586254,-30.38257,7136.727,7629.508,1,1,0,0,0,27,7.802987,14.03541,6.622775,7.103578,7.638849,7.922763,8.266757,,3.628797,3.359227,3.758708,0.1493848,0.0176,0.32,0.2032813,0.2318885,0.4515914,1.375288,0.3711752,0.2321413,1.277541,0.3047239,0.4576963,0.9300312,0.2777669,0.3343815,0.8271232,0.2340289,0.3156046,0.7853832,0.1733978,0.4347528,0.4975815,0.3405612,0.1116336
34251,3.56218,-30.38255,9005.833,7631.499,1,1,0,0,0,26,12.9032,24.82739,0.4920639,5.308068,12.85795,14.23573,15.74119,,3.696583,3.487803,3.778884,0.1945195,0.0096,0.32,0.06439807,0.2892209,0.622356,0.04741469,0.4270823,0.3759077,-0.3548192,0.542776,0.309274,0.5372602,0.3003419,0.6131484,1.25678,0.2442735,0.6210458,0.7972687,0.2325314,0.5182757,0.2966035,0.3474474,0.229933
34269,3.574916,-30.38255,8017.028,7631.277,1,1,0,0,0,27,7.900646,14.49958,0.04596591,1.667931,7.701775,7.978178,8.172915,,3.809877,3.500253,3.805752,0.2467231,0.104,0.32,0.3018071,0.3279876,0.7499833,1.809356,0.647637,0.2533432,3.284867,0.5389258,0.4861774,2.568107,0.5266217,0.309078,2.347053,0.480275,0.2489801,3.071012,0.3281462,0.4033269,2.738085,0.6615767,0.09828497
34270,3.557995,-30.38251,9330.793,7634.598,1,1,0,0,0,26,6.643046,30.65854,0.6207178,1.775426,6.023659,16.43612,19.15695,,3.230989,3.138274,3.292027,0.3620508,0.0256,0.32,-0.671718,0.7404807,0.6686394,2.466573,1.331574,0.2723296,2.423311,1.34575,0.3543046,1.261996,0.776847,0.6454276,2.76715,0.7095869,0.518306,2.91658,0.555069,0.6405472,1.226673,0.8826049,0.2509389
34327,3.572643,-30.38244,8193.495,7640.994,1,1,0,0,0,27,7.920345,22.00979,0.4413624,1.991206,7.901792,11.05794,17.4349,,3.714767,3.386607,3.729518,0.1706312,0.008,0.32,-0.1024964,0.1989536,0.6538646,-0.210247,0.2819334,0.4288489,0.1293539,0.3281865,0.4205679,0.09035706,0.3192023,0.2698724,0.5969962,0.2614468,0.2695273,0.6117864,0.1802097,0.4290033,1.3236,0.3661274,0.1029457
34328,3.537569,-30.38245,10916.68,7639.534,1,1,0,0,0,20,8.035892,14.95727,0.30257,1.625935,7.725218,9.305837,10.8006,,1.738605,1.732101,1.772146,0.1303971,0.056,0.32,-0.07461002,0.2149344,0.4170184,0.514725,0.2446979,0.4237531,0.9322155,0.1996551,0.8458489,0.9891833,0.1958013,0.5338698,0.8000609,0.1799234,0.4236136,0.9482868,0.1427287,0.5090613,1.208819,0.2319336,0.1909506
34336,3.533345,-30.3826,11244.6,7626.204,1,1,0,0,0,20,9.235525,12.34277,0.3099973,1.680196,6.986075,10.30355,14.02072,,1.648914,1.642753,1.675202,0.2164108,0.0112,0.32,-0.1024169,0.1562431,0.4706968,0.1601539,0.1900723,0.4189011,0.307819,0.1563012,0.8231992,0.3884714,0.1512428,0.5336949,0.5866579,0.1358514,0.4431929,0.4785036,0.1096084,0.5148508,0.6801351,0.1827013,0.1835444
34352,3.557902,-30.3824,9338,7644.999,1,1,0,0,0,26,8.929666,27.94254,0.4792293,3.348433,9.432026,12.37379,15.37085,,3.358491,3.262266,3.415045,0.1962568,0.0096,0.32,-0.2314599,0.25165,0.6648653,0.1646706,0.3856493,0.3728624,0.4686638,0.4564412,0.3537074,0.6025624,0.2892068,0.5348227,0.8936757,0.2165373,0.6392049,0.5088153,0.1754068,0.7366486,1.268616,0.3085683,0.2357796
34355,3.515823,-30.38242,12605.03,7641.753,1,1,0,0,0,14,6.966197,20.57429,0.1997547,1.16127,5.347777,6.960509,7.164845,,1.415795,1.404163,1.426064,0.3718853,0.0976,0.32,1.320265,0.3954546,0.3116847,1.903028,0.371202,0.4659016,1.619074,0.4091134,0.5096917,1.390029,0.3420201,0.4426949,1.878266,0.2922655,0.4061922,2.335954,0.272035,0.3545561,2.845675,0.2403258,0.4499756
34365,3.54914,-30.38241,10018.31,7643.68,1,1,0,0,0,23,6.559126,30.38815,0.0972876,1.042008,6.042151,6.514298,6.677591,,2.264128,2.265306,2.329937,0.2396994,0.04,0.32,0.5256982,0.3167713,0.3552255,0.5276134,0.424216,0.2608722,1.383313,0.3505542,0.5076585,1.065982,0.3354401,0.3365619,1.232965,0.2513503,0.4016197,1.259225,0.1991478,0.4838051,1.001056,0.3415931,0.1628766
34373,3.594941,-30.38237,6462.289,7647.526,1,1,0,0,0,27,6.260022,27.3235,1.149824,6.133063,6.250847,6.36277,6.47879,,2.438131,2.330263,2.486578,0.2700435,0.0304,0.32,1.050319,0.2225803,0.413077,0.7361266,0.2439614,0.4528646,0.931986,0.207262,0.8337794,0.5521763,0.1896103,0.6047551,0.4831448,0.1590089,0.5761557,0.8872862,0.1352581,0.6021485,0.7454589,0.2282867,0.2093748
34375,3.557061,-30.38237,9403.268,7647.207,1,1,0,0,0,26,12.71083,48.46447,0.3220948,3.199073,12.58002,14.04911,15.23761,,3.478348,3.396489,3.556629,0.356378,0.0256,0.32,0.3970466,0.6520034,0.6084168,0.6568731,0.8815983,0.4382941,-1.156578,0.9992292,0.4533743,1.510759,0.6270221,0.6989312,3.991918,0.5647011,0.5773533,1.320775,0.5184511,0.5179776,1.271497,0.7748186,0.2297111
34392,3.598091,-30.38237,6217.746,7647.707,1,1,0,0,0,27,7.2828,16.05483,7.104094,7.201877,7.27028,7.302574,7.336244,,2.099115,2.013854,2.165661,0.1561506,0.1472,0.32,-0.426056,0.2514732,0.399397,1.383706,0.2758421,0.4371933,1.941,0.2232083,0.8872659,1.602261,0.2092362,0.6129342,1.682922,0.1745414,0.5901599,2.12105,0.1502759,0.6020541,3.331315,0.250747,0.2141894
34419,3.562152,-30.3823,9008.025,7654.024,1,1,0,0,0,26,6.672477,33.75073,0.09850362,1.25298,5.891913,15.7002,19.44195,,3.568945,3.366588,3.605253,0.07383922,0.0048,0.32,-0.05762916,0.1283995,0.6969734,0.2036284,0.1998187,0.3790329,0.4438129,0.2531775,0.3137467,0.008281354,0.1392584,0.6295052,0.13131,0.1121636,0.6501559,0.5747589,0.1052985,0.5578585,0.05088777,0.1589183,0.2425919
34420,3.558156,-30.3823,9318.258,7653.353,1,1,0,0,0,26,7.929773,30.02077,0.5538832,3.475591,11.06416,15.73321,18.23711,,3.371419,3.261407,3.426959,0.2129567,0.0096,0.32,-0.1592847,0.3030189,0.6671298,0.7412825,0.4649138,0.3732595,0.2699626,0.5482707,0.356653,0.5715298,0.3176534,0.6449733,0.8704984,0.2623911,0.6333291,0.8749995,0.2150236,0.7131866,1.351028,0.3593861,0.2528764
34441,3.584631,-30.38229,7262.729,7654.629,1,1,0,0,0,27,10.36309,21.28066,1.797653,9.263516,9.986102,10.56234,11.03375,,3.882664,3.537161,3.906036,0.4381579,0.0448,0.32,0.5180026,0.336427,0.4982441,-0.04950054,0.5020874,0.2946262,1.512657,0.4151859,0.5725652,2.296536,0.3853323,0.4035082,1.886734,0.3574617,0.3141543,1.870801,0.281792,0.3822894,1.748602,0.5193964,0.111457
34472,3.634929,-30.38221,3357.567,7661.254,1,1,0,0,0,22,6.782299,17.22879,0.1708755,6.736446,6.799304,6.875579,6.95321,,1.343205,1.326667,1.353256,0.1722734,0.0272,0.32,0.445802,0.4686491,0.1452903,1.349137,0.3997397,0.2630168,0.9495637,0.3349607,0.4977723,1.808778,0.3326084,0.3064537,0.9113015,0.291155,0.2679549,2.141501,0.2838092,0.2132577,1.141292,0.4159427,0.0983436
34487,3.565902,-30.38219,8716.856,7664.126,1,1,0,0,0,26,8.32663,29.94635,0.5124578,3.102589,8.336146,15.99397,19.20591,,3.767485,3.443523,3.871156,0.1792973,0.0112,0.32,-0.09621325,0.2419739,0.708275,-0.09198561,0.4396725,0.2825443,0.9671227,0.4590833,0.3443835,0.1186955,0.2634489,0.6348125,0.7783809,0.2570784,0.4466692,0.7477986,0.1703844,0.7689622,0.6963312,0.295384,0.2534231
34504,3.534084,-30.38216,11187.23,7665.724,1,1,0,0,0,20,6.582979,11.35188,1.517884,4.639397,14.62709,18.98819,19.77457,,1.668128,1.662315,1.698927,0.3220093,0.0224,0.32,-0.1206542,0.1555758,0.4747437,-0.1147067,0.1907726,0.4158315,0.2200886,0.1552265,0.8346375,-0.1932306,0.1506098,0.5381899,0.2132162,0.1293849,0.4886005,0.6382113,0.1046162,0.5651595,0.705153,0.1777762,0.193855
34515,3.541771,-30.38216,10590.43,7665.885,1,1,0,0,0,22,6.704296,31.83313,1.157009,4.590953,15.8334,18.90924,19.74867,,1.87431,1.868527,1.925523,0.4574055,0.0384,0.32,-0.5573446,1.211996,0.3678397,-1.545817,1.372128,0.3779879,0.6601998,1.141226,0.7261134,0.7637378,1.121263,0.4566103,3.404011,0.897119,0.4779024,4.681668,0.734145,0.5396637,2.453955,1.211979,0.1961336
34522,3.628288,-30.38216,3873.219,7665.658,1,1,0,0,0,24,10.73473,23.45936,1.991558,2.529764,10.41869,10.87299,11.28586,,1.401339,1.378862,1.404146,0.1816296,0.1392,0.32,-0.6950172,0.394193,0.2207494,-0.06846818,0.351915,0.3647941,1.741387,0.2912903,0.7075407,2.061362,0.2905266,0.4317622,3.111595,0.248832,0.3943511,3.146112,0.2242216,0.3672722,3.271367,0.3533993,0.1464425
34525,3.561128,-30.38215,9087.568,7667.283,1,1,0,0,0,26,13.63594,19.19202,0.367406,2.168832,12.99282,14.33599,15.21852,,3.792609,3.577459,3.908003,0.3111438,0.0368,0.32,0.9895461,0.5112899,0.6928299,-0.5221523,0.9181877,0.2829465,0.9673798,0.955399,0.3472784,2.250653,0.6628268,0.4379858,2.870899,0.4614519,0.605461,1.635473,0.3631775,0.7391778,1.270637,0.6821814,0.2075116
34541,3.60389,-30.38226,5767.512,7657.253,1,1,0,0,0,27,7.955146,24.54543,7.88224,7.903971,7.924784,7.967102,7.983633,,1.847716,1.787143,1.891339,1.142085,1.2544,1,0.3105997,0.6446639,0.4446684,4.995808,0.7445128,0.4456784,10.76773,0.636598,0.888306,12.8345,0.6253213,0.6100004,17.17184,0.5072147,0.6492666,24.58592,0.4503801,0.6555522,31.05233,0.7263573,0.2281364
34542,3.603365,-30.38224,5808.208,7659.585,1,1,0,0,0,27,7.914962,9.754516,7.858843,7.890354,7.915223,7.940049,7.976696,,1.857832,1.798239,1.903774,0.9486833,0.9024,0.7,-0.04464319,0.4225084,0.3899352,6.706053,0.4681871,0.4398866,11.16277,0.3958114,0.8266723,11.34763,0.3808416,0.5746646,12.08608,0.3022925,0.6073769,17.73078,0.2576263,0.6311256,21.75931,0.4155505,0.2154856
34543,3.603581,-30.38242,5791.437,7642.852,1,1,0,0,0,27,7.696589,17.77766,7.312529,7.539969,7.713376,7.87849,8.020496,,1.858392,1.801671,1.908976,0.7551198,0.1296,0.32,-0.1743007,0.1643049,0.4256395,0.6998458,0.1890722,0.4233446,1.175624,0.1550696,0.8363272,1.068399,0.1449497,0.5810424,0.9185864,0.1160352,0.6074934,1.412396,0.1005566,0.6117126,1.697611,0.1704998,0.2107542
34555,3.560586,-30.38208,9129.599,7673.194,1,1,0,0,0,26,6.568596,21.34219,0.3140155,0.9111906,5.567214,8.079088,16.47147,,3.563838,3.382514,3.653072,0.1509195,0.008,0.32,0.2947239,0.2201476,0.615775,0.7515912,0.3232117,0.3762548,0.39747,0.3873441,0.3481308,0.3115014,0.2261601,0.619894,1.220146,0.2843696,0.262701,0.4229059,0.1536248,0.6806954,0.4046069,0.251099,0.2523721
34559,3.630995,-30.38211,3663.013,7670.242,1,1,0,0,0,21,8.589915,18.20874,0.07348358,1.713804,8.572815,8.962439,10.15072,,1.374531,1.354298,1.380593,0.2909155,0.016,0.32,-0.09033284,0.2370977,0.2044036,0.7004423,0.2173023,0.3204945,1.053439,0.1845296,0.5906055,1.001414,0.1814421,0.3708226,0.840156,0.1577278,0.3287796,0.5137414,0.1450804,0.2938673,0.8690838,0.2245009,0.1215593
