bootstrap_slope
-3.718706802051067
-3.710866952840696
-3.690254404962578
-3.7168572620488463
-3.73268232410474
-3.722747148923165
-3.7007468734421205
-3.718982170519717
-3.7027046119094886
-3.742086793631408
-3.6900919054897146
-3.7029647239286367
-3.7149433857236525
-3.7164153713189005
-3.6977975236072296
-3.690530007773824
-3.7194247909955287
-3.6932635221759447
-3.7243199355950423
-3.664951127436397
-3.7298067041297163
-3.7098649022971193
-3.678695684879921
-3.7139117406581703
-3.692364315467725
-3.738118366953721
-3.702411927115356
-3.7287140882907654
-3.7235255999647197
-3.7072370010175395
-3.7143081172366275
-3.7111747223008575
-3.7222626622775072
-3.7174408101290815
-3.713965903953852
-3.7260004425353674
-3.7246295110100607
-3.6913785020157195
-3.6896367360278943
-3.696599372962256
-3.7440634367461394
-3.7356495198041135
-3.689311368223224
-3.706727456345561
-3.7148927443715225
-3.715581762691112
-3.7120178576431453
-3.6995477872593825
-3.685029046252749
-3.69909243741929
-3.731673955832241
-3.7105218790117322
-3.7058468997458722
-3.70946159215052
-3.713845333556703
-3.7024734190553485
-3.7313199883869674
-3.707089655295017
-3.6934287652281186
-3.7227903575281873
-3.702263080052419
-3.7119006185396377
-3.7230803959971577
-3.709567109406401
-3.6911167500247224
-3.6915909822282753
-3.7279967999695693
-3.7255384108837495
-3.7087529237474524
-3.7352889617816842
-3.7215384159892864
-3.724391324627998
-3.6969334068205666
-3.7217002484520023
-3.7125683345165807
-3.7342761956763892
-3.7063363004686543
-3.694414599818192
-3.738675598726764
-3.7179849104143807
-3.7256235317613053
-3.7024881921349975
-3.713665845560757
-3.7178338454947824
-3.7017965541964712
-3.720027304223164
-3.6911620596408827
-3.6997433157963315
-3.7068402265025884
-3.6623536792127904
-3.7314200603586523
-3.7379744098799135
-3.7354558552280155
-3.7136947485319323
-3.690424185618154
-3.723241927883233
-3.7079237743235427
-3.704456403673728
-3.6967259092702096
-3.711042271712062
-3.712288303725057
-3.67656053336487
-3.697062592070466
-3.7070140448345144
-3.716268854600087
-3.723630454230825
-3.6939733558766754
-3.6956395766217076
-3.7306803435956093
-3.6983039153980144
-3.722686390302893
-3.725771159169351
-3.7036091859262106
-3.707982130516616
-3.726202133830878
-3.717773772927585
-3.708576282830617
-3.7222378338117053
-3.691150530064566
-3.719124689344646
-3.7314547552609163
-3.7139987813810103
-3.712371991887436
-3.6940220944582993
-3.7263020773540827
-3.6848149385604527
-3.6861993524669705
-3.7282917189941767
-3.7338898900437845
-3.6969917830510415
-3.703804261596722
-3.709800324827207
-3.704223702118038
-3.708105872921339
-3.688728641294765
-3.7104177282946162
-3.7005751264960707
-3.705155851640588
-3.676414644168964
-3.7455011413879493
-3.680230593622439
-3.6985339504378962
-3.7214086462268856
-3.6975750429522662
-3.738933557945487
-3.7328264740459516
-3.7210079473120294
-3.7300325193931996
-3.7110806814072332
-3.7149466366479404
-3.734994971932458
-3.6888109977102723
-3.7291253200474626
-3.708291630352343
-3.7274855755176124
-3.7375553019518786
-3.7145097436060683
-3.721761940841045
-3.694843831070603
-3.7274200805326423
-3.689460682067756
-3.7242031479677005
-3.6834069982774786
-3.685452652463595
-3.7231709731803293
-3.7388391940808323
-3.724263291623931
-3.687507028065706
-3.7166924696089714
-3.6815984203038017
-3.7091727109242383
-3.720534180575496
-3.72274528746659
-3.733521928179316
-3.7055076641104554
-3.6994632768594014
-3.703539523891256
-3.7159303752939548
-3.7114222295603208
-3.711607949478912
-3.70530217128154
-3.6947254779480505
-3.7011560872404585
-3.703405525364637
-3.7209381859078947
-3.7475995067992662
-3.7278554714178256
-3.7147508677365204
-3.7163220682666016
-3.7115462789796303
-3.6865404763768876
-3.711280436556378
-3.755919694208366
-3.6976285316296194
-3.725670508473217
-3.6967851402427367
-3.7188323198066486
-3.714769097947898
-3.7290523222538665
-3.711563249895488
-3.692970315316448
-3.716158137839623
-3.715999123558834
-3.7204885652346555
-3.700842813440699
-3.6976245943549224
-3.7239493005978828
-3.745503545922257
-3.7589907433867116
-3.7011284306053085
-3.7207949071476065
-3.7296644084384694
-3.7298854451984353
-3.714022042363643
-3.7243005659888144
-3.715237613563031
-3.7303510507660413
-3.725183656765938
-3.6801364562400325
-3.714477519492312
-3.7300153078221725
-3.702219242408846
-3.687004803453275
-3.7249072260493024
-3.731222546176786
-3.709473970747627
-3.7229752390134223
-3.718136490367536
-3.711654116936173
-3.7189700128383154
-3.7041944158016022
-3.725007518820209
-3.7377542258969236
-3.729012628893163
-3.7156965725569817
-3.717382524664308
-3.702096682753338
-3.7251092068337397
-3.6958287065922386
-3.7074513538786267
-3.712586633324183
-3.6986398261832396
-3.725610943655588
-3.702587381983553
-3.734652783739576
-3.7012246612615756
-3.693426688826361
-3.6850603616647115
-3.709359200904327
-3.713552068345934
-3.7179654150622548
-3.7190519677642495
-3.7092412321435244
-3.6963191989211137
-3.7312806317076745
-3.7202023378156897
-3.7431477212823423
-3.7254853908121444
-3.7208567564185597
-3.7279932147263524
-3.7107283199345726
-3.720254554140785
-3.7018902186846914
-3.7185003753431665
-3.7035917078539033
-3.7267681952014486
-3.71383297238969
-3.681401629080384
-3.7204604956071083
-3.702858658804216
-3.7191536885653056
-3.703820603560123
-3.7316462012902782
-3.712540699938282
-3.7517278431472274
-3.7111429699910925
-3.7108532248214963
-3.7200683938265056
-3.70713335809439
-3.688693271831192
-3.7262746508226887
-3.703536806259782
-3.717090075253968
-3.729718620726958
-3.703618253104593
-3.726371672269282
-3.733665249774026
-3.701324666501274
-3.694390505485153
-3.7180320456998843
-3.7152686379481517
-3.7518392579069686
-3.700217709501868
-3.713837538360843
-3.7043218877494
-3.7242001100358393
-3.7132382123484198
-3.720492536761039
-3.69909533263556
-3.70399496475091
-3.7018916330899545
-3.706879300237332
-3.7031211418728947
-3.719856991550951
-3.7055148260680983
-3.737041344626866
-3.7233116189691997
-3.7104240334152996
-3.697875803261577
-3.722049736978759
-3.7282790552140224
-3.722619629327336
-3.744139249708056
-3.700576912339417
-3.7179830365582194
-3.6947084569012825
-3.7161053312043353
-3.711159378322435
-3.711584214452626
-3.6997418309790264
-3.691268948391451
-3.725007796357949
-3.7212933884540456
-3.735811032639888
-3.7492558177145847
-3.7249074008528438
-3.6870257483455164
-3.713388764276821
-3.6982817113192223
-3.712267071768355
-3.7130402990293114
-3.703972285725823
-3.6955479341593143
-3.7002947568427227
-3.708368392693967
-3.697556370649852
-3.710937723416509
-3.7149752881344438
-3.7358928274607868
-3.730756462977553
-3.714578648191097
-3.712142943197663
-3.7241182812592246
-3.736605160530239
-3.724237611674168
-3.723858307617756
-3.7114527992653907
-3.694984278732398
-3.7141222926934176
-3.7064032449639885
-3.726073387578233
-3.72451164662089
-3.7167426767651364
-3.727022153630175
-3.7025299217258376
-3.7247810064973823
-3.735613402851278
-3.714540899063581
-3.6869308640733607
-3.7128347922322296
-3.710414237907564
-3.7036611082262336
-3.705768256565577
-3.7267636152368806
-3.680386863664736
-3.7202492781902103
-3.7264424811746437
-3.7251342710409205
-3.746930869497762
-3.693726643260258
-3.7153798770330924
-3.7204277463695052
-3.718855804816544
-3.73943525190158
-3.7069837765139284
-3.715255012353738
-3.7177943425918776
-3.680191084802828
-3.73897090947643
-3.6855503842177995
-3.7085882988714256
-3.707181096464112
-3.7362882752909194
-3.720945725392389
-3.7242526431215057
-3.700702113885371
-3.7146014749468104
-3.753875418787161
-3.724772713212665
-3.703869423857371
-3.6900706394788174
-3.7179576334098754
-3.7149833766299567
