SOURCE_ID,ra,dec,pmra,pmdec,pmra_error,pmdec_error,parallax,parallax_error,phot_g_mean_mag,bp_rp,phot_bp_mean_mag,phot_rp_mean_mag,ruwe,phot_bp_rp_excess_factor
1328058283688851968,250.40649701287668,36.50187154274184,-3.099795472115691,-2.1964124749923224,0.24998575,0.23537,0.5604694581682237,0.21824369,18.903507,0.42637444,18.523973,18.097599,1.0692317,1.9129373
1328057596494141952,250.33638018385574,36.432895592186725,-3.1079680482948184,-1.7741320794066695,0.5144084,0.77409893,0.3935923107323187,0.6080589,20.131334,0.6273689,20.299484,19.672115,0.9369323,1.2637066
1328058661644302336,250.45023196172187,36.47294898657735,-2.954965642633457,-2.976461167583982,0.042236034,0.053059313,0.10817677010322066,0.04576613,14.885648,0.3445921,14.890983,14.546391,2.6601427,1.2969925
1328059481984734336,250.4374387631048,36.49615990563511,-2.9561801605627602,-3.0259001711579963,0.037143696,0.04296243,0.13931290225229825,0.037564877,16.163351,0.93113804,16.484337,15.553199,1.0811766,1.2779713
1328057287261959168,250.34393984185542,36.39921045422351,-2.5006437133917174,-2.6667859402575536,0.35215506,0.4395152,-0.3923666891753216,0.3906581,19.841148,0.6816883,19.688457,19.00677,0.998196,1.7424747
1328122119783781760,250.14281663306534,36.630529439483254,-2.8564918813616624,-2.127739759889006,0.22431976,0.28610247,0.23059789683256043,0.21351156,19.448328,0.78084373,19.76198,18.981136,1.0183512,1.190536
1328082129348503424,250.26107238818602,36.468110547070566,-4.131516425993256,-3.056907814197449,0.31594104,0.37643242,0.021913087945112653,0.29943824,19.75478,0.66010475,20.08671,19.426605,1.0119216,1.103676
1328051957198780544,250.50445503052447,36.29981740065387,-2.82627479804559,-1.9723045083681003,0.32602596,0.3713484,0.5594833438233445,0.3086478,19.769415,0.708025,20.039421,19.331396,1.0333623,1.195659
1328105562695920768,250.34751291284996,36.549782178062365,-2.446128446868034,-3.6091343585804223,0.40025344,0.46361417,0.07076254304000168,0.40904236,19.873566,0.922863,19.688677,18.765814,1.148185,2.0275054
1328033647761926784,250.30128945155585,36.34557957867498,-3.18480393181322,-2.7409463879986964,0.038868498,0.044351146,0.1024828444788387,0.037513096,15.933631,-0.09667206,15.907751,16.004423,1.0610249,1.1370761
1328059623720834688,250.45787206242258,36.52348884457134,-3.758310055286786,-3.1863682552789427,0.17877592,0.19008207,0.194935854649334,0.17479941,18.886076,0.7600517,19.067648,18.307596,0.9855005,1.3306767
1328056668777538688,250.4407224349198,36.39528164086304,-3.316072351402119,-3.2196713161103583,0.37646818,0.32912317,0.8687022276366474,0.3086476,19.493774,0.6578312,20.058334,19.400503,0.95265967,0.88985795
1328057798357510016,250.4125045405854,36.45664031714411,-2.8871134463178527,-2.930405048634545,0.03047534,0.03674903,0.16722418212050433,0.031702064,12.505098,1.297431,12.618662,11.321231,2.344703,1.9056425
