frame_width_px,frame_height_px,total_pixels,brightest_region_x_px,brightest_region_y_px,peak_radial_radius_px,pixel_scale,angular_size_estimate,product
2058,2058,4235364,2057,0,24.652858455944546,"not available (display-stretched preview, no WCS)",not available without calibrated FITS/WCS product,ring nebula JWST preview
